,GEOID,FP_nearest,FP_tt,FP_tt_3
133,36061019702,ebb39b6c-4de2-4796-9a39-b0edbe23f9b4,4.33,4.42
134,36061019900,cbd69b40-e099-4f56-813c-3d57b9cfafc2,1.89,2.6
135,36061020500,66308990-c943-4be2-a508-eac602af5eee,3.39,4.37
136,36061020600,4f860ec0-6e11-43cc-b3d8-783aad51092e,2.9,3.97
137,36061020701,e83d5387-555b-400f-8d05-97370ff9772c,6.16,6.42
138,36061020800,4f860ec0-6e11-43cc-b3d8-783aad51092e,1.51,2.31
139,36061021100,66308990-c943-4be2-a508-eac602af5eee,4.54,6.61
140,36061021303,41ef26ca-93a9-434c-90ab-0b0e0430646a,2.21,2.48
141,36061021500,1a2c298b-f950-4b1e-8e22-f7f905052199,3.53,4.24
142,36061021600,8e5a6c7d-a83b-4baf-b31d-04fb5c6def02,3.65,4.2
143,36061021703,e8018735-e563-465b-b0cb-f6d9c21dc4ea,4.35,7.18
144,36061021800,8e5a6c7d-a83b-4baf-b31d-04fb5c6def02,0.66,2.19
145,36061022000,532282e1-50ab-4da8-ae48-25e48c0edfb5,1.01,2.96
146,36061022102,0bbdd2c0-fef2-4172-a141-d084cf7448bb,4.32,5.96
147,36061022200,0c03437e-4e2c-481a-a600-50b85237d40f,1.74,2.8
148,36061022301,e8018735-e563-465b-b0cb-f6d9c21dc4ea,7.52,9.48
149,36061022400,1a2c298b-f950-4b1e-8e22-f7f905052199,1.3,1.55
150,36061022500,5a0a2998-7f71-4259-aef4-a49af871267e,5.82,8.34
151,36061022600,1a2c298b-f950-4b1e-8e22-f7f905052199,3.29,4.54
152,36061022800,0bbdd2c0-fef2-4172-a141-d084cf7448bb,2.1,3.88
153,36061023100,08a30d94-2041-4959-8045-8ed3b30d0ca7,2.8,3.04
154,36061023400,929c1e8b-07a7-4cc4-9a1e-2118020c5b9b,3.31,6.17
155,36061023502,929c1e8b-07a7-4cc4-9a1e-2118020c5b9b,3.26,4.86
156,36061024100,98639916-f85b-4c8f-a535-da4b192d906c,3.16,4.94
157,36061024200,93760cce-865a-4bf1-a666-736cc7280b77,2.46,3.85
158,36061024301,dc269d10-e9a9-47e4-9d28-b1e7b4e321e9,4.1,6.47
159,36061024700,7322b4ce-b38f-4c94-9327-790b19169043,8.18,8.5
160,36061024900,4af7551b-ba2f-4191-917c-d04e15c02c32,9.32,9.51
161,36061025100,7322b4ce-b38f-4c94-9327-790b19169043,5.79,7.43
162,36061025500,7322b4ce-b38f-4c94-9327-790b19169043,3.21,6.36
163,36061026500,3a914b68-8ed8-481c-baf2-d4fbd23f6b47,4.54,5.63
164,36061026700,dacc48d8-8172-4019-b921-42bba0dd4051,3.05,6.0
165,36061026900,dacc48d8-8172-4019-b921-42bba0dd4051,1.79,4.74
166,36061027100,d96bcc0d-1371-45cc-89f7-162f571be5af,3.19,3.91
167,36061028100,d96bcc0d-1371-45cc-89f7-162f571be5af,4.23,8.73
168,36061029300,fd594d3b-4d36-42dd-8ab0-608dcc9d2140,1.46,3.23
169,36061029500,5296704f-337c-4a1f-8a80-509431a39adc,4.81,4.98
170,36061030900,92398845-19da-4bba-9f90-791d24c3f12a,1.44,5.3
171,36005000100,faf992b4-18b1-4bee-851a-ee95450a65d8,25.11,30.99
172,36005000200,f3a31c60-1b44-4143-af6e-6cca115cf186,6.26,14.38
173,36005001600,f3a31c60-1b44-4143-af6e-6cca115cf186,6.71,8.63
174,36005001904,4295f164-dceb-4b0f-849c-ee85c376f152,23.93,24.47
175,36005002002,28869e3b-94da-4cac-8ab0-1651e1c2c69f,4.65,9.56
176,36005002300,59e55371-daf0-45f6-8333-a7da9bf3a89f,6.24,7.51
177,36005002500,36b19b7d-a485-4f34-b12d-8ee4c557089f,4.9,5.77
178,36005002701,5b9c335d-2136-42ff-aaac-40cd2caac511,2.0,5.92
179,36005002702,5b9c335d-2136-42ff-aaac-40cd2caac511,1.98,5.9
180,36005003800,28869e3b-94da-4cac-8ab0-1651e1c2c69f,1.92,8.75
181,36005003900,59e55371-daf0-45f6-8333-a7da9bf3a89f,2.33,4.35
182,36005004001,3d7b6c1b-b58a-4b5d-9e96-501ce2a24b55,9.74,10.59
183,36005004200,28869e3b-94da-4cac-8ab0-1651e1c2c69f,5.73,11.74
184,36005004400,28869e3b-94da-4cac-8ab0-1651e1c2c69f,8.69,11.94
185,36005004600,28869e3b-94da-4cac-8ab0-1651e1c2c69f,5.34,10.69
186,36005004800,205f92a9-d55f-4e23-a043-4857159373d7,4.83,7.7
187,36005005001,205f92a9-d55f-4e23-a043-4857159373d7,2.12,7.97
188,36005005002,205f92a9-d55f-4e23-a043-4857159373d7,1.54,5.56
189,36005005400,7b87be3a-f758-4391-bf88-bb56057cfb10,2.56,4.88
190,36005006302,0c2a6213-5b0f-4f02-b334-a24f5ed3b4c8,4.67,5.19
191,36005006400,62cb246f-6a76-428f-b138-89c881181b32,3.29,5.45
192,36005006500,4c31e067-ec2e-4979-96e8-dc83e0fcd8e4,3.15,4.55
193,36005006800,62cb246f-6a76-428f-b138-89c881181b32,7.53,8.89
194,36005007000,c5743843-df72-4420-858e-d4e4976f760e,8.03,10.28
195,36005007200,c5743843-df72-4420-858e-d4e4976f760e,5.66,6.45
196,36005007400,568aa4af-c1b9-45aa-bb5b-0dc5cc842ca2,6.03,7.78
197,36005007600,c5743843-df72-4420-858e-d4e4976f760e,6.23,7.2
198,36005007800,568aa4af-c1b9-45aa-bb5b-0dc5cc842ca2,9.78,10.06
199,36005007900,4295f164-dceb-4b0f-849c-ee85c376f152,1.46,3.37
200,36005008300,4295f164-dceb-4b0f-849c-ee85c376f152,3.48,4.73
201,36005008400,66788ff4-fb9f-462f-b593-d6eac52ef789,8.99,11.49
202,36005008500,4709838c-786b-4147-9fa8-896da2d25038,1.51,4.43
203,36005008600,66788ff4-fb9f-462f-b593-d6eac52ef789,3.17,7.3
204,36005008700,4709838c-786b-4147-9fa8-896da2d25038,5.98,7.24
205,36005009200,3d7b6c1b-b58a-4b5d-9e96-501ce2a24b55,6.67,9.36
206,36005009600,804c4057-a816-4a3c-af5e-572d459ef243,3.06,7.05
207,36005011701,01943e08-982f-4eb1-b01b-772c8629ede3,2.78,4.0
208,36005011702,faf992b4-18b1-4bee-851a-ee95450a65d8,7.27,10.95
209,36005011900,b53ce05a-78e2-4c16-b131-a6e8de60496b,9.46,9.71
210,36005012101,d097b5fd-4d25-474e-abcb-731e69886e14,4.01,6.12
211,36005012102,d097b5fd-4d25-474e-abcb-731e69886e14,7.54,9.24
212,36005012500,4014beef-c5c1-4a76-82dd-654be9acfe7f,2.49,3.98
213,36005012901,96a6c2de-3795-4cb3-b547-359a1b879c4c,2.96,4.48
214,36005013000,589d1854-acda-489e-ae47-5a1a010df396,6.9,18.01
215,36005013100,e256a05e-5878-4c22-aec9-98fffb2ae446,1.91,2.11
216,36005013200,589d1854-acda-489e-ae47-5a1a010df396,10.97,20.4
217,36005013300,5bb2c186-8835-47af-9d56-1e6cfcc97fa7,3.08,3.94
218,36005013500,77b7f565-b413-4a26-828a-a6d54d8879f0,3.25,3.73
219,36005014400,589d1854-acda-489e-ae47-5a1a010df396,5.55,17.14
220,36005014900,0c529d88-9305-4fd1-a85a-e1504cf33c15,2.89,4.85
221,36005015100,02647401-d460-4122-9d27-cd00d4c01af9,2.2,4.2
222,36005015200,589d1854-acda-489e-ae47-5a1a010df396,8.66,18.93
223,36005015300,3f4c4081-8886-44b5-a933-e8806dda48d0,3.03,4.52
224,36005015800,589d1854-acda-489e-ae47-5a1a010df396,3.06,16.92
225,36005016000,589d1854-acda-489e-ae47-5a1a010df396,12.4,20.33
226,36005016200,589d1854-acda-489e-ae47-5a1a010df396,9.55,18.91
227,36005016300,3f4c4081-8886-44b5-a933-e8806dda48d0,4.57,7.33
228,36005016400,589d1854-acda-489e-ae47-5a1a010df396,15.47,21.0
229,36005017100,8279d1e6-4dd4-4460-b3b8-686f1a1a7770,5.23,5.78
230,36005017500,1a692955-16c3-48f3-909a-11ccd793ecf4,1.7,3.68
231,36005017701,36ae5b08-2aae-44f4-a1b6-71a87678615d,3.35,3.57
232,36005017702,8279d1e6-4dd4-4460-b3b8-686f1a1a7770,1.84,3.98
233,36005017901,ac3404c6-f877-4e33-b9e8-5c73d31bce50,2.78,3.84
234,36005017902,36ae5b08-2aae-44f4-a1b6-71a87678615d,2.84,3.45
235,36005018101,2cea9b0c-52e8-43d3-8b00-4cd29f0af28f,3.37,3.97
236,36005018102,5e62ec6c-3fce-4f68-a2d7-f624a74d7d52,0.93,2.79
237,36005018302,2cea9b0c-52e8-43d3-8b00-4cd29f0af28f,2.67,4.58
238,36005018400,471014ce-9d6c-45a0-8953-f49cd307c217,16.39,20.22
239,36005018900,0c2a6213-5b0f-4f02-b334-a24f5ed3b4c8,0.82,4.02
240,36005019700,65e37a6c-0c15-4b84-8d19-d20b75d64490,1.86,3.12
241,36005019900,e86a94a9-4256-4112-a40b-cce0aeae30b3,4.18,5.36
242,36005020200,471014ce-9d6c-45a0-8953-f49cd307c217,4.16,5.49
243,36005020400,aa000df6-d96d-4a78-bc71-a5f22830ab19,5.62,8.27
244,36005020601,804c4057-a816-4a3c-af5e-572d459ef243,5.41,7.06
245,36005020900,ae38aad6-fbb0-43ab-9d38-d9f7ceff7e5c,2.38,5.92
246,36005021002,3d7b6c1b-b58a-4b5d-9e96-501ce2a24b55,5.5,7.26
247,36005021100,152bfd17-e1b7-4b5b-a815-7b3cfae10ca8,2.29,2.53
248,36005021301,ae38aad6-fbb0-43ab-9d38-d9f7ceff7e5c,4.14,6.02
249,36005021302,dcc52dd9-1932-47d7-a01c-077ec478e248,4.46,4.86
250,36005021501,26bb025e-43c6-482d-8445-3442c5d8810e,6.1,9.24
251,36005021502,ae38aad6-fbb0-43ab-9d38-d9f7ceff7e5c,5.84,8.34
252,36005021700,ae38aad6-fbb0-43ab-9d38-d9f7ceff7e5c,6.21,7.34
253,36005021800,62cb246f-6a76-428f-b138-89c881181b32,8.61,9.03
254,36005021900,dcc52dd9-1932-47d7-a01c-077ec478e248,1.81,3.62
255,36005022101,dcc52dd9-1932-47d7-a01c-077ec478e248,3.06,3.17
256,36005022102,ac3404c6-f877-4e33-b9e8-5c73d31bce50,1.84,3.49
257,36005022300,dcc52dd9-1932-47d7-a01c-077ec478e248,3.57,5.13
258,36005022403,8003ba50-c880-4f01-9a9e-6806f7af551f,1.78,2.16
259,36005022404,a0ff04b2-e04c-4c4c-8701-86802102302e,3.18,3.49
260,36005022500,8279d1e6-4dd4-4460-b3b8-686f1a1a7770,4.22,6.35
261,36005022701,14cdad53-ebe1-441e-9f57-6b627e20ad65,5.39,6.15
262,36005022702,ae38aad6-fbb0-43ab-9d38-d9f7ceff7e5c,3.8,6.29
263,36005022703,e3352df9-9033-4d79-b4d9-9fd2b53604ac,3.73,6.56
264,36005022800,a0ff04b2-e04c-4c4c-8701-86802102302e,3.46,3.63
265,36005022901,e3352df9-9033-4d79-b4d9-9fd2b53604ac,2.28,4.89
266,36005022902,e3352df9-9033-4d79-b4d9-9fd2b53604ac,1.15,4.26
267,36005023100,8d0c9cbd-0fc3-498b-8202-f5d06dccf8c5,2.98,4.07
268,36005023200,421ba633-7795-4c8a-bdaf-ef20cf2fc786,2.84,3.84
269,36005023301,14cdad53-ebe1-441e-9f57-6b627e20ad65,0.82,4.78
270,36005023302,14cdad53-ebe1-441e-9f57-6b627e20ad65,4.66,5.47
271,36005023600,c8a92792-d73f-4be0-8c9a-aae2812cb46d,0.38,1.57
272,36005023704,3897caa1-4ffb-432d-8cfe-0a794402d4e4,3.13,3.3
273,36005023900,45294bd5-950b-4079-bae5-a48ae8090610,2.85,4.06
274,36005024100,042a2d51-bc1b-4da9-939a-e368d1710295,2.63,3.33
275,36005024300,042a2d51-bc1b-4da9-939a-e368d1710295,3.83,5.25
276,36005024400,421ba633-7795-4c8a-bdaf-ef20cf2fc786,8.37,9.69
277,36005024501,042a2d51-bc1b-4da9-939a-e368d1710295,7.92,9.04
278,36005024502,042a2d51-bc1b-4da9-939a-e368d1710295,6.14,7.61
279,36005024600,a0ff04b2-e04c-4c4c-8701-86802102302e,7.29,7.48
280,36005024800,8003ba50-c880-4f01-9a9e-6806f7af551f,8.43,8.5
281,36005024900,6a6cf7a8-7991-4de8-a347-e51cef3122b7,6.93,7.99
282,36005025000,a0ff04b2-e04c-4c4c-8701-86802102302e,12.48,12.57
283,36005025100,6a6cf7a8-7991-4de8-a347-e51cef3122b7,1.35,3.42
284,36005025200,aa000df6-d96d-4a78-bc71-a5f22830ab19,11.41,11.86
285,36005025300,08f4dcca-3ff7-4a76-bbb4-569615ca0cf1,2.3,3.45
286,36005025400,aa000df6-d96d-4a78-bc71-a5f22830ab19,10.89,14.47
287,36005025500,08f4dcca-3ff7-4a76-bbb4-569615ca0cf1,4.43,5.81
288,36005026100,4bd140b8-d12f-4728-a7ef-46cd24767f06,5.55,7.54
289,36005026300,4bd140b8-d12f-4728-a7ef-46cd24767f06,2.79,4.75
290,36005026400,c7b51cc1-d22e-452c-8754-705376ab4032,14.15,17.18
291,36005026500,be97516b-4ebc-41bf-b414-8a426c8da7f3,6.84,8.03
292,36005026601,c7b51cc1-d22e-452c-8754-705376ab4032,8.66,12.15
293,36005026602,e4f7bb24-f8b3-4051-8363-d2ba697ffa0b,12.46,14.99
294,36005026701,4bd140b8-d12f-4728-a7ef-46cd24767f06,10.43,11.21
295,36005026702,13767334-2141-4a33-909a-482eb7a62adf,8.28,9.88
296,36005027300,13767334-2141-4a33-909a-482eb7a62adf,6.54,7.79
297,36005027700,13767334-2141-4a33-909a-482eb7a62adf,1.19,6.32
298,36005027900,c78262b3-7d22-4056-9f1b-8712dbc3499b,2.99,9.42
299,36005028100,c78262b3-7d22-4056-9f1b-8712dbc3499b,8.89,13.8
300,36005028600,aa000df6-d96d-4a78-bc71-a5f22830ab19,9.69,13.18
301,36005028700,c78262b3-7d22-4056-9f1b-8712dbc3499b,7.15,8.09
302,36005028800,560e85cd-4e75-48e0-80be-5a70d8e4efb7,13.53,15.94
303,36005028900,0db80ac2-35f2-42f3-8779-37e60041c115,3.24,5.41
304,36005029500,0db80ac2-35f2-42f3-8779-37e60041c115,10.5,11.33
305,36005029600,560e85cd-4e75-48e0-80be-5a70d8e4efb7,9.19,12.6
306,36005030000,e4f7bb24-f8b3-4051-8363-d2ba697ffa0b,4.63,10.41
307,36005030100,0db80ac2-35f2-42f3-8779-37e60041c115,12.81,15.95
308,36005030201,e4f7bb24-f8b3-4051-8363-d2ba697ffa0b,11.97,19.88
309,36005030701,c78262b3-7d22-4056-9f1b-8712dbc3499b,18.73,21.96
310,36005030900,0db80ac2-35f2-42f3-8779-37e60041c115,25.79,28.67
311,36005031000,e4f7bb24-f8b3-4051-8363-d2ba697ffa0b,9.12,10.76
312,36005031200,560e85cd-4e75-48e0-80be-5a70d8e4efb7,2.05,10.14
313,36005031400,560e85cd-4e75-48e0-80be-5a70d8e4efb7,1.55,10.21
314,36005031600,560e85cd-4e75-48e0-80be-5a70d8e4efb7,5.16,11.29
315,36005031800,560e85cd-4e75-48e0-80be-5a70d8e4efb7,8.32,13.09
316,36005031900,c78262b3-7d22-4056-9f1b-8712dbc3499b,43.4,49.27
317,36005032300,c78262b3-7d22-4056-9f1b-8712dbc3499b,32.71,38.27
318,36005032400,8003ba50-c880-4f01-9a9e-6806f7af551f,11.3,11.63
319,36005032600,560e85cd-4e75-48e0-80be-5a70d8e4efb7,12.72,14.89
320,36005032800,8003ba50-c880-4f01-9a9e-6806f7af551f,9.98,10.35
321,36005033000,8003ba50-c880-4f01-9a9e-6806f7af551f,9.35,9.73
322,36005033201,8003ba50-c880-4f01-9a9e-6806f7af551f,7.15,7.45
323,36005033202,8003ba50-c880-4f01-9a9e-6806f7af551f,12.36,12.71
324,36005033601,ea7e5c9d-f9ce-47b1-93e7-e977784e71d3,12.24,13.25
325,36005033602,ea7e5c9d-f9ce-47b1-93e7-e977784e71d3,9.14,10.4
326,36005033801,d6e13471-acea-42f7-9ce5-0dd91cda5e8c,13.11,14.91
327,36005033802,d6e13471-acea-42f7-9ce5-0dd91cda5e8c,8.74,11.84
328,36005034000,d6e13471-acea-42f7-9ce5-0dd91cda5e8c,11.82,14.87
329,36005034200,d6e13471-acea-42f7-9ce5-0dd91cda5e8c,12.7,14.17
330,36005034300,c78262b3-7d22-4056-9f1b-8712dbc3499b,37.59,44.47
331,36005034400,b3158025-48e1-42ae-a891-e1933071f697,12.11,13.58
332,36005034800,b3158025-48e1-42ae-a891-e1933071f697,7.29,9.38
333,36005035600,340a5e9c-f1a6-49fc-b42f-b3d00bc56958,11.03,12.35
334,36005035900,b4b17132-0557-466b-bf88-b78eb7160f5f,0.63,4.04
335,36005036000,340a5e9c-f1a6-49fc-b42f-b3d00bc56958,6.7,7.5
336,36005036300,402f1dfa-c4c5-4da1-a6c8-90f0794b5763,3.6,5.78
337,36005036400,77ad477a-f7ac-412f-8131-0c71e1e74434,2.91,4.64
338,36005036501,402f1dfa-c4c5-4da1-a6c8-90f0794b5763,4.73,5.87
339,36005036800,77ad477a-f7ac-412f-8131-0c71e1e74434,8.31,9.82
340,36005036901,b93b3d1b-5d0f-4d08-be21-4807dbe1fc44,3.3,5.32
341,36005036902,b93b3d1b-5d0f-4d08-be21-4807dbe1fc44,3.9,6.85
342,36005037000,d6e13471-acea-42f7-9ce5-0dd91cda5e8c,7.66,10.2
343,36005037100,a7fd0062-7afd-4e4b-b3f8-ea488f6ac316,4.76,6.12
344,36005037200,d6e13471-acea-42f7-9ce5-0dd91cda5e8c,3.95,7.81
345,36005037300,a7fd0062-7afd-4e4b-b3f8-ea488f6ac316,1.03,3.77
346,36005037400,ea7e5c9d-f9ce-47b1-93e7-e977784e71d3,3.19,6.2
347,36005037504,a7fd0062-7afd-4e4b-b3f8-ea488f6ac316,2.72,3.7
348,36005037900,0e97383c-cd10-4292-8ae4-393248ae4e13,3.7,4.56
349,36005038000,d6e13471-acea-42f7-9ce5-0dd91cda5e8c,3.35,5.74
350,36005038100,3897caa1-4ffb-432d-8cfe-0a794402d4e4,3.37,5.04
351,36005038200,77ad477a-f7ac-412f-8131-0c71e1e74434,7.44,10.65
352,36005038301,aa3d80e7-fee2-4431-ac60-dd15e87171dc,2.27,3.8
353,36005038303,f57184e9-b5c0-45d6-904b-872afc68be91,1.7,3.17
354,36005038600,77ad477a-f7ac-412f-8131-0c71e1e74434,6.1,8.87
355,36005038700,37d67fed-cfe4-4b77-ba51-1ec96dbace7f,2.07,4.8
356,36005038800,d0bae9b6-e6c5-4993-aef5-3dfe7beb60be,8.66,9.17
357,36005039000,b808b57b-6acc-4343-8b21-4df02418ecfc,6.07,6.58
358,36005039100,01770911-e631-4c5a-a913-d326c26224eb,1.93,2.72
359,36005039200,695f98dc-d577-4b92-a7be-61a7bb7ff742,2.48,3.98
360,36005039400,b808b57b-6acc-4343-8b21-4df02418ecfc,5.33,6.45
361,36005039600,b808b57b-6acc-4343-8b21-4df02418ecfc,1.01,4.72
362,36005039800,d0bae9b6-e6c5-4993-aef5-3dfe7beb60be,4.25,5.96
363,36005040302,b969faa2-88aa-4b60-90e9-7879c75fc500,5.39,7.36
364,36005040303,b969faa2-88aa-4b60-90e9-7879c75fc500,3.07,6.99
365,36005040304,b969faa2-88aa-4b60-90e9-7879c75fc500,6.61,8.81
366,36005040400,b7d33428-ee53-4ca7-b077-0da5822ab4f6,0.95,2.51
367,36005040501,b969faa2-88aa-4b60-90e9-7879c75fc500,5.67,5.96
368,36005040502,e7a55759-3660-4b0a-9cd6-7f521ae6bb58,3.0,4.18
369,36005040600,99162200-f5bb-47e6-bdeb-a9d632e55052,3.61,4.31
370,36005040701,b969faa2-88aa-4b60-90e9-7879c75fc500,2.09,5.4
371,36005040702,ab784f4c-7be6-41d0-b539-0024a8dfdb1f,2.57,4.5
372,36005040800,99162200-f5bb-47e6-bdeb-a9d632e55052,3.09,6.9
373,36005040900,b969faa2-88aa-4b60-90e9-7879c75fc500,7.94,9.27
374,36005041500,ab784f4c-7be6-41d0-b539-0024a8dfdb1f,3.76,4.28
375,36005041900,b3e3fcf6-b938-4258-8ea4-131ed5b0af63,5.02,6.22
376,36005042000,99162200-f5bb-47e6-bdeb-a9d632e55052,4.73,8.18
377,36005042100,d9b268f8-e3d9-40b0-b669-ce9184192d01,5.19,9.52
378,36005042200,99162200-f5bb-47e6-bdeb-a9d632e55052,4.47,6.48
379,36005042300,33925b1a-00eb-4a96-b4e7-2e4fb2f8d576,2.52,5.1
380,36005042400,b7d33428-ee53-4ca7-b077-0da5822ab4f6,4.14,5.72
381,36005042800,0a89964c-eed1-425d-97d9-7d251c834192,2.79,6.6
382,36005042902,33925b1a-00eb-4a96-b4e7-2e4fb2f8d576,4.91,6.75
383,36005043000,1dbf9307-1444-4362-9208-5b0b36d79c95,3.97,6.83
384,36005043101,d9b268f8-e3d9-40b0-b669-ce9184192d01,3.55,10.51
385,36005043400,b92888b5-5e41-45df-b4fa-3a888fccbee0,0.79,5.77
386,36005043600,b92888b5-5e41-45df-b4fa-3a888fccbee0,2.43,5.45
387,36005044200,b9ac2410-37e4-434c-98f7-a617695d0a3e,5.98,10.96
388,36005044400,b9ac2410-37e4-434c-98f7-a617695d0a3e,5.41,8.02
389,36005044800,0a89964c-eed1-425d-97d9-7d251c834192,4.41,9.07
390,36005044901,99162200-f5bb-47e6-bdeb-a9d632e55052,19.71,22.28
391,36005044902,99162200-f5bb-47e6-bdeb-a9d632e55052,17.33,20.02
392,36005045102,99162200-f5bb-47e6-bdeb-a9d632e55052,14.35,15.13
393,36005045600,d817a540-5e2b-49ca-a329-f085bf961d13,11.14,11.54
394,36005045800,ca86ea0e-eb6b-4eab-a554-dfd71628c7e6,4.18,7.37
395,36005046000,ca86ea0e-eb6b-4eab-a554-dfd71628c7e6,8.78,10.86
396,36005046203,f8f47581-ae82-4afa-8de5-93a82b2b41c7,7.6,12.23
397,36005046204,f8f47581-ae82-4afa-8de5-93a82b2b41c7,12.27,19.2
398,36005046206,f8f47581-ae82-4afa-8de5-93a82b2b41c7,8.12,15.14
399,36005046207,f8f47581-ae82-4afa-8de5-93a82b2b41c7,4.26,11.76
400,36005046208,f8f47581-ae82-4afa-8de5-93a82b2b41c7,9.6,10.66
401,36005046209,f8f47581-ae82-4afa-8de5-93a82b2b41c7,4.31,6.11
402,36005048401,dac59d26-048e-4e47-bfd7-a15d81f83c25,3.24,4.15
403,36005048402,dac59d26-048e-4e47-bfd7-a15d81f83c25,7.9,8.65
404,36005050400,f8f47581-ae82-4afa-8de5-93a82b2b41c7,32.87,36.25
405,36005051601,a2702fe3-863a-4dad-b333-0574faed162b,43.54,48.44
406,36005051602,a2702fe3-863a-4dad-b333-0574faed162b,62.46,67.13
407,36081000200,5f14b085-5a62-41cf-923f-d224e714cb04,4.97,14.56
408,36081000400,5f14b085-5a62-41cf-923f-d224e714cb04,4.15,12.64
409,36081000600,5f14b085-5a62-41cf-923f-d224e714cb04,8.76,12.25
410,36081000702,0916ea2f-41f3-495c-8dea-e7ef68b62df7,7.41,13.18
411,36081000800,5f14b085-5a62-41cf-923f-d224e714cb04,7.84,11.45
412,36081001000,5f14b085-5a62-41cf-923f-d224e714cb04,3.58,12.8
413,36081001200,5f14b085-5a62-41cf-923f-d224e714cb04,4.09,14.88
414,36081001400,5f14b085-5a62-41cf-923f-d224e714cb04,9.25,13.7
415,36081001600,5f14b085-5a62-41cf-923f-d224e714cb04,8.82,11.73
416,36081002200,834cebb4-35e5-459d-87ef-49082520da1f,8.95,13.84
417,36081002400,834cebb4-35e5-459d-87ef-49082520da1f,6.89,10.78
418,36081002600,834cebb4-35e5-459d-87ef-49082520da1f,6.14,7.98
419,36081002800,834cebb4-35e5-459d-87ef-49082520da1f,1.44,8.3
420,36081003000,834cebb4-35e5-459d-87ef-49082520da1f,4.72,11.04
421,36081003100,4ebb2775-4ecc-464d-99d6-c530f017fccd,2.34,4.39
422,36081003200,407c0c0c-95f8-4c64-86f7-edf2ea34b6f9,5.14,8.48
423,36081003302,82005f9d-5f33-426e-b974-71901f326486,2.63,4.26
424,36081003400,5f14b085-5a62-41cf-923f-d224e714cb04,11.23,11.35
425,36081003800,407c0c0c-95f8-4c64-86f7-edf2ea34b6f9,1.35,7.22
426,36081004001,407c0c0c-95f8-4c64-86f7-edf2ea34b6f9,2.56,7.93
427,36081004002,407c0c0c-95f8-4c64-86f7-edf2ea34b6f9,6.64,7.79
428,36081004200,9bfe1146-1979-49d0-8173-a0ffaf9cca1c,9.17,12.09
429,36081004300,01fdde44-0aaf-43ad-b5a5-a775b2571398,2.85,6.85
430,36081004500,d9dfbd3f-1e08-4917-9993-075c1e15df18,5.18,6.52
431,36081004700,01fdde44-0aaf-43ad-b5a5-a775b2571398,7.7,9.26
432,36081005000,9bfe1146-1979-49d0-8173-a0ffaf9cca1c,6.72,11.23
433,36081005100,4ebb2775-4ecc-464d-99d6-c530f017fccd,5.97,7.57
434,36081005200,9bfe1146-1979-49d0-8173-a0ffaf9cca1c,5.24,10.81
435,36081005300,ca0d4bb5-e1fd-4993-922c-7b48122af631,9.38,10.47
436,36081005500,81e01514-0607-4124-bfcd-8cd4411d9a25,9.21,10.55
437,36081005700,eee48a46-f590-45e8-870a-1ca2d3b8fa18,9.84,13.4
438,36081006300,eee48a46-f590-45e8-870a-1ca2d3b8fa18,9.63,10.62
439,36081006501,e0d04766-faa4-4154-a5ea-3bb794f1ab95,10.32,13.21
440,36081006502,e0d04766-faa4-4154-a5ea-3bb794f1ab95,7.13,12.47
441,36081006900,ca0d4bb5-e1fd-4993-922c-7b48122af631,11.38,12.05
442,36081007100,ca0d4bb5-e1fd-4993-922c-7b48122af631,8.63,10.29
443,36081007300,ca0d4bb5-e1fd-4993-922c-7b48122af631,5.26,7.91
444,36081007500,ca0d4bb5-e1fd-4993-922c-7b48122af631,4.35,7.81
445,36081007700,d9dfbd3f-1e08-4917-9993-075c1e15df18,1.85,4.5
446,36081007900,d9dfbd3f-1e08-4917-9993-075c1e15df18,3.62,4.89
447,36081008100,40c8b589-a16c-4e32-82d2-9d40abcc6975,4.52,5.79
448,36081008300,40c8b589-a16c-4e32-82d2-9d40abcc6975,5.87,7.93
449,36081008500,01fdde44-0aaf-43ad-b5a5-a775b2571398,1.13,5.17
450,36081009400,dd98c720-3241-4c35-840a-fe92c898ea2f,1.37,10.01
451,36081009500,ca0d4bb5-e1fd-4993-922c-7b48122af631,14.81,15.3
452,36081009600,dd98c720-3241-4c35-840a-fe92c898ea2f,3.45,13.24
453,36081009700,ca0d4bb5-e1fd-4993-922c-7b48122af631,19.4,20.2
454,36081009800,dd98c720-3241-4c35-840a-fe92c898ea2f,7.68,11.24
455,36081009900,40c8b589-a16c-4e32-82d2-9d40abcc6975,14.55,17.71
456,36081010000,dd98c720-3241-4c35-840a-fe92c898ea2f,7.22,12.05
457,36081010100,e0d04766-faa4-4154-a5ea-3bb794f1ab95,23.27,23.45
458,36081010200,90ad14f6-e153-4d55-8fa0-c3a20d66db48,12.12,13.28
459,36081010300,e0d04766-faa4-4154-a5ea-3bb794f1ab95,24.15,26.24
460,36081010400,90ad14f6-e153-4d55-8fa0-c3a20d66db48,7.31,10.76
461,36081010500,e0d04766-faa4-4154-a5ea-3bb794f1ab95,27.5,29.3
462,36081010800,90ad14f6-e153-4d55-8fa0-c3a20d66db48,9.17,11.45
463,36081011000,dd98c720-3241-4c35-840a-fe92c898ea2f,8.98,11.44
464,36081011100,e0d04766-faa4-4154-a5ea-3bb794f1ab95,24.33,30.28
465,36081011200,dd98c720-3241-4c35-840a-fe92c898ea2f,5.97,10.08
