GEOID,FP_tt,min,mean,index,Median_Income,Median_Income_4per_hh,Total_Population,percent_car_owners,percent_poverty,percent_food_insecure,TCoL_2023,TCoL_mapping,Income_minus_TCOL,below_TCOL,poverty_ind
36061003900,5.21,5.21,5.21,1.0,190563,250001,6830,0.4777,0.0675,0.1,151723.0,S_Manhattan,98278.0,0,0
36061004001,6.05,6.05,6.05,1.0,111985,173576,3004,0.1286,0.092,,151723.0,S_Manhattan,21853.0,0,0
36061004002,5.25,5.25,5.25,1.0,139865,216790,6135,0.0995,0.2052,,151723.0,S_Manhattan,65067.0,0,1
36061004100,5.33,5.33,5.33,1.0,97287,250001,7854,0.1752,0.1466,0.145,151723.0,S_Manhattan,98278.0,0,0
36061004200,4.26,4.26,4.26,1.0,128578,250001,5347,0.1232,0.1466,,151723.0,S_Manhattan,98278.0,0,0
36061004300,3.22,3.22,3.22,1.0,102763,215547,3788,0.1124,0.1476,,151723.0,S_Manhattan,63824.0,0,0
36061004400,5.94,5.94,5.94,1.0,125895,250001,16629,0.2732,0.1315,0.077,151723.0,S_Manhattan,98278.0,0,0
36061004500,7.25,7.25,7.25,1.0,145370,250001,1189,0.2782,0.1009,0.081,151723.0,S_Manhattan,98278.0,0,0
36061004700,3.96,3.96,3.96,1.0,137882,213717,2714,0.145,0.0797,0.091,151723.0,S_Manhattan,61994.0,0,0
36061004800,1.61,1.61,1.61,1.0,164620,192738,6541,0.2189,0.0797,0.084,151723.0,S_Manhattan,41015.0,0,0
36061004900,3.65,3.65,3.65,1.0,119821,250001,4411,0.2805,0.0921,,151723.0,S_Manhattan,98278.0,0,0
36061005000,3.63,3.63,3.63,1.0,168125,194089,5042,0.2076,0.0566,0.08,151723.0,S_Manhattan,42366.0,0,0
36061005200,2.43,2.43,2.43,1.0,165972,250001,3254,0.338,0.0818,0.089,151723.0,S_Manhattan,98278.0,0,0
36061005400,2.49,2.49,2.49,1.0,164700,250001,4851,0.2436,0.0424,0.085,151723.0,S_Manhattan,98278.0,0,0
36061005501,3.14,3.14,3.14,1.0,178008,178500,5073,0.3123,0.1656,,151723.0,S_Manhattan,26777.0,0,0
36061005502,3.9,3.9,3.9,1.0,129250,250001,1912,0.2271,0.1025,0.134,151723.0,S_Manhattan,98278.0,0,0
36061005600,5.01,5.01,5.01,1.0,162105,250001,4190,0.1654,0.1766,0.129,151723.0,S_Manhattan,98278.0,0,0
36061005700,0.71,0.71,0.71,1.0,198529,240250,3016,0.3831,0.0283,0.091,151723.0,S_Manhattan,88527.0,0,0
36061005800,2.14,2.14,2.14,1.0,138706,250001,4017,0.1576,0.1267,,151723.0,S_Manhattan,98278.0,0,0
36061005900,3.05,3.05,3.05,1.0,151031,250001,5047,0.3146,0.0697,0.076,151723.0,S_Manhattan,98278.0,0,0
36061006000,4.76,4.76,4.76,1.0,189625,250001,5698,0.3716,0.0246,0.074,151723.0,S_Manhattan,98278.0,0,0
36061006100,1.61,1.61,1.61,1.0,244702,250001,5143,0.4007,0.0406,,151723.0,S_Manhattan,98278.0,0,0
36061006200,2.74,2.74,2.74,1.0,100403,250001,4385,0.079,0.2046,0.12,151723.0,S_Manhattan,98278.0,0,1
36061006300,1.23,1.23,1.23,1.0,160781,250001,6456,0.2565,0.0618,0.089,151723.0,S_Manhattan,98278.0,0,0
36061006400,4.74,4.74,4.74,1.0,102312,250001,7415,0.204,0.1537,,151723.0,S_Manhattan,98278.0,0,0
36061006500,5.75,5.75,5.75,1.0,106561,165169,5933,0.1781,0.0825,,151723.0,S_Manhattan,13446.0,0,0
36061006600,4.18,4.18,4.18,1.0,101127,156746,12022,0.2472,0.092,0.104,151723.0,S_Manhattan,5023.0,0,0
36061006700,7.24,7.24,7.24,1.0,113685,176211,5093,0.1239,0.0408,,151723.0,S_Manhattan,24488.0,0,0
36061006800,1.45,1.45,1.45,1.0,136962,212291,8293,0.2086,0.1183,,151723.0,S_Manhattan,60568.0,0,0
36061006900,10.06,10.06,10.06,1.0,237500,368125,2450,0.2927,0.0419,0.088,151723.0,S_Manhattan,216402.0,0,0
36061007001,5.85,5.85,5.85,1.0,110150,170732,3572,0.3255,0.0273,0.08,151723.0,S_Manhattan,19009.0,0,0
36061007002,3.31,3.31,3.31,1.0,130405,168750,4292,0.271,0.1393,,151723.0,S_Manhattan,17027.0,0,0
36061007100,3.76,3.76,3.76,1.0,176711,250001,5384,0.1431,0.0588,0.08,151723.0,S_Manhattan,98278.0,0,0
36061007200,0.9,0.9,0.9,1.0,141161,218799,7882,0.1043,0.0463,,151723.0,S_Manhattan,67076.0,0,0
36061007300,7.32,7.32,7.32,1.0,142409,220733,5428,0.1679,0.0984,,151723.0,S_Manhattan,69010.0,0,0
36061007400,3.28,3.28,3.28,1.0,178045,275969,4805,0.0907,0.0697,,151723.0,S_Manhattan,124246.0,0,0
36061007500,10.96,10.96,10.96,1.0,109250,224167,3610,0.2537,0.0676,0.115,151723.0,S_Manhattan,72444.0,0,0
36061007600,3.25,3.25,3.25,1.0,131429,189196,2258,0.0927,0.1187,,151723.0,S_Manhattan,37473.0,0,0
36061007700,3.35,3.35,3.35,1.0,143750,136349,5849,0.1463,0.0757,0.118,151723.0,S_Manhattan,-15374.0,1,0
36061007800,5.36,5.36,5.36,1.0,151900,221908,9494,0.1067,0.0393,,151723.0,S_Manhattan,70185.0,0,0
36061007900,7.32,7.32,7.32,1.0,104246,250001,4170,0.2397,0.0806,,151723.0,S_Manhattan,98278.0,0,0
36061008000,7.24,7.24,7.24,1.0,148750,220150,5282,0.1963,0.0688,0.073,151723.0,S_Manhattan,68427.0,0,0
36061008100,2.96,2.96,2.96,1.0,144375,250001,7318,0.1672,0.0443,0.086,151723.0,S_Manhattan,98278.0,0,0
36061008200,4.92,4.92,4.92,1.0,165911,207217,3567,0.1277,0.0563,0.067,151723.0,S_Manhattan,55494.0,0,0
36061008300,1.45,1.45,1.45,1.0,56197,93866,4073,0.2078,0.2261,0.185,151723.0,S_Manhattan,-57857.0,1,1
36061008400,1.37,1.37,1.37,1.0,200521,250001,1466,0.0906,0.0758,0.095,151723.0,S_Manhattan,98278.0,0,0
36061008601,2.9,2.9,2.9,1.0,153333,250001,3042,0.2197,0.1555,,151723.0,S_Manhattan,98278.0,0,0
36061008603,9.49,9.49,9.49,1.0,204292,250001,5226,0.4193,0.0329,0.048,151723.0,S_Manhattan,98278.0,0,0
36061008700,5.89,5.89,5.89,1.0,172825,250001,6216,0.1745,0.0912,0.094,151723.0,S_Manhattan,98278.0,0,0
36061008800,8.19,8.19,8.19,1.0,119571,250001,8108,0.2337,0.0475,0.088,151723.0,S_Manhattan,98278.0,0,0
36061008900,1.16,1.16,1.16,1.0,111131,250001,5844,0.2275,0.1688,0.16,151723.0,S_Manhattan,98278.0,0,0
36061009000,7.55,7.55,7.55,1.0,146289,250001,7775,0.1711,0.0862,,151723.0,S_Manhattan,98278.0,0,0
36061009100,2.36,2.36,2.36,1.0,148859,250001,6656,0.2321,0.165,0.128,151723.0,S_Manhattan,98278.0,0,0
36061009200,5.6,5.6,5.6,1.0,153661,238174,1541,0.1203,0.0313,,151723.0,S_Manhattan,86451.0,0,0
36061009300,2.17,2.17,2.17,1.0,87706,140582,10198,0.2311,0.1405,0.143,151723.0,S_Manhattan,-11141.0,1,0
36061009500,3.4,3.4,3.4,1.0,154274,250001,3151,0.1219,0.0503,0.115,151723.0,S_Manhattan,98278.0,0,0
36061009600,6.26,6.26,6.26,1.0,98846,153211,220,0.1588,0.0227,,151723.0,S_Manhattan,1488.0,0,0
36061009700,0.64,0.64,0.64,1.0,64672,100241,4620,0.1305,0.1308,0.107,151723.0,S_Manhattan,-51482.0,1,1
36061009800,5.05,5.05,5.05,1.0,99657,250001,7426,0.1835,0.1321,0.111,151723.0,S_Manhattan,98278.0,0,0
36061009901,7.15,7.15,7.15,1.0,250001,250001,1877,0.2943,0.0315,,151723.0,S_Manhattan,98278.0,0,0
36061009902,6.61,6.61,6.61,1.0,140077,140968,3210,0.1307,0.0576,,151723.0,S_Manhattan,-10755.0,1,0
36061009903,5.7,5.7,5.7,1.0,143011,221667,744,0.0698,0.097,0.124,151723.0,S_Manhattan,69944.0,0,0
36061010000,1.21,1.21,1.21,1.0,101406,157179,1747,0.0667,0.0504,,151723.0,S_Manhattan,5456.0,0,0
36061010100,0.99,0.99,0.99,1.0,101500,176250,1683,0.1006,0.1753,,151723.0,S_Manhattan,24527.0,0,0
36061010200,2.76,2.76,2.76,1.0,83857,129978,214,0.141,0.1215,,151723.0,S_Manhattan,-21745.0,1,0
36061010300,2.74,2.74,2.74,1.0,110756,171671,2565,0.0582,0.115,,151723.0,S_Manhattan,19948.0,0,0
36061010400,4.58,4.58,4.58,1.0,165000,255750,830,0.2481,0.0495,0.089,151723.0,S_Manhattan,104027.0,0,0
36061010601,7.15,7.15,7.15,1.0,243082,250001,7632,0.4267,0.0343,0.063,151723.0,S_Manhattan,98278.0,0,0
36061010602,6.71,6.71,6.71,1.0,194188,250001,4812,0.2513,0.0202,,151723.0,S_Manhattan,98278.0,0,0
36061010801,4.8,4.8,4.8,1.0,171250,265437,3035,0.1606,0.0341,0.101,151723.0,S_Manhattan,113714.0,0,0
36061010802,3.68,3.68,3.68,1.0,139327,250001,4432,0.1372,0.0546,0.106,151723.0,S_Manhattan,98278.0,0,0
36061010803,2.38,2.38,2.38,1.0,139261,215854,1335,0.196,0.0315,0.07,151723.0,S_Manhattan,64131.0,0,0
36061010900,4.55,4.55,4.55,1.0,155417,240896,251,0.1121,0.255,,151723.0,S_Manhattan,89173.0,0,1
36061011000,2.37,2.37,2.37,1.0,144430,250001,7553,0.221,0.0486,,151723.0,S_Manhattan,98278.0,0,0
36061011100,2.59,2.59,2.59,1.0,109868,250001,4540,0.1079,0.0844,,151723.0,S_Manhattan,98278.0,0,0
36061011201,4.57,4.57,4.57,1.0,184200,285510,919,0.1852,0.0871,0.143,151723.0,S_Manhattan,133787.0,0,0
36061011202,2.69,2.69,2.69,1.0,222500,344875,491,0.4194,0.0102,,151723.0,S_Manhattan,193152.0,0,0
36061011203,2.53,2.53,2.53,1.0,182014,250001,1206,0.2713,0.0531,0.068,151723.0,S_Manhattan,98278.0,0,0
36061011300,1.38,1.38,1.38,1.0,81667,126583,107,0.1364,0.5421,,151723.0,S_Manhattan,-25140.0,1,1
36061011401,1.69,1.69,1.69,1.0,250001,250001,1217,0.3021,0.0404,0.103,151723.0,S_Manhattan,98278.0,0,0
36061011402,2.73,2.73,2.73,1.0,204000,250001,2239,0.2622,0.0348,0.073,151723.0,S_Manhattan,98278.0,0,0
36061011500,0.88,0.88,0.88,1.0,147159,180216,3367,0.0909,0.1469,,151723.0,S_Manhattan,28493.0,0,0
36061011600,5.21,5.21,5.21,1.0,87987,250001,3782,0.1018,0.0976,0.124,151723.0,S_Manhattan,98278.0,0,0
36061011700,6.99,6.99,6.99,1.0,124111,192372,4900,0.1388,0.0614,,151723.0,S_Manhattan,40649.0,0,0
36061011800,4.64,4.64,4.64,1.0,158472,250001,9567,0.3122,0.078,0.093,151723.0,S_Manhattan,98278.0,0,0
36061011900,4.31,4.31,4.31,1.0,18056,27986,1152,0.0477,0.4688,,151723.0,S_Manhattan,-123737.0,1,1
36061012000,2.44,2.44,2.44,1.0,161526,250001,3013,0.3982,0.071,0.057,151723.0,S_Manhattan,98278.0,0,0
36061012101,1.92,1.92,1.92,1.0,54850,85017,2899,0.0519,0.1521,0.226,151723.0,S_Manhattan,-66706.0,1,1
36061012102,2.56,2.56,2.56,1.0,52689,81667,5053,0.0693,0.1209,0.234,151723.0,S_Manhattan,-70056.0,1,1
36061012200,3.16,3.16,3.16,1.0,231701,231127,2986,0.4113,0.0395,0.061,151723.0,S_Manhattan,79404.0,0,0
36061012400,2.81,2.81,2.81,1.0,134163,207952,10249,0.2632,0.037,,151723.0,S_Manhattan,56229.0,0,0
36061012500,3.24,3.24,3.24,1.0,157177,243624,2427,0.1089,0.1253,,151723.0,S_Manhattan,91901.0,0,0
36061012601,1.75,1.75,1.75,1.0,102125,158293,7106,0.3349,0.0329,0.088,151723.0,S_Manhattan,6570.0,0,0
36061012602,0.26,0.26,0.26,1.0,177882,275717,4847,0.3438,0.0326,0.083,151723.0,S_Manhattan,123994.0,0,0
36061012700,2.18,2.18,2.18,1.0,132578,205495,7298,0.1475,0.1351,,151723.0,S_Manhattan,53772.0,0,0
36061012800,4.27,4.27,4.27,1.0,166797,231417,5574,0.4396,0.0833,0.079,151723.0,S_Manhattan,79694.0,0,0
36061012901,7.34,7.34,7.34,1.0,112589,174512,7025,0.1922,0.114,,151723.0,S_Manhattan,22789.0,0,0
36061012902,6.86,6.86,6.86,1.0,86514,134096,2374,0.1635,0.1596,0.153,151723.0,S_Manhattan,-17627.0,1,0
36061013000,3.02,3.02,3.02,1.0,175208,271572,3595,0.465,0.0459,0.099,151723.0,S_Manhattan,119849.0,0,0
36061013100,1.7,1.7,1.7,1.0,97240,150722,2780,0.167,0.0853,0.112,151723.0,S_Manhattan,-1001.0,1,0
36061013201,1.09,1.09,1.09,1.0,107895,167237,2496,0.2685,0.0669,,151723.0,S_Manhattan,15514.0,0,0
36061013202,4.18,4.18,4.18,1.0,83240,211270,3603,0.2592,0.0946,0.152,151723.0,S_Manhattan,59547.0,0,0
36061013203,3.64,3.64,3.64,1.0,110642,171495,4452,0.1801,0.2743,,151723.0,S_Manhattan,19772.0,0,1
36061013300,1.92,1.92,1.92,1.0,84772,131396,6471,0.139,0.14,0.125,151723.0,S_Manhattan,-20327.0,1,0
36061013400,2.36,2.36,2.36,1.0,127788,250001,11272,0.2582,0.1231,0.097,151723.0,S_Manhattan,98278.0,0,0
36061013501,3.92,3.92,3.92,1.0,57741,24634,4936,0.1449,0.1728,0.142,151723.0,S_Manhattan,-127089.0,1,1
36061013601,9.19,9.19,9.19,1.0,227462,352566,1714,0.3125,0.0286,0.106,151723.0,S_Manhattan,200843.0,0,0
36061013602,7.07,7.07,7.07,1.0,142734,250001,6756,0.4939,0.0259,0.078,151723.0,S_Manhattan,98278.0,0,0
36061013603,5.33,5.33,5.33,1.0,111912,173463,4069,0.2855,0.0047,,151723.0,S_Manhattan,21740.0,0,0
36061013604,6.55,6.55,6.55,1.0,126863,196637,4042,0.3263,0.0836,0.103,151723.0,S_Manhattan,44914.0,0,0
36061013700,6.2,6.2,6.2,1.0,164849,210081,6579,0.3386,0.0774,0.106,151723.0,S_Manhattan,58358.0,0,0
36061013800,3.19,3.19,3.19,1.0,163182,250001,12879,0.2223,0.0486,0.079,151723.0,S_Manhattan,98278.0,0,0
36061013900,4.09,4.09,4.09,1.0,103362,250001,10203,0.1261,0.0791,,151723.0,S_Manhattan,98278.0,0,0
36061014000,0.8,0.8,0.8,1.0,131641,250001,7461,0.3387,0.0434,0.093,151723.0,S_Manhattan,98278.0,0,0
36061014200,4.61,4.61,4.61,1.0,211951,250001,4747,0.521,0.0495,0.065,151723.0,S_Manhattan,98278.0,0,0
36061014401,5.06,5.06,5.06,1.0,166583,250001,4644,0.3027,0.0215,0.059,151723.0,S_Manhattan,98278.0,0,0
36061014402,5.61,5.61,5.61,1.0,135301,250001,7028,0.2765,0.0531,0.106,151723.0,S_Manhattan,98278.0,0,0
36061014500,1.35,1.35,1.35,1.0,184231,217321,6401,0.1777,0.0607,0.106,151723.0,S_Manhattan,65598.0,0,0
36061014601,3.39,3.39,3.39,1.0,131488,250001,4312,0.1159,0.0871,,151723.0,S_Manhattan,98278.0,0,0
36061014602,1.78,1.78,1.78,1.0,115790,250001,7878,0.2282,0.079,,151723.0,S_Manhattan,98278.0,0,0
36061014700,1.07,1.07,1.07,1.0,207425,206814,3041,0.2883,0.0694,,151723.0,S_Manhattan,55091.0,0,0
36061014801,2.11,2.11,2.11,1.0,168068,250001,2751,0.2698,0.0378,0.12,151723.0,S_Manhattan,98278.0,0,0
36061014802,3.87,3.87,3.87,1.0,139196,212772,6615,0.2846,0.0376,0.097,151723.0,S_Manhattan,61049.0,0,0
36061014900,3.56,3.56,3.56,1.0,149324,231452,5412,0.3784,0.1321,0.117,151723.0,S_Manhattan,79729.0,0,0
36061015001,2.08,2.08,2.08,1.0,175893,250001,2001,0.3778,0.0425,0.115,151723.0,S_Manhattan,98278.0,0,0
36061015002,1.98,1.98,1.98,1.0,250001,250001,4707,0.5796,0.0399,0.067,151723.0,S_Manhattan,98278.0,0,0
36061015101,5.08,5.08,5.08,1.0,26533,41126,3747,0.207,0.2778,0.202,151723.0,S_Manhattan,-110597.0,1,1
36061015102,4.91,4.91,4.91,1.0,145608,250001,7426,0.2511,0.1759,,151723.0,S_Manhattan,98278.0,0,0
36061015200,6.06,6.06,6.06,1.0,114406,250001,8122,0.2437,0.174,,151723.0,S_Manhattan,98278.0,0,0
36061015301,0.44,0.44,0.44,1.0,135911,250001,4450,0.3661,0.0483,0.07,151723.0,S_Manhattan,98278.0,0,0
36061015302,1.22,1.22,1.22,1.0,127339,250001,5431,0.2435,0.0541,0.125,151723.0,S_Manhattan,98278.0,0,0
36061015401,1.36,1.36,1.36,1.0,107342,166380,5071,0.2934,0.054,,151723.0,S_Manhattan,14657.0,0,0
36061015402,4.09,4.09,4.09,1.0,104593,162119,3579,0.3557,0.0433,0.048,151723.0,S_Manhattan,10396.0,0,0
36061015403,3.05,3.05,3.05,1.0,91853,190911,5211,0.1992,0.0986,0.156,151723.0,S_Manhattan,39188.0,0,0
36061015501,4.27,4.27,4.27,1.0,191490,250001,5197,0.5029,0.081,0.076,151723.0,S_Manhattan,98278.0,0,0
36061015502,6.06,6.06,6.06,1.0,136549,250001,5095,0.4027,0.1233,0.173,151723.0,S_Manhattan,98278.0,0,0
36061015601,5.88,5.88,5.88,1.0,106520,165106,5170,0.1687,0.1142,,151723.0,S_Manhattan,13383.0,0,0
36061015602,8.57,8.57,8.57,1.0,67813,105110,2193,0.1971,0.275,0.178,123688.0,N_Manhattan,-18578.0,1,1
36061015700,2.59,2.59,2.59,1.0,140734,218137,10447,0.2338,0.0589,0.126,151723.0,S_Manhattan,66414.0,0,0
36061015801,5.58,5.58,5.58,1.0,165481,250001,4877,0.3763,0.0685,0.106,151723.0,S_Manhattan,98278.0,0,0
36061015802,7.86,7.86,7.86,1.0,77889,120727,4284,0.1254,0.0748,0.126,123688.0,N_Manhattan,-2961.0,1,0
36061015900,1.72,1.72,1.72,1.0,144315,250001,8606,0.3111,0.0682,0.088,151723.0,S_Manhattan,98278.0,0,0
36061016001,7.27,7.27,7.27,1.0,250001,250001,3127,0.4896,0.023,0.057,151723.0,S_Manhattan,98278.0,0,0
36061016002,7.73,7.73,7.73,1.0,122688,250001,3522,0.2164,0.0375,0.087,123688.0,N_Manhattan,126313.0,0,0
36061016100,3.21,3.21,3.21,1.0,119914,250001,6544,0.1972,0.0487,,151723.0,S_Manhattan,98278.0,0,0
36061016200,2.93,2.93,2.93,1.0,28189,43692,9066,0.1662,0.2922,0.222,123688.0,N_Manhattan,-79996.0,1,1
36061016300,2.72,2.72,2.72,1.0,121569,217262,7575,0.3872,0.0469,0.099,151723.0,S_Manhattan,65539.0,0,0
36061016400,4.87,4.87,4.87,1.0,25156,32072,8042,0.1814,0.4651,0.29,123688.0,N_Manhattan,-91616.0,1,1
36061016500,5.27,5.27,5.27,1.0,194477,250001,7431,0.2445,0.0982,0.121,151723.0,S_Manhattan,98278.0,0,0
36061016700,3.87,3.87,3.87,1.0,215827,250001,6966,0.3115,0.0986,0.098,151723.0,S_Manhattan,98278.0,0,0
36061016800,2.81,2.81,2.81,1.0,34115,47019,5110,0.2192,0.4156,0.245,123688.0,N_Manhattan,-76669.0,1,1
36061016900,4.93,4.93,4.93,1.0,153854,250001,7984,0.3238,0.0795,,151723.0,S_Manhattan,98278.0,0,0
36061017000,2.24,2.24,2.24,1.0,40742,89408,8968,0.2132,0.2245,0.187,123688.0,N_Manhattan,-34280.0,1,1
36061017100,2.51,2.51,2.51,1.0,148201,250001,9517,0.2892,0.1313,0.109,151723.0,S_Manhattan,98278.0,0,0
36061017200,3.89,3.89,3.89,1.0,35486,55003,5110,0.1642,0.2562,0.213,123688.0,N_Manhattan,-68685.0,1,1
36061017300,6.49,6.49,6.49,1.0,116969,250001,8867,0.1952,0.0776,,151723.0,S_Manhattan,98278.0,0,0
36061017401,1.55,1.55,1.55,1.0,37464,58069,4967,0.1737,0.2883,0.175,123688.0,N_Manhattan,-65619.0,1,1
36061017402,2.75,2.75,2.75,1.0,57750,89512,2759,0.1497,0.2468,0.163,123688.0,N_Manhattan,-34176.0,1,1
36061017500,1.62,1.62,1.62,1.0,163000,250001,10628,0.2842,0.0362,0.066,151723.0,S_Manhattan,98278.0,0,0
36061017700,5.12,5.12,5.12,1.0,97412,164358,10581,0.2542,0.1029,0.103,151723.0,S_Manhattan,12635.0,0,0
36061017800,3.45,3.45,3.45,1.0,46198,71606,4087,0.2033,0.2357,0.187,123688.0,N_Manhattan,-52082.0,1,1
36061017900,3.39,3.39,3.39,1.0,125259,163750,9116,0.2767,0.0303,0.085,151723.0,S_Manhattan,12027.0,0,0
36061018000,3.22,3.22,3.22,1.0,27152,42085,7048,0.083,0.3787,0.2,123688.0,N_Manhattan,-81603.0,1,1
36061018100,4.12,4.12,4.12,1.0,102127,204114,9064,0.2967,0.0474,0.116,151723.0,S_Manhattan,52391.0,0,0
36061018200,0.75,0.75,0.75,1.0,29929,96105,7212,0.1839,0.3737,0.235,123688.0,N_Manhattan,-27583.0,1,1
36061018300,4.02,4.02,4.02,1.0,129909,250001,8578,0.3508,0.1362,0.125,151723.0,S_Manhattan,98278.0,0,0
36061018400,2.77,2.77,2.77,1.0,27293,42304,7846,0.1816,0.3083,0.208,123688.0,N_Manhattan,-81384.0,1,1
36061018500,4.05,4.05,4.05,1.0,142986,181723,5155,0.279,0.0654,0.085,151723.0,S_Manhattan,30000.0,0,0
36061018600,2.63,2.63,2.63,1.0,40073,51375,6074,0.146,0.3327,0.173,123688.0,N_Manhattan,-72313.0,1,1
36061018700,4.22,4.22,4.22,1.0,140970,250001,9874,0.2538,0.1093,0.114,151723.0,S_Manhattan,98278.0,0,0
36061018800,2.04,2.04,2.04,1.0,42272,88482,4955,0.2305,0.3025,0.164,123688.0,N_Manhattan,-35206.0,1,1
36061018900,3.95,3.95,3.95,1.0,29421,11836,11245,0.1688,0.3903,0.277,151723.0,S_Manhattan,-139887.0,1,1
36061019000,3.26,3.26,3.26,1.0,76406,237292,3722,0.3162,0.1738,0.105,123688.0,N_Manhattan,113604.0,0,0
36061019100,4.69,4.69,4.69,1.0,130625,250001,8888,0.191,0.0764,0.103,151723.0,S_Manhattan,98278.0,0,0
36061019200,2.33,2.33,2.33,1.0,16295,14567,4247,0.1308,0.4744,0.247,123688.0,N_Manhattan,-109121.0,1,1
36061019300,2.5,2.5,2.5,1.0,73487,125357,10614,0.1699,0.1788,0.145,151723.0,S_Manhattan,-26366.0,1,0
36061019400,2.77,2.77,2.77,1.0,19926,90231,6475,0.1245,0.3629,0.216,123688.0,N_Manhattan,-33457.0,1,1
36061019500,2.97,2.97,2.97,1.0,105234,250001,7766,0.229,0.1065,0.091,151723.0,S_Manhattan,98278.0,0,0
36061019600,1.39,1.39,1.39,1.0,20093,31144,3910,0.0631,0.3482,0.256,123688.0,N_Manhattan,-92544.0,1,1
36061019701,1.18,1.18,1.18,1.0,44154,42778,879,0.2719,0.2799,0.141,123688.0,N_Manhattan,-80910.0,1,1
36061019702,4.33,4.33,4.33,1.0,85227,158942,3074,0.2847,0.2223,0.161,123688.0,N_Manhattan,35254.0,0,1
36061019800,2.88,2.88,2.88,1.0,88646,151292,2499,0.368,0.0549,0.059,123688.0,N_Manhattan,27604.0,0,0
36061019900,1.89,1.89,1.89,1.0,91056,250001,8876,0.2566,0.2097,0.145,123688.0,N_Manhattan,126313.0,0,1
36061020000,1.7,1.7,1.7,1.0,61250,186477,3233,0.2202,0.1293,0.085,123688.0,N_Manhattan,62789.0,0,1
36061020101,2.02,2.02,2.02,1.0,156250,195938,1859,0.2377,0.0774,,123688.0,N_Manhattan,72250.0,0,0
36061020102,2.46,2.46,2.46,1.0,79273,122873,4125,0.246,0.1578,0.138,123688.0,N_Manhattan,-815.0,1,0
36061020300,3.71,3.71,3.71,1.0,58835,91194,4036,0.1498,0.2665,,123688.0,N_Manhattan,-32494.0,1,1
36061020500,3.39,3.39,3.39,1.0,179348,250001,5633,0.4312,0.051,,123688.0,N_Manhattan,126313.0,0,0
36061020600,2.9,2.9,2.9,1.0,44493,110599,3749,0.1814,0.2543,0.141,123688.0,N_Manhattan,-13089.0,1,1
36061020701,6.16,6.16,6.16,1.0,67610,154167,2870,0.1116,0.2297,0.163,123688.0,N_Manhattan,30479.0,0,1
36061020800,1.51,1.51,1.51,1.0,98426,179514,5714,0.2581,0.1734,0.096,123688.0,N_Manhattan,55826.0,0,0
36061020901,2.4,2.4,2.4,1.0,22000,39738,3674,0.1108,0.3966,0.245,123688.0,N_Manhattan,-83950.0,1,1
36061021000,4.73,4.73,4.73,1.0,36616,27000,7179,0.2049,0.3453,0.203,123688.0,N_Manhattan,-96688.0,1,1
36061021100,4.54,4.54,4.54,1.0,67538,250001,10519,0.23,0.2153,0.135,123688.0,N_Manhattan,126313.0,0,1
36061021200,1.82,1.82,1.82,1.0,67900,95750,4219,0.1993,0.1515,0.127,123688.0,N_Manhattan,-27938.0,1,1
36061021303,2.21,2.21,2.21,1.0,59184,74186,6553,0.2805,0.1732,0.178,123688.0,N_Manhattan,-49502.0,1,1
36061021400,2.37,2.37,2.37,1.0,54375,84281,3034,0.1839,0.1648,0.097,123688.0,N_Manhattan,-39407.0,1,1
36061021500,3.53,3.53,3.53,1.0,49293,76404,4136,0.1355,0.2038,0.127,123688.0,N_Manhattan,-47284.0,1,1
36061021600,3.65,3.65,3.65,1.0,58297,45563,9341,0.2201,0.2012,0.131,123688.0,N_Manhattan,-78125.0,1,1
36061021800,0.66,0.66,0.66,1.0,42796,173079,5980,0.2913,0.1766,0.119,123688.0,N_Manhattan,49391.0,0,1
36061021900,4.98,4.98,4.98,1.0,22068,20445,6422,0.175,0.4541,0.259,123688.0,N_Manhattan,-103243.0,1,1
36061022000,1.01,1.01,1.01,1.0,95761,226080,6550,0.3586,0.1271,0.104,123688.0,N_Manhattan,102392.0,0,0
36061022102,4.32,4.32,4.32,1.0,99931,154893,2670,0.335,0.0727,0.077,123688.0,N_Manhattan,31205.0,0,0
36061022200,1.74,1.74,1.74,1.0,61125,94743,3645,0.2141,0.2447,0.145,123688.0,N_Manhattan,-28945.0,1,1
36061022301,7.52,7.52,7.52,1.0,55365,130132,7779,0.1805,0.1672,0.155,123688.0,N_Manhattan,6444.0,0,1
36061022302,7.67,7.67,7.67,1.0,25738,39893,3093,0.1487,0.3308,0.213,123688.0,N_Manhattan,-83795.0,1,1
36061022400,1.3,1.3,1.3,1.0,34224,53047,7671,0.206,0.3111,0.205,123688.0,N_Manhattan,-70641.0,1,1
36061022500,5.82,5.82,5.82,1.0,57933,89796,11105,0.2353,0.2439,0.162,123688.0,N_Manhattan,-33892.0,1,1
36061022600,3.29,3.29,3.29,1.0,52838,81898,5386,0.293,0.2399,0.153,123688.0,N_Manhattan,-41790.0,1,1
36061022700,2.06,2.06,2.06,1.0,56265,188988,5239,0.1482,0.2708,0.148,123688.0,N_Manhattan,65300.0,0,1
36061022800,2.1,2.1,2.1,1.0,77701,146063,6185,0.3093,0.1471,0.109,123688.0,N_Manhattan,22375.0,0,0
36061022900,1.73,1.73,1.73,1.0,48591,71250,9265,0.1669,0.3078,0.193,123688.0,N_Manhattan,-52438.0,1,1
36061023000,1.4,1.4,1.4,1.0,37695,59387,9067,0.1859,0.3013,0.2,123688.0,N_Manhattan,-64301.0,1,1
