GEOID,FP_tt,min,mean,index,Median_Income,Median_Income_4per_hh,Total_Population,percent_car_owners,percent_poverty,percent_food_insecure,TCoL_2023,TCoL_mapping,Income_minus_TCOL,below_TCOL,poverty_ind
36047024400,15.68,15.68,15.68,1.0,62885,46175,3636,0.5693,0.3426,0.201,113549.0,BK_rest,-67374.0,1,1
36047024500,5.42,5.42,5.42,1.0,92932,143205,4513,0.408,0.0986,0.079,113549.0,BK_rest,29656.0,0,0
36047024600,19.62,19.62,19.62,1.0,68224,105747,3011,0.7207,0.1146,0.118,113549.0,BK_rest,-7802.0,1,1
36047024700,2.55,2.55,2.55,1.0,70408,178281,2594,0.233,0.1638,0.135,113549.0,BK_rest,64732.0,0,0
36047024800,16.24,16.24,16.24,1.0,68063,97000,2506,0.5599,0.0898,0.124,113549.0,BK_rest,-16549.0,1,1
36047024900,1.54,1.54,1.54,1.0,78025,123036,4146,0.3138,0.2012,0.17,113549.0,BK_rest,9487.0,0,1
36047025000,15.27,15.27,15.27,1.0,55132,56974,1914,0.6178,0.1316,0.129,113549.0,BK_rest,-56575.0,1,1
36047025100,0.81,0.81,0.81,1.0,46947,75375,4032,0.2767,0.2331,0.168,113549.0,BK_rest,-38174.0,1,1
36047025200,12.93,12.93,12.93,1.0,49815,63504,5501,0.5512,0.1798,0.217,113549.0,BK_rest,-50045.0,1,1
36047025300,2.08,2.08,2.08,1.0,79583,123353,4003,0.4641,0.1831,0.127,113549.0,BK_rest,9804.0,0,0
36047025400,19.36,19.36,19.36,1.0,77465,83576,3306,0.5878,0.1779,0.151,113549.0,BK_rest,-29973.0,1,0
36047025500,5.55,5.55,5.55,1.0,23003,47297,5558,0.2222,0.3215,0.224,113549.0,BK_rest,-66252.0,1,1
36047025600,16.97,16.97,16.97,1.0,52052,100298,3134,0.6875,0.2627,0.171,113549.0,BK_rest,-13251.0,1,1
36047025700,3.95,3.95,3.95,1.0,99821,131458,2584,0.3929,0.1943,0.135,113549.0,BK_rest,17909.0,0,0
36047025800,14.98,14.98,14.98,1.0,58490,67917,4871,0.4344,0.2718,0.198,113549.0,BK_rest,-45632.0,1,1
36047025901,0.36,0.36,0.36,1.0,62734,164808,2077,0.1884,0.2345,0.173,113549.0,BK_rest,51259.0,0,1
36047025902,1.11,1.11,1.11,1.0,20045,28656,3694,0.2317,0.4458,0.269,113549.0,BK_rest,-84893.0,1,1
36047026000,10.34,10.34,10.34,1.0,47948,43155,3402,0.5154,0.0927,0.114,113549.0,BK_rest,-70394.0,1,1
36047026100,0.81,0.81,0.81,1.0,65957,87648,5358,0.2658,0.3861,0.199,113549.0,BK_rest,-25901.0,1,1
36047026200,8.1,8.1,8.1,1.0,80139,73625,2819,0.6998,0.0702,0.121,113549.0,BK_rest,-39924.0,1,0
36047026300,3.7,3.7,3.7,1.0,67143,135435,2097,0.3433,0.2145,0.127,113549.0,BK_rest,21886.0,0,1
36047026400,3.84,3.84,3.84,1.0,67524,83720,4446,0.4885,0.1357,0.13,113549.0,BK_rest,-29829.0,1,1
36047026500,1.53,1.53,1.53,1.0,75612,169423,4192,0.3332,0.1478,0.082,113549.0,BK_rest,55874.0,0,0
36047026600,11.84,11.84,11.84,1.0,45893,46176,3662,0.5081,0.147,0.118,113549.0,BK_rest,-67373.0,1,1
36047026700,2.9,2.9,2.9,1.0,96618,144267,4533,0.367,0.0814,0.075,113549.0,BK_rest,30718.0,0,0
36047026800,12.75,12.75,12.75,1.0,77716,110556,4917,0.5933,0.1592,0.16,113549.0,BK_rest,-2993.0,1,0
36047026900,0.58,0.58,0.58,1.0,90962,212991,3249,0.4092,0.1455,0.077,113549.0,BK_rest,99442.0,0,0
36047027000,8.9,8.9,8.9,1.0,33611,52097,2519,0.6115,0.3505,0.22,113549.0,BK_rest,-61452.0,1,1
36047027100,6.14,6.14,6.14,1.0,68750,248101,3553,0.3908,0.1663,0.135,113549.0,BK_rest,134552.0,0,1
36047027200,9.7,9.7,9.7,1.0,71174,95343,3803,0.5838,0.1749,0.142,113549.0,BK_rest,-18206.0,1,0
36047027300,4.46,4.46,4.46,1.0,78555,121760,3899,0.5312,0.0988,0.051,113549.0,BK_rest,8211.0,0,0
36047027400,7.57,7.57,7.57,1.0,52551,81454,3412,0.5674,0.1636,0.144,113549.0,BK_rest,-32095.0,1,1
36047027500,4.03,4.03,4.03,1.0,89464,141313,5031,0.3769,0.1729,0.096,113549.0,BK_rest,27764.0,0,0
36047027600,4.79,4.79,4.79,1.0,56652,56472,3996,0.5739,0.1529,0.142,113549.0,BK_rest,-57077.0,1,1
36047027700,5.1,5.1,5.1,1.0,62813,83352,4473,0.3947,0.252,0.16,113549.0,BK_rest,-30197.0,1,1
36047027800,8.45,8.45,8.45,1.0,61975,96061,3337,0.5052,0.1217,0.142,113549.0,BK_rest,-17488.0,1,1
36047027900,0.74,0.74,0.74,1.0,77220,119691,3459,0.4488,0.1891,0.126,113549.0,BK_rest,6142.0,0,0
36047028000,10.46,10.46,10.46,1.0,86509,85573,1946,0.6498,0.1131,0.09,113549.0,BK_rest,-27976.0,1,0
36047028100,3.68,3.68,3.68,1.0,37243,56250,5175,0.2183,0.3173,0.183,113549.0,BK_rest,-57299.0,1,1
36047028200,8.67,8.67,8.67,1.0,55644,109766,3623,0.6486,0.1537,0.113,113549.0,BK_rest,-3783.0,1,1
36047028300,2.46,2.46,2.46,1.0,40559,76917,4015,0.2756,0.3154,0.253,113549.0,BK_rest,-36632.0,1,1
36047028400,5.58,5.58,5.58,1.0,63009,57443,3614,0.5188,0.1467,0.16,113549.0,BK_rest,-56106.0,1,1
36047028501,5.76,5.76,5.76,1.0,50278,77930,356,0.0732,0.3081,,113549.0,BK_rest,-35619.0,1,1
36047028502,4.23,4.23,4.23,1.0,40456,62706,3173,0.1333,0.416,0.175,113549.0,BK_rest,-50843.0,1,1
36047028600,6.95,6.95,6.95,1.0,42024,64958,5797,0.475,0.2989,0.208,113549.0,BK_rest,-48591.0,1,1
36047028700,1.58,1.58,1.58,1.0,57321,52861,3488,0.3232,0.2372,0.138,113549.0,BK_rest,-60688.0,1,1
36047028800,3.22,3.22,3.22,1.0,63625,91250,3703,0.5263,0.1976,0.14,113549.0,BK_rest,-22299.0,1,1
36047028900,3.25,3.25,3.25,1.0,38750,60062,3782,0.3466,0.2971,0.141,113549.0,BK_rest,-53487.0,1,1
36047029000,2.86,2.86,2.86,1.0,44070,116779,3852,0.3954,0.3442,0.23,113549.0,BK_rest,3230.0,0,1
36047029100,5.14,5.14,5.14,1.0,87917,136271,3525,0.3798,0.1401,0.086,113549.0,BK_rest,22722.0,0,0
36047029200,7.47,7.47,7.47,1.0,41827,64831,2766,0.4314,0.2021,0.19,113549.0,BK_rest,-48718.0,1,1
36047029300,3.61,3.61,3.61,1.0,47375,73431,3553,0.3314,0.172,0.132,113549.0,BK_rest,-40118.0,1,1
36047029400,10.58,10.58,10.58,1.0,66146,54050,2614,0.5731,0.1833,0.157,113549.0,BK_rest,-59499.0,1,1
36047029500,0.86,0.86,0.86,1.0,80197,166394,4113,0.5609,0.1918,0.109,113549.0,BK_rest,52845.0,0,0
36047029600,3.02,3.02,3.02,1.0,53825,72670,6037,0.4949,0.3157,0.214,113549.0,BK_rest,-40879.0,1,1
36047029700,1.7,1.7,1.7,1.0,85577,104300,4761,0.4591,0.1619,0.077,113549.0,BK_rest,-9249.0,1,0
36047029800,3.49,3.49,3.49,1.0,59242,65833,4387,0.7082,0.2505,0.134,113549.0,BK_rest,-47716.0,1,1
36047029900,4.71,4.71,4.71,1.0,54719,84814,2431,0.3097,0.3469,0.178,113549.0,BK_rest,-28735.0,1,1
36047030000,4.3,4.3,4.3,1.0,64881,100565,4415,0.5269,0.1773,0.146,113549.0,BK_rest,-12984.0,1,1
36047030100,2.52,2.52,2.52,1.0,95530,104016,3350,0.5236,0.2683,0.143,113549.0,BK_rest,-9533.0,1,1
36047030200,6.17,6.17,6.17,1.0,76625,112772,4448,0.7765,0.1612,0.182,113549.0,BK_rest,-777.0,1,0
36047030300,1.05,1.05,1.05,1.0,38308,76780,5007,0.2012,0.2771,0.191,113549.0,BK_rest,-36769.0,1,1
36047030400,11.7,11.7,11.7,1.0,48929,75839,4547,0.623,0.2131,0.193,113549.0,BK_rest,-37710.0,1,1
36047030500,5.46,5.46,5.46,1.0,112854,233644,7144,0.3583,0.0876,,113549.0,BK_rest,120095.0,0,0
36047030600,4.97,4.97,4.97,1.0,48507,91818,2002,0.6567,0.1547,0.178,113549.0,BK_rest,-21731.0,1,1
36047030700,1.95,1.95,1.95,1.0,39375,61031,7284,0.2702,0.4334,0.191,113549.0,BK_rest,-52518.0,1,1
36047030800,5.17,5.17,5.17,1.0,53393,82759,1944,0.6904,0.091,0.119,113549.0,BK_rest,-30790.0,1,1
36047030900,5.03,5.03,5.03,1.0,59484,128289,2444,0.4298,0.2066,0.144,113549.0,BK_rest,14740.0,0,1
36047031100,4.17,4.17,4.17,1.0,65139,100965,3014,0.3098,0.2508,0.215,113549.0,BK_rest,-12584.0,1,1
36047031300,3.6,3.6,3.6,1.0,90828,250001,5111,0.3059,0.1629,0.124,113549.0,BK_rest,136452.0,0,0
36047031401,8.42,8.42,8.42,1.0,76908,84399,5157,0.6663,0.0615,0.139,113549.0,BK_rest,-29150.0,1,0
36047031500,0.73,0.73,0.73,1.0,78851,122219,5348,0.2251,0.103,0.099,113549.0,BK_rest,8670.0,0,0
36047031701,3.45,3.45,3.45,1.0,88325,164350,3792,0.4316,0.067,0.097,113549.0,BK_rest,50801.0,0,0
36047031702,5.88,5.88,5.88,1.0,95486,148068,3834,0.3526,0.0885,0.083,113549.0,BK_rest,34519.0,0,0
36047031900,2.28,2.28,2.28,1.0,75021,250001,3100,0.3535,0.0884,0.121,113549.0,BK_rest,136452.0,0,0
36047032100,4.58,4.58,4.58,1.0,60446,58042,5254,0.265,0.1156,0.084,113549.0,BK_rest,-55507.0,1,1
36047032300,1.44,1.44,1.44,1.0,77450,157798,3575,0.3166,0.2028,0.119,113549.0,BK_rest,44249.0,0,1
36047032500,1.78,1.78,1.78,1.0,58641,130855,6321,0.2343,0.2213,0.14,113549.0,BK_rest,17306.0,0,1
36047032600,0.43,0.43,0.43,1.0,33467,51873,7510,0.3963,0.4284,0.271,113549.0,BK_rest,-61676.0,1,1
36047032700,2.26,2.26,2.26,1.0,58750,91062,2870,0.2928,0.1652,0.108,113549.0,BK_rest,-22487.0,1,1
36047032800,7.4,7.4,7.4,1.0,29289,44194,2848,0.3742,0.2244,0.226,113549.0,BK_rest,-69355.0,1,1
36047032900,1.44,1.44,1.44,1.0,59636,176429,6174,0.3255,0.2426,0.154,113549.0,BK_rest,62880.0,0,1
36047033000,9.93,9.93,9.93,1.0,19215,86049,5007,0.3419,0.4224,0.234,113549.0,BK_rest,-27500.0,1,1
36047033100,2.83,2.83,2.83,1.0,48393,75009,4441,0.3864,0.2538,0.212,113549.0,BK_rest,-38540.0,1,1
36047033300,4.69,4.69,4.69,1.0,67663,53801,4578,0.3895,0.1903,0.189,113549.0,BK_rest,-59748.0,1,1
36047033500,2.4,2.4,2.4,1.0,76771,118995,3218,0.583,0.1878,0.11,113549.0,BK_rest,5446.0,0,0
36047033600,1.64,1.64,1.64,1.0,82500,177159,5217,0.8385,0.16,0.106,113549.0,BK_rest,63610.0,0,0
36047033701,1.94,1.94,1.94,1.0,54981,85220,2603,0.2747,0.0515,0.104,113549.0,BK_rest,-28329.0,1,1
36047033702,1.29,1.29,1.29,1.0,68167,105658,1660,0.6905,0.2106,0.156,113549.0,BK_rest,-7891.0,1,1
36047033900,3.64,3.64,3.64,1.0,51950,128618,4720,0.2558,0.2554,0.119,113549.0,BK_rest,15069.0,0,1
36047034000,6.41,6.41,6.41,1.0,16978,26315,1998,0.2977,0.5048,0.359,113549.0,BK_rest,-87234.0,1,1
36047034100,3.61,3.61,3.61,1.0,66357,121599,3240,0.4399,0.1962,0.103,113549.0,BK_rest,8050.0,0,1
36047034200,6.3,6.3,6.3,1.0,20469,21820,6615,0.2865,0.4014,0.297,113549.0,BK_rest,-91729.0,1,1
36047034300,3.45,3.45,3.45,1.0,31420,48701,5340,0.1928,0.3923,0.216,113549.0,BK_rest,-64848.0,1,1
36047034500,6.31,6.31,6.31,1.0,50982,57847,2833,0.3209,0.1497,0.134,113549.0,BK_rest,-55702.0,1,1
36047034700,3.83,3.83,3.83,1.0,34122,139405,3720,0.1612,0.2077,0.157,113549.0,BK_rest,25856.0,0,1
36047034800,6.53,6.53,6.53,1.0,49256,46250,2851,0.5064,0.3066,0.212,113549.0,BK_rest,-67299.0,1,1
36047034901,5.72,5.72,5.72,1.0,42229,51250,1937,0.191,0.08,0.103,113549.0,BK_rest,-62299.0,1,1
36047034902,5.13,5.13,5.13,1.0,43125,85107,3934,0.2844,0.2072,0.15,113549.0,BK_rest,-28442.0,1,1
36047035000,7.21,7.21,7.21,1.0,44871,77037,3355,0.5452,0.1827,0.19,113549.0,BK_rest,-36512.0,1,1
36047035101,3.49,3.49,3.49,1.0,39489,45510,2565,0.4435,0.3103,0.189,113549.0,BK_rest,-68039.0,1,1
36047035102,2.38,2.38,2.38,1.0,72955,82426,2659,0.3503,0.1621,0.121,113549.0,BK_rest,-31123.0,1,0
36047035200,7.43,7.43,7.43,1.0,12073,18713,1401,0.1169,0.561,,113549.0,BK_rest,-94836.0,1,1
36047035301,3.31,3.31,3.31,1.0,39107,43333,2731,0.1733,0.2578,0.157,113549.0,BK_rest,-70216.0,1,1
36047035302,2.12,2.12,2.12,1.0,80565,82337,3022,0.3502,0.0489,0.073,113549.0,BK_rest,-31212.0,1,0
36047035400,10.35,10.35,10.35,1.0,52143,85453,6315,0.5614,0.1124,0.137,113549.0,BK_rest,-28096.0,1,1
36047035500,2.53,2.53,2.53,1.0,52695,80167,5772,0.3764,0.1462,0.152,113549.0,BK_rest,-33382.0,1,1
36047035601,6.97,6.97,6.97,1.0,31910,49460,2879,0.4659,0.1723,0.177,113549.0,BK_rest,-64089.0,1,1
36047035602,9.18,9.18,9.18,1.0,55995,73309,5875,0.5678,0.0803,0.116,113549.0,BK_rest,-40240.0,1,1
36047035701,3.19,3.19,3.19,1.0,38793,86683,2414,0.2039,0.2705,0.191,113549.0,BK_rest,-26866.0,1,1
36047035900,0.28,0.28,0.28,1.0,67432,83750,5944,0.2704,0.2201,0.138,113549.0,BK_rest,-29799.0,1,1
36047036001,6.27,6.27,6.27,1.0,27700,42935,3055,0.2746,0.2769,0.209,113549.0,BK_rest,-70614.0,1,1
36047036002,4.33,4.33,4.33,1.0,30136,209840,4311,0.1597,0.3142,0.278,113549.0,BK_rest,96291.0,0,1
36047036100,0.83,0.83,0.83,1.0,20636,42455,2914,0.3008,0.3746,0.181,113549.0,BK_rest,-71094.0,1,1
36047036200,2.55,2.55,2.55,1.0,53464,65658,3866,0.5136,0.2401,0.153,113549.0,BK_rest,-47891.0,1,1
36047036300,1.27,1.27,1.27,1.0,36037,55857,5861,0.3191,0.331,0.189,113549.0,BK_rest,-57692.0,1,1
36047036400,1.91,1.91,1.91,1.0,53528,62188,2441,0.3885,0.163,0.183,113549.0,BK_rest,-51361.0,1,1
36047036501,3.72,3.72,3.72,1.0,45096,90234,3299,0.3865,0.2201,0.127,113549.0,BK_rest,-23315.0,1,1
36047036502,1.97,1.97,1.97,1.0,44926,69635,1655,0.4898,0.3303,0.124,113549.0,BK_rest,-43914.0,1,1
36047036600,2.14,2.14,2.14,1.0,43806,41490,4315,0.4797,0.3518,0.191,113549.0,BK_rest,-72059.0,1,1
36047036700,2.05,2.05,2.05,1.0,60368,93570,1942,0.4527,0.1988,0.082,113549.0,BK_rest,-19979.0,1,1
36047036900,1.83,1.83,1.83,1.0,36605,70435,5840,0.2153,0.2715,0.159,113549.0,BK_rest,-43114.0,1,1
36047037000,8.94,8.94,8.94,1.0,81000,143523,4358,0.7819,0.17,0.115,113549.0,BK_rest,29974.0,0,0
36047037100,0.24,0.24,0.24,1.0,78750,96389,5344,0.475,0.1718,0.075,113549.0,BK_rest,-17160.0,1,0
36047037300,0.62,0.62,0.62,1.0,62542,96940,4831,0.2475,0.3044,0.133,113549.0,BK_rest,-16609.0,1,1
36047037401,7.98,7.98,7.98,1.0,52625,108026,4735,0.5912,0.1563,0.152,113549.0,BK_rest,-5523.0,1,1
36047037402,11.05,11.05,11.05,1.0,44472,60417,4967,0.5147,0.1415,0.173,113549.0,BK_rest,-53132.0,1,1
36047037500,5.05,5.05,5.05,1.0,68594,89808,3269,0.4049,0.1302,0.1,113549.0,BK_rest,-23741.0,1,1
36047037700,3.41,3.41,3.41,1.0,70865,137368,5229,0.4801,0.1926,0.091,113549.0,BK_rest,23819.0,0,0
36047037900,3.25,3.25,3.25,1.0,56645,82500,5122,0.479,0.2519,0.106,113549.0,BK_rest,-31049.0,1,1
36047038100,4.03,4.03,4.03,1.0,52131,80803,5605,0.392,0.2196,0.118,113549.0,BK_rest,-32746.0,1,1
36047038200,1.87,1.87,1.87,1.0,17806,43712,6190,0.2255,0.4785,0.34,113549.0,BK_rest,-69837.0,1,1
36047038300,5.2,5.2,5.2,1.0,77917,136977,5573,0.5108,0.2163,0.072,113549.0,BK_rest,23428.0,0,1
36047038500,3.26,3.26,3.26,1.0,83079,164851,4556,0.4311,0.1288,0.093,113549.0,BK_rest,51302.0,0,0
36047038600,5.53,5.53,5.53,1.0,84125,83182,3336,0.7259,0.1214,0.165,113549.0,BK_rest,-30367.0,1,0
36047038700,1.4,1.4,1.4,1.0,51125,79243,4157,0.4564,0.3328,0.228,113549.0,BK_rest,-34306.0,1,1
36047038800,2.25,2.25,2.25,1.0,76311,129360,4691,0.6361,0.1801,0.133,113549.0,BK_rest,15811.0,0,0
36047038900,1.63,1.63,1.63,1.0,83681,89718,3072,0.4858,0.1885,0.125,113549.0,BK_rest,-23831.0,1,0
36047039000,3.34,3.34,3.34,1.0,69408,68794,2592,0.7368,0.1586,0.104,113549.0,BK_rest,-44755.0,1,0
36047039100,2.93,2.93,2.93,1.0,93964,145644,3844,0.3485,0.2029,0.158,113549.0,BK_rest,32095.0,0,1
36047039200,6.06,6.06,6.06,1.0,58327,159417,3370,0.6803,0.0899,0.13,113549.0,BK_rest,45868.0,0,1
36047039300,2.07,2.07,2.07,1.0,84148,67222,4284,0.2438,0.1716,0.137,113549.0,BK_rest,-46327.0,1,0
36047039400,7.99,7.99,7.99,1.0,39091,60591,2184,0.5068,0.2953,0.185,113549.0,BK_rest,-52958.0,1,1
36047039500,1.85,1.85,1.85,1.0,52264,81009,3838,0.267,0.3163,0.191,113549.0,BK_rest,-32540.0,1,1
36047039600,6.45,6.45,6.45,1.0,59063,91547,2090,0.7476,0.1732,0.141,113549.0,BK_rest,-22002.0,1,1
36047039700,1.79,1.79,1.79,1.0,57339,88875,3076,0.3323,0.2529,0.133,113549.0,BK_rest,-24674.0,1,1
36047039800,7.81,7.81,7.81,1.0,76600,118730,3103,0.5835,0.1751,0.148,113549.0,BK_rest,5181.0,0,0
36047039900,0.88,0.88,0.88,1.0,55517,101250,4551,0.3554,0.2169,0.142,113549.0,BK_rest,-12299.0,1,1
36047040000,10.31,10.31,10.31,1.0,51991,95833,3073,0.6186,0.1434,0.119,113549.0,BK_rest,-17716.0,1,1
36047040100,2.98,2.98,2.98,1.0,49565,55833,3423,0.3793,0.3376,0.18,113549.0,BK_rest,-57716.0,1,1
36047040200,7.66,7.66,7.66,1.0,64118,90966,2936,0.6155,0.1866,0.137,113549.0,BK_rest,-22583.0,1,1
36047040300,1.22,1.22,1.22,1.0,75298,134609,4094,0.3429,0.2191,0.115,113549.0,BK_rest,21060.0,0,1
36047040400,6.89,6.89,6.89,1.0,80000,124000,2563,0.7639,0.1311,0.135,113549.0,BK_rest,10451.0,0,0
36047040500,5.88,5.88,5.88,1.0,67188,87716,1584,0.3778,0.1597,0.098,113549.0,BK_rest,-25833.0,1,1
36047040600,9.52,9.52,9.52,1.0,66196,44115,3992,0.5009,0.1383,0.144,113549.0,BK_rest,-69434.0,1,1
36047040800,7.1,7.1,7.1,1.0,84753,64545,3862,0.7085,0.095,0.138,113549.0,BK_rest,-49004.0,1,0
36047040900,4.02,4.02,4.02,1.0,56020,86831,4358,0.349,0.3531,0.216,113549.0,BK_rest,-26718.0,1,1
36047041000,5.55,5.55,5.55,1.0,63224,115179,2055,0.7085,0.1637,0.173,113549.0,BK_rest,1630.0,0,1
36047041100,6.03,6.03,6.03,1.0,54128,83898,3778,0.358,0.1898,0.148,113549.0,BK_rest,-29651.0,1,1
36047041200,1.08,1.08,1.08,1.0,106000,164300,3454,0.5251,0.2626,0.148,113549.0,BK_rest,50751.0,0,1
36047041300,4.57,4.57,4.57,1.0,64267,67986,3646,0.4239,0.2013,0.124,113549.0,BK_rest,-45563.0,1,1
36047041401,6.13,6.13,6.13,1.0,66250,148188,1396,0.7364,0.1948,0.153,113549.0,BK_rest,34639.0,0,1
36047041402,8.45,8.45,8.45,1.0,51735,26625,2052,0.5802,0.2042,0.202,113549.0,BK_rest,-86924.0,1,1
36047041500,5.15,5.15,5.15,1.0,84072,60099,4472,0.4135,0.2066,0.12,113549.0,BK_rest,-53450.0,1,1
36047041600,10.79,10.79,10.79,1.0,56695,55990,2178,0.7591,0.1116,0.116,113549.0,BK_rest,-57559.0,1,1
36047041700,6.01,6.01,6.01,1.0,24948,101638,3330,0.2487,0.2462,0.174,113549.0,BK_rest,-11911.0,1,1
36047041800,11.26,11.26,11.26,1.0,55000,150778,2785,0.517,0.1908,0.191,113549.0,BK_rest,37229.0,0,1
36047041900,5.71,5.71,5.71,1.0,58636,37043,3866,0.3395,0.3213,0.172,113549.0,BK_rest,-76506.0,1,1
36047042000,13.57,13.57,13.57,1.0,70588,109411,1812,0.6062,0.1625,0.15,113549.0,BK_rest,-4138.0,1,0
36047042100,4.13,4.13,4.13,1.0,86964,64048,4505,0.3251,0.1545,0.135,113549.0,BK_rest,-49501.0,1,0
36047042200,6.31,6.31,6.31,1.0,60918,49211,3624,0.7112,0.2127,0.173,113549.0,BK_rest,-64338.0,1,1
36047042300,1.2,1.2,1.2,1.0,83949,58636,3990,0.3564,0.1145,0.114,113549.0,BK_rest,-54913.0,1,0
36047042400,3.33,3.33,3.33,1.0,62321,77461,3753,0.5102,0.1553,0.139,113549.0,BK_rest,-36088.0,1,1
36047042500,0.84,0.84,0.84,1.0,88650,153346,3412,0.3133,0.224,0.158,113549.0,BK_rest,39797.0,0,1
36047042600,6.19,6.19,6.19,1.0,67375,138750,4782,0.4749,0.2539,0.187,113549.0,BK_rest,25201.0,0,1
36047042700,3.24,3.24,3.24,1.0,82917,128521,4690,0.282,0.1746,0.161,113549.0,BK_rest,14972.0,0,0
36047042800,10.77,10.77,10.77,1.0,72344,112133,3892,0.6542,0.0928,0.124,113549.0,BK_rest,-1416.0,1,0
36047042900,1.85,1.85,1.85,1.0,64063,110859,5558,0.2171,0.2566,0.171,113549.0,BK_rest,-2690.0,1,1
36047043000,12.5,12.5,12.5,1.0,46038,50287,3738,0.5239,0.1578,0.171,113549.0,BK_rest,-63262.0,1,1
36047043100,7.08,7.08,7.08,1.0,77633,53510,4695,0.2419,0.1808,0.132,113549.0,BK_rest,-60039.0,1,0
36047043200,11.03,11.03,11.03,1.0,78173,134600,4504,0.5317,0.1055,0.135,113549.0,BK_rest,21051.0,0,0
36047043300,11.78,11.78,11.78,1.0,33641,144107,3820,0.2134,0.3223,0.193,113549.0,BK_rest,30558.0,0,1
36047043400,8.27,8.27,8.27,1.0,54375,55125,4014,0.5832,0.3084,0.199,113549.0,BK_rest,-58424.0,1,1
36047043500,6.67,6.67,6.67,1.0,71049,110536,5191,0.3864,0.2179,0.114,113549.0,BK_rest,-3013.0,1,1
36047043600,12.94,12.94,12.94,1.0,58193,90199,5057,0.5814,0.1966,0.142,113549.0,BK_rest,-23350.0,1,1
36047043700,1.65,1.65,1.65,1.0,60667,88073,6041,0.4021,0.1933,0.113,113549.0,BK_rest,-25476.0,1,1
36047043800,9.32,9.32,9.32,1.0,65357,75129,2463,0.5571,0.1398,0.142,113549.0,BK_rest,-38420.0,1,1
36047043900,5.6,5.6,5.6,1.0,80286,70208,3919,0.45,0.1391,0.136,113549.0,BK_rest,-43341.0,1,0
36047044000,13.08,13.08,13.08,1.0,67250,127581,2952,0.6033,0.1958,0.155,113549.0,BK_rest,14032.0,0,1
36047044100,10.16,10.16,10.16,1.0,53594,158105,5563,0.368,0.3207,0.177,113549.0,BK_rest,44556.0,0,1
36047044200,15.42,15.42,15.42,1.0,72837,74889,2499,0.7247,0.1929,0.163,113549.0,BK_rest,-38660.0,1,0
36047044300,9.44,9.44,9.44,1.0,84180,110568,4537,0.325,0.1657,0.136,113549.0,BK_rest,-2981.0,1,0
36047044400,17.52,17.52,17.52,1.0,54265,90625,3900,0.5476,0.2733,0.214,113549.0,BK_rest,-22924.0,1,1
36047044500,7.23,7.23,7.23,1.0,77451,53201,4519,0.445,0.1562,0.15,113549.0,BK_rest,-60348.0,1,0
36047044600,15.65,15.65,15.65,1.0,68051,78224,2055,0.6207,0.1066,0.127,113549.0,BK_rest,-35325.0,1,1
36047044700,7.06,7.06,7.06,1.0,73438,114167,2487,0.2304,0.4242,0.218,113549.0,BK_rest,618.0,0,1
36047044800,19.95,19.95,19.95,1.0,67750,39280,1918,0.6203,0.1072,0.102,113549.0,BK_rest,-74269.0,1,1
36047044901,4.76,4.76,4.76,1.0,52716,58750,2884,0.2635,0.2445,0.188,142051.0,NW_BK,-83301.0,1,1
36047045000,15.38,15.38,15.38,1.0,75446,116941,982,0.7711,0.3595,0.188,113549.0,BK_rest,3392.0,0,1
36047045200,15.74,15.74,15.74,1.0,73393,113759,2766,0.7241,0.0839,0.092,113549.0,BK_rest,210.0,0,0
36047045300,7.79,7.79,7.79,1.0,57143,58750,2291,0.2196,0.4363,0.221,142051.0,NW_BK,-83301.0,1,1
36047045400,17.78,17.78,17.78,1.0,96875,150156,1737,0.6949,0.1434,0.095,113549.0,BK_rest,36607.0,0,0
36047045600,6.72,6.72,6.72,1.0,68056,105486,2202,0.4484,0.2048,0.176,113549.0,BK_rest,-8063.0,1,1
36047045800,8.13,8.13,8.13,1.0,84018,130227,1196,0.7783,0.1204,0.108,113549.0,BK_rest,16678.0,0,0
36047046000,1.0,1.0,1.0,1.0,82500,221719,3529,0.4849,0.1252,0.113,,,,0,0
36047046201,9.63,9.63,9.63,1.0,38050,58977,2287,0.5014,0.1412,0.165,113549.0,BK_rest,-54572.0,1,1
36047046202,12.36,12.36,12.36,1.0,82450,108690,1960,0.7609,0.1152,0.097,113549.0,BK_rest,-4859.0,1,0
36047046400,10.31,10.31,10.31,1.0,54740,127917,2847,0.6273,0.3516,0.192,113549.0,BK_rest,14368.0,0,1
36047046800,14.71,14.71,14.71,1.0,35930,27917,2213,0.4685,0.1866,0.137,113549.0,BK_rest,-85632.0,1,1
36047047000,11.09,11.09,11.09,1.0,73750,100096,2527,0.7799,0.1215,0.099,113549.0,BK_rest,-13453.0,1,0
36047047200,7.63,7.63,7.63,1.0,78125,27969,3009,0.5686,0.1984,0.15,113549.0,BK_rest,-85580.0,1,0
36047047400,4.54,4.54,4.54,1.0,56500,74375,2590,0.509,0.3301,0.217,113549.0,BK_rest,-39174.0,1,1
36047047600,1.27,1.27,1.27,1.0,46250,71687,3132,0.5191,0.1611,0.122,113549.0,BK_rest,-41862.0,1,1
36047047700,2.76,2.76,2.76,1.0,164647,239811,4017,0.4322,0.1064,,142051.0,NW_BK,97760.0,0,0
36047047800,3.48,3.48,3.48,1.0,63000,51542,4398,0.5346,0.1471,0.129,113549.0,BK_rest,-62007.0,1,1
