GEOID,Mo_period_1_tt,Mo_period_2_tt,Mo_period_3_tt,Mo_period_4_tt,Tu_period_1_tt,Tu_period_2_tt,Tu_period_3_tt,Tu_period_4_tt,We_period_1_tt,We_period_2_tt,We_period_3_tt,We_period_4_tt,Th_period_1_tt,Th_period_2_tt,Th_period_3_tt,Th_period_4_tt,Fr_period_1_tt,Fr_period_2_tt,Fr_period_3_tt,Fr_period_4_tt,Sa_period_1_tt,Sa_period_2_tt,Sa_period_3_tt,Sa_period_4_tt,Su_period_1_tt,Su_period_2_tt,Su_period_3_tt,Su_period_4_tt,min,mean,index,Median_Income,Median_Income_4per_hh,Total_Population,percent_car_owners,percent_poverty,percent_food_insecure,TCoL_2023,TCoL_mapping,Income_minus_TCOL,below_TCOL,poverty_ind
36005002800,15.35,12.1,15.24,16.07,15.35,15.05,15.24,16.07,12.25,7.81,8.14,16.07,15.35,15.05,15.24,16.07,15.35,7.82,8.14,15.95,15.17,7.6,7.92,44.95,21.18,21.04,39.08,44.78,7.6,16.97964285714286,0.8214285714285714,54321,84197,5372,0.685,0.0287,0.076,107246.0,Bronx,-23049.0,1,1
36005003100,21.45,12.55,12.99,29.65,10.37,10.37,12.99,29.65,21.58,9.75,12.45,17.32,12.4,12.45,12.99,27.32,19.45,10.81,12.99,29.65,10.35,10.12,14.52,29.96,29.5,38.11,30.01,30.05,9.75,18.99285714285714,0.6071428571428571,34276,31859,2165,0.2654,0.1718,0.134,107246.0,Bronx,-75387.0,1,1
36005003300,21.06,11.89,12.31,26.18,10.74,10.52,12.31,26.18,21.5,6.78,12.31,16.74,9.4,11.89,12.31,25.96,21.06,5.98,12.31,26.18,10.61,9.88,17.81,26.45,29.88,34.44,26.51,26.53,5.98,17.704285714285714,0.5714285714285714,20129,38535,3339,0.3484,0.5281,0.281,107246.0,Bronx,-68711.0,1,1
36005003500,17.46,8.42,8.57,29.13,6.05,5.8,8.57,29.13,17.57,8.26,8.57,12.84,8.21,8.42,8.57,24.72,17.21,8.33,8.57,29.13,5.9,5.65,12.92,29.43,25.32,35.05,28.56,29.51,5.65,15.92392857142857,0.6785714285714286,30793,27928,3880,0.4146,0.3856,0.228,107246.0,Bronx,-79318.0,1,1
36005003700,18.36,8.13,8.21,28.87,7.12,7.01,8.21,28.87,18.5,7.21,8.21,13.22,5.54,8.13,8.21,26.87,18.24,8.01,8.21,28.87,7.05,6.5,16.33,29.25,27.47,37.95,29.1,29.27,5.54,16.318571428571428,0.6785714285714286,37321,57847,277,0.1203,0.3053,,107246.0,Bronx,-49399.0,1,1
36005003800,18.59,18.19,18.64,18.0,18.59,6.84,7.26,18.0,2.26,13.13,13.39,18.0,18.59,6.84,7.26,18.0,17.8,6.84,15.72,17.49,17.0,12.21,15.92,51.3,13.12,12.82,41.79,51.15,2.26,17.669285714285717,0.8928571428571429,83295,116146,1313,0.7638,0.1346,0.109,107246.0,Bronx,8900.0,0,0
36005003900,16.59,11.67,14.03,17.1,17.99,8.17,12.59,17.1,17.3,8.23,13.78,14.05,13.34,8.17,13.57,17.1,16.59,10.05,11.49,17.1,3.43,11.81,17.72,17.3,26.29,26.57,17.49,17.05,3.43,14.773928571428574,0.9285714285714286,20049,31075,6710,0.2761,0.3981,0.255,107246.0,Bronx,-76171.0,1,1
36005004001,18.24,17.42,18.22,17.79,18.24,11.2,16.84,17.79,14.77,14.87,15.29,17.79,18.24,16.34,16.78,17.79,8.7,8.32,8.79,8.35,18.09,12.95,17.47,54.54,14.95,14.69,40.72,54.6,8.32,18.920714285714286,0.8928571428571429,64087,99334,1574,0.7324,0.1925,0.132,107246.0,Bronx,-7912.0,1,1
36005004100,17.54,8.51,8.82,22.91,12.8,7.26,8.82,22.91,17.32,6.77,8.82,13.26,7.59,7.26,8.82,22.91,17.54,8.4,8.72,22.91,5.38,6.22,18.02,23.2,26.88,31.83,23.23,23.02,5.38,14.916785714285712,0.6785714285714286,20551,63182,5798,0.3132,0.4852,0.307,107246.0,Bronx,-44064.0,1,1
36005004200,20.27,19.98,20.47,19.89,20.27,10.8,11.14,19.89,8.23,13.22,13.66,19.89,20.27,10.8,11.14,19.89,13.97,10.53,14.18,13.69,18.99,10.87,17.33,57.63,12.62,12.81,46.03,57.37,8.23,19.493928571428572,0.75,57250,89758,7803,0.535,0.2366,0.141,107246.0,Bronx,-17488.0,1,1
36005004300,13.49,6.3,6.45,24.07,11.42,5.4,6.25,24.07,13.54,5.4,6.45,8.66,5.23,5.4,6.45,22.68,13.49,5.67,5.82,24.07,6.59,3.58,14.1,24.41,23.28,32.18,24.64,24.04,3.58,13.326071428571428,0.6785714285714286,25534,68534,5527,0.2446,0.3553,0.254,107246.0,Bronx,-38712.0,1,1
36005004400,15.75,15.53,15.79,15.38,15.75,15.42,15.71,15.38,10.12,11.84,11.89,15.38,15.75,15.42,15.71,15.38,14.0,11.84,11.89,13.63,14.15,11.34,12.16,59.31,22.18,22.41,44.3,59.41,10.12,19.029285714285713,0.8214285714285714,15750,15451,4551,0.31,0.5072,0.327,107246.0,Bronx,-91795.0,1,1
36005004600,19.75,19.43,19.55,19.6,19.75,13.03,13.46,19.6,7.38,15.4,15.48,19.6,19.75,13.03,13.46,19.6,19.75,12.85,15.48,19.6,18.46,15.09,15.68,58.8,19.21,19.31,46.94,58.43,7.38,20.981071428571425,0.8928571428571429,29145,45174,1826,0.3663,0.5043,0.279,107246.0,Bronx,-62072.0,1,1
36005004800,9.67,9.44,9.71,9.57,9.67,9.65,9.71,9.57,8.99,5.0,5.17,9.57,9.67,9.65,9.71,9.57,9.67,5.0,5.17,9.57,8.33,4.77,5.05,54.8,24.77,25.17,41.33,54.9,4.77,14.030357142857142,0.8214285714285714,33500,87969,4464,0.3098,0.2607,0.167,107246.0,Bronx,-19277.0,1,1
36005005001,13.05,9.12,13.03,12.87,13.05,12.83,13.03,12.87,12.86,2.72,2.87,12.87,13.05,12.83,13.03,12.87,13.04,2.72,2.87,12.87,12.01,2.6,2.75,52.48,28.71,28.93,41.62,52.53,2.6,15.574285714285717,0.8214285714285714,28353,47727,4304,0.3389,0.5078,0.295,107246.0,Bronx,-59519.0,1,1
36005005002,8.93,4.73,8.91,8.8,8.93,8.78,8.91,8.8,8.93,4.15,4.36,8.8,8.93,8.78,8.91,8.8,8.91,4.23,4.36,8.8,8.07,4.07,4.26,52.92,28.68,31.38,39.02,52.98,4.07,13.433214285714286,0.8214285714285714,34013,62969,6393,0.2271,0.3928,0.255,107246.0,Bronx,-44277.0,1,1
36005005100,10.61,4.07,10.62,22.41,15.42,2.97,13.49,22.41,12.98,7.08,14.72,14.26,15.36,2.97,14.93,22.41,10.61,4.07,10.62,22.41,8.01,12.67,14.87,23.06,28.27,28.37,22.91,22.85,2.97,14.836785714285716,0.6785714285714286,19731,16250,6087,0.1391,0.5366,0.337,107246.0,Bronx,-90996.0,1,1
36005005200,14.76,10.12,14.7,15.02,12.85,12.7,12.83,15.02,12.85,4.33,4.45,15.02,14.76,12.7,12.83,15.02,14.76,4.33,4.45,15.02,14.51,4.23,4.35,53.04,28.3,33.0,43.06,52.97,4.23,16.856428571428573,0.8214285714285714,21397,33165,1833,0.2097,0.4163,0.215,107246.0,Bronx,-74081.0,1,1
36005005300,16.82,16.94,17.2,48.4,16.65,16.78,17.07,37.85,16.69,16.81,15.65,30.53,16.69,16.18,9.3,37.08,16.82,16.94,17.2,48.4,22.69,17.98,24.2,31.79,36.6,23.7,23.82,59.7,9.3,24.51714285714286,0.5714285714285714,20449,28114,5472,0.1887,0.5549,0.259,107246.0,Bronx,-79132.0,1,1
36005005400,6.88,1.08,6.83,6.7,6.88,6.68,6.83,6.7,6.88,1.08,6.41,6.7,6.88,6.68,6.83,6.7,6.88,6.26,6.41,6.7,6.06,5.86,6.71,52.4,29.18,32.88,36.64,52.45,1.08,12.3275,0.8214285714285714,45625,24427,5638,0.3209,0.27,0.181,107246.0,Bronx,-82819.0,1,1
36005005600,5.08,2.31,5.01,4.86,5.08,4.84,5.01,4.86,5.08,2.31,5.01,4.86,5.08,4.84,5.01,4.86,5.08,4.84,5.01,4.86,5.63,5.39,8.64,52.66,28.87,31.37,35.62,52.71,2.31,11.242142857142856,0.8214285714285714,40341,58516,2168,0.3952,0.3196,0.213,107246.0,Bronx,-48730.0,1,1
36005005902,8.78,8.7,8.88,31.4,5.85,5.64,8.88,20.24,5.16,5.02,8.88,12.79,8.91,8.7,8.88,22.59,5.85,5.64,8.88,31.4,5.46,3.12,3.64,32.19,19.03,26.89,31.76,31.94,3.12,13.753571428571423,0.7142857142857143,44917,72989,2730,0.314,0.1612,0.118,107246.0,Bronx,-34257.0,1,1
36005006000,9.6,9.34,9.54,9.39,9.6,9.34,9.54,9.39,9.6,9.34,9.54,9.39,9.44,9.25,9.54,9.39,9.6,9.34,9.54,9.39,11.07,10.81,17.26,53.33,28.72,25.17,32.66,58.76,9.25,15.245714285714286,0.8214285714285714,34239,49526,1295,0.4211,0.332,0.23,107246.0,Bronx,-57720.0,1,1
36005006100,8.21,7.97,8.19,29.95,8.09,7.84,8.19,22.69,4.14,3.96,8.19,11.44,8.21,7.97,8.19,23.49,8.09,7.84,8.19,29.95,4.39,3.97,7.82,30.59,19.65,26.58,30.34,30.52,3.96,13.737499999999995,0.7142857142857143,60685,88558,3955,0.3817,0.1166,0.076,107246.0,Bronx,-18688.0,1,1
36005006200,2.19,2.02,2.14,2.03,2.19,2.02,2.14,2.03,2.19,2.02,2.14,2.03,2.19,2.02,2.14,2.03,2.19,2.02,2.14,2.03,3.11,2.94,13.04,58.75,29.66,29.58,38.15,58.79,2.02,9.854285714285714,0.8214285714285714,24769,38391,6710,0.2435,0.3727,0.26,107246.0,Bronx,-68855.0,1,1
36005006301,6.34,6.15,6.29,27.72,12.79,12.2,15.97,17.69,13.04,13.07,17.04,17.54,15.96,12.2,17.28,27.72,6.34,6.15,6.29,27.72,11.9,9.66,9.82,28.44,21.75,22.04,27.92,28.44,6.15,15.909642857142858,0.7142857142857143,50273,26964,5521,0.2863,0.2907,0.168,107246.0,Bronx,-80282.0,1,1
36005006400,6.44,6.19,6.38,6.23,6.44,6.19,6.38,6.23,6.44,6.19,6.38,6.23,6.44,6.19,6.38,6.23,6.44,6.19,6.38,6.23,4.84,4.59,12.36,55.28,26.74,26.51,37.14,55.33,4.59,12.463928571428571,0.8214285714285714,35144,54473,4061,0.4259,0.3493,0.222,107246.0,Bronx,-52773.0,1,1
36005006500,7.5,5.17,7.74,26.06,11.1,6.44,6.58,22.24,6.27,6.27,8.37,8.31,11.0,6.12,9.42,25.03,7.5,5.17,6.7,26.06,6.43,6.22,10.7,26.55,22.14,26.59,26.72,26.36,5.17,13.241428571428571,0.6785714285714286,21962,34041,5681,0.1625,0.4806,0.285,107246.0,Bronx,-73205.0,1,1
36005006700,4.51,4.37,4.49,28.89,4.51,4.37,4.49,27.46,4.51,4.37,3.36,3.36,4.51,3.24,4.49,21.62,4.51,3.24,4.49,28.89,4.43,4.29,4.4,29.58,17.64,31.22,29.25,29.35,3.24,11.565714285714288,0.7142857142857143,15957,34961,6993,0.1836,0.538,0.3,107246.0,Bronx,-72285.0,1,1
36005006800,10.95,10.76,10.92,10.85,10.95,10.76,10.92,10.85,10.45,10.56,10.62,10.85,10.95,10.76,10.92,10.85,10.79,10.55,10.58,10.5,9.48,9.28,11.04,57.45,25.64,25.6,40.96,57.49,9.28,16.15285714285714,0.8214285714285714,38125,59093,2765,0.322,0.3157,0.2,107246.0,Bronx,-48153.0,1,1
36005006900,3.18,3.0,3.14,33.24,3.18,3.0,3.14,26.39,3.18,3.0,3.14,7.49,3.18,3.0,3.14,18.12,3.18,3.0,3.14,33.24,3.07,2.88,3.02,33.77,14.32,33.14,33.78,33.37,2.88,11.515357142857145,0.75,32887,42833,7255,0.281,0.3482,0.225,107246.0,Bronx,-64413.0,1,1
36005007000,13.68,13.38,13.63,13.46,13.68,12.0,13.63,13.46,13.61,13.28,13.17,13.46,13.68,13.38,13.63,13.46,9.07,8.83,9.13,8.84,12.92,12.44,13.79,56.04,21.05,20.79,39.41,56.08,8.83,17.249285714285715,0.8214285714285714,53014,76176,4235,0.4928,0.2131,0.118,107246.0,Bronx,-31070.0,1,1
36005007100,9.31,4.96,5.15,27.59,9.25,4.96,4.97,27.59,9.31,4.61,4.61,4.68,7.66,4.42,5.15,17.57,9.31,4.42,4.8,27.59,9.1,5.38,9.25,27.83,16.85,31.86,28.13,27.4,4.42,12.632499999999999,0.75,43079,100729,2827,0.4198,0.2008,0.114,107246.0,Bronx,-6517.0,1,1
36005007200,15.15,14.72,15.13,14.76,15.15,8.26,15.13,14.76,15.15,14.66,15.13,14.76,15.15,14.7,15.07,14.76,5.51,5.21,5.45,5.25,15.53,15.13,17.6,58.5,16.94,16.74,40.58,58.54,5.21,17.622142857142855,0.8928571428571429,54097,77283,6430,0.5269,0.1509,0.155,107246.0,Bronx,-29963.0,1,1
36005007300,14.96,7.58,7.68,31.69,0.53,0.37,7.68,31.69,15.09,7.54,7.68,10.72,7.51,7.58,7.68,23.08,14.96,7.12,7.68,31.69,0.43,0.27,9.65,32.17,23.33,36.26,32.36,32.16,0.27,14.897857142857143,0.6785714285714286,25619,30282,4301,0.2198,0.4097,0.269,107246.0,Bronx,-76964.0,1,1
36005007400,27.84,27.32,27.88,27.04,27.84,11.47,11.7,27.7,6.46,6.14,6.37,27.7,27.84,11.47,11.7,27.7,19.93,11.47,19.79,19.57,27.36,6.99,26.18,64.77,6.27,5.95,52.97,64.83,5.95,22.866071428571434,0.5,37352,57895,3078,0.5704,0.2934,0.164,107246.0,Bronx,-49351.0,1,1
36005007500,10.54,6.14,9.9,32.93,6.97,6.67,9.9,32.01,10.54,8.67,9.71,10.43,10.65,7.33,9.9,17.75,10.54,5.22,9.9,32.93,6.44,5.98,7.7,34.2,18.13,37.55,34.14,34.19,5.22,15.605714285714285,0.75,30413,47140,6295,0.2669,0.363,0.223,107246.0,Bronx,-60106.0,1,1
36005007600,9.42,9.14,9.37,9.22,9.42,9.14,9.37,9.22,9.42,9.14,9.37,9.22,9.42,9.14,9.37,9.22,8.06,7.78,7.86,7.85,9.01,8.75,14.33,56.68,23.07,22.79,37.12,56.72,7.78,14.593571428571428,0.8214285714285714,51625,107422,5293,0.4412,0.1856,0.16,107246.0,Bronx,176.0,0,1
36005007700,10.73,2.03,11.82,28.41,8.79,8.46,11.68,28.41,10.73,7.46,8.5,13.71,10.59,3.59,11.82,17.04,10.16,1.98,11.78,28.41,3.56,1.85,3.63,33.48,17.81,36.15,33.07,33.49,1.85,14.612142857142855,0.75,48333,37222,2165,0.5351,0.2416,0.156,107246.0,Bronx,-70024.0,1,1
36005007800,20.69,20.3,20.46,20.01,20.69,10.86,20.75,20.62,11.6,11.59,11.81,20.62,20.69,20.03,20.46,20.62,11.28,10.83,11.3,10.81,21.31,10.3,20.83,61.94,11.59,11.37,44.92,61.9,10.3,20.720714285714283,0.39285714285714285,54615,103523,6301,0.5686,0.1726,0.127,107246.0,Bronx,-3723.0,1,1
36005007900,16.25,7.81,10.51,33.67,6.28,6.15,10.51,33.67,16.56,3.4,6.52,13.95,11.66,7.06,10.51,23.97,13.52,3.75,10.51,33.67,6.14,5.87,7.1,34.3,24.64,38.87,34.09,34.38,3.4,16.618571428571432,0.6785714285714286,22534,34600,7157,0.14,0.4458,0.279,107246.0,Bronx,-72646.0,1,1
36005008300,17.63,10.95,13.36,30.93,9.68,9.9,12.85,30.93,17.75,3.66,5.58,16.13,12.81,9.29,13.36,24.37,13.9,6.84,13.36,30.93,9.32,8.81,9.31,34.16,25.71,38.94,34.13,34.25,3.66,17.815714285714286,0.6785714285714286,42386,36290,6121,0.3176,0.2137,0.175,107246.0,Bronx,-70956.0,1,1
36005008400,32.87,32.3,32.27,31.63,32.87,12.82,13.05,32.9,8.11,7.81,7.86,32.9,32.87,12.82,13.05,32.9,24.79,12.82,21.42,23.44,32.99,9.4,31.61,69.67,7.93,7.52,57.37,69.18,7.52,26.327499999999993,0.39285714285714285,66373,89861,3290,0.6044,0.0642,0.066,107246.0,Bronx,-17385.0,1,1
36005008500,15.76,10.49,15.96,29.76,11.91,10.94,11.13,29.76,15.76,5.09,1.45,17.83,12.57,8.3,14.8,24.45,12.93,5.8,15.84,29.33,10.62,8.18,8.32,36.74,25.56,41.2,36.72,36.8,1.45,17.999999999999996,0.6785714285714286,33065,106181,5706,0.2778,0.297,0.219,107246.0,Bronx,-1065.0,1,1
36005008600,33.79,33.44,33.59,32.88,33.79,15.34,15.45,33.81,3.87,3.69,3.81,33.81,33.79,15.34,15.45,33.81,23.26,15.34,21.76,22.9,33.56,5.5,31.79,76.73,3.76,3.58,61.76,76.38,3.58,26.85642857142857,0.39285714285714285,25608,38269,4134,0.2662,0.4184,0.241,107246.0,Bronx,-68977.0,1,1
36005008700,13.77,10.69,15.0,24.98,14.03,10.6,10.84,24.98,13.61,8.44,6.0,20.35,7.11,6.89,9.79,18.87,9.47,8.61,12.94,24.98,10.38,7.76,7.91,38.79,21.31,39.34,38.84,38.78,6.0,16.966428571428573,0.6785714285714286,30357,33750,6328,0.3469,0.4029,0.272,107246.0,Bronx,-73496.0,1,1
36005008900,10.8,10.73,10.96,25.72,10.8,5.57,5.69,25.72,10.8,10.65,8.37,22.61,10.8,10.72,10.96,22.36,10.8,8.66,10.96,24.94,13.28,11.41,11.52,41.39,25.28,40.05,41.34,41.48,5.57,17.65607142857143,0.6428571428571429,29599,78929,3197,0.2404,0.1898,0.224,107246.0,Bronx,-28317.0,1,1
36005009000,32.75,32.4,32.78,31.86,32.75,19.22,21.21,32.89,8.16,7.83,8.02,32.89,32.75,20.62,21.21,32.89,23.1,15.92,16.57,22.54,34.13,8.94,33.69,74.57,8.0,7.67,58.8,74.49,7.67,27.80892857142857,0.32142857142857145,30953,31744,3693,0.4461,0.3287,0.213,107246.0,Bronx,-75502.0,1,1
36005009200,19.96,19.7,20.12,19.43,19.96,7.27,20.2,19.43,12.25,12.43,12.84,19.43,19.96,18.64,19.05,19.43,10.16,7.14,7.41,9.68,19.98,11.05,22.46,61.4,12.2,12.08,42.92,62.29,7.14,19.95964285714286,0.7857142857142857,54924,48292,6122,0.5937,0.2272,0.171,107246.0,Bronx,-58954.0,1,1
36005009301,5.13,4.95,5.07,30.13,5.13,4.95,5.07,30.13,5.13,4.95,5.07,28.17,5.13,4.95,5.07,27.71,5.13,4.95,5.07,29.6,19.22,15.51,15.64,44.79,31.83,43.74,44.83,44.96,4.95,17.214642857142856,0.6428571428571429,39606,23090,4928,0.2566,0.3569,0.235,107246.0,Bronx,-84156.0,1,1
36005009600,24.76,24.54,24.53,23.92,24.76,6.39,24.86,24.8,17.77,18.3,18.37,24.8,24.76,22.21,22.41,24.8,12.06,3.23,3.43,14.91,25.28,16.7,28.37,67.08,17.71,17.76,48.54,68.79,3.23,24.13714285714286,0.39285714285714285,49638,92917,2762,0.5064,0.1618,0.166,107246.0,Bronx,-14329.0,1,1
