GEOID,Mo_period_1_tt,Mo_period_2_tt,Mo_period_3_tt,Mo_period_4_tt,Tu_period_1_tt,Tu_period_2_tt,Tu_period_3_tt,Tu_period_4_tt,We_period_1_tt,We_period_2_tt,We_period_3_tt,We_period_4_tt,Th_period_1_tt,Th_period_2_tt,Th_period_3_tt,Th_period_4_tt,Fr_period_1_tt,Fr_period_2_tt,Fr_period_3_tt,Fr_period_4_tt,Sa_period_1_tt,Sa_period_2_tt,Sa_period_3_tt,Sa_period_4_tt,Su_period_1_tt,Su_period_2_tt,Su_period_3_tt,Su_period_4_tt,min,mean,index,Median_Income,Median_Income_4per_hh,Total_Population,percent_car_owners,percent_poverty,percent_food_insecure,TCoL_2023,TCoL_mapping,Income_minus_TCOL,below_TCOL,poverty_ind
36047116400,29.57,29.57,29.57,37.28,5.64,5.64,5.64,5.64,20.86,6.23,4.95,4.95,29.57,17.43,8.29,19.23,12.45,5.04,19.23,19.23,1.93,1.93,5.61,5.61,57.39,46.4,71.63,159.83,1.93,23.797857142857143,0.6428571428571429,60137,93212,4063,0.524,0.1757,0.06,113549.0,BK_rest,-20337.0,1,1
36047116600,31.76,31.76,34.85,39.51,1.43,1.43,1.43,1.43,15.95,1.54,9.25,9.25,35.37,11.93,4.79,14.16,17.29,2.05,14.16,14.16,0.52,0.52,0.52,0.52,55.02,40.47,73.22,155.85,0.52,22.14785714285714,0.6785714285714286,51477,78750,3028,0.4658,0.1277,0.075,113549.0,BK_rest,-34799.0,1,1
36047116800,30.94,30.94,34.64,43.46,7.44,7.44,7.44,7.44,11.19,3.27,3.27,3.27,35.11,6.51,6.97,10.95,23.47,7.85,10.95,10.95,7.08,7.08,7.08,7.08,54.01,34.49,76.24,152.46,3.27,23.179285714285715,0.6428571428571429,61121,46281,2538,0.5592,0.1414,0.088,113549.0,BK_rest,-67268.0,1,1
36047117201,24.87,24.87,28.5,41.68,11.19,11.19,11.19,11.19,14.96,3.3,3.3,3.3,31.1,10.4,5.11,5.11,25.49,12.85,5.11,5.11,11.42,10.79,11.42,11.42,48.36,29.58,73.17,146.24,3.3,22.579285714285724,0.6428571428571429,56906,91894,2427,0.6294,0.2625,0.122,113549.0,BK_rest,-21655.0,1,1
36047117202,28.67,28.67,30.59,46.55,12.96,12.96,12.96,12.96,10.22,3.38,3.38,3.38,29.4,6.09,9.85,9.85,28.65,13.57,9.85,9.85,12.73,12.73,12.73,12.73,52.68,29.01,78.25,148.5,3.38,24.39821428571429,0.6428571428571429,67929,90763,4492,0.3432,0.1291,0.051,113549.0,BK_rest,-22786.0,1,1
36047117601,36.34,36.34,36.62,54.0,17.49,17.49,17.49,17.49,2.85,2.85,10.7,10.7,30.22,4.34,13.63,18.15,33.56,16.66,18.15,18.15,16.76,16.76,16.76,16.76,60.64,31.7,86.28,151.47,2.85,28.94107142857143,0.6428571428571429,54167,83958,3333,0.394,0.1482,0.094,113549.0,BK_rest,-29591.0,1,1
36047117602,39.18,39.18,38.69,57.45,20.64,20.64,20.64,20.64,3.72,3.72,13.17,13.17,30.22,7.58,16.26,21.49,36.58,19.55,21.49,21.49,15.94,19.84,19.84,19.84,63.61,32.44,89.76,151.84,3.72,31.37892857142857,0.39285714285714285,53444,90875,2782,0.3376,0.1617,0.1,113549.0,BK_rest,-22674.0,1,1
36047117800,39.41,39.41,40.94,52.99,15.14,15.14,15.14,15.14,3.14,3.14,6.68,6.68,35.69,4.68,9.93,20.01,30.57,13.51,20.01,20.01,14.18,14.18,14.18,14.18,63.24,37.01,86.16,156.84,3.14,28.833214285714284,0.5357142857142857,49423,70365,1924,0.7077,0.1323,0.119,113549.0,BK_rest,-43184.0,1,1
36047118201,42.29,42.29,41.02,61.22,24.22,24.22,24.22,24.22,6.97,6.97,15.28,15.28,30.5,11.3,19.5,25.12,40.03,22.95,25.12,25.12,12.24,23.37,23.37,23.37,66.81,33.48,93.53,152.17,6.97,34.14928571428571,0.25,72098,97734,3329,0.3093,0.1433,0.106,113549.0,BK_rest,-15815.0,1,0
36047118202,45.67,45.67,44.09,64.33,26.97,26.97,26.97,26.97,9.75,9.75,16.67,16.67,32.34,14.36,21.88,28.53,38.22,25.47,24.61,24.64,8.85,26.06,26.06,26.06,70.21,35.82,96.83,153.79,8.85,36.221785714285716,0.21428571428571427,60438,93678,3581,0.4234,0.2052,0.09,113549.0,BK_rest,-19871.0,1,1
36047118400,44.71,44.71,44.87,59.71,21.77,21.77,21.77,21.77,6.06,6.06,10.26,10.26,36.18,10.62,16.19,26.02,36.78,19.9,22.54,24.1,13.62,20.76,20.76,20.76,68.92,38.7,92.89,157.88,6.06,33.583571428571425,0.2857142857142857,66408,68904,4899,0.4485,0.1435,0.102,113549.0,BK_rest,-44645.0,1,1
36047118600,46.71,46.71,47.86,58.63,19.18,19.18,20.58,20.58,8.52,8.52,7.21,7.21,40.48,11.97,14.53,27.29,34.5,18.26,20.0,22.56,16.4,19.4,19.47,19.47,70.53,42.67,92.33,162.13,7.21,33.674285714285716,0.4642857142857143,75583,112768,3516,0.5657,0.0797,0.068,113549.0,BK_rest,-781.0,1,0
36047118800,47.2,47.2,47.2,58.43,15.8,15.8,20.83,20.83,12.12,8.54,6.82,6.82,44.54,14.74,14.67,29.43,33.32,18.18,17.94,21.44,19.21,19.0,19.69,19.69,72.64,46.56,92.52,166.15,6.82,34.18964285714286,0.5,59112,57188,4814,0.3734,0.1993,0.122,113549.0,BK_rest,-56361.0,1,1
36047119000,42.89,42.89,44.59,53.03,15.02,15.02,15.02,15.02,7.78,7.78,2.15,2.15,40.56,8.85,8.93,23.04,28.99,12.65,23.04,23.04,13.9,13.79,13.9,13.9,66.23,41.84,86.82,161.69,2.15,30.16107142857143,0.5357142857142857,48375,68478,2372,0.3063,0.3681,0.163,113549.0,BK_rest,-45071.0,1,1
36047119200,36.4,36.4,39.79,45.4,7.32,7.32,7.32,7.32,10.53,6.99,7.32,7.32,39.47,7.39,2.19,16.41,22.58,5.5,16.41,16.41,6.27,6.27,6.27,6.27,59.07,39.44,79.01,158.09,2.19,25.231428571428573,0.6428571428571429,85071,98438,3421,0.4902,0.1584,0.094,113549.0,BK_rest,-15111.0,1,0
