GEOID,Mo_period_1_tt_3,Mo_period_2_tt_3,Mo_period_3_tt_3,Mo_period_4_tt_3,Tu_period_1_tt_3,Tu_period_2_tt_3,Tu_period_3_tt_3,Tu_period_4_tt_3,We_period_1_tt_3,We_period_2_tt_3,We_period_3_tt_3,We_period_4_tt_3,Th_period_1_tt_3,Th_period_2_tt_3,Th_period_3_tt_3,Th_period_4_tt_3,Fr_period_1_tt_3,Fr_period_2_tt_3,Fr_period_3_tt_3,Fr_period_4_tt_3,Sa_period_1_tt_3,Sa_period_2_tt_3,Sa_period_3_tt_3,Sa_period_4_tt_3,Su_period_1_tt_3,Su_period_2_tt_3,Su_period_3_tt_3,Su_period_4_tt_3,min,mean,index,Median_Income,Median_Income_4per_hh,Total_Population,percent_car_owners,percent_poverty,percent_food_insecure,TCoL_2023,TCoL_mapping,Income_minus_TCOL,below_TCOL,poverty_ind
36005005902,11.37,11.17,12.63,26.73,12.41,10.33,12.98,23.55,10.22,9.49,13.19,21.19,14.58,12.27,15.79,21.98,9.28,9.57,12.19,26.73,8.93,6.38,8.45,29.28,20.6,24.29,25.34,27.35,6.38,16.00964285714286,0.6428571428571429,44917,72989,2730,0.314,0.1612,0.118,107246.0,Bronx,-34257.0,1,1
36005006000,18.41,15.97,15.36,26.72,16.11,14.02,16.73,30.05,15.83,13.6,16.14,21.87,12.53,12.03,14.6,24.08,16.15,12.71,13.47,20.09,17.16,17.6,20.36,40.94,26.51,21.14,36.0,41.51,12.03,20.274642857142858,0.6071428571428571,34239,49526,1295,0.4211,0.332,0.23,107246.0,Bronx,-57720.0,1,1
36005006100,11.37,9.73,11.51,25.83,12.67,10.76,11.47,24.05,9.67,8.31,12.42,20.13,14.07,10.78,14.28,22.53,10.15,9.73,10.33,26.02,8.92,7.91,11.51,27.97,23.79,25.72,24.77,27.48,7.91,15.852857142857143,0.6428571428571429,60685,88558,3955,0.3817,0.1166,0.076,107246.0,Bronx,-18688.0,1,1
36005006200,14.52,9.9,13.37,20.26,13.13,11.13,13.07,24.2,10.53,7.59,10.41,19.25,9.44,9.37,13.07,17.6,10.17,8.51,7.76,13.49,13.24,11.14,17.62,39.31,23.94,23.27,34.13,39.17,7.59,16.378214285714282,0.75,24769,38391,6710,0.2435,0.3727,0.26,107246.0,Bronx,-68855.0,1,1
36005006301,12.53,11.88,13.95,25.96,14.71,13.64,17.13,22.21,14.48,14.88,17.82,21.53,15.68,14.34,18.48,22.47,10.39,10.71,12.36,26.14,13.47,14.47,16.36,28.09,22.02,24.55,24.71,27.0,10.39,17.927142857142854,0.6428571428571429,50273,26964,5521,0.2863,0.2907,0.168,107246.0,Bronx,-80282.0,1,1
36005006400,17.9,12.68,16.18,22.19,16.51,13.76,15.89,26.4,13.25,10.03,13.23,21.38,13.39,13.26,15.89,20.36,13.09,10.97,10.68,15.87,15.46,12.41,19.43,40.25,26.37,25.27,35.1,39.15,10.03,18.798214285714288,0.6785714285714286,35144,54473,4061,0.4259,0.3493,0.222,107246.0,Bronx,-52773.0,1,1
36005006500,10.69,8.14,9.98,23.17,11.99,8.68,9.2,21.0,10.07,6.44,9.96,16.69,12.33,6.9,12.93,18.74,10.69,6.81,8.2,23.17,9.47,8.62,12.25,25.93,20.87,24.38,22.81,25.23,6.44,14.119285714285715,0.7142857142857143,21962,34041,5681,0.1625,0.4806,0.285,107246.0,Bronx,-73205.0,1,1
36005006700,9.29,7.83,9.36,26.05,10.71,8.23,7.24,24.05,8.01,6.46,6.48,16.93,10.35,4.35,11.09,20.43,9.29,5.03,7.98,26.18,8.42,7.73,11.35,29.51,21.98,27.21,26.33,28.69,4.35,14.16285714285714,0.6785714285714286,15957,34961,6993,0.1836,0.538,0.3,107246.0,Bronx,-72285.0,1,1
36005006800,19.35,15.79,18.76,23.18,17.7,14.5,16.46,27.75,13.91,12.54,14.42,22.73,17.87,15.97,16.46,23.31,14.44,11.92,11.62,17.49,19.33,13.24,18.26,40.51,27.27,24.35,35.59,38.59,11.62,20.118214285714288,0.6785714285714286,38125,59093,2765,0.322,0.3157,0.2,107246.0,Bronx,-48153.0,1,1
36005006900,9.72,6.27,11.18,27.69,10.6,8.98,8.42,25.35,7.37,4.99,8.3,18.77,10.0,5.64,10.7,21.07,9.11,4.66,8.92,26.97,8.12,7.99,9.73,32.02,20.62,26.04,27.79,30.19,4.66,14.543214285714285,0.6785714285714286,32887,42833,7255,0.281,0.3482,0.225,107246.0,Bronx,-64413.0,1,1
36005007000,19.18,16.31,19.13,23.11,18.69,14.11,17.52,28.15,15.36,13.69,14.92,23.13,18.55,16.92,17.52,23.87,13.88,12.37,11.27,17.54,21.14,13.79,19.22,40.42,26.5,21.57,35.18,38.5,11.27,20.412142857142857,0.6428571428571429,53014,76176,4235,0.4928,0.2131,0.118,107246.0,Bronx,-31070.0,1,1
36005007100,10.48,8.6,10.34,25.26,12.37,8.49,7.73,24.13,10.38,6.92,7.29,16.6,10.0,5.88,10.37,19.04,10.48,5.68,7.53,25.37,10.16,7.76,13.55,28.54,22.11,26.6,25.69,27.57,5.68,14.461428571428572,0.7142857142857143,43079,100729,2827,0.4198,0.2008,0.114,107246.0,Bronx,-6517.0,1,1
36005007200,17.81,15.47,17.24,21.66,17.81,10.83,16.24,28.04,13.45,12.75,13.46,22.65,15.41,14.12,15.0,22.25,10.18,9.21,7.51,15.29,18.18,13.76,20.94,40.96,23.15,18.52,34.77,40.23,7.51,18.817499999999995,0.6785714285714286,54097,77283,6430,0.5269,0.1509,0.155,107246.0,Bronx,-29963.0,1,1
36005007300,14.99,10.98,12.82,24.53,10.34,6.62,10.66,23.2,14.79,8.08,10.42,17.9,11.62,8.86,13.41,19.97,14.26,7.74,9.99,22.36,8.19,5.4,13.98,28.51,24.79,26.85,25.84,28.13,5.4,15.543928571428571,0.7142857142857143,25619,30282,4301,0.2198,0.4097,0.269,107246.0,Bronx,-76964.0,1,1
36005007400,27.76,26.37,28.59,32.02,27.76,19.18,23.02,36.3,14.7,17.59,19.39,31.54,26.01,20.52,21.87,31.29,21.44,17.49,19.22,24.93,28.25,19.3,32.1,50.47,24.84,21.8,45.62,50.54,14.7,27.139642857142857,0.25,37352,57895,3078,0.5704,0.2934,0.164,107246.0,Bronx,-49351.0,1,1
36005007500,13.67,8.9,12.91,27.57,12.03,9.65,11.44,26.82,12.27,10.22,10.79,20.17,12.53,8.93,12.54,20.58,12.61,6.98,11.14,25.8,8.68,6.96,12.59,31.87,25.02,30.14,29.81,31.49,6.96,16.57535714285714,0.6428571428571429,30413,47140,6295,0.2669,0.363,0.223,107246.0,Bronx,-60106.0,1,1
36005007600,16.14,13.18,15.38,20.06,15.64,11.07,14.9,25.11,13.72,10.56,12.14,20.09,13.66,13.41,14.9,19.78,11.08,9.53,8.93,14.72,16.77,12.78,17.57,38.65,24.44,21.54,32.82,36.84,8.93,17.693214285714284,0.7142857142857143,51625,107422,5293,0.4412,0.1856,0.16,107246.0,Bronx,176.0,0,1
36005007700,15.34,8.18,13.78,25.42,13.11,10.53,11.51,24.66,14.14,8.81,10.04,19.06,11.56,7.43,13.16,20.07,13.4,4.62,11.09,23.54,8.95,3.12,11.25,30.66,25.71,27.69,28.15,30.33,3.12,15.90392857142857,0.6785714285714286,48333,37222,2165,0.5351,0.2416,0.156,107246.0,Bronx,-70024.0,1,1
36005007800,24.57,22.82,24.42,27.92,24.57,15.8,23.1,34.44,16.87,17.23,17.33,29.02,21.98,20.64,22.0,29.31,16.76,15.25,14.2,21.94,24.48,17.97,27.22,46.53,24.94,22.14,40.75,46.48,14.2,24.66714285714286,0.2857142857142857,54615,103523,6301,0.5686,0.1726,0.127,107246.0,Bronx,-3723.0,1,1
36005007900,17.44,11.59,14.26,25.2,13.93,10.31,12.1,24.44,17.28,7.91,9.72,19.44,12.03,9.6,14.62,21.32,15.2,6.71,11.58,22.49,10.88,7.22,14.04,29.36,26.7,27.52,25.79,29.07,6.71,16.705357142857142,0.6785714285714286,22534,34600,7157,0.14,0.4458,0.279,107246.0,Bronx,-72646.0,1,1
36005008300,16.28,13.78,16.18,25.12,13.78,11.45,12.65,23.67,16.17,8.81,10.8,18.37,12.74,11.43,15.68,20.45,14.55,10.8,13.57,21.33,11.9,10.27,15.73,30.03,26.13,28.77,25.64,29.19,8.81,17.33107142857143,0.6785714285714286,42386,36290,6121,0.3176,0.2137,0.175,107246.0,Bronx,-70956.0,1,1
36005008400,31.18,28.61,29.15,34.26,31.18,19.66,23.71,41.09,18.74,20.96,20.29,34.32,29.07,23.9,23.71,36.07,24.95,19.12,20.37,28.72,31.33,23.15,34.57,53.94,26.47,24.79,46.91,51.9,18.74,29.718571428571426,0.10714285714285714,66373,89861,3290,0.6044,0.0642,0.066,107246.0,Bronx,-17385.0,1,1
36005008500,17.3,13.85,16.75,26.62,13.87,13.03,13.81,25.17,16.08,11.65,10.65,19.87,13.05,12.2,16.04,21.95,14.9,10.67,15.34,21.78,13.46,11.16,14.6,32.27,27.36,30.06,28.06,31.9,10.65,18.337500000000002,0.6785714285714286,33065,106181,5706,0.2778,0.297,0.219,107246.0,Bronx,-1065.0,1,1
36005008600,28.71,27.01,27.96,32.56,28.71,19.14,23.45,38.4,15.15,17.9,18.64,32.13,27.06,23.1,23.45,33.39,22.71,18.51,19.18,27.02,29.42,20.21,32.85,52.14,24.52,22.26,45.71,51.08,15.15,27.941785714285714,0.21428571428571427,25608,38269,4134,0.2662,0.4184,0.241,107246.0,Bronx,-68977.0,1,1
36005008700,13.38,12.44,14.4,25.58,12.26,11.52,11.76,24.16,12.27,11.26,10.18,19.87,9.67,8.88,11.66,19.15,11.34,10.17,12.28,20.78,12.3,11.2,13.02,31.37,22.63,26.49,28.49,30.99,8.88,16.410714285714285,0.7142857142857143,30357,33750,6328,0.3469,0.4029,0.272,107246.0,Bronx,-73496.0,1,1
36005008900,14.78,13.26,15.4,24.19,10.61,9.32,9.91,23.92,10.84,11.26,10.55,18.63,11.48,11.28,12.55,19.75,12.44,10.27,12.83,19.24,14.0,12.29,12.52,32.32,23.71,27.32,27.99,31.5,9.32,16.577142857142857,0.75,29599,78929,3197,0.2404,0.1898,0.224,107246.0,Bronx,-28317.0,1,1
36005009000,29.78,27.75,29.79,34.28,29.78,23.88,28.17,41.52,21.18,21.83,22.6,34.29,27.67,27.52,28.17,36.07,24.51,23.33,21.91,28.7,31.17,22.36,34.25,53.89,30.55,26.43,47.55,53.14,21.18,30.78821428571428,0.0,30953,31744,3693,0.4461,0.3287,0.213,107246.0,Bronx,-75502.0,1,1
36005009200,19.63,18.1,20.23,22.64,19.63,11.22,20.47,30.53,15.47,15.03,14.84,25.51,18.67,18.89,19.19,26.05,12.86,10.04,9.84,18.68,21.37,13.81,21.49,41.52,23.84,20.18,34.66,40.27,9.84,20.880714285714284,0.5357142857142857,54924,48292,6122,0.5937,0.2272,0.171,107246.0,Bronx,-58954.0,1,1
36005009301,16.36,14.37,16.32,29.52,11.98,7.64,9.8,28.73,12.23,11.32,13.09,23.9,11.11,10.19,15.64,23.72,11.9,8.04,14.92,24.57,18.55,14.07,17.15,35.27,28.71,32.59,31.48,35.34,7.64,18.875357142857144,0.6428571428571429,39606,23090,4928,0.2566,0.3569,0.235,107246.0,Bronx,-84156.0,1,1
36005009600,22.89,21.83,22.09,25.43,22.89,14.52,23.81,34.46,20.09,21.13,21.11,29.45,22.63,22.57,22.09,30.18,16.06,12.18,13.19,23.1,24.93,19.39,25.32,45.57,30.46,26.78,37.37,44.1,12.18,24.84357142857143,0.17857142857142858,49638,92917,2762,0.5064,0.1618,0.166,107246.0,Bronx,-14329.0,1,1
36005009800,23.46,21.62,23.13,27.97,23.46,16.01,20.19,34.62,13.33,15.68,16.19,27.46,21.35,19.81,20.19,29.61,17.53,15.46,14.64,22.69,25.05,16.39,28.31,47.65,21.47,20.54,41.17,46.99,13.33,23.998928571428568,0.32142857142857145,73622,122526,4818,0.7704,0.1504,0.135,107246.0,Bronx,15280.0,0,0
36005011502,15.39,14.36,16.9,28.02,12.52,9.71,11.52,27.74,12.52,12.51,14.08,23.81,11.43,11.51,14.7,22.73,12.22,8.4,14.74,23.08,17.11,17.33,17.3,36.27,26.1,30.86,32.17,35.93,8.4,18.962857142857143,0.6428571428571429,23791,26382,4210,0.2709,0.4241,0.269,107246.0,Bronx,-80864.0,1,1
36005011701,15.02,14.46,17.69,30.02,9.96,7.01,11.26,29.2,9.96,10.3,14.6,25.27,8.83,8.91,14.79,24.19,9.62,6.08,15.41,25.07,17.67,18.06,18.67,37.78,27.6,32.56,34.1,37.36,6.08,18.980357142857144,0.6428571428571429,37781,11723,1608,0.2525,0.3999,0.218,107246.0,Bronx,-95523.0,1,1
36005011800,38.98,35.47,35.55,37.51,38.98,29.16,36.66,46.68,23.47,22.13,23.57,39.15,38.35,33.14,35.04,44.14,33.88,29.16,24.87,37.18,34.17,33.39,43.66,55.9,34.64,33.59,49.88,57.88,22.13,36.64928571428571,0.0,101875,142635,6041,0.8752,0.0889,0.101,,,,0,0
36005011900,16.16,14.67,16.35,24.42,12.24,11.63,11.86,25.49,11.16,11.89,12.25,20.51,12.54,11.51,12.13,20.12,13.69,11.29,12.25,19.48,15.91,13.51,13.19,32.82,24.45,27.48,28.72,32.59,11.16,17.51107142857143,0.6785714285714286,32007,59393,6193,0.2111,0.3119,0.233,107246.0,Bronx,-47853.0,1,1
36005012101,15.75,14.07,18.09,25.86,11.81,12.16,12.25,26.89,9.55,7.56,8.37,21.94,12.48,8.27,9.79,19.94,14.24,8.22,8.37,20.92,13.89,9.85,10.87,35.91,24.53,26.48,31.95,35.53,7.56,16.98357142857143,0.6785714285714286,48152,69479,3267,0.3793,0.2816,0.17,107246.0,Bronx,-37767.0,1,1
36005012102,16.61,14.47,17.03,23.16,13.21,13.36,12.83,25.3,12.05,9.86,10.23,20.34,14.2,10.54,11.35,19.08,14.56,9.86,10.23,18.21,15.21,10.84,11.9,33.99,24.88,28.35,29.87,33.68,9.86,17.328571428571426,0.7142857142857143,27281,67632,1463,0.3328,0.2479,0.257,107246.0,Bronx,-39614.0,1,1
36005012300,16.91,14.82,18.61,25.1,12.21,12.8,12.76,26.54,9.87,7.98,8.75,21.59,14.12,9.66,10.83,20.06,15.47,8.53,8.75,20.16,15.18,9.87,10.56,35.59,25.76,26.24,32.09,35.29,7.98,17.360714285714288,0.6428571428571429,39258,79821,4582,0.4354,0.1524,0.096,,,,0,1
36005012500,15.4,14.0,17.82,27.17,12.57,13.11,12.84,26.42,9.34,5.84,8.94,20.72,9.61,6.36,8.62,19.26,13.02,6.66,8.57,22.44,13.52,10.16,12.61,34.41,24.11,24.53,31.2,34.03,5.84,16.54571428571429,0.6785714285714286,45966,62019,4014,0.5,0.3205,0.198,107246.0,Bronx,-45227.0,1,1
