GEOID,Mo_period_1_tt,Mo_period_2_tt,Mo_period_3_tt,Mo_period_4_tt,Tu_period_1_tt,Tu_period_2_tt,Tu_period_3_tt,Tu_period_4_tt,We_period_1_tt,We_period_2_tt,We_period_3_tt,We_period_4_tt,Th_period_1_tt,Th_period_2_tt,Th_period_3_tt,Th_period_4_tt,Fr_period_1_tt,Fr_period_2_tt,Fr_period_3_tt,Fr_period_4_tt,Sa_period_1_tt,Sa_period_2_tt,Sa_period_3_tt,Sa_period_4_tt,Su_period_1_tt,Su_period_2_tt,Su_period_3_tt,Su_period_4_tt,min,mean,index,Median_Income,Median_Income_4per_hh,Total_Population,percent_car_owners,percent_poverty,percent_food_insecure,TCoL_2023,TCoL_mapping,Income_minus_TCOL,below_TCOL,poverty_ind
36005006000,5.16,4.48,3.49,5.16,5.16,5.16,5.16,5.16,5.16,4.48,5.16,5.16,3.57,3.57,5.16,5.16,5.16,5.16,5.16,5.16,5.07,5.07,6.07,24.54,12.95,9.83,12.39,24.54,3.49,7.051785714285713,0.9285714285714286,34239,49526,1295,0.4211,0.332,0.23,107246.0,Bronx,-57720.0,1,1
36005006100,2.63,2.63,2.63,13.99,2.63,2.63,2.63,9.8,1.09,1.09,2.63,3.96,2.63,2.63,2.63,9.65,2.63,2.63,2.63,13.99,1.09,1.09,2.63,13.99,7.13,12.28,13.99,13.99,1.09,5.498214285714285,1.0,60685,88558,3955,0.3817,0.1166,0.076,107246.0,Bronx,-18688.0,1,1
36005006200,1.87,1.87,1.87,1.87,1.87,1.87,1.87,1.87,1.87,1.87,1.87,1.87,1.87,1.87,1.87,1.87,1.87,1.87,1.87,1.87,1.79,1.79,4.31,25.07,12.89,12.89,16.88,25.07,1.79,4.931785714285715,0.9285714285714286,24769,38391,6710,0.2435,0.3727,0.26,107246.0,Bronx,-68855.0,1,1
36005006301,2.16,2.16,2.16,10.16,4.27,4.27,5.88,6.69,4.98,4.02,6.03,6.03,5.55,4.02,6.35,10.16,2.16,2.16,2.16,10.16,4.9,3.09,3.09,10.16,7.81,7.81,10.16,10.16,2.16,5.668214285714285,1.0,50273,26964,5521,0.2863,0.2907,0.168,107246.0,Bronx,-80282.0,1,1
36005006400,2.02,2.02,2.02,2.02,2.02,2.02,2.02,2.02,2.02,2.02,2.02,2.02,2.02,2.02,2.02,2.02,2.02,2.02,2.02,2.02,1.93,1.93,4.29,25.21,11.16,11.16,17.03,25.21,1.93,4.94,0.9285714285714286,35144,54473,4061,0.4259,0.3493,0.222,107246.0,Bronx,-52773.0,1,1
36005006500,2.3,1.4,2.3,10.92,3.51,2.25,2.31,8.09,1.98,1.98,2.6,2.6,3.51,2.25,2.77,10.53,2.3,1.4,2.02,10.92,1.98,1.98,3.37,10.92,8.02,9.21,10.92,10.92,1.4,4.830714285714286,1.0,21962,34041,5681,0.1625,0.4806,0.285,107246.0,Bronx,-73205.0,1,1
36005006700,1.26,1.26,1.26,13.23,1.26,1.26,1.26,10.39,1.26,1.26,1.26,1.45,1.26,1.26,1.26,8.83,1.26,1.26,1.26,13.23,1.26,1.26,1.26,13.23,6.31,11.52,13.23,13.23,1.26,4.5475,1.0,15957,34961,6993,0.1836,0.538,0.3,107246.0,Bronx,-72285.0,1,1
36005006800,3.57,3.57,3.57,3.57,3.57,3.57,3.57,3.57,3.57,3.57,3.57,3.57,3.57,3.57,3.57,3.57,3.57,3.57,3.57,3.57,3.49,3.49,3.61,25.39,10.82,10.82,18.04,25.39,3.49,6.158928571428569,0.9285714285714286,38125,59093,2765,0.322,0.3157,0.2,107246.0,Bronx,-48153.0,1,1
36005006900,1.56,1.56,1.56,14.97,1.56,1.56,1.56,10.09,1.56,1.56,1.56,2.49,1.56,1.56,1.56,7.62,1.56,1.56,1.56,14.97,1.56,1.56,1.56,14.97,5.11,13.96,14.97,14.97,1.56,5.078571428571429,1.0,32887,42833,7255,0.281,0.3482,0.225,107246.0,Bronx,-64413.0,1,1
36005007000,5.08,5.08,5.08,5.08,5.08,5.08,5.08,5.08,5.08,5.08,5.08,5.08,5.08,5.08,5.08,5.08,3.06,3.06,3.06,3.06,4.99,4.99,5.12,26.89,9.32,9.32,18.38,26.89,3.06,7.1221428571428556,0.9285714285714286,53014,76176,4235,0.4928,0.2131,0.118,107246.0,Bronx,-31070.0,1,1
36005007100,2.97,1.3,1.3,13.04,2.97,1.3,1.3,11.69,2.97,1.3,1.3,1.35,2.95,1.3,1.3,8.11,2.97,1.3,1.3,13.04,2.97,1.7,2.97,13.04,7.09,12.81,13.04,13.04,1.3,5.0614285714285705,1.0,43079,100729,2827,0.4198,0.2008,0.114,107246.0,Bronx,-6517.0,1,1
36005007200,7.49,7.49,7.49,7.49,7.49,4.3,7.49,7.49,6.89,6.77,6.89,7.49,7.49,7.07,7.07,7.49,1.97,1.97,1.97,1.97,7.41,6.3,8.54,29.71,6.89,6.89,19.16,29.71,1.97,8.442142857142857,0.9285714285714286,54097,77283,6430,0.5269,0.1509,0.155,107246.0,Bronx,-29963.0,1,1
36005007300,5.28,2.61,2.61,14.05,0.0,0.0,2.61,13.06,5.28,2.61,2.61,3.8,3.05,2.61,2.61,9.16,5.28,2.52,2.61,14.05,0.0,0.0,3.19,14.37,8.46,14.19,14.37,14.37,0.0,5.905714285714285,1.0,25619,30282,4301,0.2198,0.4097,0.269,107246.0,Bronx,-76964.0,1,1
36005007400,12.43,12.43,12.43,12.43,12.43,3.53,3.53,12.43,2.94,2.94,2.94,12.43,12.43,3.53,3.53,12.43,8.93,3.53,8.93,8.93,12.35,3.53,10.7,30.52,2.94,2.94,25.59,30.52,2.94,10.150714285714287,0.8928571428571429,37352,57895,3078,0.5704,0.2934,0.164,107246.0,Bronx,-49351.0,1,1
36005007500,3.3,3.01,3.16,13.23,3.3,3.16,3.16,12.4,3.3,2.62,3.16,3.18,3.3,2.28,3.16,7.19,3.3,1.7,3.16,13.23,2.23,2.23,2.37,14.87,6.49,14.64,14.87,14.87,1.7,5.959642857142858,1.0,30413,47140,6295,0.2669,0.363,0.223,107246.0,Bronx,-60106.0,1,1
36005007600,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,2.75,2.75,2.68,2.75,3.44,3.44,5.55,26.72,9.66,9.66,16.82,26.72,2.68,6.045000000000001,0.9285714285714286,51625,107422,5293,0.4412,0.1856,0.16,107246.0,Bronx,176.0,0,1
36005007700,4.1,0.34,4.61,13.53,4.72,4.61,4.61,13.53,4.1,2.92,3.58,5.14,4.76,2.67,4.61,7.97,4.1,0.34,4.61,13.53,1.85,0.34,2.67,16.37,7.27,16.19,16.37,16.37,0.34,6.636071428571428,1.0,48333,37222,2165,0.5351,0.2416,0.156,107246.0,Bronx,-70024.0,1,1
36005007800,9.69,9.69,9.69,9.69,9.69,4.93,8.76,9.69,4.33,4.33,4.33,9.69,9.69,8.76,8.76,9.69,5.18,4.53,4.53,5.18,9.61,3.74,9.48,29.87,4.33,4.33,21.95,29.87,3.74,9.428928571428571,0.8928571428571429,54615,103523,6301,0.5686,0.1726,0.127,107246.0,Bronx,-3723.0,1,1
36005007900,5.53,2.88,4.19,13.07,3.02,3.02,4.19,13.07,5.53,1.02,1.85,5.43,4.27,2.21,4.19,8.55,4.53,1.29,4.19,13.07,3.02,2.21,2.21,15.57,8.7,15.9,15.57,15.57,1.02,6.566071428571427,1.0,22534,34600,7157,0.14,0.4458,0.279,107246.0,Bronx,-72646.0,1,1
36005008300,6.44,4.2,5.0,12.62,3.82,3.82,4.46,12.62,6.44,1.06,1.67,6.86,4.83,3.02,5.0,9.7,4.83,1.98,5.0,12.62,3.82,3.02,3.02,15.15,10.03,16.8,15.15,15.15,1.06,7.07607142857143,1.0,42386,36290,6121,0.3176,0.2137,0.175,107246.0,Bronx,-70956.0,1,1
36005008400,15.35,15.35,15.35,15.35,15.35,5.02,5.02,15.35,2.98,2.98,2.98,15.35,15.35,5.02,5.02,15.35,10.9,5.02,9.88,10.9,15.27,3.57,13.61,33.28,2.98,2.98,28.08,33.28,2.98,12.032857142857145,0.8928571428571429,66373,89861,3290,0.6044,0.0642,0.066,107246.0,Bronx,-17385.0,1,1
36005008500,6.0,3.82,5.73,12.19,4.88,4.03,4.03,12.19,6.0,1.48,0.3,6.47,4.4,2.64,5.45,9.24,4.4,1.59,5.73,12.19,4.22,2.64,2.64,16.61,9.64,17.31,16.61,16.61,0.3,7.108571428571429,1.0,33065,106181,5706,0.2778,0.297,0.219,107246.0,Bronx,-1065.0,1,1
36005008600,13.03,13.03,13.03,13.03,13.03,5.54,5.54,13.03,1.02,1.02,1.02,13.03,13.03,5.54,5.54,13.03,8.94,5.54,7.92,8.94,12.95,1.61,11.29,31.28,1.02,1.02,25.84,31.28,1.02,10.361428571428572,0.8928571428571429,25608,38269,4134,0.2662,0.4184,0.241,107246.0,Bronx,-68977.0,1,1
