GEOID,Mo_period_1_tt_3,Mo_period_2_tt_3,Mo_period_3_tt_3,Mo_period_4_tt_3,Tu_period_1_tt_3,Tu_period_2_tt_3,Tu_period_3_tt_3,Tu_period_4_tt_3,We_period_1_tt_3,We_period_2_tt_3,We_period_3_tt_3,We_period_4_tt_3,Th_period_1_tt_3,Th_period_2_tt_3,Th_period_3_tt_3,Th_period_4_tt_3,Fr_period_1_tt_3,Fr_period_2_tt_3,Fr_period_3_tt_3,Fr_period_4_tt_3,Sa_period_1_tt_3,Sa_period_2_tt_3,Sa_period_3_tt_3,Sa_period_4_tt_3,Su_period_1_tt_3,Su_period_2_tt_3,Su_period_3_tt_3,Su_period_4_tt_3,min,mean,index,Median_Income,Median_Income_4per_hh,Total_Population,percent_car_owners,percent_poverty,percent_food_insecure,TCoL_2023,TCoL_mapping,Income_minus_TCOL,below_TCOL,poverty_ind
36005008300,19.63,14.65,18.52,58.39,16.52,12.5,15.59,42.15,19.35,12.36,12.37,33.3,16.3,13.71,17.84,36.82,17.89,11.05,16.94,45.44,13.76,10.19,19.4,66.92,44.49,55.73,51.67,86.4,10.19,28.56714285714285,0.6428571428571429,42386,36290,6121,0.3176,0.2137,0.175,107246.0,Bronx,-70956.0,1,1
36005008400,42.99,43.23,46.66,66.09,42.06,26.25,32.71,86.8,25.04,30.79,29.48,70.62,43.45,33.83,34.76,69.93,39.39,25.08,31.43,58.15,63.84,29.53,53.23,104.06,63.26,51.08,95.73,139.44,25.04,52.818214285714284,0.0,66373,89861,3290,0.6044,0.0642,0.066,107246.0,Bronx,-17385.0,1,1
36005008500,18.03,13.51,18.63,56.62,17.07,12.32,14.34,42.49,16.63,13.19,12.39,33.84,14.63,10.81,16.22,35.55,14.71,9.09,17.93,43.71,13.22,8.29,17.55,68.98,45.8,56.62,53.47,91.15,8.29,28.09964285714285,0.6428571428571429,33065,106181,5706,0.2778,0.297,0.219,107246.0,Bronx,-1065.0,1,1
36005008600,42.69,41.8,42.31,62.07,42.43,22.01,30.15,79.32,18.68,24.2,24.2,66.65,41.68,30.58,30.58,66.35,31.95,20.79,25.01,53.79,57.89,24.01,48.13,103.81,60.0,44.91,91.35,140.07,18.68,48.83607142857142,0.03571428571428571,25608,38269,4134,0.2662,0.4184,0.241,107246.0,Bronx,-68977.0,1,1
36005008700,17.08,12.82,19.49,54.82,16.13,13.85,13.85,42.46,14.47,13.59,11.83,35.33,10.2,7.41,14.21,33.89,12.05,8.18,15.91,42.0,13.0,7.85,16.01,70.38,43.82,56.4,54.79,95.89,7.41,27.41821428571429,0.6428571428571429,30357,33750,6328,0.3469,0.4029,0.272,107246.0,Bronx,-73496.0,1,1
36005008900,19.38,13.62,21.53,54.49,15.85,11.25,11.25,44.13,15.91,12.88,11.64,36.55,10.47,10.83,13.58,35.26,13.06,9.78,15.18,41.56,16.59,11.82,16.55,78.2,45.16,55.69,56.96,97.69,9.78,28.45928571428572,0.6071428571428571,29599,78929,3197,0.2404,0.1898,0.224,107246.0,Bronx,-28317.0,1,1
36005009000,49.31,49.31,46.69,65.92,49.31,24.75,39.1,94.02,23.94,30.21,32.35,68.98,48.94,37.91,37.91,74.36,34.65,24.97,25.16,60.46,60.85,30.56,54.92,110.38,67.26,52.51,95.48,149.27,23.94,54.98142857142857,0.0,30953,31744,3693,0.4461,0.3287,0.213,107246.0,Bronx,-75502.0,1,1
36005009200,37.76,31.52,34.49,55.05,37.76,15.74,32.15,81.41,21.94,22.91,24.78,53.28,35.25,26.31,26.31,62.86,18.53,11.87,10.38,47.45,44.68,25.62,40.5,106.9,61.65,43.04,82.15,147.09,10.38,44.263571428571424,0.14285714285714285,54924,48292,6122,0.5937,0.2272,0.171,107246.0,Bronx,-58954.0,1,1
36005009301,20.84,17.36,21.93,56.09,13.94,7.07,10.95,47.98,13.94,11.26,13.02,41.36,11.81,11.81,16.12,39.53,12.11,7.45,16.8,43.07,23.37,21.05,21.05,79.25,48.54,57.66,60.58,98.37,7.07,30.153928571428573,0.4642857142857143,39606,23090,4928,0.2566,0.3569,0.235,107246.0,Bronx,-84156.0,1,1
36005009600,40.72,36.52,32.88,59.23,40.72,18.22,35.1,89.1,28.34,27.92,30.05,56.59,36.57,30.31,30.31,72.35,23.19,12.09,14.78,56.75,48.81,30.92,48.94,113.97,69.08,44.7,86.63,156.57,12.09,48.97714285714285,0.10714285714285714,49638,92917,2762,0.5064,0.1618,0.166,107246.0,Bronx,-14329.0,1,1
36005009800,41.29,38.15,41.37,59.13,41.75,18.84,33.81,80.67,18.89,24.46,23.53,60.92,42.93,28.92,28.92,65.52,25.95,17.95,18.09,51.44,52.28,22.35,45.24,105.93,60.13,41.6,87.86,144.23,17.95,47.21964285714285,0.14285714285714285,73622,122526,4818,0.7704,0.1504,0.135,107246.0,Bronx,15280.0,0,0
36005011502,18.06,16.09,20.95,52.62,13.67,9.99,9.99,47.67,13.67,11.99,11.99,37.08,12.72,12.43,12.67,37.38,13.44,7.55,11.99,39.61,22.91,17.61,16.38,81.92,46.85,51.01,62.73,105.62,7.55,29.163928571428578,0.5714285714285714,23791,26382,4210,0.2709,0.4241,0.269,107246.0,Bronx,-80864.0,1,1
36005011701,21.1,19.41,24.6,55.86,12.62,7.02,12.27,51.16,12.62,10.34,13.49,42.93,11.32,11.32,16.92,41.95,11.85,6.02,15.6,42.89,28.62,24.24,22.4,81.8,49.82,55.46,64.92,103.53,6.02,31.145714285714288,0.4642857142857143,37781,11723,1608,0.2525,0.3999,0.218,107246.0,Bronx,-95523.0,1,1
36005011800,66.43,66.43,76.03,101.44,66.43,62.66,71.84,112.65,41.96,41.96,45.22,102.07,66.43,66.43,67.68,118.08,64.84,62.33,56.0,106.46,99.32,75.58,100.03,145.29,120.78,89.68,130.72,183.2,41.96,85.99892857142855,0.0,101875,142635,6041,0.8752,0.0889,0.101,,,,0,0
36005011900,17.75,15.48,20.78,51.51,14.85,11.09,11.09,45.14,12.52,11.57,11.57,33.47,10.46,9.35,10.65,34.2,14.79,10.66,11.57,38.68,19.28,13.46,13.46,81.39,44.58,49.23,60.28,105.83,9.35,28.024642857142858,0.6071428571428571,32007,59393,6193,0.2111,0.3119,0.233,107246.0,Bronx,-47853.0,1,1
36005012101,18.62,15.58,18.89,49.76,13.05,13.48,13.48,45.25,9.96,6.12,7.82,30.45,11.64,7.51,10.61,33.0,15.96,7.82,7.82,37.33,17.94,10.9,12.13,83.44,44.27,44.78,61.36,111.33,6.12,27.15357142857143,0.6428571428571429,48152,69479,3267,0.3793,0.2816,0.17,107246.0,Bronx,-37767.0,1,1
