GEOID,Mo_period_1_tt_3,Mo_period_2_tt_3,Mo_period_3_tt_3,Mo_period_4_tt_3,Tu_period_1_tt_3,Tu_period_2_tt_3,Tu_period_3_tt_3,Tu_period_4_tt_3,We_period_1_tt_3,We_period_2_tt_3,We_period_3_tt_3,We_period_4_tt_3,Th_period_1_tt_3,Th_period_2_tt_3,Th_period_3_tt_3,Th_period_4_tt_3,Fr_period_1_tt_3,Fr_period_2_tt_3,Fr_period_3_tt_3,Fr_period_4_tt_3,Sa_period_1_tt_3,Sa_period_2_tt_3,Sa_period_3_tt_3,Sa_period_4_tt_3,Su_period_1_tt_3,Su_period_2_tt_3,Su_period_3_tt_3,Su_period_4_tt_3,min,mean,index,Median_Income,Median_Income_4per_hh,Total_Population,percent_car_owners,percent_poverty,percent_food_insecure,TCoL_2023,TCoL_mapping,Income_minus_TCOL,below_TCOL,poverty_ind
36005003300,9.04,6.34,7.56,19.13,7.32,4.8,6.04,14.02,8.97,4.1,5.95,11.34,7.19,5.51,7.56,13.35,9.01,3.97,6.35,15.43,5.21,4.43,8.68,23.52,14.22,15.57,15.92,25.33,3.97,10.209285714285715,0.9285714285714286,20129,38535,3339,0.3484,0.5281,0.281,107246.0,Bronx,-68711.0,1,1
36005003500,7.36,5.09,5.98,19.93,5.93,3.49,4.8,14.28,7.25,3.35,4.13,11.41,5.67,4.01,6.23,13.35,7.02,3.44,4.54,16.08,4.41,2.86,6.86,24.39,13.92,16.45,17.2,27.45,2.86,9.531428571428572,0.9285714285714286,30793,27928,3880,0.4146,0.3856,0.228,107246.0,Bronx,-79318.0,1,1
36005003700,9.13,6.74,7.76,20.66,7.46,5.0,6.33,15.25,9.02,4.67,5.81,12.38,7.41,5.79,7.85,14.32,8.8,4.69,6.31,16.81,5.62,4.6,8.64,25.17,15.13,17.23,17.85,27.54,4.6,10.85607142857143,0.8928571428571429,37321,57847,277,0.1203,0.3053,,107246.0,Bronx,-49399.0,1,1
36005003800,12.45,9.91,11.39,18.69,10.98,7.33,7.44,20.33,4.76,6.74,6.74,15.86,11.42,7.46,7.46,17.12,9.78,5.68,7.65,14.31,13.26,6.89,10.73,34.06,17.93,13.54,25.83,39.88,4.76,13.415000000000001,0.8571428571428571,83295,116146,1313,0.7638,0.1346,0.109,107246.0,Bronx,8900.0,0,0
36005003900,6.15,4.53,5.43,17.41,6.13,3.24,4.61,12.46,6.25,2.79,4.82,10.12,5.6,3.17,5.92,12.73,6.15,3.53,4.4,16.15,4.21,4.37,7.04,19.47,10.95,11.52,11.71,21.03,2.79,8.281785714285716,0.9642857142857143,20049,31075,6710,0.2761,0.3981,0.255,107246.0,Bronx,-76171.0,1,1
36005004001,12.63,9.99,11.38,17.98,11.55,7.33,9.66,22.18,7.68,7.5,7.55,16.03,10.97,8.42,8.42,18.2,7.22,6.1,4.74,13.79,12.83,7.33,11.74,35.74,19.38,11.2,25.6,43.25,4.74,13.799642857142857,0.8571428571428571,64087,99334,1574,0.7324,0.1925,0.132,107246.0,Bronx,-7912.0,1,1
36005004100,7.13,4.83,5.73,19.42,7.1,3.89,4.9,13.99,7.21,3.43,5.12,11.48,6.57,3.61,7.01,14.1,7.13,3.83,4.7,17.78,4.9,4.78,7.59,21.43,12.33,13.49,14.22,23.69,3.43,9.335357142857145,0.9285714285714286,20551,63182,5798,0.3132,0.4852,0.307,107246.0,Bronx,-44064.0,1,1
36005004200,12.83,10.15,11.63,18.03,11.22,6.93,8.07,20.71,5.67,6.76,6.76,16.1,11.66,7.49,7.49,17.36,8.86,5.38,6.1,13.65,13.5,6.53,10.97,34.43,18.07,12.14,25.92,40.39,5.38,13.385714285714286,0.8571428571428571,57250,89758,7803,0.535,0.2366,0.141,107246.0,Bronx,-17488.0,1,1
36005004300,7.51,5.14,6.01,19.82,6.94,4.03,4.87,14.38,7.41,3.19,5.08,11.56,6.29,3.67,7.37,14.13,7.51,4.05,4.69,17.59,4.91,4.12,7.59,22.42,13.01,14.48,15.31,24.86,3.19,9.569285714285714,0.9285714285714286,25534,68534,5527,0.2446,0.3553,0.254,107246.0,Bronx,-38712.0,1,1
36005004400,10.75,8.15,9.5,16.54,9.22,6.8,7.35,19.21,6.32,5.42,6.17,13.99,9.1,7.23,7.23,15.39,7.53,4.88,4.62,12.16,11.16,5.94,8.99,32.8,17.97,12.47,24.26,39.38,4.62,12.161785714285713,0.8928571428571429,15750,15451,4551,0.31,0.5072,0.327,107246.0,Bronx,-91795.0,1,1
36005004600,10.84,8.57,10.05,17.35,9.51,7.17,7.17,18.72,5.65,6.67,6.67,14.52,10.02,7.34,7.34,15.65,8.44,5.68,6.58,12.97,11.87,6.44,9.26,32.44,17.44,13.47,24.22,37.99,5.65,12.501428571428574,0.8928571428571429,29145,45174,1826,0.3663,0.5043,0.279,107246.0,Bronx,-62072.0,1,1
36005004800,8.43,5.52,7.54,15.33,6.6,5.94,5.94,16.59,5.24,2.8,3.87,12.25,6.77,5.94,5.94,12.76,6.39,3.67,3.67,10.94,8.83,3.84,6.36,30.96,16.89,13.87,22.51,36.74,2.8,10.433214285714286,0.8928571428571429,33500,87969,4464,0.3098,0.2607,0.167,107246.0,Bronx,-19277.0,1,1
36005005001,8.65,6.1,8.37,16.82,7.17,6.8,6.8,16.52,7.1,3.95,5.03,13.03,7.68,7.17,7.17,13.31,7.9,5.03,5.03,12.43,9.59,5.0,6.14,30.4,17.68,16.24,21.95,35.31,3.95,11.227500000000001,0.8928571428571429,28353,47727,4304,0.3389,0.5078,0.295,107246.0,Bronx,-59519.0,1,1
36005005002,6.73,3.83,6.11,14.87,4.9,4.83,4.83,15.54,4.25,1.81,2.88,10.95,5.34,4.48,4.48,11.55,5.45,2.88,2.88,10.49,7.14,2.86,4.96,29.93,16.59,14.09,21.48,35.94,1.81,9.359642857142857,0.8928571428571429,34013,62969,6393,0.2271,0.3928,0.255,107246.0,Bronx,-44277.0,1,1
36005005100,4.28,3.28,5.09,17.87,4.99,2.79,5.35,12.92,6.09,3.91,5.5,11.44,4.82,2.79,6.31,14.08,4.28,3.28,4.54,17.86,4.79,4.5,6.6,18.66,10.51,11.26,12.35,21.28,2.79,8.264999999999999,0.9642857142857143,19731,16250,6087,0.1391,0.5366,0.337,107246.0,Bronx,-90996.0,1,1
36005005200,7.33,5.12,6.77,15.76,5.5,5.13,5.13,15.43,4.86,2.88,3.54,11.36,6.01,5.09,5.09,11.64,6.48,3.54,3.54,11.52,7.74,3.51,4.51,28.66,16.04,14.03,20.31,34.07,2.88,9.663928571428572,0.8928571428571429,21397,33165,1833,0.2097,0.4163,0.215,107246.0,Bronx,-74081.0,1,1
36005005300,11.87,9.45,9.41,25.19,7.2,6.87,7.99,20.71,8.04,7.38,6.47,13.86,8.16,6.27,5.42,21.19,10.89,7.86,7.71,23.35,9.0,8.08,9.87,23.04,18.2,15.35,20.54,38.17,5.42,13.126428571428574,0.75,20449,28114,5472,0.1887,0.5549,0.259,107246.0,Bronx,-79132.0,1,1
36005005400,6.67,3.22,5.49,14.72,4.84,4.77,4.77,15.47,4.18,1.58,3.2,10.36,4.73,4.22,4.41,11.49,5.44,3.2,3.2,10.48,7.07,3.17,5.6,29.65,17.02,14.05,21.2,36.2,1.58,9.299999999999999,0.8928571428571429,45625,24427,5638,0.3209,0.27,0.181,107246.0,Bronx,-82819.0,1,1
