GEOID,Mo_period_1_tt_3,Mo_period_2_tt_3,Mo_period_3_tt_3,Mo_period_4_tt_3,Tu_period_1_tt_3,Tu_period_2_tt_3,Tu_period_3_tt_3,Tu_period_4_tt_3,We_period_1_tt_3,We_period_2_tt_3,We_period_3_tt_3,We_period_4_tt_3,Th_period_1_tt_3,Th_period_2_tt_3,Th_period_3_tt_3,Th_period_4_tt_3,Fr_period_1_tt_3,Fr_period_2_tt_3,Fr_period_3_tt_3,Fr_period_4_tt_3,Sa_period_1_tt_3,Sa_period_2_tt_3,Sa_period_3_tt_3,Sa_period_4_tt_3,Su_period_1_tt_3,Su_period_2_tt_3,Su_period_3_tt_3,Su_period_4_tt_3,min,mean,index,Median_Income,Median_Income_4per_hh,Total_Population,percent_car_owners,percent_poverty,percent_food_insecure,TCoL_2023,TCoL_mapping,Income_minus_TCOL,below_TCOL,poverty_ind
36081121500,34.14,20.87,21.54,94.94,29.25,14.34,17.19,43.29,25.62,16.71,20.51,43.79,29.37,14.64,21.29,60.18,33.73,20.04,22.09,62.96,45.98,34.96,44.61,54.43,50.77,39.08,87.89,100.55,14.34,39.455714285714286,0.14285714285714285,88771,116759,4804,0.8036,0.1343,0.114,115496.0,Queens,1263.0,0,0
36081122300,32.92,23.64,23.87,91.98,30.23,16.16,20.57,43.63,28.33,18.91,23.54,40.88,29.22,16.13,23.23,56.32,33.91,21.63,23.96,57.46,43.32,34.89,41.29,53.41,46.21,35.62,84.91,101.06,16.13,39.18678571428571,0.10714285714285714,84130,84075,3152,0.9055,0.0768,0.099,115496.0,Queens,-31421.0,1,0
36081122702,36.66,22.69,22.99,108.31,32.93,9.46,17.01,50.38,32.88,19.28,22.26,50.2,28.52,10.66,23.54,65.42,34.07,22.78,23.81,70.79,47.94,41.64,48.98,59.03,53.51,43.08,102.74,119.23,9.46,43.599642857142854,0.14285714285714285,32378,50185,6454,0.4138,0.2935,0.206,115496.0,Queens,-65311.0,1,1
36081122703,32.96,21.08,21.79,92.07,29.4,12.08,16.96,43.52,27.86,17.07,21.41,42.54,27.73,12.98,21.34,57.06,31.78,20.92,22.15,60.47,43.62,35.14,42.51,52.27,47.35,36.98,86.91,100.9,12.08,38.53035714285715,0.14285714285714285,71742,81415,7738,0.8332,0.0517,0.131,115496.0,Queens,-34081.0,1,0
36081122704,33.34,25.3,25.03,107.36,30.98,13.56,20.17,49.45,30.55,18.67,24.37,47.91,29.39,13.98,25.64,62.36,34.17,24.96,25.83,67.75,46.52,40.81,46.95,59.38,50.55,40.12,99.17,118.7,13.56,43.320357142857155,0.10714285714285714,60625,93968,4590,0.5079,0.0514,0.082,115496.0,Queens,-21528.0,1,1
36081124100,29.37,22.68,22.74,96.15,27.68,14.61,19.63,44.23,26.72,16.59,22.26,40.16,28.46,15.73,23.23,53.97,32.69,21.92,25.57,57.86,40.28,35.12,39.37,53.06,43.81,34.5,88.51,108.15,14.61,38.751785714285724,0.14285714285714285,81250,84531,3978,0.7619,0.1055,0.09,115496.0,Queens,-30965.0,1,0
36081124700,30.6,23.84,24.33,94.48,29.71,16.75,20.82,44.59,27.69,18.33,23.92,38.08,28.7,17.77,24.41,53.91,32.08,21.13,27.1,55.46,40.46,34.55,39.4,53.76,43.93,33.9,85.5,106.06,16.75,38.973571428571425,0.10714285714285714,74922,116129,3668,0.853,0.1032,0.081,115496.0,Queens,633.0,0,0
36081125700,27.85,20.5,21.07,90.65,26.47,11.26,18.04,41.91,26.45,14.77,20.49,39.01,25.73,13.13,22.27,49.9,30.7,20.9,24.79,55.11,36.18,32.71,37.74,48.29,40.6,33.68,84.95,103.79,11.26,36.39071428571428,0.14285714285714285,71852,111370,3418,0.8064,0.1449,0.113,115496.0,Queens,-4126.0,1,0
36081126500,23.97,19.66,19.05,90.01,22.01,13.19,18.68,40.17,21.33,11.69,18.58,35.28,25.43,14.25,20.5,47.61,28.96,17.94,25.38,52.61,34.65,29.55,34.06,48.49,37.08,30.73,82.04,104.02,11.69,34.53285714285714,0.2857142857142857,123906,165948,1843,0.826,0.0635,0.055,115496.0,Queens,50452.0,0,0
36081126700,25.12,20.74,20.3,89.25,23.55,14.95,19.12,40.29,22.73,13.69,19.84,33.73,27.55,16.41,20.97,47.92,29.35,17.18,26.71,51.47,35.85,28.84,33.25,49.85,37.67,30.57,79.93,103.04,13.69,34.995357142857145,0.21428571428571427,78750,122062,4821,0.9184,0.3041,,115496.0,Queens,6566.0,0,1
