GEOID,Mo_period_1_tt,Mo_period_2_tt,Mo_period_3_tt,Mo_period_4_tt,Tu_period_1_tt,Tu_period_2_tt,Tu_period_3_tt,Tu_period_4_tt,We_period_1_tt,We_period_2_tt,We_period_3_tt,We_period_4_tt,Th_period_1_tt,Th_period_2_tt,Th_period_3_tt,Th_period_4_tt,Fr_period_1_tt,Fr_period_2_tt,Fr_period_3_tt,Fr_period_4_tt,Sa_period_1_tt,Sa_period_2_tt,Sa_period_3_tt,Sa_period_4_tt,Su_period_1_tt,Su_period_2_tt,Su_period_3_tt,Su_period_4_tt,min,mean,index,Median_Income,Median_Income_4per_hh,Total_Population,percent_car_owners,percent_poverty,percent_food_insecure,TCoL_2023,TCoL_mapping,Income_minus_TCOL,below_TCOL,poverty_ind
36005005100,11.2,4.31,11.2,30.81,17.17,2.98,15.06,30.81,15.9,7.29,16.8,16.8,17.05,2.98,17.07,30.81,11.2,4.31,11.2,30.81,8.02,15.53,16.44,30.81,36.58,36.58,30.81,30.81,2.98,18.262142857142855,0.6785714285714286,19731,16250,6087,0.1391,0.5366,0.337,107246.0,Bronx,-90996.0,1,1
36005005200,17.3,11.28,17.3,17.3,14.12,14.12,14.12,17.3,14.12,4.41,4.41,17.3,17.3,14.12,14.12,17.3,17.3,4.41,4.41,17.3,17.76,4.41,4.41,79.3,37.89,46.18,60.45,79.3,4.41,21.39428571428572,0.8214285714285714,21397,33165,1833,0.2097,0.4163,0.215,107246.0,Bronx,-74081.0,1,1
36005005300,20.92,20.92,20.92,67.82,20.92,20.92,20.92,49.46,20.92,20.92,18.24,38.2,20.92,19.69,9.07,47.5,20.92,20.92,20.92,67.82,29.43,21.03,28.3,39.35,47.65,28.3,28.3,87.94,9.07,31.397857142857138,0.10714285714285714,20449,28114,5472,0.1887,0.5549,0.259,107246.0,Bronx,-79132.0,1,1
36005005400,7.19,0.43,7.19,7.19,7.19,7.19,7.19,7.19,7.19,0.43,7.19,7.19,7.19,7.19,7.19,7.19,7.19,7.19,7.19,7.19,6.89,6.89,7.61,83.91,40.47,48.36,51.71,83.91,0.43,16.429642857142856,0.8214285714285714,45625,24427,5638,0.3209,0.27,0.181,107246.0,Bronx,-82819.0,1,1
36005005600,5.52,2.16,5.52,5.52,5.52,5.52,5.52,5.52,5.52,2.16,5.52,5.52,5.52,5.52,5.52,5.52,5.52,5.52,5.52,5.52,6.72,6.72,9.86,86.31,42.87,48.53,50.03,86.31,2.16,15.751071428571425,0.8214285714285714,40341,58516,2168,0.3952,0.3196,0.213,107246.0,Bronx,-48730.0,1,1
36005005902,9.65,9.65,9.65,45.94,4.65,4.65,9.65,25.04,5.05,5.05,9.65,14.36,9.65,9.65,9.65,30.9,4.65,4.65,9.65,45.94,5.05,3.23,3.23,45.94,24.07,36.68,45.94,45.94,3.23,17.421785714285715,0.6785714285714286,44917,72989,2730,0.314,0.1612,0.118,107246.0,Bronx,-34257.0,1,1
36005006000,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,12.24,12.24,22.49,85.38,44.08,36.67,42.15,95.94,10.7,20.185357142857136,0.7857142857142857,34239,49526,1295,0.4211,0.332,0.23,107246.0,Bronx,-57720.0,1,1
36005006100,9.35,9.35,9.35,44.35,9.35,9.35,9.35,31.11,3.89,3.89,9.35,13.38,9.35,9.35,9.35,32.2,9.35,9.35,9.35,44.35,3.89,3.89,9.35,44.35,25.37,35.09,44.35,44.35,3.89,18.048571428571428,0.6785714285714286,60685,88558,3955,0.3817,0.1166,0.076,107246.0,Bronx,-18688.0,1,1
36005006200,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94,3.26,3.26,15.0,91.2,43.4,43.4,50.94,91.2,1.94,13.587857142857143,0.8214285714285714,24769,38391,6710,0.2435,0.3727,0.26,107246.0,Bronx,-68855.0,1,1
36005006301,7.41,7.41,7.41,38.58,15.32,13.62,19.56,21.04,14.66,14.66,20.13,21.07,19.23,13.62,20.13,38.58,7.41,7.41,7.41,38.58,14.66,10.94,10.94,38.58,27.39,27.39,38.58,38.58,7.41,20.01071428571429,0.5714285714285714,50273,26964,5521,0.2863,0.2907,0.168,107246.0,Bronx,-80282.0,1,1
36005006400,7.15,7.15,7.15,7.15,7.15,7.15,7.15,7.15,7.15,7.15,7.15,7.15,7.15,7.15,7.15,7.15,7.15,7.15,7.15,7.15,6.66,6.66,15.15,92.77,39.68,39.68,53.51,92.77,6.66,17.49571428571429,0.8214285714285714,35144,54473,4061,0.4259,0.3493,0.222,107246.0,Bronx,-52773.0,1,1
36005006500,8.04,4.96,8.04,35.71,12.49,6.78,7.24,28.57,7.02,6.78,9.21,9.21,12.49,6.78,9.87,35.33,8.04,4.96,7.34,35.71,7.02,7.02,11.99,35.71,28.5,32.55,35.71,35.71,4.96,16.384999999999998,0.6785714285714286,21962,34041,5681,0.1625,0.4806,0.285,107246.0,Bronx,-73205.0,1,1
36005006700,4.49,4.49,4.49,38.24,4.49,4.49,4.49,35.55,4.49,4.49,3.16,3.16,4.49,3.16,4.49,29.27,4.49,3.16,4.49,38.24,4.49,4.49,4.49,38.24,22.45,39.53,38.24,38.24,3.16,14.213928571428571,0.6785714285714286,15957,34961,6993,0.1836,0.538,0.3,107246.0,Bronx,-72285.0,1,1
36005006800,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.53,12.53,12.7,12.7,12.7,12.7,12.7,12.7,12.53,12.53,12.7,12.21,12.21,12.53,92.56,35.73,35.73,58.91,92.56,12.21,21.634285714285713,0.8214285714285714,38125,59093,2765,0.322,0.3157,0.2,107246.0,Bronx,-48153.0,1,1
36005006900,3.21,3.21,3.21,45.33,3.21,3.21,3.21,33.25,3.21,3.21,3.21,8.87,3.21,3.21,3.21,25.0,3.21,3.21,3.21,45.33,3.21,3.21,3.21,45.33,18.17,45.32,45.33,45.33,3.21,14.822857142857144,0.7142857142857143,32887,42833,7255,0.281,0.3482,0.225,107246.0,Bronx,-64413.0,1,1
36005007000,18.11,18.11,18.11,18.11,18.11,15.29,18.11,18.11,18.11,17.96,17.96,18.11,18.11,18.11,18.11,18.11,10.5,10.5,10.5,10.5,17.62,17.62,17.96,97.98,30.31,30.31,60.49,97.98,10.5,24.961071428571433,0.8214285714285714,53014,76176,4235,0.4928,0.2131,0.118,107246.0,Bronx,-31070.0,1,1
36005007100,10.42,4.61,4.61,38.82,10.2,4.61,4.61,38.82,10.42,4.61,4.61,4.8,8.59,4.61,4.61,25.35,10.42,4.61,4.61,38.82,10.2,6.04,10.42,38.82,22.67,45.04,38.82,38.82,4.61,16.19964285714286,0.6785714285714286,43079,100729,2827,0.4198,0.2008,0.114,107246.0,Bronx,-6517.0,1,1
36005007200,22.23,22.23,22.23,22.23,22.23,10.6,22.23,22.23,22.23,22.23,22.23,22.23,22.23,22.23,22.23,22.23,6.38,6.38,6.38,6.38,23.43,22.08,24.09,103.79,24.33,24.33,63.29,103.79,6.38,27.096428571428568,0.17857142857142858,54097,77283,6430,0.5269,0.1509,0.155,107246.0,Bronx,-29963.0,1,1
36005007300,18.68,8.45,8.45,43.59,0.0,0.0,8.45,43.59,18.68,8.45,8.45,12.47,8.45,8.45,8.45,31.25,18.68,8.45,8.45,43.59,0.0,0.0,11.33,43.59,29.84,50.09,43.59,43.59,0.0,19.180714285714284,0.6785714285714286,25619,30282,4301,0.2198,0.4097,0.269,107246.0,Bronx,-76964.0,1,1
36005007400,43.7,43.7,43.7,43.7,43.7,14.58,14.58,43.7,7.6,7.6,7.6,43.7,43.7,14.58,14.58,43.7,29.83,14.58,29.83,29.83,43.2,9.34,37.56,114.52,7.6,7.6,85.48,114.52,7.6,35.65392857142858,0.39285714285714285,37352,57895,3078,0.5704,0.2934,0.164,107246.0,Bronx,-49351.0,1,1
36005007500,11.66,6.89,11.01,45.48,7.02,7.02,11.01,43.66,11.66,9.3,10.64,11.31,11.66,8.11,11.01,24.23,11.66,6.05,11.01,45.48,7.02,6.89,8.44,45.48,22.82,51.69,45.48,45.48,6.05,19.613214285714285,0.6785714285714286,30413,47140,6295,0.2669,0.363,0.223,107246.0,Bronx,-60106.0,1,1
36005007600,12.49,12.49,12.49,12.49,12.49,12.49,12.49,12.49,12.49,12.49,12.49,12.49,12.49,12.49,12.49,12.49,9.55,9.55,9.23,9.55,12.0,12.0,19.59,97.52,34.35,34.35,55.01,97.52,9.23,21.430714285714288,0.8214285714285714,51625,107422,5293,0.4412,0.1856,0.16,107246.0,Bronx,176.0,0,1
36005007700,12.43,1.21,16.38,43.77,10.62,10.62,16.38,43.77,12.43,9.86,11.2,18.27,13.4,4.28,16.38,24.72,12.43,1.21,16.38,43.77,3.31,1.21,4.28,51.07,23.39,57.28,51.07,51.07,1.21,20.7925,0.6785714285714286,48333,37222,2165,0.5351,0.2416,0.156,107246.0,Bronx,-70024.0,1,1
36005007800,30.57,30.57,30.57,30.57,30.57,13.12,30.57,30.57,15.39,15.39,15.39,30.57,30.57,30.57,30.57,30.57,14.18,14.18,14.18,14.18,31.89,13.07,28.64,111.58,15.39,15.39,71.22,111.58,13.07,31.48607142857143,0.39285714285714285,54615,103523,6301,0.5686,0.1726,0.127,107246.0,Bronx,-3723.0,1,1
36005007900,18.81,8.86,11.9,46.25,6.13,6.13,11.9,46.25,18.81,3.62,6.59,15.17,13.48,7.86,11.9,30.38,16.09,4.6,11.9,46.25,6.13,6.13,7.86,46.58,29.74,52.79,46.58,46.58,3.62,20.902500000000003,0.6785714285714286,22534,34600,7157,0.14,0.4458,0.279,107246.0,Bronx,-72646.0,1,1
36005008300,23.0,13.55,16.79,45.93,11.57,11.57,15.79,45.93,23.0,3.77,5.91,20.9,16.78,10.74,16.79,34.49,17.18,7.02,16.79,45.93,11.57,10.74,10.74,51.83,34.44,58.51,51.83,51.83,3.77,24.461428571428574,0.5714285714285714,42386,36290,6121,0.3176,0.2137,0.175,107246.0,Bronx,-70956.0,1,1
36005008400,54.17,54.17,54.17,54.17,54.17,17.71,17.71,54.17,10.69,10.69,10.69,54.17,54.17,17.71,17.71,54.17,38.29,17.71,32.98,38.29,53.68,12.44,48.03,124.99,10.69,10.69,95.33,124.99,10.69,42.80535714285715,0.39285714285714285,66373,89861,3290,0.6044,0.0642,0.066,107246.0,Bronx,-17385.0,1,1
36005008500,19.33,12.19,19.33,41.21,13.78,12.12,12.12,41.21,19.33,5.26,1.06,22.83,14.72,9.37,17.66,32.0,15.39,5.65,19.33,41.21,12.74,9.37,9.37,54.23,33.07,60.45,54.23,54.23,1.06,23.671071428571427,0.6428571428571429,33065,106181,5706,0.2778,0.297,0.219,107246.0,Bronx,-1065.0,1,1
36005008600,47.58,47.58,47.58,47.58,47.58,17.56,17.56,47.58,3.92,3.92,3.92,47.58,47.58,17.56,17.56,47.58,31.52,17.56,28.91,31.52,47.09,5.67,41.45,118.41,3.92,3.92,88.56,118.41,3.92,37.39857142857142,0.39285714285714285,25608,38269,4134,0.2662,0.4184,0.241,107246.0,Bronx,-68977.0,1,1
36005008700,17.8,13.05,19.85,35.03,18.65,12.68,12.68,35.03,17.8,9.31,6.33,27.06,7.62,7.62,11.1,26.08,10.42,9.71,16.5,35.03,11.98,8.84,8.84,59.1,28.42,60.01,59.1,59.1,6.33,23.026428571428575,0.6428571428571429,30357,33750,6328,0.3469,0.4029,0.272,107246.0,Bronx,-73496.0,1,1
36005008900,12.91,12.91,12.91,34.9,12.91,5.74,5.74,34.9,12.91,12.91,9.71,31.48,12.91,12.91,12.91,29.26,12.91,9.45,12.91,34.9,16.86,13.48,13.48,62.87,34.37,59.2,62.87,62.87,5.74,23.7175,0.6428571428571429,29599,78929,3197,0.2404,0.1898,0.224,107246.0,Bronx,-28317.0,1,1
36005009000,50.44,50.44,50.44,50.44,50.44,26.03,26.03,50.44,8.25,8.25,8.25,50.44,50.44,26.03,26.03,50.44,34.05,19.96,19.96,34.05,51.76,10.53,48.83,125.78,8.25,8.25,91.09,125.78,8.25,41.46857142857142,0.2857142857142857,30953,31744,3693,0.4461,0.3287,0.213,107246.0,Bronx,-75502.0,1,1
36005009200,30.56,30.56,30.56,30.56,30.56,9.81,30.56,30.56,16.44,16.44,16.44,30.56,30.56,28.06,28.06,30.56,14.17,9.13,9.13,14.17,31.88,14.2,35.85,114.54,16.44,16.44,71.21,115.03,9.13,31.537142857142864,0.39285714285714285,54924,48292,6122,0.5937,0.2272,0.171,107246.0,Bronx,-58954.0,1,1
36005009301,5.38,5.38,5.38,40.37,5.38,5.38,5.38,40.37,5.38,5.38,5.38,38.77,5.38,5.38,5.38,38.21,5.38,5.38,5.38,40.37,24.18,20.8,20.8,67.81,43.57,63.4,67.81,67.81,5.38,23.391785714285714,0.5357142857142857,39606,23090,4928,0.2566,0.3569,0.235,107246.0,Bronx,-84156.0,1,1
36005009600,37.62,37.62,37.47,37.47,37.62,7.89,37.62,37.62,24.37,24.37,24.37,37.62,37.62,32.73,32.73,37.62,15.86,1.15,1.15,21.03,38.94,22.6,44.17,118.33,24.37,24.37,77.42,122.1,1.15,36.92321428571428,0.14285714285714285,49638,92917,2762,0.5064,0.1618,0.166,107246.0,Bronx,-14329.0,1,1
36005009800,38.86,38.86,38.86,38.86,38.86,20.11,26.81,38.86,5.65,5.65,5.65,38.86,38.86,26.81,26.81,38.86,22.47,19.67,19.67,22.47,40.19,3.58,36.32,114.48,5.65,5.65,79.52,114.48,3.58,33.97785714285715,0.2857142857142857,73622,122526,4818,0.7704,0.1504,0.135,107246.0,Bronx,15280.0,0,0
