GEOID,BoroName,NTA2020,lon,lat,centroid,geometry,tt_0,fp_0,tt_1,fp_1,tt_2,fp_2,tt_3,fp_3,tt_4,fp_4,tt_5,fp_5,tt_6,fp_6,tt_7,fp_7,tt_8,fp_8,tt_9,fp_9,tt_10,fp_10,tt_11,fp_11,tt_12,fp_12,tt_13,fp_13,tt_14,fp_14,tt_15,fp_15,tt_16,fp_16,tt_17,fp_17,tt_18,fp_18,tt_19,fp_19,tt_20,fp_20,tt_21,fp_21,tt_22,fp_22,tt_23,fp_23,tt_24,fp_24,tt_25,fp_25,tt_26,fp_26,tt_27,fp_27,tt_28,fp_28,tt_29,fp_29,tt_30,fp_30,tt_31,fp_31,tt_32,fp_32,tt_33,fp_33,tt_34,fp_34,tt_35,fp_35,tt_36,fp_36,tt_37,fp_37,tt_38,fp_38
36047059600,Brooklyn,BK1503,-73.94005638521844,40.59109691118334,POINT (-73.94005641631553 40.59109690651275),POINT (-73.94005638521844 40.59109691118334),27.83,DSNY-BRS-1309,27.559,85338,32.294,81564,37.241,84949,42.538,81987,40.252,85172,37.507,84151,53.078,83993,44.232,83348,61.493,81698,69.909,83630,79.122,85326,62.553,82998,62.286,81458,62.925,80720,66.332,82798,59.908,81735,99.747,DSNY-BRS-1033,71.79,81199,68.951,87369,67.601,DSNY-BRS-1461,96.016,83296,85.868,FPC-620,71.829,84273,71.712,80730,71.712,81119,81.229,83916,77.449,FPC-27,82.207,FPC-493,85.201,83311,121.389,83999,83.343,FPC-714,83.871,83521,81.574,FPC-621,123.492,85444,90.573,FPC-397,113.357,81145,99.121,Plentiful-1342,106.572,FPC-513
36047059800,Brooklyn,BK1503,-73.93623546693604,40.58789694974429,POINT (-73.93623544727897 40.5878969556531),POINT (-73.93623546693604 40.58789694974429),32.162,DSNY-BRS-1309,31.891,85338,37.044,81564,41.573,84949,46.87,81987,44.584,85172,41.839,84151,57.41,83993,48.982,83348,65.825,81698,74.241,83630,83.872,85326,67.303,82998,67.036,81458,67.257,80720,71.082,82798,104.497,DSNY-BRS-1033,64.658,81735,76.54,81199,73.701,87369,72.351,DSNY-BRS-1461,100.348,83296,90.618,FPC-620,76.161,84273,76.044,80730,76.044,81119,85.979,83916,86.957,FPC-493,82.199,FPC-27,125.721,83999,89.533,83311,88.093,FPC-714,88.621,83521,86.324,FPC-621,127.824,85444,95.323,FPC-397,117.689,81145,103.453,Plentiful-1342,110.904,FPC-513
36047060000,Brooklyn,BK1503,-73.9456959135573,40.587073987820936,POINT (-73.94569594266169 40.58707402807165),POINT (-73.9456959135573 40.58707398782094),29.934,81564,35.38,DSNY-BRS-1309,35.109,85338,44.791,84949,40.99,85172,50.088,81987,45.057,84151,60.628,83993,41.872,83348,59.761,81698,77.459,83630,77.547,85326,60.193,82998,59.926,81458,61.709,80720,63.972,82798,57.548,81735,97.387,DSNY-BRS-1033,69.43,81199,66.591,87369,65.241,DSNY-BRS-1461,84.293,FPC-620,99.713,83296,79.654,83916,71.514,84273,71.397,80730,71.397,81119,75.874,FPC-27,79.847,FPC-493,84.886,83311,82.296,83521,79.999,FPC-621,128.939,83999,80.983,FPC-714,127.189,85444,88.213,FPC-397,111.531,81145,97.295,Plentiful-1342,106.257,FPC-513
36047060600,Brooklyn,BK1503,-73.95614135098606,40.586453704876,POINT (-73.95614135394864 40.58645372339894),POINT (-73.95614135098606 40.586453704876),24.7,81564,36.975,DSNY-BRS-1309,36.704,85338,40.816,84949,35.756,85172,39.869,84151,51.683,81987,36.638,83348,57.122,83993,54.527,81698,72.134,85326,76.137,83630,54.959,82998,54.692,81458,56.475,80720,58.738,82798,52.314,81735,78.88,FPC-620,64.196,81199,61.357,87369,60.007,DSNY-BRS-1461,92.153,DSNY-BRS-1033,74.241,83916,70.461,FPC-27,66.28,84273,66.163,80730,66.163,81119,94.479,83296,74.613,FPC-493,76.883,83521,74.586,FPC-621,79.652,83311,75.749,FPC-714,126.155,83999,82.979,FPC-397,121.955,85444,106.297,81145,92.061,Plentiful-1342,101.023,FPC-513
36047060800,Brooklyn,BK1503,-73.95011507734965,40.58426257139803,POINT (-73.95011511051237 40.58426273743417),POINT (-73.95011507734965 40.58426257139803),27.208,81564,37.529,DSNY-BRS-1309,37.258,85338,43.324,84949,38.264,85172,42.377,84151,52.237,81987,59.63,83993,39.146,83348,57.035,81698,78.645,83630,74.232,85326,57.467,82998,57.2,81458,58.983,80720,61.246,82798,54.822,81735,66.704,81199,80.978,FPC-620,94.661,DSNY-BRS-1033,63.865,87369,62.515,DSNY-BRS-1461,76.339,83916,72.559,FPC-27,96.987,83296,68.788,84273,68.671,80730,68.671,81119,77.121,FPC-493,78.981,83521,76.684,FPC-621,82.16,83311,128.663,83999,78.257,FPC-714,85.487,FPC-397,124.463,85444,108.805,81145,94.569,Plentiful-1342,103.531,FPC-513
36047061002,Brooklyn,BK1303,-73.95636719427846,40.57597376299518,POINT (-73.95636718184535 40.57597376277728),POINT (-73.95636719427846 40.57597376299518),25.039,81564,41.252,DSNY-BRS-1309,40.981,85338,45.093,84949,40.033,85172,44.146,84151,55.96,81987,40.915,83348,61.399,83993,58.804,81698,75.423,85326,80.414,83630,59.236,82998,58.969,81458,60.752,80720,63.015,82798,83.206,FPC-620,56.591,81735,68.473,81199,80.599,83916,65.634,87369,96.43,DSNY-BRS-1033,64.284,DSNY-BRS-1461,76.819,FPC-27,70.557,84273,70.44,80730,70.44,81119,98.756,83296,83.241,83521,80.944,FPC-621,78.89,FPC-493,83.929,83311,130.432,83999,80.026,FPC-714,87.256,FPC-397,126.232,85444,110.574,81145,96.338,Plentiful-1342,105.3,FPC-513
36047061003,Brooklyn,BK1303,-73.95866692366262,40.58138268858657,POINT (-73.95866693446862 40.581382677438135),POINT (-73.95866692366262 40.58138268858657),24.747,81564,40.96,DSNY-BRS-1309,40.689,85338,44.801,84949,39.741,85172,43.854,84151,55.668,81987,40.623,83348,61.107,83993,56.197,81698,71.373,85326,80.122,83630,58.944,82998,58.677,81458,60.46,80720,62.723,82798,78.119,FPC-620,56.299,81735,68.181,81199,65.342,87369,73.48,83916,63.992,DSNY-BRS-1461,96.138,DSNY-BRS-1033,69.7,FPC-27,70.265,84273,70.148,80730,70.148,81119,98.464,83296,76.122,83521,73.825,FPC-621,78.598,FPC-493,83.637,83311,79.734,FPC-714,130.14,83999,86.964,FPC-397,125.94,85444,110.282,81145,96.046,Plentiful-1342,105.008,FPC-513
36047061004,Brooklyn,BK1303,-73.95572592793546,40.57985299594829,POINT (-73.95572593122706 40.579852974313596),POINT (-73.95572592793546 40.57985299594829),25.341,81564,41.554,DSNY-BRS-1309,41.283,85338,45.395,84949,40.335,85172,44.448,84151,56.262,81987,41.217,83348,61.701,83993,59.106,81698,75.725,85326,80.716,83630,59.538,82998,59.271,81458,61.054,80720,63.317,82798,83.45,FPC-620,56.893,81735,68.775,81199,65.936,87369,96.732,DSNY-BRS-1033,64.586,DSNY-BRS-1461,78.811,83916,75.031,FPC-27,70.859,84273,70.742,80730,70.742,81119,99.058,83296,81.453,83521,79.156,FPC-621,79.192,FPC-493,84.231,83311,130.734,83999,80.328,FPC-714,87.558,FPC-397,126.534,85444,110.876,81145,96.64,Plentiful-1342,105.602,FPC-513
36047061200,Brooklyn,BK1503,-73.94960451202341,40.58088794116429,POINT (-73.94960450986828 40.58088796382226),POINT (-73.94960451202341 40.58088794116429),32.744,81564,42.953,DSNY-BRS-1309,42.682,85338,49.07,84949,44.01,85172,48.123,84151,57.661,81987,65.376,83993,44.892,83348,62.781,81698,84.391,83630,78.365,85326,63.213,82998,62.946,81458,64.729,80720,66.992,82798,60.568,81735,85.111,FPC-620,72.45,81199,100.407,DSNY-BRS-1033,69.611,87369,68.261,DSNY-BRS-1461,80.472,83916,76.692,FPC-27,102.733,83296,74.534,84273,74.417,80730,74.417,81119,82.867,FPC-493,83.114,83521,80.817,FPC-621,87.906,83311,134.409,83999,84.003,FPC-714,91.233,FPC-397,130.209,85444,114.551,81145,100.315,Plentiful-1342,109.277,FPC-513
36047061600,Brooklyn,BK1503,-73.94012691178791,40.57749118334645,POINT (-73.94012706892092 40.57749130002705),POINT (-73.94012691178791 40.57749118334645),31.265,81564,47.478,DSNY-BRS-1309,47.207,85338,51.319,84949,62.186,81987,46.259,85172,50.372,84151,67.625,83993,47.141,83348,65.03,81698,86.64,83630,81.649,85326,65.462,82998,65.195,81458,66.978,80720,69.241,82798,102.656,DSNY-BRS-1033,62.817,81735,74.699,81199,71.86,87369,89.432,FPC-620,70.51,DSNY-BRS-1461,104.982,83296,85.782,83916,82.002,FPC-27,76.783,84273,76.666,80730,76.666,81119,85.116,FPC-493,136.658,83999,90.155,83311,88.424,83521,86.127,FPC-621,86.252,FPC-714,132.458,85444,93.482,FPC-397,116.8,81145,102.564,Plentiful-1342,111.526,FPC-513
36047062000,Brooklyn,BK1503,-73.94631832300938,40.57891636104002,POINT (-73.94631837705239 40.578916412217204),POINT (-73.94631832300938 40.57891636104002),29.438,81564,45.651,DSNY-BRS-1309,45.38,85338,49.492,84949,44.432,85172,60.359,81987,48.545,84151,65.798,83993,45.314,83348,63.203,81698,84.813,83630,79.822,85326,63.635,82998,63.368,81458,65.151,80720,67.414,82798,60.99,81735,100.829,DSNY-BRS-1033,72.872,81199,87.605,FPC-620,70.033,87369,68.683,DSNY-BRS-1461,83.249,83916,103.155,83296,79.469,FPC-27,74.956,84273,74.839,80730,74.839,81119,83.289,FPC-493,85.891,83521,83.594,FPC-621,88.328,83311,134.831,83999,84.425,FPC-714,130.631,85444,91.655,FPC-397,114.973,81145,100.737,Plentiful-1342,109.699,FPC-513
36047062200,Brooklyn,BK1503,-73.93523641381327,40.5847385236636,POINT (-73.93523642445412 40.584738536549345),POINT (-73.93523641381327 40.5847385236636),31.386,DSNY-BRS-1309,34.06,81564,31.115,85338,40.797,84949,46.094,81987,43.808,85172,41.063,84151,56.634,83993,45.998,83348,63.887,81698,73.465,83630,83.676,85326,64.319,82998,64.052,81458,65.835,80720,68.098,82798,101.513,DSNY-BRS-1033,61.674,81735,73.556,81199,70.717,87369,99.572,83296,69.367,DSNY-BRS-1461,90.422,FPC-620,75.385,84273,75.268,80730,75.268,81119,85.783,83916,82.003,FPC-27,83.973,FPC-493,124.945,83999,88.757,83311,88.425,83521,85.109,FPC-714,86.128,FPC-621,127.048,85444,92.339,FPC-397,115.657,81145,101.421,Plentiful-1342,110.128,FPC-513
36047063200,Brooklyn,BK1503,-73.93156847969517,40.5997606761206,POINT (-73.93156841435872 40.59976066079835),POINT (-73.93156847969517 40.5997606761206),24.852,DSNY-BRS-1309,24.341,85338,41.294,81564,37.595,84949,40.798,81987,37.861,84151,40.606,85172,48.895,83993,43.842,83348,69.917,83630,61.731,81698,62.163,82998,61.896,81458,82.032,85326,63.279,80720,65.942,82798,99.357,DSNY-BRS-1033,59.518,81735,71.4,81199,68.561,87369,67.211,DSNY-BRS-1461,95.579,83296,72.183,84273,72.066,80730,72.066,81119,88.778,FPC-620,81.817,FPC-493,119.67,83999,85.555,83311,84.139,83916,80.359,FPC-27,82.953,FPC-714,123.055,85444,90.183,FPC-397,86.781,83521,84.484,FPC-621,113.501,81145,99.265,Plentiful-1342,106.926,FPC-513
36047063600,Brooklyn,BK1802,-73.93614301631436,40.60993567041557,POINT (-73.93614299369224 40.60993567158258),POINT (-73.93614301631436 40.60993567041557),20.428,DSNY-BRS-1309,19.917,85338,35.731,84949,41.276,81564,39.974,81987,38.742,85172,35.997,84151,45.43,83993,41.715,83348,65.952,83630,59.604,81698,60.036,82998,59.769,81458,79.905,85326,61.415,80720,63.815,82798,97.23,DSNY-BRS-1033,57.391,81735,69.273,81199,66.434,87369,65.084,DSNY-BRS-1461,91.614,83296,70.319,84273,70.202,80730,70.202,81119,79.69,FPC-493,86.651,FPC-620,83.691,83311,82.012,83916,78.232,FPC-27,116.326,83999,80.826,FPC-714,88.056,FPC-397,119.09,85444,84.654,83521,82.357,FPC-621,111.374,81145,97.138,Plentiful-1342,105.062,FPC-513
36047063800,Brooklyn,BK1502,-73.93880992159903,40.60666780072567,POINT (-73.93880981805283 40.60666774019509),POINT (-73.93880992159903 40.60666780072567),25.078,DSNY-BRS-1309,24.567,85338,36.313,84949,42.121,81564,41.61,81987,39.324,85172,36.579,84151,50.08,83993,42.56,83348,60.449,81698,68.981,83630,60.881,82998,60.614,81458,80.75,85326,61.997,80720,64.66,82798,58.236,81735,98.075,DSNY-BRS-1033,70.118,81199,67.279,87369,65.929,DSNY-BRS-1461,95.088,83296,70.901,84273,70.784,80730,70.784,81119,87.496,FPC-620,80.535,FPC-493,84.273,83311,82.857,83916,79.077,FPC-27,120.461,83999,81.671,FPC-714,88.901,FPC-397,85.499,83521,83.202,FPC-621,122.564,85444,112.219,81145,97.983,Plentiful-1342,105.644,FPC-513
36047064000,Brooklyn,BK1802,-73.9402462126372,40.61099701204992,POINT (-73.94024625803704 40.610997006542675),POINT (-73.94024621263721 40.61099701204992),19.942,DSNY-BRS-1309,19.431,85338,32.359,84949,37.904,81564,37.656,81987,35.37,85172,32.625,84151,44.944,83993,38.343,83348,56.232,81698,65.027,83630,56.664,82998,56.397,81458,76.533,85326,58.043,80720,60.443,82798,54.019,81735,93.858,DSNY-BRS-1033,65.901,81199,63.062,87369,61.712,DSNY-BRS-1461,91.128,83296,66.947,84273,66.83,80730,66.83,81119,83.279,FPC-620,76.318,FPC-493,80.319,83311,78.64,83916,74.86,FPC-27,77.454,FPC-714,115.84,83999,84.684,FPC-397,81.282,83521,78.985,FPC-621,118.604,85444,108.002,81145,93.766,Plentiful-1342,101.69,FPC-513
36047064200,Brooklyn,BK1502,-73.94639411296077,40.61219765178328,POINT (-73.94639411507325 40.61219762543257),POINT (-73.94639411296077 40.61219765178328),20.051,DSNY-BRS-1309,19.78,85338,30.718,84949,38.753,81564,34.466,85172,30.984,84151,34.759,81987,45.299,83993,38.908,83348,54.97,81698,62.13,83630,57.513,82998,57.246,81458,76.226,85326,56.402,80720,61.292,82798,54.868,81735,66.515,81199,94.707,DSNY-BRS-1033,63.911,87369,62.561,DSNY-BRS-1461,65.306,84273,65.189,80730,65.189,81119,82.972,FPC-620,88.237,83296,77.167,FPC-493,78.333,83916,78.678,83311,74.553,FPC-27,78.303,FPC-714,113.649,83999,80.975,83521,85.533,FPC-397,78.678,FPC-621,115.713,85444,106.834,81145,92.598,Plentiful-1342,100.049,FPC-513
36047064400,Brooklyn,BK1802,-73.94247952530388,40.61379664370901,POINT (-73.94247951098323 40.61379661797016),POINT (-73.94247952530388 40.61379664370901),18.77,DSNY-BRS-1309,18.499,85338,29.42,84949,40.414,81564,32.438,85172,33.478,81987,29.686,84151,44.018,83993,37.61,83348,53.672,81698,60.849,83630,56.647,82998,56.548,81458,77.887,85326,55.104,80720,62.679,82798,56.529,81735,65.217,81199,93.331,DSNY-BRS-1033,63.958,87369,62.546,DSNY-BRS-1461,64.008,84273,63.891,80730,63.891,81119,86.956,83296,84.633,FPC-620,77.111,FPC-493,77.38,83311,79.994,83916,76.214,FPC-27,79.387,FPC-714,112.329,83999,85.069,FPC-397,82.636,83521,80.339,FPC-621,114.432,85444,105.536,81145,91.3,Plentiful-1342,98.751,FPC-513
36047064600,Brooklyn,BK1802,-73.93953520669949,40.615914562731064,POINT (-73.93953517874706 40.61591455815887),POINT (-73.93953520669949 40.61591456273106),18.935,DSNY-BRS-1309,18.664,85338,32.602,84949,33.643,81987,36.423,85172,32.868,84151,42.836,81564,44.183,83993,40.792,83348,56.854,81698,61.014,83630,59.829,82998,59.73,81458,58.286,80720,65.375,82798,80.309,85326,58.951,81735,97.316,DSNY-BRS-1033,68.399,81199,67.14,87369,65.728,DSNY-BRS-1461,87.121,83296,67.19,84273,67.073,80730,67.073,81119,80.293,FPC-493,87.055,FPC-620,80.562,83311,82.416,83916,82.386,FPC-714,78.636,FPC-27,112.294,83999,88.251,FPC-397,85.058,83521,114.597,85444,82.761,FPC-621,108.718,81145,94.482,Plentiful-1342,101.933,FPC-513
36047064800,Brooklyn,BK1802,-73.93646057611423,40.617689942190545,POINT (-73.93646055378353 40.61768993667944),POINT (-73.93646057611423 40.61768994219054),17.177,DSNY-BRS-1309,16.906,85338,28.715,84949,31.885,81987,28.981,84151,33.756,85172,46.829,81564,42.066,83993,36.905,83348,59.256,83630,52.967,81698,55.942,82998,55.843,81458,54.399,80720,61.974,82798,80.003,85326,57.43,81735,97.269,DSNY-BRS-1033,64.512,81199,63.253,87369,61.841,DSNY-BRS-1461,85.188,83296,63.303,84273,63.186,80730,63.186,81119,76.406,FPC-493,86.749,FPC-620,76.675,83311,78.682,FPC-714,86.409,83916,109.9,83999,82.629,FPC-27,84.364,FPC-397,112.664,85444,104.831,81145,89.051,83521,86.754,FPC-621,90.595,Plentiful-1342,98.046,FPC-513
36047065000,Brooklyn,BK1801,-73.93364678111706,40.61997874015149,POINT (-73.93364677689945 40.61997872253155),POINT (-73.93364678111706 40.61997874015149),11.924,DSNY-BRS-1309,11.653,85338,24.108,84949,26.632,81987,24.374,84151,29.149,85172,43.556,81564,37.172,83993,32.298,83348,54.003,83630,48.36,81698,51.335,82998,51.236,81458,57.367,82798,49.792,80720,90.97,DSNY-BRS-1033,52.823,81735,75.396,85326,59.905,81199,58.646,87369,57.234,DSNY-BRS-1461,80.11,83296,58.696,84273,58.579,80730,58.579,81119,71.799,FPC-493,72.068,83311,82.142,FPC-620,74.075,FPC-714,105.352,83999,83.136,83916,79.356,FPC-27,79.757,FPC-397,107.586,85444,100.224,81145,85.778,83521,83.481,FPC-621,85.988,Plentiful-1342,93.439,FPC-513
36047065200,Brooklyn,BK1802,-73.9300684896573,40.61476076471283,POINT (-73.93006842745746 40.614760748440546),POINT (-73.9300684896573 40.61476076471283),13.099,DSNY-BRS-1309,12.588,85338,28.944,84949,32.114,81987,29.21,84151,33.985,85172,46.603,81564,38.101,83993,37.134,83348,58.623,83630,53.196,81698,56.171,82998,56.072,81458,62.203,82798,95.425,DSNY-BRS-1033,54.628,80720,80.232,85326,57.659,81735,64.741,81199,63.482,87369,62.07,DSNY-BRS-1461,84.285,83296,63.532,84273,63.415,80730,63.415,81119,76.635,FPC-493,76.904,83311,86.978,FPC-620,108.997,83999,78.911,FPC-714,87.339,83916,83.559,FPC-27,111.761,85444,84.593,FPC-397,105.06,81145,89.981,83521,87.684,FPC-621,90.824,Plentiful-1342,98.275,FPC-513
36047065400,Brooklyn,BK1802,-73.93180763115002,40.612948804223436,POINT (-73.93180757349448 40.61294877609889),POINT (-73.93180763115002 40.61294880422344),17.015,DSNY-BRS-1309,16.504,85338,33.825,84949,36.561,81987,34.091,84151,38.866,85172,42.513,81564,42.017,83993,42.015,83348,62.539,83630,58.077,81698,61.052,82998,60.953,81458,65.052,82798,59.509,80720,98.467,DSNY-BRS-1033,81.142,85326,58.628,81735,69.622,81199,67.671,87369,66.321,DSNY-BRS-1461,88.201,83296,68.413,84273,68.296,80730,68.296,81119,80.927,FPC-493,87.888,FPC-620,81.785,83311,112.913,83999,82.063,FPC-714,83.249,83916,79.469,FPC-27,89.293,FPC-397,115.677,85444,109.941,81145,85.891,83521,83.594,FPC-621,95.705,Plentiful-1342,103.156,FPC-513
36047065600,Brooklyn,BK1802,-73.934982476242,40.61301122238947,POINT (-73.93498245733076 40.61301121561275),POINT (-73.934982476242 40.61301122238947),17.418,DSNY-BRS-1309,16.907,85338,33.982,84949,36.964,81987,34.248,84151,36.993,85172,39.527,81564,42.42,83993,39.966,83348,62.942,83630,57.855,81698,58.287,82998,58.02,81458,59.666,80720,62.066,82798,78.156,85326,95.481,DSNY-BRS-1033,55.642,81735,67.524,81199,64.685,87369,63.335,DSNY-BRS-1461,88.604,83296,68.57,84273,68.453,80730,68.453,81119,77.941,FPC-493,84.902,FPC-620,81.942,83311,80.263,83916,113.316,83999,79.077,FPC-714,76.483,FPC-27,86.307,FPC-397,116.08,85444,82.905,83521,80.608,FPC-621,109.625,81145,95.389,Plentiful-1342,103.313,FPC-513
36047065800,Brooklyn,BK1802,-73.93120039772776,40.608082649942375,POINT (-73.93120033958404 40.60808263101236),POINT (-73.93120039772776 40.60808264994238),20.246,DSNY-BRS-1309,19.735,85338,38.41,84949,38.39,81987,43.677,81564,38.676,84151,43.178,85172,45.248,83993,46.151,83348,65.77,83630,62.662,81698,64.472,82998,64.205,81458,84.341,85326,68.251,82798,64.094,80720,101.666,DSNY-BRS-1033,61.827,81735,73.709,81199,70.87,87369,69.52,DSNY-BRS-1461,91.432,83296,72.998,84273,72.881,80730,72.881,81119,84.126,FPC-493,91.087,FPC-620,86.37,83311,116.144,83999,86.448,83916,85.262,FPC-714,82.668,FPC-27,118.908,85444,92.492,FPC-397,89.09,83521,114.526,81145,86.793,FPC-621,100.29,Plentiful-1342,107.741,FPC-513
36047066000,Brooklyn,BK1802,-73.92808013229427,40.60904662952285,POINT (-73.92808011146572 40.60904662403177),POINT (-73.92808013229427 40.60904662952285),17.595,DSNY-BRS-1309,17.084,85338,36.212,84949,35.124,81987,44.417,81564,36.478,84151,41.253,85172,42.597,83993,44.402,83348,63.119,83630,60.464,81698,63.439,82998,63.34,81458,99.921,DSNY-BRS-1033,67.431,82798,61.896,80720,83.521,85326,61.007,81735,72.009,81199,70.05,87369,88.781,83296,68.7,DSNY-BRS-1461,70.8,84273,70.683,80730,70.683,81119,83.306,FPC-493,90.267,FPC-620,84.172,83311,113.493,83999,84.442,FPC-714,85.628,83916,81.848,FPC-27,116.257,85444,91.672,FPC-397,112.328,81145,88.27,83521,85.973,FPC-621,98.092,Plentiful-1342,105.543,FPC-513
36047067000,Brooklyn,BK1802,-73.9227665010725,40.61272448790643,POINT (-73.92276648460376 40.61272448048746),POINT (-73.9227665010725 40.61272448790643),14.137,DSNY-BRS-1309,13.626,85338,32.754,84949,33.539,81987,33.02,84151,37.795,85172,46.721,81564,39.139,83993,40.944,83348,59.661,83630,57.006,81698,96.463,DSNY-BRS-1033,59.981,82998,59.882,81458,66.013,82798,58.438,80720,61.469,81735,68.551,81199,84.042,85326,85.323,83296,67.292,87369,65.88,DSNY-BRS-1461,67.342,84273,67.225,80730,67.225,81119,80.445,FPC-493,110.035,83999,80.714,83311,90.788,FPC-620,82.721,FPC-714,112.799,85444,87.457,83916,83.677,FPC-27,88.403,FPC-397,108.87,81145,90.099,83521,87.802,FPC-621,94.634,Plentiful-1342,102.085,FPC-513
36047067200,Brooklyn,BK1801,-73.92780410907224,40.61875900354671,POINT (-73.92780408031108 40.61875889392286),POINT (-73.92780410907224 40.61875900354671),9.551,DSNY-BRS-1309,9.04,85338,29.236,84949,29.224,81987,29.502,84151,34.277,85172,33.594,83993,47.549,81564,37.426,83348,55.202,83630,53.488,81698,56.463,82998,56.364,81458,90.918,DSNY-BRS-1033,62.495,82798,54.92,80720,57.951,81735,65.033,81199,80.524,85326,63.774,87369,62.362,DSNY-BRS-1461,80.864,83296,63.824,84273,63.707,80730,63.707,81119,76.927,FPC-493,77.196,83311,105.576,83999,87.27,FPC-620,79.203,FPC-714,88.285,83916,108.34,85444,84.885,FPC-397,84.505,FPC-27,105.352,81145,90.927,83521,88.63,FPC-621,91.116,Plentiful-1342,98.567,FPC-513
36047067400,Brooklyn,BK1801,-73.93026960292609,40.619823214683784,POINT (-73.93026957850991 40.61982315447559),POINT (-73.93026960292609 40.61982321468378),11.974,DSNY-BRS-1309,11.463,85338,27.952,84949,31.122,81987,28.218,84151,32.993,85172,36.017,83993,48.046,81564,36.142,83348,57.625,83630,52.204,81698,55.179,82998,55.08,81458,61.211,82798,53.636,80720,93.341,DSNY-BRS-1033,56.667,81735,63.749,81199,79.24,85326,62.49,87369,61.078,DSNY-BRS-1461,83.287,83296,62.54,84273,62.423,80730,62.423,81119,75.643,FPC-493,75.912,83311,85.986,FPC-620,107.999,83999,77.919,FPC-714,87.104,83916,83.324,FPC-27,83.601,FPC-397,110.763,85444,104.068,81145,89.746,83521,87.449,FPC-621,89.832,Plentiful-1342,97.283,FPC-513
36047067600,Brooklyn,BK1801,-73.92720071766125,40.624995009431245,POINT (-73.92720074732073 40.624995007532625),POINT (-73.92720071766125 40.62499500943125),6.065,DSNY-BRS-1309,5.554,85338,28.14,84949,25.615,81987,32.148,84151,36.923,85172,30.108,83993,48.888,81564,40.072,83348,50.623,83630,53.709,81698,55.569,81458,56.652,82998,87.432,DSNY-BRS-1033,62.716,82798,57.566,80720,60.597,81735,65.254,81199,64.769,87369,65.008,DSNY-BRS-1461,80.745,85326,76.285,83296,66.47,84273,66.353,80730,66.353,81119,77.148,FPC-493,79.031,83311,100.997,83999,76.35,FPC-714,87.491,FPC-620,82.08,FPC-397,103.761,85444,88.468,83916,84.688,FPC-27,105.573,81145,91.337,Plentiful-1342,91.11,83521,88.813,FPC-621,101.213,FPC-513
36047067800,Brooklyn,BK1801,-73.92277891935862,40.62614899068661,POINT (-73.92277891562702 40.626148970778324),POINT (-73.92277891935862 40.62614899068661),10.119,DSNY-BRS-1309,9.608,85338,32.194,84949,26.429,81987,36.002,84151,40.777,85172,34.162,83993,52.742,81564,43.926,83348,51.545,83630,57.763,81698,89.991,DSNY-BRS-1033,59.623,81458,60.706,82998,66.77,82798,61.42,80720,64.451,81735,69.308,81199,77.207,83296,68.862,DSNY-BRS-1461,68.823,87369,84.799,85326,70.324,84273,70.207,80730,70.207,81119,81.202,FPC-493,83.085,83311,101.919,83999,80.404,FPC-714,91.545,FPC-620,104.683,85444,86.134,FPC-397,109.627,81145,92.322,83916,88.542,FPC-27,95.391,Plentiful-1342,105.067,FPC-513,94.964,83521,105.067,FPC-662
36047068000,Brooklyn,BK1801,-73.92518778890287,40.621376373385615,POINT (-73.92518778443721 40.621376353459596),POINT (-73.92518778890287 40.62137637338562),9.144,DSNY-BRS-1309,8.633,85338,32.178,84949,28.69,81987,34.301,84151,39.076,85172,34.146,83993,49.918,81564,42.225,83348,54.668,83630,57.747,81698,59.607,81458,60.69,82998,91.47,DSNY-BRS-1033,66.754,82798,59.719,80720,62.75,81735,69.292,81199,84.783,85326,68.573,87369,67.161,DSNY-BRS-1461,80.33,83296,68.623,84273,68.506,80730,68.506,81119,81.186,FPC-493,81.995,83311,105.042,83999,80.388,FPC-714,91.529,FPC-620,107.806,85444,86.118,FPC-397,90.654,83916,86.874,FPC-27,109.611,81145,93.296,83521,95.375,Plentiful-1342,90.999,FPC-621,103.366,FPC-513
36047068200,Brooklyn,BK1801,-73.92413049014102,40.61664702294254,POINT (-73.92413047264293 40.61664701112319),POINT (-73.92413049014102 40.61664702294254),11.695,DSNY-BRS-1309,11.184,85338,33.573,84949,31.241,81987,33.839,84151,38.614,85172,36.697,83993,49.298,81564,41.763,83348,57.219,83630,57.825,81698,60.8,82998,60.701,81458,94.021,DSNY-BRS-1033,66.832,82798,59.257,80720,62.288,81735,69.37,81199,84.861,85326,82.881,83296,68.111,87369,66.699,DSNY-BRS-1461,68.161,84273,68.044,80730,68.044,81119,81.264,FPC-493,81.533,83311,107.593,83999,91.607,FPC-620,82.939,FPC-714,110.357,85444,90.034,83916,88.669,FPC-397,86.254,FPC-27,109.689,81145,92.676,83521,90.379,FPC-621,95.453,Plentiful-1342,102.904,FPC-513
