GEOID,BoroName,NTA2020,lon,lat,centroid,geometry,tt_0,fp_0,tt_1,fp_1,tt_2,fp_2,tt_3,fp_3,tt_4,fp_4,tt_5,fp_5,tt_6,fp_6,tt_7,fp_7,tt_8,fp_8,tt_9,fp_9,tt_10,fp_10,tt_11,fp_11,tt_12,fp_12,tt_13,fp_13,tt_14,fp_14,tt_15,fp_15,tt_16,fp_16,tt_17,fp_17,tt_18,fp_18,tt_19,fp_19,tt_20,fp_20,tt_21,fp_21,tt_22,fp_22,tt_23,fp_23,tt_24,fp_24,tt_25,fp_25,tt_26,fp_26,tt_27,fp_27,tt_28,fp_28,tt_29,fp_29,tt_30,fp_30,tt_31,fp_31,tt_32,fp_32,tt_33,fp_33,tt_34,fp_34,tt_35,fp_35,tt_36,fp_36,tt_37,fp_37,tt_38,fp_38
36061000100,Manhattan,MN0191,-74.04233963651815,40.69567322688057,POINT (-74.04233991488555 40.69567298240604),POINT (-74.04233963651815 40.69567322688057),234.393,81698,245.685,82998,244.754,81458,250.846,80720,248.01,83348,226.543,85326,252.934,81735,257.307,82798,259.074,87369,258.39,DSNY-BRS-1461,260.761,85172,259.845,81199,211.803,FPC-620,260.862,84151,260.032,81119,260.032,80730,260.149,84273,202.977,83916,269.521,84949,200.474,FPC-27,261.561,83993,250.431,81564,270.855,81987,276.853,85338,276.89,DSNY-BRS-1309,207.453,83521,272.904,83311,205.561,FPC-621,271.739,FPC-493,280.513,83630,270.655,FPC-714,276.385,FPC-397,290.993,DSNY-BRS-1033,285.928,Plentiful-1342,300.164,81145,294.892,FPC-513,294.892,FPC-662,294.892,80086,294.003,83296
36061000201,Manhattan,MN0301,-73.98584800829613,40.711868746013344,POINT (-73.98584800028144 40.71186871871548),POINT (-73.98584800829613 40.71186874601334),27.858,81458,28.736,82998,26.882,80720,32.545,83348,32.914,82798,33.226,81698,27.088,81735,36.67,87369,38.372,81199,35.816,DSNY-BRS-1461,44.088,85172,43.235,84151,34.604,83993,42.083,84273,41.966,80730,41.966,81119,51.894,84949,53.399,81987,49.603,83630,49.798,83311,49.761,FPC-493,58.687,85338,58.073,DSNY-BRS-1309,48.107,FPC-714,54.279,FPC-397,58.814,85326,61.127,81564,61.346,DSNY-BRS-1033,65.569,FPC-620,66.35,83916,65.04,Plentiful-1342,62.57,FPC-27,79.942,81145,75.634,FPC-513,75.634,FPC-662,63.672,83296,75.634,80086,68.992,83521,66.695,FPC-621
36061000600,Manhattan,MN0301,-73.989476789607,40.71195059941946,POINT (-73.9894767752886 40.711950582311424),POINT (-73.989476789607 40.71195059941946),24.362,81458,25.624,82998,22.166,80720,28.51,81698,28.198,82798,27.829,83348,22.372,81735,31.954,87369,33.656,81199,31.1,DSNY-BRS-1461,39.372,85172,38.519,84151,29.888,83993,38.148,84273,38.031,81119,38.031,80730,47.178,84949,48.683,81987,45.082,83311,48.84,83630,47.113,FPC-493,53.971,85338,53.357,DSNY-BRS-1309,43.833,FPC-714,54.94,85326,49.563,FPC-397,57.253,81564,56.63,DSNY-BRS-1033,61.695,FPC-620,62.476,83916,58.696,FPC-27,60.944,Plentiful-1342,76.146,81145,65.118,83521,62.821,FPC-621,71.838,FPC-513,71.838,FPC-662,71.838,80086,58.956,83296
36061001401,Manhattan,MN0302,-73.98733213729894,40.71516046573841,POINT (-73.98733213277733 40.715160475095416),POINT (-73.98733213729894 40.71516046573841),24.54,81458,26.323,82998,23.407,80720,29.439,82798,23.613,81735,29.751,81698,29.07,83348,33.195,87369,34.761,81199,31.387,DSNY-BRS-1461,40.613,85172,39.76,84151,39.389,84273,39.272,80730,39.272,81119,31.129,83993,48.419,84949,49.924,81987,46.323,83311,43.608,FPC-493,43.633,83630,55.212,85338,54.598,DSNY-BRS-1309,41.97,FPC-714,49.2,FPC-397,55.708,85326,58.328,81564,57.871,DSNY-BRS-1033,62.454,FPC-620,58.903,Plentiful-1342,63.551,83916,59.771,FPC-27,77.284,81145,73.047,FPC-513,73.047,FPC-662,73.047,80086,60.197,83296,66.193,83521,63.896,FPC-621
36061001402,Manhattan,MN0302,-73.9858816314248,40.71751329862137,POINT (-73.98588163638996 40.71751329107455),POINT (-73.9858816314248 40.71751329862137),22.466,81458,22.534,82998,20.79,80720,26.269,82798,20.996,81735,28.952,83348,29.633,81698,30.578,87369,31.727,81199,29.724,DSNY-BRS-1461,36.772,84273,36.655,80730,36.655,81119,39.81,85172,39.642,84151,31.011,83993,48.301,84949,49.806,81987,43.706,83311,45.152,FPC-493,39.844,83630,42.457,FPC-714,55.094,85338,54.48,DSNY-BRS-1309,48.187,FPC-397,51.919,85326,55.747,81564,55.254,DSNY-BRS-1033,58.665,FPC-620,59.462,Plentiful-1342,59.867,83916,56.154,FPC-27,73.698,81145,69.39,FPC-513,69.39,FPC-662,69.39,80086,57.58,83296,62.576,83521,60.279,FPC-621
36061001800,Manhattan,MN0302,-73.99084216687713,40.719046119948565,POINT (-73.99084214553514 40.719046119924954),POINT (-73.99084216687713 40.71904611994857),18.406,81458,19.566,82998,20.672,80720,22.502,82798,19.787,81735,29.515,81698,29.369,87369,28.834,83348,26.595,DSNY-BRS-1461,27.96,81199,34.61,80730,34.61,81119,34.727,84273,40.304,85172,39.524,84151,30.893,83993,48.183,84949,43.588,83311,40.322,FPC-493,49.688,81987,41.712,83630,37.178,FPC-714,54.976,85338,54.362,DSNY-BRS-1309,44.408,FPC-397,52.413,85326,53.795,81564,55.136,DSNY-BRS-1033,59.159,FPC-620,54.111,Plentiful-1342,60.361,83916,56.648,FPC-27,72.442,81145,68.776,FPC-513,68.776,FPC-662,68.776,80086,63.07,83521,60.773,FPC-621,57.462,83296
36061002201,Manhattan,MN0302,-73.9818441595981,40.71911566546385,POINT (-73.98184414606295 40.71911565637374),POINT (-73.9818441595981 40.71911566546385),20.463,81458,23.953,82998,24.711,80720,25.94,82798,25.882,81735,34.974,83348,35.464,87369,31.398,81199,32.69,DSNY-BRS-1461,35.655,81698,40.822,84273,40.705,80730,40.705,81119,46.308,85172,45.664,84151,37.033,83993,54.323,84949,49.383,83311,55.828,81987,44.248,FPC-493,44.603,83630,43.273,FPC-714,61.116,85338,60.502,DSNY-BRS-1309,50.503,FPC-397,57.98,85326,60.323,81564,60.931,DSNY-BRS-1033,60.206,Plentiful-1342,64.726,FPC-620,75.571,81145,65.928,83916,62.501,FPC-27,71.334,FPC-513,71.334,FPC-662,71.334,80086,63.257,83296,68.923,83521,66.626,FPC-621
36061002601,Manhattan,MN0303,-73.97993015397464,40.72258485164247,POINT (-73.97993013644351 40.72258485381506),POINT (-73.97993015397464 40.72258485164247),24.664,82798,21.362,81458,20.808,80720,24.852,82998,26.143,81735,30.122,81199,34.662,87369,33.589,DSNY-BRS-1461,37.343,83348,38.024,81698,38.182,84273,38.065,81119,38.065,80730,39.402,83993,48.886,85172,48.033,84151,47.992,83311,56.692,84949,42.121,FPC-493,58.197,81987,40.7,83630,44.172,FPC-714,63.485,85338,62.871,DSNY-BRS-1309,51.402,FPC-397,61.83,DSNY-BRS-1033,58.879,85326,61.222,81564,57.432,Plentiful-1342,65.625,FPC-620,71.668,81145,67.431,FPC-513,67.431,FPC-662,67.431,80086,66.827,83916,63.4,FPC-27,64.156,83296,76.733,Plentiful-1430,76.733,83333
36061002602,Manhattan,MN0303,-73.97861335594028,40.72438922415978,POINT (-73.9786133390267 40.72438922658674),POINT (-73.97861335594028 40.72438922415978),21.681,82798,17.825,80720,23.779,81458,27.269,82998,23.16,81735,27.139,81199,31.679,87369,31.268,DSNY-BRS-1461,38.754,83348,39.435,81698,35.199,84273,35.082,81119,35.082,80730,40.813,83993,47.858,85172,49.444,84151,45.009,83311,39.138,FPC-493,58.103,84949,37.717,83630,58.193,81987,43.26,FPC-714,63.477,85338,64.106,DSNY-BRS-1309,48.99,FPC-397,61.187,DSNY-BRS-1033,63.639,81564,60.364,85326,54.449,Plentiful-1342,68.685,81145,67.11,FPC-620,64.448,FPC-513,64.448,FPC-662,64.448,80086,67.913,83916,63.513,83296,64.133,FPC-27,73.75,Plentiful-1430,73.75,83333
36061002800,Manhattan,MN0303,-73.97681304479434,40.726860955813045,POINT (-73.97681303615444 40.726860950834535),POINT (-73.97681304479434 40.72686095581304),20.584,82798,16.728,80720,22.063,81735,25.944,81458,26.744,82998,26.042,81199,30.582,87369,30.171,DSNY-BRS-1461,38.409,83348,34.102,84273,41.6,81698,33.985,80730,33.985,81119,42.978,83993,46.761,85172,49.476,84151,43.912,83311,39.163,FPC-493,57.821,84949,36.62,83630,57.096,81987,42.163,FPC-714,47.893,FPC-397,62.38,85338,63.009,DSNY-BRS-1309,60.09,DSNY-BRS-1033,62.852,81564,59.267,85326,53.352,Plentiful-1342,67.588,81145,66.013,FPC-620,63.351,FPC-513,63.351,FPC-662,63.351,80086,62.416,83296,66.816,83916,63.036,FPC-27,72.653,Plentiful-1430,72.653,83333
36061003100,Manhattan,MN0102,-74.00381559584184,40.71531057200895,POINT (-74.00381569131154 40.71531053046602),POINT (-74.00381559584184 40.71531057200895),12.026,82998,11.214,81458,18.633,80720,30.833,81698,20.825,82798,19.039,81735,27.177,87369,26.717,83348,25.826,DSNY-BRS-1461,24.595,81199,28.458,81119,28.458,80730,28.575,84273,35.176,85172,37.784,84151,30.354,83993,46.236,84949,41.007,83311,45.404,81987,36.489,FPC-493,45.28,83630,38.758,FPC-714,52.053,85338,51.439,DSNY-BRS-1309,41.998,85326,44.488,FPC-397,44.311,81564,48.894,FPC-620,50.05,83916,46.27,FPC-27,57.742,DSNY-BRS-1033,50.678,Plentiful-1342,52.692,83521,50.395,FPC-621,64.914,81145,60.606,FPC-513,60.606,FPC-662,60.606,80086,60.068,83296
36061003200,Manhattan,MN0303,-73.98370701917263,40.72555328579269,POINT (-73.98370702842817 40.72555327845573),POINT (-73.98370701917263 40.72555328579269),18.002,80720,22.308,82798,20.152,81458,23.642,82998,23.337,81735,31.856,87369,27.766,81199,30.483,DSNY-BRS-1461,33.853,83348,34.534,81698,35.376,84273,35.259,81119,35.259,80730,45.396,85172,35.912,83993,44.543,84151,45.186,83311,40.002,FPC-493,53.202,84949,54.707,81987,37.894,83630,42.962,FPC-714,49.167,FPC-397,59.995,85338,59.381,DSNY-BRS-1309,57.669,85326,59.423,DSNY-BRS-1033,60.012,81564,55.076,Plentiful-1342,64.415,FPC-620,69.312,81145,65.617,83916,65.075,FPC-513,65.075,FPC-662,65.075,80086,62.19,FPC-27,61.749,83296,74.377,Plentiful-1430,74.377,83333
36061003300,Manhattan,MN0102,-74.00614634416432,40.71886214043471,POINT (-74.00614634471161 40.718862096530124),POINT (-74.00614634416432 40.71886214043471),7.319,82998,7.353,81458,11.455,80720,23.771,82798,15.888,81735,32.3,81698,22.028,87369,18.077,DSNY-BRS-1461,27.976,83348,27.12,81199,24.961,81119,24.961,80730,25.078,84273,37.505,85172,38.052,84151,28.457,83993,46.711,84949,35.858,83311,43.014,FPC-493,47.252,81987,33.609,FPC-714,45.401,83630,45.678,85326,52.54,85338,51.926,DSNY-BRS-1309,39.339,FPC-397,47.991,81564,52.765,FPC-620,53.73,83916,49.95,FPC-27,53.976,DSNY-BRS-1033,55.13,Plentiful-1342,56.372,83521,54.075,FPC-621,68.584,81145,59.821,FPC-513,59.821,FPC-662,59.821,80086,58.639,83296
36061003400,Manhattan,MN0303,-73.98145767697616,40.72900590859083,POINT (-73.98145767533329 40.729005907658376),POINT (-73.98145767697616 40.72900590859083),17.991,82798,13.515,80720,18.85,81735,22.763,81458,24.91,82998,27.369,87369,23.449,81199,26.958,DSNY-BRS-1461,35.816,83348,30.889,84273,30.772,80730,30.772,81119,37.145,81698,38.523,83993,43.672,85172,46.883,84151,40.699,83311,36.438,FPC-493,54.732,84949,38.95,FPC-714,33.407,83630,54.503,81987,44.68,FPC-397,59.167,85338,59.796,DSNY-BRS-1309,56.877,DSNY-BRS-1033,56.674,85326,59.805,81564,50.759,Plentiful-1342,64.995,81145,63.42,FPC-620,60.758,FPC-513,60.758,FPC-662,60.758,80086,64.223,83916,60.443,FPC-27,59.203,83296,70.06,Plentiful-1430,70.06,83333
36061003601,Manhattan,MN0302,-73.9911271645957,40.72231932780311,POINT (-73.99112716050642 40.72231932551375),POINT (-73.9911271645957 40.72231932780311),16.183,81458,19.673,82998,18.751,80720,20.966,82798,18.957,81735,28.539,87369,27.685,DSNY-BRS-1461,26.424,81199,30.594,81698,29.913,83348,34.616,80730,34.616,81119,34.733,84273,41.456,85172,40.603,84151,31.972,83993,41.667,83311,49.262,84949,39.27,FPC-493,50.767,81987,41.688,83630,38.993,FPC-714,56.055,85338,55.441,DSNY-BRS-1309,46.148,FPC-397,53.678,85326,55.969,81564,53.215,DSNY-BRS-1033,60.424,FPC-620,55.926,Plentiful-1342,61.626,83916,58.036,FPC-27,70.906,81145,67.014,FPC-513,67.014,FPC-662,67.014,80086,64.458,83521,62.161,FPC-621,55.541,83296
36061003602,Manhattan,MN0303,-73.99020046176119,40.724560375260566,POINT (-73.99020044930231 40.7245603764933),POINT (-73.99020046176119 40.72456037526057),14.915,81458,18.405,82998,19.082,80720,17.763,82798,19.393,81735,28.975,87369,27.142,DSNY-BRS-1461,23.221,81199,31.03,81698,30.349,83348,35.052,80730,35.052,81119,35.169,84273,40.9,85172,41.039,84151,32.408,83993,42.103,83311,36.556,FPC-493,49.698,84949,51.203,81987,37.725,FPC-714,38.974,83630,56.491,85338,55.877,DSNY-BRS-1309,44.955,FPC-397,52.432,85326,54.775,81564,53.651,DSNY-BRS-1033,59.178,FPC-620,54.038,Plentiful-1342,60.38,83916,56.953,FPC-27,67.703,81145,64.037,FPC-513,64.037,FPC-662,64.037,80086,63.375,83521,55.977,83296,61.078,FPC-621
36061003700,Manhattan,MN0201,-74.0074867941145,40.726278564944955,POINT (-74.0074867844917 40.726278558965056),POINT (-74.0074867941145 40.72627856494496),4.267,82998,4.315,81458,8.754,80720,15.554,81735,22.069,82798,21.946,87369,19.074,DSNY-BRS-1461,36.293,81698,26.728,81199,32.315,83348,24.889,80730,24.889,81119,25.006,84273,43.515,85172,42.391,84151,35.276,83311,33.956,83993,40.648,FPC-493,51.05,84949,33.527,FPC-714,52.751,81987,40.895,83630,39.257,FPC-397,53.75,85326,58.039,85338,57.425,DSNY-BRS-1309,56.683,81564,60.496,FPC-620,60.989,83916,57.209,FPC-27,53.394,DSNY-BRS-1033,54.837,Plentiful-1342,63.631,83521,61.334,FPC-621,68.512,81145,59.749,FPC-513,59.749,FPC-662,59.749,80086,58.305,83296
36061003900,Manhattan,MN0102,-74.0107807590449,40.72079553570638,POINT (-74.0107807731053 40.72079547237539),POINT (-74.01078075904491 40.72079553570638),10.008,82998,11.382,81458,16.483,80720,19.443,81735,27.326,82798,35.855,81698,25.583,87369,23.105,DSNY-BRS-1461,31.082,83348,30.675,81199,29.047,81119,29.047,80730,29.164,84273,41.735,85172,41.158,84151,32.012,83993,39.413,83311,49.817,84949,46.864,FPC-493,50.807,81987,37.164,FPC-714,50.843,85326,48.891,83630,56.095,85338,55.481,DSNY-BRS-1309,42.894,FPC-397,53.156,81564,57.93,FPC-620,58.895,83916,55.115,FPC-27,57.531,DSNY-BRS-1033,61.537,83521,58.685,Plentiful-1342,59.24,FPC-621,72.67,81145,63.907,FPC-513,63.907,FPC-662,63.907,80086,62.194,83296
36061004001,Manhattan,MN0303,-73.9849021192912,40.730264485255454,POINT (-73.98490213004057 40.730264478967435),POINT (-73.98490211929121 40.73026448525545),18.562,82798,15.05,80720,22.923,81458,20.385,81735,23.616,82998,28.904,87369,28.307,DSNY-BRS-1461,24.02,81199,32.386,84273,32.269,81119,32.269,80730,36.387,83348,38.656,81698,42.234,83311,40.034,83993,44.739,85172,47.454,84151,34.833,FPC-493,40.306,FPC-714,55.799,84949,34.942,83630,55.074,81987,46.215,FPC-397,60.702,85338,61.109,DSNY-BRS-1309,57.245,85326,57.189,DSNY-BRS-1033,59.879,81564,51.33,Plentiful-1342,63.991,FPC-620,65.566,81145,61.329,FPC-513,61.329,FPC-662,61.329,80086,64.794,83916,61.014,FPC-27,60.72,83296,70.631,Plentiful-1430,70.631,83333
36061004002,Manhattan,MN0303,-73.98720895456378,40.73124230289812,POINT (-73.98720896594332 40.73124229637703),POINT (-73.98720895456378 40.73124230289812),12.723,80720,15.714,82798,21.258,81458,18.147,81735,22.743,82998,26.729,87369,25.518,DSNY-BRS-1461,21.172,81199,29.538,84273,29.421,81119,29.421,80730,35.803,81698,33.539,83348,40.059,83311,41.891,85172,37.181,83993,44.606,84151,34.293,FPC-493,37.458,FPC-714,52.951,84949,34.761,83630,52.226,81987,44.04,FPC-397,58.875,85338,58.261,DSNY-BRS-1309,54.397,85326,54.304,DSNY-BRS-1033,57.982,81564,48.482,Plentiful-1342,61.143,FPC-620,62.718,81145,58.481,FPC-513,58.481,FPC-662,58.481,80086,61.946,83916,58.166,FPC-27,57.872,83296,67.783,Plentiful-1430,67.783,83333
36061004100,Manhattan,MN0201,-73.99669598277335,40.7191636873842,POINT (-73.99669600087324 40.71916366692359),POINT (-73.99669598277335 40.7191636873842),14.766,81458,14.143,82998,20.823,80720,18.951,82798,18.151,81735,37.378,81698,27.733,87369,27.001,83348,24.959,DSNY-BRS-1461,24.409,81199,32.686,81119,32.686,80730,32.803,84273,34.619,85172,38.732,84151,34.542,83993,45.679,84949,42.183,83311,38.473,FPC-493,50.017,81987,44.291,83630,35.542,FPC-714,55.916,85338,56.052,DSNY-BRS-1309,42.772,FPC-397,48.852,85326,51.327,81564,55.598,FPC-620,57.755,DSNY-BRS-1033,56.8,83916,53.505,FPC-27,52.475,Plentiful-1342,68.891,81145,59.927,83521,57.63,FPC-621,65.225,FPC-513,65.225,FPC-662,65.225,80086,60.081,83296
36061004300,Manhattan,MN0201,-73.99546720645795,40.723324400824275,POINT (-73.99546719978427 40.723324396693656),POINT (-73.99546720645795 40.72332440082427),11.47,81458,14.819,82998,17.759,80720,16.165,82798,16.663,81735,26.245,87369,22.53,DSNY-BRS-1461,33.308,81698,21.623,81199,29.789,83348,31.468,80730,31.468,81119,31.585,84273,37.443,85172,41.556,84151,34.686,83993,40.695,83311,35.687,FPC-493,48.503,84949,51.121,81987,34.054,FPC-714,42.454,83630,57.77,85338,57.156,DSNY-BRS-1309,41.284,FPC-397,48.076,85326,50.419,81564,52.921,DSNY-BRS-1033,54.822,FPC-620,50.987,Plentiful-1342,56.024,83916,52.597,FPC-27,66.105,81145,62.182,FPC-513,62.182,FPC-662,62.182,80086,59.019,83521,56.722,FPC-621,55.247,83296
36061004500,Manhattan,MN0201,-73.99939082189476,40.72057033019494,POINT (-73.99939084546835 40.72057031667378),POINT (-73.99939082189476 40.72057033019494),11.205,81458,10.458,82998,18.825,80720,17.299,82798,16.418,81735,25.461,87369,34.409,81698,24.111,DSNY-BRS-1461,24.582,83348,22.757,81199,30.267,81119,30.267,80730,30.384,84273,32.2,85172,36.313,84151,33.423,83993,41.179,83311,43.26,84949,36.821,FPC-493,47.598,81987,38.233,FPC-714,44.029,83630,53.497,85338,53.633,DSNY-BRS-1309,44.66,FPC-397,45.453,85326,47.928,81564,52.199,FPC-620,56.257,DSNY-BRS-1033,53.401,83916,50.106,FPC-27,53.574,Plentiful-1342,56.528,83521,67.239,81145,54.231,FPC-621,63.573,FPC-513,63.573,FPC-662,63.573,80086,58.583,83296
36061005200,Manhattan,MN0501,-73.99045862330036,40.73743473648013,POINT (-73.99045864282371 40.73743472095588),POINT (-73.99045862330036 40.73743473648013),10.3,80720,13.96,82798,11.682,81735,20.151,81458,20.237,82998,20.725,87369,19.053,DSNY-BRS-1461,19.418,81199,25.531,81119,25.531,80730,25.648,84273,36.171,81698,27.808,83348,38.433,83311,32.539,FPC-493,38.612,83993,35.426,85172,39.539,84151,35.117,FPC-714,46.486,84949,42.347,FPC-397,35.635,83630,50.472,81987,56.723,85338,56.507,DSNY-BRS-1309,52.643,85326,51.521,DSNY-BRS-1033,46.728,Plentiful-1342,55.117,81564,59.389,FPC-620,60.964,81145,56.727,FPC-513,56.727,FPC-662,56.727,80086,60.192,83916,56.412,FPC-27,66.029,Plentiful-1430,66.029,83333,53.847,83296
36061005400,Manhattan,MN0501,-73.99367779133667,40.73881207743306,POINT (-73.99367780718457 40.738812069516676),POINT (-73.99367779133667 40.73881207743306),8.619,80720,10.379,81735,16.099,82798,18.155,81458,16.046,82998,19.714,87369,15.958,DSNY-BRS-1461,22.043,81199,23.123,81119,23.123,80730,23.24,84273,37.78,81698,33.337,83348,36.246,83311,37.8,FPC-493,34.142,FPC-714,40.955,85172,39.158,83993,45.068,84151,41.372,FPC-397,52.015,84949,38.549,83630,56.001,81987,62.252,85338,62.036,DSNY-BRS-1309,56.381,85326,48.853,DSNY-BRS-1033,51.075,Plentiful-1342,58.724,81564,63.127,FPC-620,66.493,81145,59.548,FPC-513,59.548,FPC-662,59.548,80086,64.329,83916,60.902,FPC-27,67.414,Plentiful-1430,67.414,83333,67.324,83521
36061005501,Manhattan,MN0202,-73.99708180830041,40.727672610534896,POINT (-73.99708181650152 40.72767260351943),POINT (-73.99708180830041 40.7276726105349),11.357,81458,14.75,82998,18.466,80720,16.404,82798,18.022,81735,26.316,87369,24.83,DSNY-BRS-1461,21.862,81199,34.667,81698,31.856,83348,32.845,81119,32.845,80730,32.962,84273,39.541,85172,43.654,84151,39.146,83311,36.045,83993,35.926,FPC-493,50.601,84949,35.413,FPC-714,53.219,81987,43.134,83630,42.643,FPC-397,59.868,85338,59.254,DSNY-BRS-1309,49.235,85326,51.578,81564,54.28,DSNY-BRS-1033,55.981,FPC-620,52.346,Plentiful-1342,57.183,83916,53.756,FPC-27,66.344,81145,62.678,FPC-513,62.678,FPC-662,62.678,80086,60.178,83521,57.881,FPC-621,56.606,83296
36061005502,Manhattan,MN0202,-73.99387212712992,40.726223496692796,POINT (-73.99387212794875 40.72622349092178),POINT (-73.99387212712992 40.7262234966928),13.244,81458,16.292,82998,15.575,80720,13.231,82798,16.313,81735,25.895,87369,23.121,DSNY-BRS-1461,18.689,81199,32.958,81698,28.75,83348,31.136,81119,31.136,80730,31.253,84273,36.368,85172,40.481,84151,34.336,83993,40.345,83311,32.753,FPC-493,47.428,84949,33.704,FPC-714,50.046,81987,39.961,83630,40.934,FPC-397,56.695,85338,56.081,DSNY-BRS-1309,48.884,85326,51.227,81564,52.571,DSNY-BRS-1033,55.63,FPC-620,49.506,Plentiful-1342,56.832,83916,53.405,FPC-27,63.171,81145,59.505,FPC-513,59.505,FPC-662,59.505,80086,59.827,83521,57.53,FPC-621,54.897,83296
36061005800,Manhattan,MN0501,-73.99051618494464,40.74315158928294,POINT (-73.99051620582514 40.74315157654082),POINT (-73.99051618494464 40.74315158928294),8.882,81735,13.278,82798,10.751,80720,18.217,87369,16.99,DSNY-BRS-1461,21.43,81458,19.321,82998,19.727,81199,24.409,81119,24.409,80730,24.526,84273,38.68,81698,34.749,83311,36.058,83348,34.894,FPC-493,32.645,FPC-714,40.058,83993,43.676,85172,47.789,84151,39.875,FPC-397,42.057,83630,54.736,84949,57.326,81987,63.975,85338,63.361,DSNY-BRS-1309,56.781,85326,49.578,Plentiful-1342,47.356,DSNY-BRS-1033,59.094,81564,65.312,81145,63.868,FPC-620,59.723,FPC-513,59.723,FPC-662,59.723,80086,65.052,83916,61.272,FPC-27,67.589,Plentiful-1430,67.589,83333,49.682,83296
36061006300,Manhattan,MN0202,-73.99686078482694,40.734421701854465,POINT (-73.99686080680512 40.734421687788746),POINT (-73.99686078482694 40.73442170185447),9.487,80720,13.578,81458,11.885,82998,12.0,81735,16.629,82798,20.71,87369,16.796,DSNY-BRS-1461,22.087,81199,23.213,81119,23.213,80730,23.33,84273,35.982,81698,33.234,83348,33.54,83311,36.151,FPC-493,42.717,85172,44.253,84151,32.139,83993,32.291,FPC-714,53.018,84949,39.558,83630,38.021,FPC-397,50.934,81987,56.222,85338,55.608,DSNY-BRS-1309,52.031,85326,54.374,81564,51.158,DSNY-BRS-1033,49.724,Plentiful-1342,58.777,FPC-620,59.979,83916,56.552,FPC-27,66.379,81145,58.073,FPC-513,58.073,FPC-662,58.073,80086,62.974,83521,60.677,FPC-621,65.939,Plentiful-1430
36061006500,Manhattan,MN0202,-73.99957850679242,40.72996721995922,POINT (-73.99957852694195 40.729967207054514),POINT (-73.99957850679242 40.72996721995922),8.753,81458,13.662,80720,12.243,82998,20.983,82798,14.473,81735,20.811,87369,20.508,DSNY-BRS-1461,25.515,81199,36.083,81698,27.392,81119,27.392,80730,27.509,84273,33.335,83348,33.641,83311,45.049,85172,44.354,84151,32.24,83993,40.505,FPC-493,32.392,FPC-714,54.751,84949,51.035,81987,43.577,83630,38.122,FPC-397,56.323,85338,55.709,DSNY-BRS-1309,54.14,85326,56.483,81564,60.886,FPC-620,51.259,DSNY-BRS-1033,49.825,Plentiful-1342,62.088,83916,58.661,FPC-27,70.923,81145,62.252,FPC-513,62.252,FPC-662,62.252,80086,65.083,83521,62.786,FPC-621,53.585,83296
36061006700,Manhattan,MN0203,-74.00412224839053,40.73045257093796,POINT (-74.0041222640263 40.730452565666816),POINT (-74.00412224839053 40.73045257093796),8.072,81458,6.982,82998,11.676,80720,15.546,81735,23.239,82798,21.576,87369,18.298,DSNY-BRS-1461,26.588,81199,36.848,81698,25.182,80730,25.182,81119,25.299,84273,32.378,83348,34.406,83311,43.925,85172,42.454,84151,42.967,FPC-493,33.005,83993,33.157,FPC-714,51.113,84949,51.8,81987,44.095,83630,38.887,FPC-397,57.088,85338,56.474,DSNY-BRS-1309,53.799,85326,57.043,81564,60.545,FPC-620,52.024,DSNY-BRS-1033,61.052,83916,50.59,Plentiful-1342,57.272,FPC-27,68.805,81145,63.694,83521,61.397,FPC-621,60.042,FPC-513,60.042,FPC-662,60.042,80086,67.908,Plentiful-1430
36061006800,Manhattan,MN0602,-73.98407917312461,40.740437329601995,POINT (-73.98407919747356 40.740437312260795),POINT (-73.98407917312461 40.740437329602),9.232,82798,14.927,81735,15.477,80720,24.266,87369,20.766,DSNY-BRS-1461,16.486,81199,21.457,81458,22.843,82998,28.048,84273,27.931,81119,27.931,80730,35.622,83348,40.008,81698,38.271,83311,30.55,FPC-493,38.505,FPC-714,42.449,83993,43.557,85172,46.689,84151,45.717,FPC-397,38.51,83630,54.617,84949,54.309,81987,60.958,85338,60.344,DSNY-BRS-1309,48.932,DSNY-BRS-1033,49.529,Plentiful-1342,55.677,85326,57.99,81564,60.968,81145,59.5,FPC-513,59.5,FPC-662,59.5,80086,62.764,FPC-620,63.948,83916,68.83,Plentiful-1430,68.83,83333,60.168,FPC-27,55.624,83296
36061006900,Manhattan,MN0203,-74.00999837601391,40.73037892172992,POINT (-74.0099984141012 40.73037892288804),POINT (-74.00999837601391 40.73037892172992),11.976,82998,12.915,81458,13.909,80720,22.059,81735,27.224,82798,27.101,87369,23.46,DSNY-BRS-1461,32.682,81199,43.361,81698,30.044,80730,30.044,81119,30.161,84273,37.372,83348,40.431,83311,48.919,85172,47.448,84151,45.803,FPC-493,39.518,83993,38.682,FPC-714,56.107,84949,58.313,81987,44.412,FPC-397,46.05,83630,58.396,85326,63.601,85338,62.987,DSNY-BRS-1309,65.142,FPC-620,62.037,81564,66.046,83916,62.266,FPC-27,58.537,DSNY-BRS-1033,57.103,Plentiful-1342,68.688,83521,66.391,FPC-621,73.667,81145,64.904,FPC-513,64.904,FPC-662,64.904,80086,72.77,Plentiful-1430
