GEOID,BoroName,NTA2020,lon,lat,centroid,geometry,tt_0,fp_0,tt_1,fp_1,tt_2,fp_2,tt_3,fp_3,tt_4,fp_4,tt_5,fp_5,tt_6,fp_6,tt_7,fp_7,tt_8,fp_8,tt_9,fp_9,tt_10,fp_10,tt_11,fp_11,tt_12,fp_12,tt_13,fp_13,tt_14,fp_14,tt_15,fp_15,tt_16,fp_16,tt_17,fp_17,tt_18,fp_18,tt_19,fp_19,tt_20,fp_20,tt_21,fp_21,tt_22,fp_22,tt_23,fp_23,tt_24,fp_24
36061000100,Manhattan,MN0191,-74.04233963651815,40.69567322688057,POINT (-74.04233991488555 40.69567298240604),POINT (-74.04233963651815 40.69567322688057),173.6,85517,174.791,85345,180.452,85471,186.316,FPC-626,190.314,80491,190.705,DSNY-BRS-1058,190.946,87318,183.315,80720,185.85,FPC-559,191.565,85434,171.283,80341,184.077,80493,159.991,85343,184.78,87247,187.275,84055,176.723,85521,186.078,85544,180.871,85523,179.929,87369,181.985,85368,201.976,80419,182.232,DSNY-BRS-1461,200.875,Plentiful-1562,173.958,81586,200.582,85065
36061000201,Manhattan,MN0301,-73.98584800829613,40.711868746013344,POINT (-73.98584800028144 40.71186871871548),POINT (-73.98584800829613 40.71186874601334),10.424,FPC-626,12.063,85434,17.14,87318,20.18,80491,16.899,DSNY-BRS-1058,24.617,FPC-559,22.586,85345,23.575,85471,20.461,84055,24.303,80720,25.458,85517,27.531,80419,24.323,85544,25.517,Plentiful-1562,24.615,87247,25.026,80493,26.008,85065,23.427,85521,26.263,85368,30.294,80421,35.01,81324,29.359,85523,35.979,85351,29.954,87369,33.705,81207
36061000600,Manhattan,MN0301,-73.989476789607,40.71195059941946,POINT (-73.9894767752886 40.711950582311424),POINT (-73.989476789607 40.71195059941946),6.119,FPC-626,14.559,85434,12.424,87318,15.464,80491,12.183,DSNY-BRS-1058,20.873,FPC-559,17.82,85345,18.809,85471,20.692,85517,19.587,80720,21.736,84055,20.758,87247,20.465,80493,25.598,85544,23.529,80419,21.515,Plentiful-1562,18.711,85521,22.006,85065,21.547,85368,24.643,85523,30.294,81324,26.292,80421,25.238,87369,31.41,85351,28.729,81199
36061001401,Manhattan,MN0302,-73.98733213729894,40.71516046573841,POINT (-73.98733213277733 40.715160475095416),POINT (-73.98733213729894 40.71516046573841),6.804,FPC-626,9.741,85434,12.964,87318,15.012,80491,13.351,DSNY-BRS-1058,21.361,FPC-559,20.956,84055,19.884,85471,18.895,85345,20.755,80720,21.767,85517,21.926,87247,24.818,85544,21.633,80493,21.48,80419,19.466,Plentiful-1562,19.879,85521,19.957,85065,22.715,85368,25.811,85523,26.406,87369,24.243,80421,29.59,81324,30.009,85351,28.762,81199
36061001402,Manhattan,MN0302,-73.9858816314248,40.71751329862137,POINT (-73.98588163638996 40.71751329107455),POINT (-73.9858816314248 40.71751329862137),6.619,85434,10.548,87318,9.165,FPC-626,10.307,DSNY-BRS-1058,11.507,80491,18.997,FPC-559,22.193,84055,17.711,80720,20.153,85471,23.992,85544,16.78,85345,18.882,87247,18.589,80493,20.328,85517,16.835,85521,18.081,80419,16.067,Plentiful-1562,16.558,85065,19.671,85368,22.767,85523,23.362,87369,20.844,80421,26.853,81199,26.348,DSNY-BRS-1461,25.801,81324
36061001800,Manhattan,MN0302,-73.99084216687713,40.719046119948565,POINT (-73.99084214553514 40.719046119924954),POINT (-73.99084216687713 40.71904611994857),5.606,87318,7.268,80491,5.762,FPC-626,8.362,DSNY-BRS-1058,11.894,85434,17.692,FPC-559,17.273,80720,20.619,85471,22.111,84055,17.246,85345,18.444,87247,18.151,80493,20.794,85517,22.687,85544,16.043,85521,18.879,85368,21.975,85523,15.768,80419,13.754,Plentiful-1562,22.924,87369,14.245,85065,23.933,DSNY-BRS-1461,25.548,81199,18.531,80421,24.371,81324
36061002201,Manhattan,MN0302,-73.9818441595981,40.71911566546385,POINT (-73.98184414606295 40.71911565637374),POINT (-73.9818441595981 40.71911566546385),2.541,85434,10.503,87318,11.089,DSNY-BRS-1058,15.236,FPC-626,14.449,80491,19.679,FPC-559,23.348,84055,26.415,85544,23.015,80720,24.502,87247,24.209,80493,24.64,80419,22.626,Plentiful-1562,26.651,85471,22.455,85521,23.117,85065,23.278,85345,25.291,85368,26.826,85517,28.387,85523,27.403,80421,28.982,87369,29.777,81199,32.299,81324,30.992,DSNY-BRS-1461
36061002601,Manhattan,MN0303,-73.97993015397464,40.72258485164247,POINT (-73.97993013644351 40.72258485381506),POINT (-73.97993015397464 40.72258485164247),8.656,85434,11.402,87318,11.988,DSNY-BRS-1058,15.591,80491,15.68,FPC-626,15.77,FPC-559,19.597,84055,22.506,85544,19.106,80720,23.756,87247,24.162,80493,23.354,85521,25.998,80419,23.984,Plentiful-1562,26.19,85368,24.475,85065,28.258,85471,26.62,85523,25.634,85345,26.435,81199,29.083,87369,28.808,85517,26.265,80421,30.955,DSNY-BRS-1461,33.663,81324
36061002602,Manhattan,MN0303,-73.97861335594028,40.72438922415978,POINT (-73.9786133390267 40.72438922658674),POINT (-73.97861335594028 40.72438922415978),11.116,85434,13.326,87318,13.912,DSNY-BRS-1058,17.515,80491,13.068,FPC-559,16.895,84055,17.239,FPC-626,19.804,85544,21.054,87247,16.404,80720,21.46,80493,21.26,85521,24.236,85368,25.103,Plentiful-1562,27.557,80419,22.83,85065,23.918,85523,26.625,85471,23.733,81199,26.381,87369,22.932,85345,28.253,DSNY-BRS-1461,23.563,80421,26.106,85517,30.961,81324
36061002800,Manhattan,MN0303,-73.97681304479434,40.726860955813045,POINT (-73.97681303615444 40.726860950834535),POINT (-73.97681304479434 40.72686095581304),12.346,85434,14.993,87318,15.575,DSNY-BRS-1058,16.837,84055,11.971,FPC-559,17.938,80491,18.707,85544,18.859,FPC-626,20.996,87247,21.309,80493,15.307,80720,20.163,85521,23.139,85368,24.006,Plentiful-1562,21.733,85065,27.931,80419,22.821,85523,22.636,81199,25.284,87369,27.156,DSNY-BRS-1461,25.528,85471,22.466,80421,21.835,85345,25.009,85517,29.864,81324
36061003100,Manhattan,MN0102,-74.00381559584184,40.71531057200895,POINT (-74.00381569131154 40.71531053046602),POINT (-74.00381559584184 40.71531057200895),11.305,85471,10.337,85345,12.68,FPC-626,14.439,80491,12.876,85517,18.448,87318,16.72,DSNY-BRS-1058,21.787,85434,13.919,FPC-559,17.441,80720,21.152,84055,22.236,80493,22.212,87247,21.005,85544,17.795,85521,22.653,85368,20.453,85523,22.769,87369,26.284,80419,24.201,DSNY-BRS-1461,25.935,Plentiful-1562,27.97,85065,22.247,81199,33.249,81324,30.672,80421
36061003200,Manhattan,MN0303,-73.98370701917263,40.72555328579269,POINT (-73.98370702842817 40.72555327845573),POINT (-73.98370701917263 40.72555328579269),8.15,87318,8.908,DSNY-BRS-1058,12.737,85434,12.935,80491,13.102,FPC-559,20.268,84055,11.833,FPC-626,19.497,85544,16.438,80720,22.206,87247,21.928,80493,20.174,85521,23.01,85368,24.411,85471,23.952,85523,22.015,85345,26.415,87369,18.891,Plentiful-1562,20.905,80419,19.382,85065,25.563,85517,24.084,81199,28.287,DSNY-BRS-1461,23.597,80421,29.508,81324
36061003300,Manhattan,MN0102,-74.00614634416432,40.71886214043471,POINT (-74.00614634471161 40.718862096530124),POINT (-74.00614634416432 40.71886214043471),8.717,85471,10.177,85345,17.746,80491,9.197,85517,18.324,FPC-626,17.68,DSNY-BRS-1058,17.921,87318,10.83,80720,16.014,FPC-559,25.173,85434,17.02,80493,18.426,87247,19.465,84055,24.218,85544,15.293,85521,15.619,85523,18.129,85368,17.593,87369,16.452,DSNY-BRS-1461,30.189,80419,26.238,81199,29.84,Plentiful-1562,30.185,85065,24.458,80517,30.918,80421
36061003400,Manhattan,MN0303,-73.98145767697616,40.72900590859083,POINT (-73.98145767533329 40.729005907658376),POINT (-73.98145767697616 40.72900590859083),10.894,DSNY-BRS-1058,10.136,87318,14.723,85434,17.137,84055,9.579,FPC-559,14.921,80491,16.366,85544,18.683,87247,13.819,FPC-626,12.915,80720,18.917,80493,17.771,85521,20.747,85368,20.429,85523,22.892,87369,20.295,81199,23.187,85471,24.764,DSNY-BRS-1461,20.877,Plentiful-1562,22.891,80419,19.341,85065,19.494,85345,22.668,85517,20.074,80421,32.565,80517
36061003601,Manhattan,MN0302,-73.9911271645957,40.72231932780311,POINT (-73.99112716050642 40.72231932551375),POINT (-73.9911271645957 40.72231932780311),3.484,87318,3.788,DSNY-BRS-1058,3.034,80491,9.642,FPC-626,12.054,85434,16.2,FPC-559,15.688,80720,20.636,84055,21.427,85471,16.859,87247,16.566,80493,19.873,85544,18.634,85345,22.041,85517,14.812,85521,17.648,85368,20.744,85523,21.339,87369,20.66,80419,18.646,Plentiful-1562,24.325,DSNY-BRS-1461,19.137,85065,24.076,81199,23.423,80421,29.263,81324
