GEOID,BoroName,NTA2020,lon,lat,centroid,geometry,tt_0,fp_0,tt_1,fp_1,tt_2,fp_2,tt_3,fp_3,tt_4,fp_4,tt_5,fp_5,tt_6,fp_6,tt_7,fp_7,tt_8,fp_8,tt_9,fp_9
36061000100,Manhattan,MN0191,-74.04233963651815,40.69567322688057,POINT (-74.04233991488555 40.69567298240604),POINT (-74.04233963651815 40.69567322688057),178.845,81458,160.368,FPC-457,184.33,87290,190.396,87247,187.825,85521,182.932,FPC-488,191.434,81199,192.438,84758,135.603,83916,201.725,FPC-186
36061000201,Manhattan,MN0301,-73.98584800829613,40.711868746013344,POINT (-73.98584800028144 40.71186871871548),POINT (-73.98584800829613 40.71186874601334),21.87,87290,23.802,81458,25.916,87247,28.513,FPC-488,24.369,85521,37.428,84758,34.382,81199,36.999,FPC-186,26.933,FPC-457,46.026,84911
36061000600,Manhattan,MN0301,-73.989476789607,40.71195059941946,POINT (-73.9894767752886 40.711950582311424),POINT (-73.989476789607 40.71195059941946),17.154,87290,19.086,81458,21.2,87247,23.797,FPC-488,19.653,85521,29.666,81199,32.712,84758,31.795,FPC-457,33.963,FPC-186,41.31,84911
36061001401,Manhattan,MN0302,-73.98733213729894,40.71516046573841,POINT (-73.98733213277733 40.715160475095416),POINT (-73.98733213729894 40.71516046573841),18.395,87290,20.327,81458,22.441,87247,20.894,85521,25.038,FPC-488,30.907,81199,32.532,84758,31.029,FPC-186,33.035,FPC-457,42.551,84911
36061001402,Manhattan,MN0302,-73.9858816314248,40.71751329862137,POINT (-73.98588163638996 40.71751329107455),POINT (-73.9858816314248 40.71751329862137),15.777,87290,17.709,81458,19.823,87247,18.276,85521,24.931,FPC-488,28.289,81199,29.085,84758,27.24,FPC-186,32.392,FPC-457,40.167,84911
36061001800,Manhattan,MN0302,-73.99084216687713,40.719046119948565,POINT (-73.99084214553514 40.719046119924954),POINT (-73.99084216687713 40.71904611994857),15.256,87290,17.188,81458,19.302,87247,17.246,85521,22.535,FPC-488,27.019,81199,26.689,84758,32.887,FPC-457,26.747,FPC-186,39.674,84911
36061002201,Manhattan,MN0302,-73.9818441595981,40.71911566546385,POINT (-73.98184414606295 40.71911565637374),POINT (-73.9818441595981 40.71911566546385),18.846,87290,21.463,81458,25.5,87247,23.953,85521,30.971,FPC-488,31.345,81199,35.644,84758,33.738,FPC-186,37.318,FPC-457,46.665,84911
36061002601,Manhattan,MN0303,-73.97993015397464,40.72258485164247,POINT (-73.97993013644351 40.72258485381506),POINT (-73.97993015397464 40.72258485164247),17.918,87290,22.362,81458,25.885,87247,24.037,85521,28.311,81199,33.286,FPC-488,37.44,84758,37.498,FPC-186,48.925,84911,33.845,FPC-457
36061002602,Manhattan,MN0303,-73.97861335594028,40.72438922415978,POINT (-73.9786133390267 40.72438922658674),POINT (-73.97861335594028 40.72438922415978),15.658,87290,22.614,87247,23.715,81458,20.766,85521,25.04,81199,30.15,FPC-488,35.797,84758,36.566,FPC-186,45.654,84911,30.574,FPC-457
36061002800,Manhattan,MN0303,-73.97681304479434,40.726860955813045,POINT (-73.97681303615444 40.726860950834535),POINT (-73.97681304479434 40.72686095581304),14.377,87290,21.333,87247,19.485,85521,22.434,81458,23.759,81199,28.869,FPC-488,34.516,84758,35.285,FPC-186,44.373,84911,30.826,FPC-624
36061003100,Manhattan,MN0102,-74.00381559584184,40.71531057200895,POINT (-74.00381569131154 40.71531053046602),POINT (-74.00381559584184 40.71531057200895),10.435,81458,15.764,87290,22.767,87247,17.946,85521,27.701,FPC-488,23.412,81199,35.74,84758,24.096,FPC-457,34.367,FPC-186,43.513,84911
36061003200,Manhattan,MN0303,-73.98370701917263,40.72555328579269,POINT (-73.98370702842817 40.72555327845573),POINT (-73.98370701917263 40.72555328579269),13.476,87290,21.197,81458,23.124,87247,21.276,85521,26.04,81199,29.496,FPC-488,33.65,84758,33.708,FPC-186,36.749,FPC-457,46.164,84911
36061003300,Manhattan,MN0102,-74.00614634416432,40.71886214043471,POINT (-74.00614634471161 40.718862096530124),POINT (-74.00614634416432 40.71886214043471),7.3,81458,16.098,87290,18.742,87247,17.529,85521,24.936,81199,26.808,FPC-488,34.847,84758,25.899,FPC-457,38.204,FPC-186,43.445,84911
36061003400,Manhattan,MN0303,-73.98145767697616,40.72900590859083,POINT (-73.98145767533329 40.729005907658376),POINT (-73.98145767697616 40.72900590859083),13.067,87290,19.286,87247,17.438,85521,20.387,81458,21.904,81199,26.822,FPC-488,32.469,84758,33.238,FPC-186,28.971,FPC-624,42.326,84911
36061003601,Manhattan,MN0302,-73.9911271645957,40.72231932780311,POINT (-73.99112716050642 40.72231932551375),POINT (-73.9911271645957 40.72231932780311),13.088,87290,15.67,81458,17.784,87247,16.237,85521,25.571,81199,26.429,FPC-488,31.773,84758,34.275,FPC-457,31.831,FPC-186,43.942,84911
36061003602,Manhattan,MN0303,-73.99020046176119,40.724560375260566,POINT (-73.99020044930231 40.7245603764933),POINT (-73.99020046176119 40.72456037526057),10.752,87290,15.529,81458,18.22,87247,16.673,85521,22.368,81199,26.865,FPC-488,33.304,84758,33.362,FPC-186,34.619,FPC-457,44.378,84911
36061003700,Manhattan,MN0201,-74.0074867941145,40.726278564944955,POINT (-74.0074867844917 40.726278558965056),POINT (-74.0074867941145 40.72627856494496),4.315,81458,16.187,87290,19.259,87247,17.522,85521,24.929,81199,30.743,FPC-488,39.724,84758,31.91,FPC-457,41.753,FPC-186,34.783,FPC-624
36061003900,Manhattan,MN0102,-74.0107807590449,40.72079553570638,POINT (-74.0107807731053 40.72079547237539),POINT (-74.01078075904491 40.72079553570638),11.323,81458,19.971,87290,23.655,87247,21.084,85521,28.491,81199,30.363,FPC-488,30.927,FPC-457,38.402,84758,42.434,FPC-186,47.0,84911
36061004001,Manhattan,MN0303,-73.9849021192912,40.730264485255454,POINT (-73.98490213004057 40.730264478967435),POINT (-73.98490211929121 40.73026448525545),10.435,87290,20.684,87247,21.922,81458,18.716,85521,22.934,81199,28.357,FPC-488,34.004,84758,34.773,FPC-186,30.001,FPC-624,31.568,FPC-457
36061004002,Manhattan,MN0303,-73.98720895456378,40.73124230289812,POINT (-73.98720896594332 40.73124229637703),POINT (-73.98720895456378 40.73124230289812),9.557,87290,18.646,87247,19.747,81458,15.868,85521,20.086,81199,28.182,FPC-488,33.829,84758,34.598,FPC-186,27.153,FPC-624,33.55,FPC-457
36061004100,Manhattan,MN0201,-73.99669598277335,40.7191636873842,POINT (-73.99669600087324 40.71916366692359),POINT (-73.99669598277335 40.7191636873842),14.697,81458,10.932,87290,21.705,87247,15.61,85521,31.002,FPC-488,23.468,81199,35.156,84758,30.057,FPC-457,31.711,FPC-186,44.638,84911
36061004300,Manhattan,MN0201,-73.99546720645795,40.723324400824275,POINT (-73.99546719978427 40.723324396693656),POINT (-73.99546720645795 40.72332440082427),8.256,87290,11.47,81458,17.462,87247,13.774,85521,20.77,81199,29.112,FPC-488,36.287,84758,29.78,FPC-457,33.025,FPC-186,45.952,84911
36061004500,Manhattan,MN0201,-73.99939082189476,40.72057033019494,POINT (-73.99939084546835 40.72057031667378),POINT (-73.99939082189476 40.72057033019494),11.136,81458,10.277,87290,21.05,87247,14.97,85521,21.829,81199,29.645,FPC-488,38.034,84758,26.507,FPC-457,32.784,FPC-186,44.556,84911
36061005200,Manhattan,MN0501,-73.99045862330036,40.73743473648013,POINT (-73.99045864282371 40.73743472095588),POINT (-73.99045862330036 40.73743473648013),12.348,87247,9.22,87290,10.122,85521,18.614,81458,19.051,81199,29.056,FPC-488,34.703,84758,26.118,FPC-624,35.472,FPC-186,32.515,FPC-457
36061005400,Manhattan,MN0501,-73.99367779133667,40.73881207743306,POINT (-73.99367780718457 40.738812069516676),POINT (-73.99367779133667 40.73881207743306),8.714,87247,10.822,87290,10.624,85521,14.739,81458,22.893,81199,31.985,FPC-488,37.632,84758,31.431,FPC-624,38.401,FPC-186,36.719,FPC-457
36061005501,Manhattan,MN0202,-73.99708180830041,40.727672610534896,POINT (-73.99708181650152 40.72767260351943),POINT (-73.99708180830041 40.7276726105349),7.573,87290,11.357,81458,18.821,87247,15.133,85521,21.009,81199,30.471,FPC-488,37.917,84758,31.275,FPC-457,37.905,FPC-186,31.716,FPC-624
