GEOID,BoroName,NTA2020,lon,lat,centroid,geometry,tt_0,fp_0,tt_1,fp_1,tt_2,fp_2,tt_3,fp_3,tt_4,fp_4,tt_5,fp_5,tt_6,fp_6,tt_7,fp_7,tt_8,fp_8,tt_9,fp_9,tt_10,fp_10,tt_11,fp_11,tt_12,fp_12,tt_13,fp_13,tt_14,fp_14,tt_15,fp_15,tt_16,fp_16,tt_17,fp_17,tt_18,fp_18,tt_19,fp_19,tt_20,fp_20,tt_21,fp_21,tt_22,fp_22,tt_23,fp_23,tt_24,fp_24,tt_25,fp_25,tt_26,fp_26,tt_27,fp_27,tt_28,fp_28,tt_29,fp_29
36061000100,Manhattan,MN0191,-74.04233963651815,40.69567322688057,POINT (-74.04233991488555 40.69567298240604),POINT (-74.04233963651815 40.69567322688057),171.468,85517,160.368,FPC-457,193.048,85434,190.396,87247,187.825,85521,186.073,85523,182.932,FPC-488,191.434,81199,190.092,85351,135.603,83916,195.891,83913,186.277,80343,192.848,85540,200.072,84611,198.097,FPC-624,205.677,85227,202.488,85328,198.966,FPC-630,206.615,82750,220.885,80936,213.035,FPC-601,212.998,85357,217.326,85251,220.794,87064,222.055,85108,231.274,FPC-690,236.15,85307,236.304,85071,231.517,85221,246.356,85314
36061000201,Manhattan,MN0301,-73.98584800829613,40.711868746013344,POINT (-73.98584800028144 40.71186871871548),POINT (-73.98584800829613 40.71186874601334),12.063,85434,17.654,85517,25.916,87247,28.513,FPC-488,24.369,85521,30.301,85523,35.673,85351,34.382,81199,26.933,FPC-457,45.006,83913,40.955,84611,52.938,85540,42.112,FPC-624,42.32,85227,47.488,85328,39.849,FPC-630,53.695,80343,61.788,80936,50.446,82750,53.938,FPC-601,58.209,85251,53.87,85357,64.625,87064,46.414,83916,65.712,85108,72.291,FPC-690,80.165,85307,78.728,85071,77.194,85221,88.558,85314
36061000600,Manhattan,MN0301,-73.989476789607,40.71195059941946,POINT (-73.9894767752886 40.711950582311424),POINT (-73.989476789607 40.71195059941946),15.368,85434,21.278,85517,21.2,87247,23.797,FPC-488,19.653,85521,25.585,85523,30.957,85351,29.666,81199,31.795,FPC-457,40.29,83913,36.239,84611,48.222,85540,39.582,FPC-624,39.284,85227,42.772,85328,48.979,80343,35.133,FPC-630,57.072,80936,47.916,82750,49.222,FPC-601,53.493,85251,51.276,83916,49.154,85357,62.095,87064,60.996,85108,67.575,FPC-690,77.635,85307,74.012,85071,73.057,85221,84.369,85314
36061001401,Manhattan,MN0302,-73.98733213729894,40.71516046573841,POINT (-73.98733213277733 40.715160475095416),POINT (-73.98733213729894 40.71516046573841),10.399,85434,23.392,85517,22.441,87247,20.894,85521,25.038,FPC-488,26.826,85523,30.205,85351,30.907,81199,33.035,FPC-457,41.531,83913,36.963,84611,40.474,FPC-624,49.463,85540,36.35,85227,44.013,85328,36.374,FPC-630,50.22,80343,58.313,80936,48.887,82750,50.463,FPC-601,54.734,85251,50.395,85357,63.066,87064,52.516,83916,62.237,85108,67.248,FPC-690,78.527,85307,75.253,85071,74.132,85221,82.588,85314
36061001402,Manhattan,MN0302,-73.9858816314248,40.71751329862137,POINT (-73.98588163638996 40.71751329107455),POINT (-73.9858816314248 40.71751329862137),6.619,85434,19.823,87247,20.595,85517,18.276,85521,24.208,85523,24.931,FPC-488,28.289,81199,26.758,85351,32.392,FPC-457,40.488,83913,38.813,FPC-624,33.174,84611,49.374,85540,32.561,85227,43.924,85328,36.285,FPC-630,55.695,80936,47.147,82750,50.131,80343,47.845,FPC-601,52.772,85251,47.777,85357,61.326,87064,59.619,85108,52.4,83916,63.459,FPC-690,76.866,85307,72.635,85071,75.157,85221,78.799,85314
36061001800,Manhattan,MN0302,-73.99084216687713,40.719046119948565,POINT (-73.99084214553514 40.719046119924954),POINT (-73.99084216687713 40.71904611994857),11.811,85434,19.302,87247,21.09,85517,17.246,85521,23.178,85523,22.535,FPC-488,27.019,81199,24.362,85351,32.887,FPC-457,39.995,83913,37.726,FPC-624,32.681,84611,48.256,85540,32.068,85227,46.139,82750,43.403,85328,55.174,80936,35.764,FPC-630,49.61,80343,47.324,FPC-601,47.256,85357,60.296,87064,52.279,85251,52.19,83916,57.648,85108,62.966,FPC-690,75.779,85307,72.114,85071,74.523,85221,78.306,85314
36061002201,Manhattan,MN0302,-73.9818441595981,40.71911566546385,POINT (-73.98184414606295 40.71911565637374),POINT (-73.9818441595981 40.71911566546385),2.541,85434,25.5,87247,23.953,85521,27.093,85517,29.885,85523,30.971,FPC-488,31.345,81199,33.317,85351,46.986,83913,37.318,FPC-457,39.733,FPC-624,39.672,84611,39.059,85227,55.396,85540,49.946,85328,61.372,80936,42.307,FPC-630,48.146,82750,53.522,FPC-601,56.153,80343,59.27,85251,53.454,85357,62.325,87064,63.691,85108,56.799,83916,69.957,FPC-690,77.786,85307,78.312,85071,81.547,85221,85.297,85314
36061002601,Manhattan,MN0303,-73.97993015397464,40.72258485164247,POINT (-73.97993013644351 40.72258485381506),POINT (-73.97993015397464 40.72258485164247),8.656,85434,25.885,87247,24.037,85521,26.695,85523,28.311,81199,24.042,85517,33.286,FPC-488,33.988,85351,49.931,83913,33.845,FPC-457,35.378,FPC-624,41.328,84611,42.819,85227,57.863,85540,59.044,80936,43.791,82750,52.413,85328,44.774,FPC-630,51.194,FPC-601,58.62,80343,53.06,85357,57.97,87064,63.03,85251,59.336,85108,52.618,83916,70.25,FPC-690,73.431,85307,77.308,85071,81.47,85221,87.044,85314
36061002602,Manhattan,MN0303,-73.97861335594028,40.72438922415978,POINT (-73.9786133390267 40.72438922658674),POINT (-73.97861335594028 40.72438922415978),11.116,85434,22.614,87247,20.766,85521,23.424,85523,25.04,81199,20.771,85517,30.15,FPC-488,30.717,85351,47.498,83913,30.574,FPC-457,32.107,FPC-624,38.057,84611,44.098,85227,57.87,85540,40.52,82750,55.773,80936,49.478,85328,46.053,FPC-630,47.923,FPC-601,59.203,80343,49.789,85357,54.699,87064,62.72,85251,56.065,85108,49.347,83916,66.979,FPC-690,70.16,85307,74.037,85071,79.215,85221,83.773,85314
36061002800,Manhattan,MN0303,-73.97681304479434,40.726860955813045,POINT (-73.97681303615444 40.726860950834535),POINT (-73.97681304479434 40.72686095581304),13.434,85434,21.333,87247,19.485,85521,22.143,85523,23.759,81199,28.869,FPC-488,20.838,85517,29.436,85351,46.217,83913,30.826,FPC-624,30.641,FPC-457,36.776,84611,42.826,85227,39.239,82750,54.492,80936,57.937,85540,48.197,85328,46.059,FPC-630,46.642,FPC-601,59.27,80343,48.508,85357,53.418,87064,61.439,85251,54.784,85108,49.414,83916,65.698,FPC-690,68.879,85307,72.756,85071,77.934,85221,82.492,85314
36061003100,Manhattan,MN0102,-74.00381559584184,40.71531057200895,POINT (-74.00381569131154 40.71531053046602),POINT (-74.00381559584184 40.71531057200895),12.585,85517,22.817,85434,22.767,87247,17.946,85521,20.604,85523,27.701,FPC-488,23.412,81199,34.425,85351,24.096,FPC-457,43.138,83913,30.075,FPC-624,48.764,85540,39.267,84611,39.688,85227,55.19,80343,45.8,85328,38.409,82750,38.161,FPC-630,53.256,80936,45.406,FPC-601,44.104,83916,44.234,85357,52.588,87064,56.521,85251,54.033,85108,63.645,FPC-690,68.128,85307,70.082,85071,66.831,85221,80.439,85314
36061003200,Manhattan,MN0303,-73.98370701917263,40.72555328579269,POINT (-73.98370702842817 40.72555327845573),POINT (-73.98370701917263 40.72555328579269),15.342,85434,23.124,87247,21.276,85521,23.934,85523,26.743,85517,26.04,81199,29.496,FPC-488,31.227,85351,36.749,FPC-457,46.522,83913,33.107,FPC-624,38.567,84611,39.029,85227,54.454,85540,41.52,82750,56.773,80936,49.004,85328,41.365,FPC-630,48.923,FPC-601,55.211,80343,50.299,85357,55.699,87064,59.24,85251,57.065,85108,55.522,83916,67.979,FPC-690,71.16,85307,75.037,85071,80.13,85221,84.773,85314
36061003300,Manhattan,MN0102,-74.00614634416432,40.71886214043471,POINT (-74.00614634471161 40.718862096530124),POINT (-74.00614634416432 40.71886214043471),9.064,85517,26.654,85434,18.742,87247,17.529,85521,15.849,85523,24.936,81199,26.808,FPC-488,33.968,85351,25.899,FPC-457,42.425,83913,36.186,FPC-624,50.852,85540,38.374,84611,43.525,85227,54.874,80343,41.305,82750,44.907,85328,50.589,80936,37.268,FPC-630,42.739,FPC-601,45.018,83916,41.567,85357,54.984,87064,55.956,85108,55.628,85251,60.978,FPC-690,74.239,85307,67.415,85071,69.375,85221,77.772,85314
36061003400,Manhattan,MN0303,-73.98145767697616,40.72900590859083,POINT (-73.98145767533329 40.729005907658376),POINT (-73.98145767697616 40.72900590859083),18.054,85434,19.286,87247,17.438,85521,20.096,85523,21.904,81199,22.607,85517,26.822,FPC-488,27.389,85351,44.17,83913,28.971,FPC-624,33.771,FPC-457,34.729,84611,40.779,85227,37.384,82750,52.637,80936,56.729,85540,46.15,85328,44.787,FPC-601,44.012,FPC-630,57.939,80343,46.461,85357,51.563,87064,52.929,85108,59.392,85251,52.544,83916,63.843,FPC-690,67.024,85307,70.901,85071,76.079,85221,80.637,85314
36061003601,Manhattan,MN0302,-73.9911271645957,40.72231932780311,POINT (-73.99112716050642 40.72231932551375),POINT (-73.9911271645957 40.72231932780311),13.78,85434,17.784,87247,22.478,85517,16.237,85521,22.169,85523,25.571,81199,26.429,FPC-488,29.446,85351,34.275,FPC-457,42.922,83913,36.003,FPC-624,37.765,84611,50.43,85540,37.152,85227,44.416,82750,53.656,80936,45.404,85328,37.765,FPC-630,51.611,80343,45.806,FPC-601,45.738,85357,58.595,87064,56.125,85251,57.58,85108,54.283,83916,64.159,FPC-690,74.056,85307,70.596,85071,75.509,85221,80.953,85314
36061003602,Manhattan,MN0303,-73.99020046176119,40.724560375260566,POINT (-73.99020044930231 40.7245603764933),POINT (-73.99020046176119 40.72456037526057),15.196,85434,18.22,87247,16.673,85521,21.858,85517,22.605,85523,22.368,81199,26.865,FPC-488,30.977,85351,34.619,FPC-457,43.358,83913,33.075,FPC-624,39.296,84611,51.29,85540,38.683,85227,41.488,82750,54.092,80936,45.84,85328,38.201,FPC-630,46.242,FPC-601,52.047,80343,46.174,85357,55.645,87064,57.033,85108,56.561,85251,54.627,83916,64.595,FPC-690,71.128,85307,71.032,85071,75.428,85221,81.389,85314
36061003700,Manhattan,MN0201,-74.0074867941145,40.726278564944955,POINT (-74.0074867844917 40.726278558965056),POINT (-74.0074867941145 40.72627856494496),15.075,85517,19.259,87247,25.343,85434,17.522,85521,16.366,85523,24.929,81199,30.743,FPC-488,35.904,85351,31.91,FPC-457,34.783,FPC-624,46.943,83913,56.784,85540,43.244,84611,42.326,82750,49.294,85227,60.487,80343,50.582,80936,50.406,85328,42.767,FPC-630,42.732,FPC-601,50.631,83916,42.968,85357,56.005,87064,57.357,85108,56.533,85251,60.971,FPC-690,72.836,85307,67.408,85071,72.586,85221,77.765,85314
36061003900,Manhattan,MN0102,-74.0107807590449,40.72079553570638,POINT (-74.0107807731053 40.72079547237539),POINT (-74.01078075904491 40.72079553570638),14.092,85517,30.884,85434,23.655,87247,21.084,85521,20.877,85523,28.491,81199,30.363,FPC-488,37.523,85351,30.927,FPC-457,45.98,83913,41.713,FPC-624,55.88,85540,41.929,84611,47.534,85227,55.279,80343,46.333,82750,48.462,85328,54.144,80936,40.823,FPC-630,45.423,83916,46.294,FPC-601,45.122,85357,60.012,87064,59.511,85108,59.183,85251,64.533,FPC-690,79.766,85307,70.97,85071,74.345,85221,81.327,85314
36061004001,Manhattan,MN0303,-73.9849021192912,40.730264485255454,POINT (-73.98490213004057 40.730264478967435),POINT (-73.98490211929121 40.73026448525545),20.885,85434,20.684,87247,18.716,85521,21.374,85523,22.934,81199,21.765,85517,28.357,FPC-488,28.924,85351,30.001,FPC-624,31.568,FPC-457,45.705,83913,36.264,84611,38.414,82750,42.314,85227,57.759,85540,53.667,80936,45.817,FPC-601,47.685,85328,45.547,FPC-630,60.197,80343,47.996,85357,52.593,87064,53.959,85108,60.459,85251,50.341,83916,64.873,FPC-690,68.054,85307,71.334,85071,76.512,85221,81.667,85314
36061004002,Manhattan,MN0303,-73.98720895456378,40.73124230289812,POINT (-73.98720896594332 40.73124229637703),POINT (-73.98720895456378 40.73124230289812),18.646,87247,20.024,85434,15.868,85521,18.526,85523,20.086,81199,20.789,85517,28.182,FPC-488,28.749,85351,27.153,FPC-624,33.55,FPC-457,45.53,83913,36.089,84611,35.566,82750,42.139,85227,54.911,85540,50.819,80936,42.969,FPC-601,47.51,85328,43.58,FPC-630,57.426,80343,45.821,85357,49.745,87064,51.111,85108,57.391,85251,53.558,83916,61.829,FPC-690,65.206,85307,68.266,85071,73.444,85221,78.623,85314
36061004100,Manhattan,MN0201,-73.99669598277335,40.7191636873842,POINT (-73.99669600087324 40.71916366692359),POINT (-73.99669598277335 40.7191636873842),19.62,85434,17.836,85517,21.705,87247,15.61,85521,20.047,85523,31.002,FPC-488,23.468,81199,31.769,85351,30.057,FPC-457,44.959,83913,33.98,FPC-624,37.645,84611,46.62,85540,37.032,85227,42.393,82750,52.591,80343,50.452,85328,53.757,80936,42.813,FPC-630,45.907,FPC-601,50.065,83916,47.611,85357,56.572,87064,57.243,85251,56.012,85108,64.146,FPC-690,72.033,85307,70.583,85071,71.726,85221,80.94,85314
36061004300,Manhattan,MN0201,-73.99546720645795,40.723324400824275,POINT (-73.99546719978427 40.723324396693656),POINT (-73.99546720645795 40.72332440082427),18.659,85434,17.462,87247,17.559,85517,13.774,85521,19.056,85523,20.77,81199,29.112,FPC-488,32.346,85351,29.78,FPC-457,45.605,83913,31.304,FPC-624,38.959,84611,49.132,85540,38.346,85227,39.717,82750,51.921,80936,48.087,85328,40.448,FPC-630,54.294,80343,44.071,FPC-601,45.416,85357,53.896,87064,49.788,83916,54.176,85108,57.872,85251,62.31,FPC-690,69.357,85307,68.747,85071,71.955,85221,79.104,85314
36061004500,Manhattan,MN0201,-73.99939082189476,40.72057033019494,POINT (-73.99939084546835 40.72057031667378),POINT (-73.99939082189476 40.72057033019494),21.234,85434,14.286,85517,21.05,87247,14.97,85521,17.628,85523,21.829,81199,29.645,FPC-488,32.842,85351,26.507,FPC-457,44.181,83913,31.943,FPC-624,38.718,84611,46.72,85540,38.105,85227,40.277,82750,53.463,80343,49.333,85328,54.232,80936,41.694,FPC-630,46.382,FPC-601,46.515,83916,46.888,85357,54.456,87064,55.901,85108,58.316,85251,65.118,FPC-690,69.996,85307,71.555,85071,69.689,85221,81.912,85314
36061005200,Manhattan,MN0501,-73.99045862330036,40.73743473648013,POINT (-73.99045864282371 40.73743472095588),POINT (-73.99045862330036 40.73743473648013),12.348,87247,10.122,85521,12.78,85523,25.745,85434,19.051,81199,19.754,85517,29.056,FPC-488,29.623,85351,26.118,FPC-624,32.515,FPC-457,46.404,83913,34.531,82750,36.963,84611,43.013,85227,49.384,80936,49.985,85540,41.534,FPC-601,48.384,85328,46.246,FPC-630,44.688,85357,56.728,80343,48.71,87064,50.076,85108,56.335,85251,52.523,83916,64.171,85307,60.773,FPC-690,68.048,85071,73.226,85221,77.567,85314
36061005400,Manhattan,MN0501,-73.99367779133667,40.73881207743306,POINT (-73.99367780718457 40.738812069516676),POINT (-73.99367779133667 40.73881207743306),8.714,87247,10.624,85521,13.156,85523,24.338,85434,22.893,81199,19.884,85517,31.985,FPC-488,32.552,85351,31.431,FPC-624,36.719,FPC-457,49.333,83913,39.844,82750,39.892,84611,45.942,85227,48.527,80936,55.514,85540,40.677,FPC-601,51.313,85328,45.518,FPC-630,42.811,85357,59.364,80343,54.023,87064,55.148,85108,55.478,85251,55.838,83916,69.484,85307,59.916,FPC-690,67.901,85071,73.079,85221,76.71,85314
36061005501,Manhattan,MN0202,-73.99708180830041,40.727672610534896,POINT (-73.99708181650152 40.72767260351943),POINT (-73.99708180830041 40.7276726105349),20.627,85434,18.821,87247,15.133,85521,19.054,85517,20.789,85523,21.009,81199,30.471,FPC-488,33.705,85351,31.275,FPC-457,31.716,FPC-624,46.964,83913,42.913,84611,50.491,85540,40.129,82750,43.226,85227,53.28,80936,49.446,85328,41.807,FPC-630,45.43,FPC-601,55.653,80343,45.855,85357,54.286,87064,51.283,83916,55.535,85108,59.231,85251,63.669,FPC-690,69.769,85307,70.106,85071,74.069,85221,80.463,85314
36061005502,Manhattan,MN0202,-73.99387212712992,40.726223496692796,POINT (-73.99387212794875 40.72622349092178),POINT (-73.99387212712992 40.7262234966928),18.396,85434,17.112,87247,13.424,85521,17.326,85517,19.356,85523,17.836,81199,28.762,FPC-488,31.996,85351,30.087,FPC-457,45.255,83913,28.543,FPC-624,40.936,84611,48.782,85540,40.695,85227,36.956,82750,50.736,80936,47.737,85328,40.098,FPC-630,42.886,FPC-601,53.944,80343,45.066,85357,51.113,87064,52.501,85108,50.095,83916,56.687,85251,61.125,FPC-690,66.596,85307,67.562,85071,70.896,85221,77.919,85314
36061005800,Manhattan,MN0501,-73.99051618494464,40.74315158928294,POINT (-73.99051620582514 40.74315157654082),POINT (-73.99051618494464 40.74315158928294),3.351,87247,8.421,85521,14.424,85523,20.287,81199,25.251,85434,23.153,85517,35.095,FPC-488,36.05,85351,32.977,FPC-624,35.294,FPC-457,51.588,83913,41.39,82750,43.39,84611,46.757,80936,47.85,85227,38.907,FPC-601,57.34,85540,54.07,85328,46.431,FPC-630,43.909,85357,53.564,87064,53.62,85108,60.277,80343,53.708,85251,54.067,83916,70.749,85307,58.146,FPC-690,66.131,85071,71.309,85221,74.94,85314
36061006300,Manhattan,MN0202,-73.99686078482694,40.734421701854465,POINT (-73.99686080680512 40.734421687788746),POINT (-73.99686078482694 40.73442170185447),12.962,87247,12.907,85521,22.841,85434,14.755,85523,16.479,85517,21.152,81199,30.805,FPC-488,33.861,85351,33.314,FPC-457,31.533,FPC-624,46.422,83913,39.946,82750,41.201,84611,45.44,85227,52.169,85540,48.581,80936,40.731,FPC-601,48.904,85328,41.265,FPC-630,57.867,80343,40.549,85357,54.125,87064,53.309,85108,52.433,83916,54.532,85251,69.586,85307,58.97,FPC-690,65.407,85071,70.585,85221,75.764,85314
36061006500,Manhattan,MN0202,-73.99957850679242,40.72996721995922,POINT (-73.99957852694195 40.729967207054514),POINT (-73.99957850679242 40.72996721995922),15.279,87247,22.642,85434,12.708,85521,19.44,85517,17.716,85523,22.729,81199,30.606,FPC-488,35.707,85351,33.918,FPC-457,36.084,FPC-624,46.223,83913,42.172,84611,43.676,82750,51.97,85540,45.241,85227,48.382,80936,48.705,85328,41.066,FPC-630,40.532,FPC-601,57.668,80343,40.35,85357,57.355,87064,53.926,83916,53.11,85108,54.333,85251,74.137,85307,58.771,FPC-690,65.208,85071,70.386,85221,75.565,85314
36061006700,Manhattan,MN0203,-74.00412224839053,40.73045257093796,POINT (-74.0041222640263 40.730452565666816),POINT (-74.00412224839053 40.73045257093796),16.044,87247,14.78,85517,23.407,85434,13.473,85521,15.506,85523,23.494,81199,31.371,FPC-488,36.472,85351,31.615,FPC-457,37.676,FPC-624,46.988,83913,42.937,84611,41.466,82750,52.735,85540,46.006,85227,49.147,80936,49.47,85328,58.433,80343,41.831,FPC-630,41.297,FPC-601,41.115,85357,50.675,83916,55.145,87064,53.875,85108,55.098,85251,75.376,85307,59.536,FPC-690,65.973,85071,71.151,85221,76.33,85314
36061006800,Manhattan,MN0602,-73.98407917312461,40.740437329601995,POINT (-73.98407919747356 40.740437312260795),POINT (-73.98407917312461 40.740437329602),9.945,87247,13.641,85521,17.449,85523,25.252,85434,16.114,81199,18.829,85517,33.165,FPC-488,33.732,85351,29.179,FPC-624,50.37,83913,28.632,FPC-457,37.592,82750,41.072,84611,47.18,80936,47.122,85227,39.33,FPC-601,55.928,85540,52.493,85328,49.096,FPC-630,47.232,85357,49.391,87064,53.137,85108,57.261,80343,53.131,85251,47.405,83916,66.576,85307,57.569,FPC-690,64.006,85071,69.184,85221,74.363,85314
36061006900,Manhattan,MN0203,-74.00999837601391,40.73037892172992,POINT (-74.0099984141012 40.73037892288804),POINT (-74.00999837601391 40.73037892172992),19.377,85517,22.557,87247,19.986,85521,29.92,85434,20.668,85523,30.007,81199,37.884,FPC-488,41.323,85351,36.212,FPC-457,40.202,FPC-624,53.501,83913,48.663,84611,46.628,82750,59.248,85540,52.519,85227,55.66,80936,62.477,80343,55.983,85328,48.344,FPC-630,47.81,FPC-601,52.621,83916,47.628,85357,60.307,87064,60.388,85108,61.611,85251,78.255,85307,66.049,FPC-690,72.486,85071,77.664,85221,82.843,85314
36061007001,Manhattan,MN0603,-73.97582432610801,40.74270836386233,POINT (-73.97582433797677 40.742708355759014),POINT (-73.97582432610801 40.74270836386233),4294967.295,85521,4294967.295,87247,4294967.295,81199,4294967.295,85523,4294967.295,85434,4294967.295,85517,4294967.295,FPC-488,4294967.295,85351,4294967.295,FPC-624,4294967.295,83913,4294967.295,82750,4294967.295,84611,4294967.295,FPC-457,4294967.295,80936,4294967.295,85227,4294967.295,FPC-601,4294967.295,FPC-630,4294967.295,85328,4294967.295,85540,4294967.295,85357,4294967.295,87064,4294967.295,85108,4294967.295,80343,4294967.295,85251,4294967.295,83916,4294967.295,85307,4294967.295,FPC-690,4294967.295,85071,4294967.295,85221,4294967.295,85314
36061007002,Manhattan,MN0603,-73.97813139634542,40.74367558303793,POINT (-73.97813140696958 40.74367557672451),POINT (-73.97813139634542 40.74367558303793),11.656,85521,17.451,87247,14.897,85523,13.203,81199,29.607,85434,24.723,85517,37.012,FPC-488,37.579,85351,28.281,FPC-624,54.36,83913,36.693,82750,34.526,FPC-457,44.919,84611,42.215,80936,50.969,85227,34.365,FPC-601,53.041,FPC-630,56.34,85328,60.284,85540,44.723,85357,48.728,87064,52.239,85108,63.155,80343,48.166,85251,53.299,83916,65.913,85307,52.604,FPC-690,59.041,85071,64.219,85221,69.398,85314
36061007100,Manhattan,MN0203,-73.99991361124717,40.73544661959126,POINT (-73.99991364404127 40.735446590951895),POINT (-73.99991361124717 40.73544661959126),12.929,87247,12.846,85521,12.21,85523,22.78,85434,16.742,85517,22.867,81199,30.744,FPC-488,33.484,85351,33.577,FPC-457,32.363,FPC-624,46.361,83913,36.823,82750,40.824,84611,45.379,85227,52.108,85540,48.52,80936,40.67,FPC-601,48.843,85328,41.204,FPC-630,57.806,80343,40.488,85357,50.502,87064,53.248,85108,52.696,83916,54.471,85251,70.416,85307,58.909,FPC-690,65.346,85071,70.524,85221,75.703,85314
36061007200,Manhattan,MN0603,-73.98085592085918,40.74486136560277,POINT (-73.980855944483 40.74486134912044),POINT (-73.98085592085918 40.74486136560277),9.327,85521,14.923,87247,15.526,85523,12.724,81199,28.857,85434,23.03,85517,34.285,FPC-488,34.852,85351,26.158,FPC-624,34.57,82750,51.633,83913,32.833,FPC-457,42.192,84611,44.267,80936,48.242,85227,36.417,FPC-601,50.314,FPC-630,53.613,85328,57.557,85540,43.65,85357,46.001,87064,50.116,85108,61.462,80343,50.218,85251,51.606,83916,63.186,85307,54.656,FPC-690,61.093,85071,66.271,85221,71.45,85314
36061007300,Manhattan,MN0203,-74.00410623322425,40.73411571546968,POINT (-74.00410625040703 40.73411570394857),POINT (-74.00410623322425 40.73411571546968),15.063,87247,13.129,85521,12.733,85523,23.063,85434,14.457,85517,22.984,81199,31.027,FPC-488,35.743,85351,31.292,FPC-457,33.691,FPC-624,46.644,83913,38.693,82750,42.593,84611,52.391,85540,45.662,85227,48.803,80936,40.953,FPC-601,49.126,85328,41.487,FPC-630,58.089,80343,40.771,85357,50.411,83916,52.372,87064,53.531,85108,54.754,85251,71.744,85307,59.192,FPC-690,65.629,85071,70.807,85221,75.986,85314
36061007500,Manhattan,MN0203,-74.0087382430871,40.73438603572763,POINT (-74.00873826293508 40.73438603135474),POINT (-74.00873824308709 40.73438603572763),21.599,87247,19.606,85521,20.734,85517,19.01,85523,29.54,85434,27.057,81199,37.041,FPC-488,37.608,85351,37.569,FPC-457,36.487,FPC-624,53.121,83913,44.375,82750,44.948,84611,58.868,85540,50.998,85227,52.71,80936,55.603,85328,44.86,FPC-601,64.566,80343,47.964,FPC-630,44.672,85357,56.688,83916,58.054,87064,59.061,85108,58.661,85251,74.54,85307,63.099,FPC-690,69.536,85071,74.714,85221,79.893,85314
36061007600,Manhattan,MN0501,-73.98729624839149,40.74756594153478,POINT (-73.98729626957324 40.747565928155815),POINT (-73.98729624839149 40.74756594153478),3.513,85521,8.31,87247,10.164,85523,17.444,81199,26.512,85434,23.823,85517,35.744,FPC-488,36.623,85351,29.828,FPC-624,36.247,82750,50.28,83913,38.149,FPC-457,43.963,84611,43.996,80936,47.984,85227,36.146,FPC-601,39.091,85357,52.819,85540,54.518,85328,46.879,FPC-630,49.926,87064,48.449,85108,59.299,80343,50.947,85251,56.922,83916,65.315,85307,55.385,FPC-690,63.02,85071,68.198,85221,72.179,85314
36061007700,Manhattan,MN0203,-74.00329385357644,40.73808308576592,POINT (-74.00329385087566 40.73808308035789),POINT (-74.00329385357644 40.73808308576592),16.369,87247,15.381,85521,12.559,85523,28.226,85434,18.204,85517,21.652,81199,31.308,FPC-488,31.875,85351,35.039,FPC-457,30.754,FPC-624,48.656,83913,37.172,82750,39.215,84611,45.265,85227,55.883,85540,47.305,80936,39.455,FPC-601,50.636,85328,44.103,FPC-630,39.267,85357,63.252,80343,50.851,87064,53.656,85108,54.135,83916,53.256,85251,68.807,85307,57.694,FPC-690,64.131,85071,69.309,85221,74.488,85314
36061007800,Manhattan,MN0603,-73.97467365973009,40.74632537305917,POINT (-73.97467365469602 40.746325367646286),POINT (-73.97467365973009 40.74632537305917),13.427,81199,12.634,85521,19.026,87247,15.121,85523,28.667,85434,23.083,85517,38.679,85351,38.112,FPC-488,28.505,FPC-624,36.917,82750,54.624,83913,42.439,80936,46.019,84611,32.886,FPC-457,52.069,85227,34.589,FPC-601,52.843,FPC-630,57.44,85328,45.701,85357,60.182,85540,51.096,87064,52.463,85108,61.515,80343,48.39,85251,51.659,83916,66.558,85307,52.828,FPC-690,59.265,85071,64.443,85221,69.622,85314
36061008000,Manhattan,MN0603,-73.9776523314043,40.74925841664874,POINT (-73.9776523544691 40.74925839999048),POINT (-73.9776523314043 40.74925841664874),11.352,85521,11.844,81199,9.297,85523,15.299,87247,32.42,85434,23.286,85517,35.435,85351,33.275,FPC-488,22.152,FPC-624,30.564,82750,51.895,83913,40.856,80936,45.58,84611,36.047,FPC-457,33.006,FPC-601,51.63,85227,41.476,85357,50.779,FPC-630,57.001,85328,57.409,85540,44.743,87064,46.11,85108,64.733,80343,46.807,85251,54.877,83916,60.205,85307,51.245,FPC-690,57.682,85071,62.86,85221,68.039,85314
36061008100,Manhattan,MN0401,-73.99877177141194,40.739805730412016,POINT (-73.99877174429504 40.739805736019015),POINT (-73.99877177141194 40.73980573041202),11.425,87247,11.591,85521,10.001,85523,24.501,85434,19.732,81199,16.729,85517,31.723,FPC-488,32.712,85351,31.566,FPC-624,33.564,FPC-457,47.34,83913,36.049,82750,40.052,84611,46.102,85227,45.385,80936,54.76,85540,37.535,FPC-601,49.822,85328,42.183,FPC-630,37.347,85357,59.527,80343,49.728,87064,51.736,85108,52.683,83916,51.336,85251,69.619,85307,55.774,FPC-690,62.211,85071,67.389,85221,72.568,85314
