GEOID,BoroName,NTA2020,lon,lat,centroid,geometry,tt_0,fp_0,tt_1,fp_1,tt_2,fp_2,tt_3,fp_3,tt_4,fp_4,tt_5,fp_5,tt_6,fp_6,tt_7,fp_7,tt_8,fp_8,tt_9,fp_9,tt_10,fp_10,tt_11,fp_11,tt_12,fp_12,tt_13,fp_13,tt_14,fp_14,tt_15,fp_15,tt_16,fp_16,tt_17,fp_17,tt_18,fp_18,tt_19,fp_19,tt_20,fp_20,tt_21,fp_21,tt_22,fp_22,tt_23,fp_23,tt_24,fp_24,tt_25,fp_25,tt_26,fp_26,tt_27,fp_27,tt_28,fp_28,tt_29,fp_29
36081049201,Queens,QN0804,-73.76007906043199,40.724390420495055,POINT (-73.76007902851369 40.72439043109358),POINT (-73.76007906043199 40.72439042049506),16.556,85071,18.451,85221,31.997,FPC-690,30.657,85314,40.145,85251,45.099,FPC-601,55.76,80936,56.556,FPC-630,67.815,85328,51.837,85227,55.171,84611,62.439,87064,69.514,83913,79.601,85307,75.823,82750,71.308,85351,78.704,85108,67.433,FPC-624,69.148,FPC-488,91.75,85540,53.436,81199,84.159,85357,75.373,85434,55.341,85521,58.273,85523,60.888,87247,110.399,80343,73.022,85517,85.783,FPC-457,105.791,83916
36081049202,Queens,QN1303,-73.75604324671204,40.7207990519922,POINT (-73.75604324902528 40.72079904439947),POINT (-73.75604324671204 40.7207990519922),13.205,85071,16.687,85221,27.306,85314,30.498,FPC-690,38.646,85251,46.411,FPC-601,54.261,80936,55.057,FPC-630,66.316,85328,50.338,85227,53.672,84611,66.035,87064,68.015,83913,83.197,85307,74.324,82750,69.809,85351,82.3,85108,65.934,FPC-624,90.251,85540,67.649,FPC-488,51.937,81199,82.66,85357,73.874,85434,53.842,85521,56.774,85523,59.389,87247,108.9,80343,71.523,85517,84.284,FPC-457,104.292,83916
36081049301,Queens,QN0501,-73.89425150252269,40.73236736773281,POINT (-73.8942515101263 40.732367336925236),POINT (-73.89425150252269 40.73236736773281),34.708,80936,26.862,FPC-601,41.688,84611,43.773,85227,45.358,FPC-630,36.799,85351,55.078,85328,53.098,83913,44.214,85251,44.095,FPC-488,33.296,81199,50.265,FPC-624,58.655,82750,51.286,85434,38.173,85521,43.72,87247,39.003,85523,72.834,87064,68.702,85540,54.948,85517,73.951,85108,48.652,FPC-690,65.93,85357,55.089,85071,67.709,FPC-457,60.267,85221,87.718,80343,82.925,85307,65.446,85314,86.836,83916
36081049302,Queens,QN0501,-73.89179391048334,40.727903810408115,POINT (-73.8917939304488 40.7279038080684),POINT (-73.89179391048334 40.72790381040812),35.826,80936,21.704,FPC-601,33.643,84611,35.728,85227,37.313,FPC-630,47.033,85328,28.754,85351,45.053,83913,41.446,85251,36.05,FPC-488,34.141,81199,50.852,FPC-624,43.241,85434,59.242,82750,39.018,85521,42.261,87247,41.95,85523,73.421,87064,60.657,85540,46.547,FPC-690,46.903,85517,74.796,85108,66.775,85357,52.984,85071,59.664,FPC-457,58.162,85221,79.673,80343,84.682,85307,63.341,85314,78.791,83916
36081049500,Queens,QN0501,-73.89049095805983,40.725390074764746,POINT (-73.89049100187773 40.72539008743723),POINT (-73.89049095805983 40.72539007476475),26.332,FPC-601,40.454,80936,39.202,84611,41.287,85227,42.872,FPC-630,52.592,85328,34.313,85351,50.612,83913,46.074,85251,41.609,FPC-488,38.769,81199,55.48,FPC-624,48.8,85434,63.87,82750,43.646,85521,47.82,87247,46.578,85523,78.049,87064,66.216,85540,51.175,FPC-690,52.462,85517,79.424,85108,57.612,85071,71.403,85357,65.223,FPC-457,62.79,85221,85.232,80343,67.969,85314,89.31,85307,84.35,83916
36081049600,Queens,QN1303,-73.75311899251652,40.71695021350188,POINT (-73.75311897684603 40.716950197124234),POINT (-73.75311899251652 40.71695021350188),11.35,85071,19.206,85221,25.451,85314,31.177,FPC-690,41.979,85251,49.326,FPC-601,57.176,80936,58.39,FPC-630,69.649,85328,53.671,85227,57.005,84611,70.143,87064,71.348,83913,87.305,85307,77.239,82750,72.724,85351,86.408,85108,68.849,FPC-624,93.584,85540,70.564,FPC-488,54.852,81199,85.575,85357,76.789,85434,56.757,85521,59.689,85523,62.304,87247,111.815,80343,74.438,85517,87.199,FPC-457,107.207,83916
36081049700,Queens,QN0501,-73.89037480471768,40.73174904126775,POINT (-73.8903748146517 40.73174901125293),POINT (-73.89037480471768 40.73174904126775),36.92,80936,22.798,FPC-601,38.392,84611,40.477,85227,42.062,FPC-630,51.782,85328,33.503,85351,49.802,83913,42.54,85251,40.799,FPC-488,51.946,FPC-624,35.235,81199,60.336,82750,47.99,85434,40.112,85521,45.659,87247,42.25,85523,74.515,87064,65.406,85540,47.641,FPC-690,75.89,85108,51.652,85517,67.869,85357,54.078,85071,59.256,85221,64.413,FPC-457,84.422,80343,85.776,85307,64.435,85314,83.54,83916
36081050000,Queens,QN1206,-73.76361677458097,40.71194614741264,POINT (-73.76361685592013 40.711946212664465),POINT (-73.76361677458097 40.71194614741264),15.848,85071,24.377,85221,28.881,FPC-690,31.47,85314,40.691,85251,49.112,FPC-601,54.854,FPC-630,56.962,80936,66.113,85328,50.135,85227,53.469,84611,67.812,83913,72.114,87064,89.276,85307,69.872,85351,77.025,82750,88.379,85108,68.635,FPC-624,90.048,85540,70.35,FPC-488,54.638,81199,76.575,85434,85.361,85357,56.543,85521,62.09,87247,59.475,85523,111.601,80343,74.224,85517,86.985,FPC-457,106.993,83916
36081050201,Queens,QN1206,-73.76490345631817,40.70880224215181,POINT (-73.7649034697682 40.70880224298616),POINT (-73.76490345631817 40.70880224215181),9.922,85071,25.53,FPC-690,24.594,85221,26.61,85314,36.869,85251,44.634,FPC-601,53.28,FPC-630,52.484,80936,64.539,85328,48.561,85227,51.895,84611,66.238,83913,72.524,87064,68.032,85351,89.542,85307,72.547,82750,88.474,85540,64.157,FPC-624,88.115,85108,65.872,FPC-488,50.16,81199,72.097,85434,80.883,85357,52.065,85521,57.612,87247,54.997,85523,107.123,80343,69.746,85517,82.507,FPC-457,102.515,83916
36081050202,Queens,QN1206,-73.7592923594206,40.71018926581757,POINT (-73.75929236701728 40.71018926643893),POINT (-73.7592923594206 40.71018926581757),12.11,85071,26.782,85221,31.991,FPC-690,26.912,85314,43.33,85251,51.095,FPC-601,59.741,FPC-630,58.945,80936,71.0,85328,55.022,85227,58.356,84611,72.699,83913,76.631,87064,93.793,85307,74.493,85351,79.008,82750,94.935,85540,92.896,85108,70.618,FPC-624,72.333,FPC-488,56.621,81199,78.558,85434,87.344,85357,58.526,85521,64.073,87247,61.458,85523,113.584,80343,76.207,85517,88.968,FPC-457,108.976,83916
36081050400,Queens,QN1205,-73.76435777339925,40.70511949363033,POINT (-73.76435778020516 40.705119477520576),POINT (-73.76435777339925 40.70511949363033),8.832,85071,22.081,FPC-690,23.504,85221,25.294,85314,35.392,85251,47.648,FPC-601,48.9,FPC-630,55.498,80936,60.159,85328,44.181,85227,47.515,84611,61.858,83913,75.538,87064,63.918,85351,92.556,85307,75.561,82750,84.094,85540,68.805,FPC-488,67.171,FPC-624,91.129,85108,53.093,81199,75.111,85434,83.897,85357,55.079,85521,60.626,87247,58.011,85523,108.388,80343,72.76,85517,85.521,FPC-457,105.529,83916
36081050500,Queens,QN0504,-73.8747450556869,40.729080687364856,POINT (-73.87474504992628 40.72908068756384),POINT (-73.8747450556869 40.72908068736486),29.86,FPC-601,39.962,80936,43.158,85227,44.212,84611,43.083,FPC-630,36.457,85251,53.03,85328,57.512,83913,45.934,85351,50.164,FPC-488,54.349,FPC-624,62.739,82750,37.638,81199,74.706,87064,46.038,FPC-690,57.355,85434,42.515,85521,48.062,87247,45.447,85523,73.21,85540,52.475,85071,78.293,85108,55.861,85221,59.938,85517,70.272,85357,62.832,85314,85.734,85307,72.699,FPC-457,93.787,80343,92.143,83916
36081050600,Queens,QN1206,-73.7596685299429,40.705792600090525,POINT (-73.75966851874132 40.70579257781807),POINT (-73.7596685299429 40.70579260009053),7.238,85071,27.218,FPC-690,21.91,85221,23.926,85314,39.518,85251,47.283,FPC-601,55.648,FPC-630,55.133,80936,66.907,85328,50.929,85227,54.263,84611,68.606,83913,75.173,87064,70.666,85351,92.191,85307,75.196,82750,90.842,85540,66.806,FPC-624,68.521,FPC-488,90.764,85108,52.809,81199,74.746,85434,83.532,85357,54.714,85521,60.261,87247,57.646,85523,109.772,80343,72.395,85517,85.156,FPC-457,105.164,83916
36081050800,Queens,QN1206,-73.75542228502724,40.70698397922876,POINT (-73.75542226906569 40.70698396135099),POINT (-73.75542228502724 40.70698397922876),4.326,85071,19.417,85221,25.948,FPC-690,21.433,85314,38.248,85251,46.013,FPC-601,54.659,FPC-630,53.863,80936,65.918,85328,49.94,85227,53.274,84611,67.617,83913,73.903,87064,90.921,85307,69.411,85351,73.926,82750,89.853,85540,89.494,85108,65.536,FPC-624,67.251,FPC-488,51.539,81199,73.476,85434,82.262,85357,53.444,85521,58.991,87247,56.376,85523,108.502,80343,71.125,85517,83.886,FPC-457,103.894,83916
36081051000,Queens,QN1206,-73.75371564531659,40.70971196007565,POINT (-73.75371557129293 40.70971191093953),POINT (-73.75371564531659 40.70971196007565),4.594,85071,21.535,85221,19.787,85314,25.513,FPC-690,43.286,85251,50.633,FPC-601,59.697,FPC-630,58.483,80936,70.956,85328,54.978,85227,58.312,84611,72.655,83913,71.45,87064,88.612,85307,74.031,85351,78.546,82750,87.715,85108,94.891,85540,70.156,FPC-624,71.871,FPC-488,56.159,81199,78.096,85434,86.882,85357,58.064,85521,63.611,87247,60.996,85523,113.122,80343,75.745,85517,88.506,FPC-457,108.514,83916
36081051200,Queens,QN1303,-73.75011960656778,40.71041061029757,POINT (-73.75011955445879 40.71041051846895),POINT (-73.75011960656778 40.71041061029757),6.862,85071,20.672,85221,20.963,85314,26.689,FPC-690,44.019,85251,51.366,FPC-601,60.43,FPC-630,59.216,80936,71.689,85328,55.711,85227,59.045,84611,73.388,83913,72.183,87064,89.345,85307,74.764,85351,79.279,82750,88.448,85108,95.624,85540,70.889,FPC-624,72.604,FPC-488,56.892,81199,78.829,85434,87.615,85357,58.797,85521,64.344,87247,61.729,85523,113.855,80343,76.478,85517,89.239,FPC-457,109.247,83916
36081051300,Queens,QN0501,-73.89751668171459,40.73189829400973,POINT (-73.89751668160042 40.73189825039475),POINT (-73.89751668171459 40.73189829400973),36.907,80936,29.061,FPC-601,43.536,84611,45.621,85227,38.647,85351,47.206,FPC-630,54.946,83913,56.926,85328,45.943,FPC-488,46.413,85251,35.495,81199,52.464,FPC-624,53.134,85434,60.854,82750,40.372,85521,45.919,87247,41.202,85523,75.033,87064,70.55,85540,56.796,85517,76.15,85108,50.851,FPC-690,68.129,85357,69.557,FPC-457,57.288,85071,89.566,80343,62.466,85221,85.124,85307,67.645,85314,88.684,83916
36081051600,Queens,QN1303,-73.74727302124052,40.70272329473411,POINT (-73.74727299970232 40.702723269912774),POINT (-73.74727302124052 40.70272329473411),8.135,85071,16.817,85314,20.848,85221,22.543,FPC-690,41.231,85251,55.443,FPC-601,54.739,FPC-630,63.293,80936,65.998,85328,50.02,85227,53.354,84611,67.697,83913,76.26,87064,93.422,85307,69.757,85351,83.356,82750,89.933,85540,92.525,85108,74.644,FPC-488,74.966,FPC-624,58.932,81199,82.149,85434,91.566,85357,62.874,85521,114.227,80343,68.421,87247,65.806,85523,80.555,85517,93.316,FPC-457,113.324,83916
36081051700,Queens,QN0501,-73.90029388843809,40.72462681379145,POINT (-73.90029386419351 40.72462684481461),POINT (-73.90029388843809 40.72462681379145),39.401,80936,25.279,FPC-601,31.671,84611,33.756,85227,26.782,85351,35.341,FPC-630,43.081,83913,45.061,85328,34.078,FPC-488,41.465,85251,37.716,81199,41.269,85434,51.295,FPC-624,38.441,85521,40.289,87247,41.099,85523,59.708,82750,58.685,85540,73.887,87064,44.931,85517,50.122,FPC-690,75.253,85108,57.692,FPC-457,67.464,85357,77.701,80343,56.559,85071,61.737,85221,88.257,85307,66.916,85314,76.819,83916
36081051800,Queens,QN1205,-73.75200960529497,40.70183839425139,POINT (-73.75200956721184 40.70183835472537),POINT (-73.75200960529497 40.70183839425139),9.242,85071,22.776,85221,18.016,85314,23.335,FPC-690,40.114,85251,55.118,FPC-601,53.622,FPC-630,64.881,85328,62.968,80936,48.903,85227,52.237,84611,66.58,83913,77.683,87064,68.64,85351,94.845,85307,88.816,85540,83.798,82750,73.527,FPC-488,93.948,85108,75.408,FPC-624,57.815,81199,81.032,85434,90.449,85357,63.316,85521,113.11,80343,68.863,87247,66.248,85523,80.997,85517,93.445,FPC-457,112.32,83916
36081052000,Queens,QN1205,-73.75468788553158,40.70113959631569,POINT (-73.75468784618928 40.7011395565001),POINT (-73.75468788553158 40.70113959631569),11.517,85071,24.083,85221,19.461,85314,22.692,FPC-690,39.471,85251,54.475,FPC-601,52.979,FPC-630,64.238,85328,62.325,80936,48.26,85227,51.594,84611,65.937,83913,80.458,87064,67.997,85351,97.62,85307,88.173,85540,82.765,82750,72.884,FPC-488,74.375,FPC-624,96.723,85108,57.172,81199,80.389,85434,89.806,85357,62.283,85521,112.467,80343,67.83,87247,65.215,85523,79.964,85517,92.725,FPC-457,111.677,83916
36081052100,Queens,QN0501,-73.90153076377841,40.720863849628955,POINT (-73.90153075694481 40.72086383993488),POINT (-73.90153076377841 40.72086384962896),32.623,84611,34.708,85227,41.287,80936,27.165,FPC-601,27.683,85351,36.293,FPC-630,43.982,83913,45.962,85328,34.979,FPC-488,42.417,85251,39.602,81199,42.17,85434,52.196,FPC-624,39.342,85521,41.19,87247,42.0,85523,60.609,82750,59.586,85540,45.832,85517,74.788,87064,52.008,FPC-690,76.154,85108,58.593,FPC-457,78.602,80343,68.365,85357,58.445,85071,63.623,85221,68.802,85314,90.143,85307,77.72,83916
36081052200,Queens,QN1205,-73.75736838853176,40.700444685977374,POINT (-73.75736834993882 40.70044464514811),POINT (-73.75736838853176 40.70044468597737),12.868,85071,21.019,FPC-690,24.328,85221,19.706,85314,37.798,85251,52.802,FPC-601,51.306,FPC-630,62.565,85328,60.652,80936,46.587,85227,49.921,84611,64.264,83913,80.993,87064,66.324,85351,98.155,85307,86.5,85540,81.547,82750,71.211,FPC-488,73.157,FPC-624,96.154,85108,55.499,81199,78.716,85434,61.065,85521,88.133,85357,110.794,80343,66.612,87247,63.997,85523,78.746,85517,91.129,FPC-457,110.004,83916
36081052400,Queens,QN1205,-73.76195963290398,40.70122775515443,POINT (-73.7619596198444 40.70122774976125),POINT (-73.76195963290398 40.70122775515443),15.1,85071,18.541,FPC-690,28.019,85221,22.763,85314,35.996,85251,50.493,FPC-601,49.504,FPC-630,60.763,85328,58.343,80936,44.785,85227,48.119,84611,62.462,83913,78.383,87064,64.522,85351,84.698,85540,95.401,85307,78.406,82750,69.409,FPC-488,70.016,FPC-624,93.974,85108,53.697,81199,76.914,85434,57.924,85521,86.331,85357,108.992,80343,63.471,87247,60.856,85523,75.605,85517,88.366,FPC-457,108.202,83916
36081052600,Queens,QN1205,-73.75976067632213,40.697096686009736,POINT (-73.75976067514118 40.697096673804154),POINT (-73.75976067632213 40.69709668600974),14.068,85071,17.676,FPC-690,20.906,85314,25.528,85221,36.913,85251,50.421,FPC-630,51.836,FPC-601,61.68,85328,59.686,80936,45.702,85227,49.036,84611,63.379,83913,79.726,87064,65.439,85351,85.615,85540,96.744,85307,79.749,82750,70.326,FPC-488,71.359,FPC-624,95.269,85108,54.614,81199,77.831,85434,109.909,80343,59.267,85521,64.814,87247,87.248,85357,62.199,85523,76.948,85517,89.709,FPC-457,109.119,83916
36081052800,Queens,QN1205,-73.75873027851536,40.69403522167946,POINT (-73.75873031656089 40.694035225313115),POINT (-73.75873027851536 40.69403522167946),17.615,85071,12.907,FPC-690,16.343,85314,28.458,85221,39.962,85251,53.47,FPC-630,54.966,FPC-601,64.729,85328,48.751,85227,62.816,80936,52.085,84611,66.428,83913,83.994,87064,68.488,85351,88.664,85540,101.012,85307,84.017,82750,73.375,FPC-488,75.627,FPC-624,98.318,85108,57.663,81199,80.88,85434,112.958,80343,63.535,85521,69.082,87247,66.241,85523,90.297,85357,81.216,85517,93.293,FPC-457,112.168,83916
36081053000,Queens,QN1205,-73.75254039453793,40.69633822977667,POINT (-73.75254040320085 40.69633822726321),POINT (-73.75254039453793 40.69633822977667),15.929,85071,15.039,85314,15.885,FPC-690,27.154,85221,42.94,85251,56.448,FPC-630,57.944,FPC-601,67.707,85328,65.794,80936,51.729,85227,55.063,84611,69.406,83913,84.054,87064,71.466,85351,91.642,85540,101.216,85307,86.728,82750,76.353,FPC-488,78.338,FPC-624,100.319,85108,60.641,81199,83.858,85434,115.936,80343,66.246,85521,93.275,85357,71.793,87247,69.178,85523,83.927,85517,96.271,FPC-457,115.146,83916
36081053100,Queens,QN0501,-73.90833292684248,40.72305817448692,POINT (-73.90833296056306 40.7230581572024),POINT (-73.90833292684248 40.72305817448692),29.329,85351,36.187,84611,39.484,85227,45.911,80936,31.789,FPC-601,45.628,83913,41.069,FPC-630,34.458,FPC-488,47.608,85328,44.226,81199,41.649,85434,38.821,85521,47.193,85251,51.675,FPC-624,40.669,87247,41.479,85523,60.088,82750,61.232,85540,45.311,85517,74.267,87064,58.072,FPC-457,75.633,85108,56.632,FPC-690,67.844,85357,78.081,80343,63.069,85071,68.247,85221,89.728,85307,73.426,85314,77.199,83916
36081053200,Queens,QN1205,-73.74909159608526,40.70010198664321,POINT (-73.74909150820412 40.70010187586508),POINT (-73.74909159608526 40.70010198664321),10.591,85071,15.729,85314,22.735,85221,21.455,FPC-690,41.313,85251,56.317,FPC-601,54.821,FPC-630,66.08,85328,64.167,80936,50.102,85227,53.436,84611,67.779,83913,78.716,87064,69.839,85351,95.878,85307,90.015,85540,85.062,82750,74.726,FPC-488,94.981,85108,76.672,FPC-624,59.014,81199,82.231,85434,91.648,85357,114.309,80343,64.58,85521,70.127,87247,67.512,85523,82.261,85517,94.644,FPC-457,113.519,83916
36081053401,Queens,QN1304,-73.74414877609406,40.69983092454292,POINT (-73.7441488251157 40.69983088089877),POINT (-73.74414877609406 40.69983092454292),12.037,85071,15.321,85314,19.821,85221,22.072,FPC-690,43.308,85251,58.312,FPC-601,56.816,FPC-630,68.075,85328,66.162,80936,52.097,85227,55.431,84611,69.774,83913,80.162,87064,97.324,85307,71.834,85351,92.01,85540,87.057,82750,96.427,85108,76.721,FPC-488,78.667,FPC-624,61.009,81199,84.226,85434,93.643,85357,116.304,80343,66.575,85521,72.122,87247,69.507,85523,84.256,85517,96.639,FPC-457,115.514,83916
36081053601,Queens,QN1303,-73.74586691879526,40.70670451243739,POINT (-73.74586689105416 40.70670448482724),POINT (-73.74586691879526 40.70670451243739),8.925,85071,18.714,85221,20.374,85314,27.125,FPC-690,46.739,85251,55.585,FPC-601,60.247,FPC-630,63.435,80936,71.506,85328,55.528,85227,58.862,84611,73.205,83913,78.967,87064,96.129,85307,75.265,85351,83.498,82750,95.441,85540,95.232,85108,75.108,FPC-624,76.823,FPC-488,61.111,81199,83.048,85434,91.834,85357,63.016,85521,68.563,87247,65.948,85523,118.074,80343,80.697,85517,93.458,FPC-457,113.466,83916
36081053800,Queens,QN1303,-73.74253041880338,40.70647892014553,POINT (-73.74253039453961 40.706478867132944),POINT (-73.74253041880338 40.70647892014553),10.562,85071,17.616,85221,17.918,85314,24.669,FPC-690,46.597,85251,57.222,FPC-601,60.105,FPC-630,65.072,80936,71.364,85328,55.386,85227,58.72,84611,73.063,83913,79.864,87064,97.026,85307,75.123,85351,85.135,82750,95.299,85540,96.129,85108,76.745,FPC-624,78.46,FPC-488,62.748,81199,84.685,85434,93.471,85357,64.653,85521,70.2,87247,67.585,85523,119.593,80343,82.334,85517,95.095,FPC-457,115.103,83916
36081053901,Queens,QN0502,-73.91781525037499,40.710217224895906,POINT (-73.91781517670175 40.71021718835821),POINT (-73.91781525037499 40.71021722489591),20.749,85351,27.607,84611,37.048,83913,33.793,85227,29.289,FPC-488,36.89,FPC-630,39.028,85328,37.696,85434,49.103,80936,34.981,FPC-601,40.167,81199,34.38,85521,36.228,87247,37.038,85523,52.652,85540,43.352,85251,47.234,FPC-624,40.87,85517,55.647,82750,53.631,FPC-457,72.912,80343,69.826,87064,58.089,FPC-690,71.192,85108,63.403,85357,66.261,85071,71.439,85221,74.601,85314,85.287,85307,72.758,83916
36081053902,Queens,QN0502,-73.91322388055478,40.711317080161685,POINT (-73.9132238707573 40.711317076770754),POINT (-73.91322388055478 40.71131708016168),26.598,85351,27.903,84611,34.089,85227,37.344,83913,30.773,FPC-488,37.186,FPC-630,39.324,85328,51.803,80936,37.681,FPC-601,37.964,85434,40.923,81199,35.136,85521,36.984,87247,42.83,85251,37.794,85523,52.948,85540,47.99,FPC-624,41.626,85517,56.403,82750,54.387,FPC-457,70.582,87064,74.396,80343,57.567,FPC-690,71.948,85108,64.159,85357,68.961,85071,74.139,85221,74.079,85314,86.043,85307,73.514,83916
36081054000,Queens,QN1303,-73.74322581222987,40.7128003017186,POINT (-73.74322580071454 40.71280031732851),POINT (-73.74322581222987 40.7128003017186),17.165,85221,10.661,85071,24.765,85314,31.516,FPC-690,49.235,85251,57.0,FPC-601,65.646,FPC-630,64.85,80936,76.905,85328,60.927,85227,64.261,84611,77.774,87064,78.604,83913,94.936,85307,80.398,85351,84.913,82750,94.039,85108,76.523,FPC-624,100.84,85540,78.238,FPC-488,62.526,81199,93.249,85357,84.463,85434,64.431,85521,69.978,87247,67.363,85523,119.489,80343,82.112,85517,94.873,FPC-457,114.881,83916
36081054200,Queens,QN1303,-73.74648754091916,40.719077706211635,POINT (-73.74648751473948 40.719077689646866),POINT (-73.74648754091916 40.71907770621164),7.698,85221,17.355,85071,25.653,85314,32.404,FPC-690,41.959,85251,49.724,FPC-601,57.574,80936,58.37,FPC-630,69.629,85328,53.651,85227,56.985,84611,70.498,87064,71.328,83913,87.66,85307,77.637,82750,73.122,85351,86.763,85108,69.247,FPC-624,93.564,85540,70.962,FPC-488,55.25,81199,85.973,85357,77.187,85434,57.155,85521,60.087,85523,62.702,87247,112.213,80343,74.836,85517,87.597,FPC-457,107.605,83916
36081054500,Queens,QN0502,-73.91262114860405,40.705547990179895,POINT (-73.91262114058623 40.70554798754379),POINT (-73.91262114860405 40.70554799017989),23.953,84611,25.322,85351,33.394,83913,30.139,85227,33.236,FPC-630,32.532,FPC-488,35.374,85328,55.091,80936,40.969,FPC-601,37.714,85434,42.281,81199,39.401,85251,48.998,85540,36.494,85521,38.342,87247,39.152,85523,49.348,FPC-624,42.984,85517,57.761,82750,55.745,FPC-457,73.292,80343,71.94,87064,57.318,FPC-690,73.306,85108,65.517,85357,71.776,85071,76.405,85221,72.658,85314,87.401,85307,74.872,83916
36081054700,Queens,QN0502,-73.90971106004119,40.70362931960396,POINT (-73.90971109834132 40.70362931035885),POINT (-73.90971106004119 40.70362931960396),20.426,84611,26.612,85227,29.867,83913,23.035,85351,29.709,FPC-630,31.847,85328,32.049,FPC-488,40.126,FPC-601,54.248,80936,36.092,85434,38.338,85251,39.002,81199,45.471,85540,33.215,85521,35.063,87247,35.873,85523,46.069,FPC-624,39.705,85517,54.482,82750,52.466,FPC-457,69.765,80343,56.228,FPC-690,68.661,87064,70.027,85108,70.686,85071,62.238,85357,75.315,85221,71.568,85314,84.122,85307,71.593,83916
36081054800,Queens,QN1303,-73.75127934072793,40.72320314074707,POINT (-73.75127935299554 40.723203145115306),POINT (-73.75127934072793 40.72320314074707),11.27,85221,17.497,85071,25.967,85314,30.513,FPC-690,38.661,85251,46.426,FPC-601,54.276,80936,55.072,FPC-630,66.331,85328,50.353,85227,53.687,84611,67.2,87064,68.03,83913,84.362,85307,74.339,82750,83.465,85108,69.824,85351,65.949,FPC-624,90.266,85540,67.664,FPC-488,51.952,81199,82.675,85357,73.889,85434,53.857,85521,56.789,85523,59.404,87247,108.915,80343,71.538,85517,84.299,FPC-457,104.307,83916
36081054900,Queens,QN0502,-73.90781237683056,40.70219149155058,POINT (-73.9078124371623 40.702191474358635),POINT (-73.90781237683056 40.70219149155058),20.434,84611,26.62,85227,29.875,83913,21.579,85351,29.717,FPC-630,31.855,85328,30.181,FPC-488,37.831,FPC-601,51.953,80936,33.971,85434,36.441,85251,45.479,85540,39.01,81199,33.223,85521,35.071,87247,35.881,85523,46.077,FPC-624,39.713,85517,54.49,82750,52.474,FPC-457,69.773,80343,53.988,FPC-690,68.669,87064,70.035,85108,68.446,85071,62.246,85357,73.075,85221,69.328,85314,84.13,85307,71.601,83916
36081055100,Queens,QN0502,-73.90391170946084,40.70159502437504,POINT (-73.9039117209273 40.70159502771836),POINT (-73.90391170946084 40.70159502437504),23.199,84611,29.142,85227,32.64,83913,30.727,FPC-630,25.084,85351,34.62,85328,34.098,FPC-488,37.361,FPC-601,51.483,80936,34.83,85251,39.331,85434,48.244,85540,41.775,81199,35.988,85521,37.836,87247,38.646,85523,48.842,FPC-624,42.478,85517,57.255,82750,72.538,80343,55.239,FPC-457,52.747,FPC-690,71.434,87064,67.205,85071,72.8,85108,65.011,85357,71.834,85221,68.087,85314,86.895,85307,74.366,83916
36081055200,Queens,QN1303,-73.74965745459762,40.727787576692144,POINT (-73.74965757812444 40.72778756948661),POINT (-73.74965745459762 40.72778757669214),11.716,85221,18.49,85071,26.788,85314,32.136,FPC-690,40.284,85251,47.057,FPC-601,56.181,80936,56.695,FPC-630,67.954,85328,51.976,85227,55.31,84611,68.653,87064,85.815,85307,69.653,83913,76.244,82750,84.918,85108,71.713,85351,67.854,FPC-624,69.569,FPC-488,91.889,85540,53.857,81199,84.58,85357,75.794,85434,55.762,85521,58.694,85523,61.309,87247,110.82,80343,73.443,85517,86.204,FPC-457,106.212,83916
36081055300,Queens,QN0502,-73.90654913562838,40.69895030017622,POINT (-73.90654914511677 40.698950306845255),POINT (-73.90654913562838 40.69895030017622),21.742,84611,27.928,85227,29.648,83913,24.575,85351,31.025,FPC-630,33.163,85328,33.589,FPC-488,40.383,FPC-601,54.505,80936,36.05,85251,38.822,85434,46.787,85540,41.266,81199,35.479,85521,37.327,87247,38.137,85523,48.333,FPC-624,41.969,85517,56.746,82750,71.081,80343,54.73,FPC-457,53.967,FPC-690,70.925,87064,68.425,85071,72.291,85108,64.502,85357,73.054,85221,69.307,85314,86.386,85307,73.857,83916
36081055400,Queens,QN1303,-73.74016097460725,40.72779050455164,POINT (-73.74016096120435 40.72779051192146),POINT (-73.74016097460725 40.72779050455164),9.312,85221,15.742,85071,24.04,85314,30.791,FPC-690,45.418,85251,45.987,FPC-601,56.807,80936,61.829,FPC-630,73.088,85328,57.11,85227,60.444,84611,67.583,87064,84.745,85307,74.787,83913,81.378,82750,83.848,85108,76.847,85351,72.988,FPC-624,97.023,85540,74.703,FPC-488,89.714,85357,58.991,81199,80.928,85434,60.896,85521,63.828,85523,66.443,87247,115.954,80343,78.577,85517,91.338,FPC-457,111.346,83916
36081055500,Queens,QN0502,-73.90327851496292,40.69722513432409,POINT (-73.90327854521955 40.697225117379034),POINT (-73.90327851496292 40.69722513432409),17.063,84611,23.249,85227,26.504,83913,26.346,FPC-630,28.484,85328,25.163,85351,32.273,FPC-488,44.962,FPC-601,59.084,80936,37.468,85251,42.108,85540,39.314,85434,38.652,81199,32.865,85521,34.713,87247,35.523,85523,45.719,FPC-624,39.355,85517,54.132,82750,66.402,80343,52.116,FPC-457,54.147,FPC-690,68.311,87064,68.605,85071,69.677,85108,73.234,85221,61.888,85357,69.487,85314,83.772,85307,71.243,83916
