GEOID,BoroName,NTA2020,lon,lat,centroid,geometry,tt_0,fp_0,tt_1,fp_1,tt_2,fp_2,tt_3,fp_3,tt_4,fp_4,tt_5,fp_5,tt_6,fp_6,tt_7,fp_7,tt_8,fp_8,tt_9,fp_9
36061000100,Manhattan,MN0191,-74.04233963651815,40.69567322688057,POINT (-74.04233991488555 40.69567298240604),POINT (-74.04233963651815 40.69567322688057),174.791,85345,180.452,85471,182.101,81458,186.316,FPC-626,190.314,80491,191.824,84461,190.705,DSNY-BRS-1058,183.315,80720,188.801,84743,185.85,FPC-559
36061000201,Manhattan,MN0301,-73.98584800829613,40.711868746013344,POINT (-73.98584800028144 40.71186871871548),POINT (-73.98584800829613 40.71186874601334),7.425,84743,10.424,FPC-626,18.959,84461,14.278,85450,20.18,80491,16.899,DSNY-BRS-1058,23.567,81458,24.617,FPC-559,22.586,85345,23.575,85471
36061000600,Manhattan,MN0301,-73.989476789607,40.71195059941946,POINT (-73.9894767752886 40.711950582311424),POINT (-73.989476789607 40.71195059941946),6.119,FPC-626,9.834,84743,15.295,84461,15.464,80491,12.183,DSNY-BRS-1058,14.745,85450,18.851,81458,20.873,FPC-559,17.82,85345,18.809,85471
36061001401,Manhattan,MN0302,-73.98733213729894,40.71516046573841,POINT (-73.98733213277733 40.715160475095416),POINT (-73.98733213729894 40.71516046573841),5.266,84743,6.804,FPC-626,12.908,84461,15.012,80491,13.351,DSNY-BRS-1058,12.879,85450,20.019,81458,21.361,FPC-559,20.956,84055,19.884,85471
36061001402,Manhattan,MN0302,-73.9858816314248,40.71751329862137,POINT (-73.98588163638996 40.71751329107455),POINT (-73.9858816314248 40.71751329862137),4.189,84743,10.57,84461,9.165,FPC-626,10.307,DSNY-BRS-1058,11.164,85450,11.507,80491,18.997,FPC-559,16.975,81458,22.193,84055,17.711,80720
36061001800,Manhattan,MN0302,-73.99084216687713,40.719046119948565,POINT (-73.99084214553514 40.719046119924954),POINT (-73.99084216687713 40.71904611994857),5.363,84461,7.268,80491,5.762,FPC-626,8.362,DSNY-BRS-1058,8.083,84743,13.89,85450,16.537,81458,17.692,FPC-559,17.273,80720,20.619,85471
36061002201,Manhattan,MN0302,-73.9818441595981,40.71911566546385,POINT (-73.98184414606295 40.71911565637374),POINT (-73.9818441595981 40.71911566546385),5.122,84743,6.508,85450,11.089,DSNY-BRS-1058,13.401,84461,15.236,FPC-626,14.449,80491,19.679,FPC-559,23.348,84055,21.39,81458,23.015,80720
36061002601,Manhattan,MN0303,-73.97993015397464,40.72258485164247,POINT (-73.97993013644351 40.72258485381506),POINT (-73.97993015397464 40.72258485164247),5.336,85450,11.237,84743,11.988,DSNY-BRS-1058,16.382,84461,15.591,80491,15.68,FPC-626,15.77,FPC-559,19.597,84055,22.289,81458,19.106,80720
36061002602,Manhattan,MN0303,-73.97861335594028,40.72438922415978,POINT (-73.9786133390267 40.72438922658674),POINT (-73.97861335594028 40.72438922415978),6.557,85450,13.774,84743,13.912,DSNY-BRS-1058,18.306,84461,17.515,80491,13.068,FPC-559,16.895,84055,17.239,FPC-626,21.054,87247,16.404,80720
36061002800,Manhattan,MN0303,-73.97681304479434,40.726860955813045,POINT (-73.97681303615444 40.726860950834535),POINT (-73.97681304479434 40.72686095581304),5.885,85450,15.448,84743,15.575,DSNY-BRS-1058,16.837,84055,11.971,FPC-559,18.146,84461,17.938,80491,18.859,FPC-626,20.996,87247,21.309,80493
36061003100,Manhattan,MN0102,-74.00381559584184,40.71531057200895,POINT (-74.00381569131154 40.71531053046602),POINT (-74.00381559584184 40.71531057200895),11.305,85471,9.587,81458,10.337,85345,12.68,FPC-626,15.949,84461,14.439,80491,16.72,DSNY-BRS-1058,19.357,84743,13.919,FPC-559,17.441,80720
36061003200,Manhattan,MN0303,-73.98370701917263,40.72555328579269,POINT (-73.98370702842817 40.72555327845573),POINT (-73.98370701917263 40.72555328579269),8.908,DSNY-BRS-1058,9.986,85450,10.56,84743,13.498,84461,12.935,80491,13.102,FPC-559,20.268,84055,11.833,FPC-626,16.438,80720,19.633,81458
