GEOID,BoroName,NTA2020,lon,lat,centroid,geometry,tt_0,fp_0,tt_1,fp_1,tt_2,fp_2,tt_3,fp_3,tt_4,fp_4,tt_5,fp_5,tt_6,fp_6,tt_7,fp_7,tt_8,fp_8,tt_9,fp_9,tt_10,fp_10,tt_11,fp_11,tt_12,fp_12,tt_13,fp_13,tt_14,fp_14,tt_15,fp_15,tt_16,fp_16,tt_17,fp_17,tt_18,fp_18,tt_19,fp_19,tt_20,fp_20,tt_21,fp_21,tt_22,fp_22,tt_23,fp_23,tt_24,fp_24
36061000100,Manhattan,MN0191,-74.04233963651815,40.69567322688057,POINT (-74.04233991488555 40.69567298240604),POINT (-74.04233963651815 40.69567322688057),172.057,85517,178.833,85471,180.446,82998,185.687,FPC-626,178.478,85340,186.773,80491,187.433,FPC-529,184.074,80720,182.423,FPC-559,195.456,85434,189.688,80493,189.981,87247,195.646,FPC-627,188.673,84055,190.769,85521,188.766,81735,186.649,DSNY-BRS-2114,191.557,85544,187.957,85490,193.649,85528,186.863,85523,190.724,87369,190.52,85368,186.328,FPC-488,190.204,DSNY-BRS-1461
36061000201,Manhattan,MN0301,-73.98584800829613,40.711868746013344,POINT (-73.98584800028144 40.71186871871548),POINT (-73.98584800829613 40.71186874601334),10.556,FPC-626,12.063,85434,19.782,80491,20.319,FPC-627,22.415,FPC-529,18.064,85340,26.547,FPC-559,26.006,82998,26.003,85471,26.396,DSNY-BRS-2114,29.689,84055,27.704,85490,24.905,80720,17.617,85517,35.325,85528,32.132,85544,26.076,87247,25.783,80493,30.242,FPC-488,27.614,85521,25.611,81735,27.365,85368,30.461,85523,32.16,87369,34.993,81199
36061000600,Manhattan,MN0301,-73.989476789607,40.71195059941946,POINT (-73.9894767752886 40.711950582311424),POINT (-73.989476789607 40.71195059941946),6.119,FPC-626,15.494,85434,15.066,80491,21.162,FPC-627,17.699,FPC-529,13.348,85340,22.446,82998,21.831,FPC-559,22.575,85471,22.479,85517,20.189,80720,25.301,84055,21.941,DSNY-BRS-2114,23.249,85490,21.36,87247,30.609,85528,21.067,80493,27.416,85544,25.526,FPC-488,22.898,85521,20.895,81735,22.649,85368,25.745,85523,27.444,87369,30.277,81199
36061001401,Manhattan,MN0302,-73.98733213729894,40.71516046573841,POINT (-73.98733213277733 40.715160475095416),POINT (-73.98733213729894 40.71516046573841),6.804,FPC-626,10.314,85434,14.459,80491,18.901,FPC-627,18.94,FPC-529,23.072,FPC-559,23.687,82998,14.589,85340,25.976,84055,20.243,DSNY-BRS-2114,23.343,85471,21.551,85490,21.43,80720,23.719,85517,22.601,87247,28.657,85544,22.308,80493,31.85,85528,24.139,85521,22.136,81735,26.767,FPC-488,23.89,85368,26.986,85523,28.685,87369,31.518,81199
36061001402,Manhattan,MN0302,-73.9858816314248,40.71751329862137,POINT (-73.98588163638996 40.71751329107455),POINT (-73.9858816314248 40.71751329862137),6.619,85434,10.672,FPC-626,10.67,80491,16.163,FPC-627,15.865,FPC-529,19.997,FPC-559,20.612,82998,24.457,84055,20.107,DSNY-BRS-2114,21.415,85490,18.355,80720,14.472,85340,19.554,85471,25.582,85544,19.526,87247,19.233,80493,19.991,85517,21.064,85521,19.061,81735,31.733,85528,20.815,85368,23.911,85523,26.65,FPC-488,25.61,87369,28.443,81199
36061001800,Manhattan,MN0302,-73.99084216687713,40.719046119948565,POINT (-73.99084214553514 40.719046119924954),POINT (-73.99084216687713 40.71904611994857),7.268,80491,6.249,FPC-626,11.894,85434,15.427,FPC-529,18.537,FPC-627,19.559,FPC-559,19.566,82998,17.917,80720,20.048,85471,21.914,84055,16.489,DSNY-BRS-2114,17.797,85490,19.088,87247,18.795,80493,20.485,85517,14.034,85340,24.647,85544,20.059,85521,18.056,81735,19.81,85368,22.906,85523,30.523,85528,25.172,87369,24.984,FPC-488,24.864,DSNY-BRS-1461
36061002201,Manhattan,MN0302,-73.9818441595981,40.71911566546385,POINT (-73.98184414606295 40.71911565637374),POINT (-73.9818441595981 40.71911566546385),2.541,85434,11.614,FPC-627,15.92,FPC-626,14.449,80491,21.178,FPC-529,23.498,FPC-559,20.247,DSNY-BRS-2114,21.555,85490,25.003,84055,26.343,82998,30.563,85544,24.086,80720,25.257,87247,20.494,85340,24.964,80493,26.052,85471,26.795,85521,24.792,81735,37.755,85528,26.546,85368,26.489,85517,29.642,85523,32.672,FPC-488,31.341,87369,33.424,81199
36061002601,Manhattan,MN0303,-73.97993015397464,40.72258485164247,POINT (-73.97993013644351 40.72258485381506),POINT (-73.97993015397464 40.72258485164247),6.084,FPC-627,8.656,85434,16.403,80491,17.905,FPC-626,17.729,DSNY-BRS-2114,18.82,85490,19.938,FPC-529,18.802,FPC-559,20.307,84055,27.027,85544,22.138,80720,26.156,87247,27.242,82998,25.863,80493,27.694,85521,25.691,81735,27.445,85368,23.115,85340,30.567,85471,29.792,85523,40.376,85528,31.585,81199,32.24,87369,25.802,85517,35.293,FPC-488
36061002602,Manhattan,MN0303,-73.97861335594028,40.72438922415978,POINT (-73.9786133390267 40.72438922658674),POINT (-73.97861335594028 40.72438922415978),4.034,FPC-627,11.116,85434,14.659,DSNY-BRS-2114,15.75,85490,18.471,80491,15.732,FPC-559,17.237,84055,20.424,FPC-529,19.466,FPC-626,23.957,85544,24.196,87247,19.068,80720,24.899,80493,26.396,85521,29.31,82998,25.146,81735,25.737,85368,26.722,85523,24.676,85340,30.627,85471,28.515,81199,40.865,85528,30.618,87369,30.557,DSNY-BRS-1461,22.732,85517
36061002800,Manhattan,MN0303,-73.97681304479434,40.726860955813045,POINT (-73.97681303615444 40.726860950834535),POINT (-73.97681304479434 40.72686095581304),5.509,FPC-627,14.268,85434,13.699,DSNY-BRS-2114,14.79,85490,16.277,84055,14.051,FPC-559,20.823,80491,22.997,85544,18.743,FPC-529,21.818,FPC-626,23.236,87247,23.788,80493,17.387,80720,25.436,85521,23.465,81735,24.777,85368,27.962,82998,25.041,85523,27.555,81199,28.937,87369,28.876,DSNY-BRS-1461,27.028,85340,28.946,85471,39.184,85528,31.863,FPC-488
36061003100,Manhattan,MN0102,-74.00381559584184,40.71531057200895,POINT (-74.00381569131154 40.71531053046602),POINT (-74.00381559584184 40.71531057200895),11.456,85471,14.241,82998,13.769,FPC-626,15.361,80491,14.251,85517,18.458,FPC-529,22.709,85434,14.105,FPC-559,18.611,80720,19.438,85340,27.328,FPC-627,21.825,84055,24.285,80493,24.57,87247,22.987,DSNY-BRS-2114,24.295,85490,22.95,85544,21.035,85521,19.032,81735,22.808,85368,20.608,85523,25.718,87369,36.882,85528,24.314,DSNY-BRS-1461,29.561,FPC-488
36061003200,Manhattan,MN0303,-73.98370701917263,40.72555328579269,POINT (-73.98370702842817 40.72555327845573),POINT (-73.98370701917263 40.72555328579269),9.194,FPC-627,14.984,85434,14.531,80491,15.113,FPC-529,15.054,FPC-559,19.378,84055,15.337,FPC-626,15.459,DSNY-BRS-2114,16.767,85490,24.347,85544,18.39,80720,23.739,87247,23.446,80493,24.825,82998,25.277,85521,23.274,81735,25.028,85368,26.786,85471,26.044,85523,19.808,85340,29.823,87369,27.223,85517,27.208,81199,29.879,DSNY-BRS-1461,37.069,85528
