GEOID,BoroName,NTA2020,lon,lat,centroid,geometry,tt_0,fp_0,tt_1,fp_1,tt_2,fp_2,tt_3,fp_3,tt_4,fp_4,tt_5,fp_5,tt_6,fp_6,tt_7,fp_7,tt_8,fp_8,tt_9,fp_9,tt_10,fp_10,tt_11,fp_11,tt_12,fp_12,tt_13,fp_13,tt_14,fp_14
36081033100,Queens,QN8081,-73.87325526557395,40.77440724705834,POINT (-73.8732550672325 40.77440733868982),POINT (-73.87325526557395 40.77440724705834),65.629,87064,39.638,FPC-624,77.246,85503,41.207,81199,57.065,80752,46.084,85521,48.23,85523,51.631,87247,83.681,82186,56.919,FPC-488,66.116,85434,61.692,85517,74.453,FPC-457,100.542,80343,94.461,83916
36081076901,Queens,QN0602,-73.8375703595646,40.71645378382939,POINT (-73.83757029623004 40.716453752949214),POINT (-73.83757035956459 40.71645378382939),64.345,82186,69.709,87064,45.989,FPC-488,47.14,FPC-624,81.363,85503,30.277,81199,55.08,85434,35.048,85521,40.595,87247,37.98,85523,46.135,80752,52.729,85517,89.612,80343,65.49,FPC-457,84.782,83916
36081076902,Queens,QN0602,-73.83404842466034,40.715041058623534,POINT (-73.83404840745372 40.7150410537959),POINT (-73.83404842466034 40.71504105862353),62.342,82186,71.068,87064,47.364,FPC-488,48.499,FPC-624,82.722,85503,31.652,81199,56.439,85434,36.407,85521,41.954,87247,39.339,85523,47.51,80752,90.987,80343,54.088,85517,66.849,FPC-457,86.157,83916
36081029900,Queens,QN0171,-73.89939935031771,40.76398784019007,POINT (-73.89939935847656 40.76398780972398),POINT (-73.89939935031771 40.76398784019007),40.516,FPC-624,47.221,81199,66.507,87064,59.254,80752,49.95,85521,49.108,85523,54.803,87247,72.412,85434,57.851,FPC-488,89.923,82186,78.124,85503,62.57,85517,75.331,FPC-457,101.474,80343,95.339,83916
36081031700,Queens,QN0101,-73.89304697607925,40.77091026717877,POINT (-73.89304701545078 40.77091014696356),POINT (-73.89304697607925 40.77091026717877),34.118,FPC-624,60.109,87064,40.823,81199,52.856,80752,43.552,85521,42.71,85523,71.726,85503,48.405,87247,65.016,85434,51.453,FPC-488,83.525,82186,56.172,85517,68.933,FPC-457,95.076,80343,88.941,83916
36061002500,Manhattan,MN0301,-73.99860736773405,40.710109555821745,POINT (-73.99860736964303 40.71010954925149),POINT (-73.99860736773405 40.71010955582175),16.608,85517,21.389,85434,29.198,87247,24.928,85521,31.795,FPC-488,26.803,85523,27.891,81199,26.411,FPC-457,37.565,80752,50.764,82186,34.554,FPC-624,55.04,80343,45.184,83916,57.067,87064,69.681,85503
36005027401,Bronx,BX1003,-73.82263140887845,40.84043756178455,POINT (-73.82263141045159 40.840437374694595),POINT (-73.82263140887845 40.84043756178455),25.09,85503,30.395,87064,43.579,FPC-624,56.3,80752,58.739,81199,63.321,85523,63.509,85521,69.612,87247,82.094,85434,102.362,82186,85.712,FPC-488,71.325,85517,84.086,FPC-457,115.18,80343,104.094,83916
36005027402,Bronx,BX1003,-73.81747207128835,40.84277056353014,POINT (-73.81747207631507 40.842770414577295),POINT (-73.81747207128835 40.84277056353014),28.575,85503,33.331,87064,45.654,FPC-624,58.375,80752,61.675,81199,66.257,85523,65.584,85521,71.687,87247,85.03,85434,105.298,82186,88.648,FPC-488,74.261,85517,87.022,FPC-457,118.116,80343,107.03,83916
36081071100,Queens,QN0602,-73.85229882498777,40.72201219061035,POINT (-73.85229871748359 40.72201225475354),POINT (-73.85229882498777 40.72201219061035),64.314,82186,46.621,FPC-488,70.301,87064,47.732,FPC-624,30.909,81199,55.672,85434,81.955,85503,35.64,85521,41.187,87247,38.572,85523,46.767,80752,53.321,85517,90.244,80343,66.082,FPC-457,85.414,83916
36081071306,Queens,QN0602,-73.85604746637564,40.72616084057051,POINT (-73.85604745224096 40.72616083274453),POINT (-73.85604746637564 40.72616084057051),64.846,82186,73.769,87064,50.201,FPC-488,51.2,FPC-624,34.489,81199,59.398,85434,85.423,85503,39.366,85521,44.913,87247,42.298,85523,50.347,80752,56.789,85517,93.824,80343,69.55,FPC-457,88.994,83916
36061016700,Manhattan,MN0702,-73.98100654396063,40.78527297690969,POINT (-73.9810065036799 40.78527297261079),POINT (-73.98100654396063 40.78527297690969),7.801,80752,22.892,81199,13.58,85523,18.995,85521,21.473,87247,27.195,FPC-624,39.597,85434,29.418,85517,44.329,FPC-488,43.253,87064,45.773,FPC-457,62.801,82186,63.9,85503,72.513,80343,64.594,83916
36081059200,Queens,QN1304,-73.72972332614286,40.70123986093404,POINT (-73.72972327641092 40.70123985628181),POINT (-73.72972332614286 40.70123986093404),78.033,82186,97.339,85503,84.36,87064,81.801,FPC-624,79.855,FPC-488,64.143,81199,87.36,85434,119.438,80343,69.709,85521,80.001,80752,75.256,87247,72.641,85523,87.39,85517,99.773,FPC-457,118.648,83916
36081062200,Queens,QN1304,-73.72887942798494,40.69194795327569,POINT (-73.728879442699 40.69194787306939),POINT (-73.72887942798494 40.69194795327569),82.569,82186,101.885,85503,88.906,87064,84.391,FPC-488,87.359,FPC-624,68.679,81199,91.896,85434,123.974,80343,75.52,85521,84.537,80752,81.067,87247,77.257,85523,92.686,85517,104.309,FPC-457,123.184,83916
36081000104,Queens,QN0201,-73.9444697294992,40.74098205168622,POINT (-73.94446982267783 40.740982102026514),POINT (-73.9444697294992 40.74098205168622),23.287,81199,23.639,85521,43.608,85434,28.255,87247,17.91,85523,26.515,FPC-488,30.38,80752,32.969,FPC-624,34.103,85517,58.587,82186,55.56,87064,46.864,FPC-457,70.138,80343,68.096,85503,66.872,83916
36081063800,Queens,QN1307,-73.73301363200908,40.669831497044356,POINT (-73.733013706632 40.66983147384637),POINT (-73.73301363200908 40.66983149704436),83.236,82186,111.432,85503,98.453,87064,85.058,FPC-488,88.026,FPC-624,124.641,80343,69.346,81199,92.563,85434,76.388,85521,81.935,87247,77.924,85523,85.204,80752,104.976,FPC-457,93.353,85517,123.851,83916
36081129103,Queens,QN1104,-73.7597222364899,40.73669472115657,POINT (-73.75972226543536 40.736694682298854),POINT (-73.75972223648991 40.73669472115657),77.338,85503,64.359,87064,85.461,82186,76.138,FPC-624,75.003,FPC-488,59.291,81199,84.078,85434,75.149,80752,63.515,85521,66.978,85523,69.593,87247,118.626,80343,81.727,85517,93.369,FPC-457,112.142,83916
36061023300,Manhattan,MN0903,-73.94997079357437,40.82850407580562,POINT (-73.94997076585123 40.8285040831507),POINT (-73.94997079357437 40.82850407580562),27.177,FPC-624,20.44,80752,36.64,81199,45.927,87064,27.494,85523,32.909,85521,35.387,87247,51.751,85434,54.978,85503,42.821,85517,56.483,FPC-488,75.212,82186,58.274,FPC-457,86.427,80343,77.095,83916
36061023700,Manhattan,MN0903,-73.94759762488748,40.83144140741758,POINT (-73.94759759077317 40.83144140796635),POINT (-73.94759762488748 40.83144140741758),27.306,FPC-624,20.569,80752,42.104,87064,36.935,81199,27.623,85523,33.038,85521,35.516,87247,53.513,85503,53.008,85434,42.95,85517,57.74,FPC-488,75.341,82186,58.403,FPC-457,86.556,80343,77.224,83916
36005041400,Bronx,BX1203,-73.85411672211059,40.90372569101339,POINT (-73.85411680789532 40.903725611351895),POINT (-73.85411672211059 40.90372569101339),43.153,85503,37.465,87064,53.953,FPC-624,61.419,80752,63.79,81199,63.173,85523,68.088,85521,72.742,87247,86.619,85434,90.237,FPC-488,106.887,82186,75.85,85517,88.611,FPC-457,119.705,80343,108.619,83916
36005041800,Bronx,BX1203,-73.85848896465541,40.89712500873633,POINT (-73.85848898424773 40.89712499691755),POINT (-73.85848896465541 40.89712500873633),41.624,85503,35.936,87064,50.781,FPC-624,59.89,80752,60.618,81199,61.644,85523,65.657,85521,71.213,87247,83.447,85434,87.065,FPC-488,103.715,82186,72.678,85517,85.439,FPC-457,116.533,80343,105.447,83916
36081053501,Queens,QN0501,-73.91260410534635,40.71647278456378,POINT (-73.91260411031229 40.71647273706508),POINT (-73.91260410534635 40.71647278456378),29.354,FPC-488,37.659,82186,36.545,85434,39.504,81199,33.717,85521,35.565,87247,36.375,85523,46.571,FPC-624,49.513,80752,40.207,85517,69.163,87064,52.968,FPC-457,72.977,80343,81.698,85503,72.095,83916
36081052500,Queens,QN0501,-73.90663726054976,40.71896989916596,POINT (-73.90663725955311 40.71896991118776),POINT (-73.90663726054976 40.71896989916596),37.982,82186,29.677,FPC-488,39.827,81199,36.868,85434,34.04,85521,35.888,87247,46.894,FPC-624,36.698,85523,49.836,80752,40.53,85517,69.486,87064,53.291,FPC-457,73.3,80343,82.021,85503,72.418,83916
36081059502,Queens,QN0501,-73.90871048745983,40.71524900609233,POINT (-73.90871047283582 40.71524899699234),POINT (-73.90871048745983 40.71524900609233),41.735,82186,30.241,FPC-488,37.432,85434,40.391,81199,34.604,85521,36.452,87247,37.262,85523,47.458,FPC-624,50.4,80752,41.094,85517,70.05,87064,53.855,FPC-457,73.864,80343,82.585,85503,72.982,83916
36005016500,Bronx,BX0302,-73.90028931879107,40.84309005395791,POINT (-73.90028929881689 40.84309006572166),POINT (-73.90028931879107 40.84309005395791),22.018,87064,33.998,FPC-624,41.589,85503,42.374,80752,43.835,81199,44.128,85523,46.715,85521,53.697,87247,66.65,85434,70.282,FPC-488,55.895,85517,86.932,82186,68.656,FPC-457,99.75,80343,88.664,83916
36005016700,Bronx,BX0302,-73.90217320098341,40.84048166683579,POINT (-73.90217317158071 40.8404816605549),POINT (-73.90217320098341 40.84048166683579),17.605,87064,31.942,FPC-624,42.535,85503,40.318,80752,41.779,81199,42.072,85523,43.05,85521,51.344,87247,62.985,85434,68.226,FPC-488,53.839,85517,84.876,82186,66.6,FPC-457,97.694,80343,86.608,83916
36081002500,Queens,QN0105,-73.94516595846466,40.75496141878324,POINT (-73.94516595453172 40.75496141282629),POINT (-73.94516595846466 40.75496141878324),19.477,81199,18.843,85521,21.775,85523,24.39,87247,31.039,80752,30.935,FPC-624,38.875,85434,34.652,FPC-488,36.524,85517,66.226,82186,53.504,87064,49.285,FPC-457,65.158,85503,73.901,80343,69.293,83916
36061021400,Manhattan,MN1002,-73.93621341383086,40.81778848572552,POINT (-73.93621342343882 40.81778847316565),POINT (-73.93621341383086 40.81778848572552),19.419,FPC-624,26.401,80752,34.462,87064,32.492,81199,28.155,85523,33.07,85521,37.724,87247,52.955,85503,54.983,85434,58.939,FPC-488,42.705,85517,74.826,82186,57.313,FPC-457,86.835,80343,76.979,83916
36061023600,Manhattan,MN1002,-73.93610615931061,40.82489462805391,POINT (-73.93610611753044 40.82489455547648),POINT (-73.93610615931061 40.82489462805391),20.38,FPC-624,24.892,80752,36.467,87064,35.8,81199,26.646,85523,31.561,85521,36.215,87247,57.31,85503,53.743,85434,58.087,FPC-488,41.196,85517,73.317,82186,56.649,FPC-457,85.326,80343,75.47,83916
36005041100,Bronx,BX0702,-73.88713943324251,40.875578106075736,POINT (-73.8871394740893 40.87557807127752),POINT (-73.88713943324251 40.87557810607574),40.83,87064,45.564,85503,34.796,FPC-624,46.536,80752,44.633,81199,46.053,85523,45.248,85521,53.542,87247,65.183,85434,70.454,FPC-488,56.693,85517,87.73,82186,69.454,FPC-457,100.209,80343,89.462,83916
36005041300,Bronx,BX0702,-73.88519739654781,40.87409905535068,POINT (-73.88519741798665 40.87409901923797),POINT (-73.88519739654781 40.87409905535068),40.186,87064,43.893,85503,37.117,FPC-624,47.963,80752,46.954,81199,45.579,85523,44.774,85521,53.068,87247,64.709,85434,69.98,FPC-488,59.014,85517,90.051,82186,71.775,FPC-457,99.735,80343,91.783,83916
36005030202,Bronx,BX1004,-73.82024491688418,40.86531637153581,POINT (-73.8202449078464 40.86531635819929),POINT (-73.82024491688418 40.86531637153581),31.935,85503,37.24,87064,43.8,FPC-624,55.904,80752,61.945,81199,64.46,85523,64.23,85521,69.216,87247,86.786,85434,86.534,FPC-488,107.222,82186,76.185,85517,88.946,FPC-457,119.011,80343,108.954,83916
36005046205,Bronx,BX1004,-73.82908652049647,40.86892682434552,POINT (-73.82908636630314 40.868926677866725),POINT (-73.82908652049647 40.86892682434552),23.286,85503,31.145,87064,44.783,FPC-624,57.504,80752,59.489,81199,63.751,85523,64.713,85521,70.816,87247,82.524,85434,81.431,FPC-488,102.792,82186,71.755,85517,84.516,FPC-457,115.61,80343,104.524,83916
36081156700,Queens,QN1302,-73.72963241632439,40.74065776219546,POINT (-73.72963275922822 40.740657479203314),POINT (-73.72963241632439 40.74065776219546),84.666,85503,71.687,87064,87.221,82186,77.898,FPC-624,76.763,FPC-488,61.051,81199,76.909,80752,85.838,85434,65.806,85521,68.738,85523,71.353,87247,120.386,80343,83.487,85517,96.248,FPC-457,115.556,83916
36081157101,Queens,QN1302,-73.71955759732637,40.73849564981271,POINT (-73.71955742595466 40.73849545292666),POINT (-73.71955759732637 40.73849564981271),89.938,85503,76.959,87064,90.562,82186,83.17,FPC-624,82.035,FPC-488,66.323,81199,82.181,80752,91.11,85434,69.898,85521,74.01,85523,76.097,87247,125.658,80343,88.759,85517,99.854,FPC-457,118.627,83916
36081157102,Queens,QN1302,-73.72505695117894,40.73502473979316,POINT (-73.72505692761717 40.735024631414355),POINT (-73.72505695117894 40.73502473979316),88.84,85503,75.861,87064,85.32,82186,78.066,FPC-624,79.781,FPC-488,64.069,81199,86.006,85434,78.17,80752,65.974,85521,68.906,85523,71.521,87247,121.032,80343,83.655,85517,96.416,FPC-457,116.424,83916
36005043501,Bronx,BX1201,-73.86644546441606,40.886688011749676,POINT (-73.86644576561824 40.88668772845807),POINT (-73.86644546441606 40.88668801174968),39.154,85503,33.746,87064,52.343,FPC-624,57.7,80752,62.18,81199,59.454,85523,64.369,85521,69.023,87247,85.009,85434,88.627,FPC-488,74.004,85517,105.277,82186,87.001,FPC-457,118.095,80343,107.009,83916
36005045101,Bronx,BX1203,-73.86433661286175,40.897460144645635,POINT (-73.86433661129686 40.8974601431436),POINT (-73.86433661286175 40.89746014464563),44.045,85503,38.357,87064,45.345,FPC-624,57.085,80752,55.182,81199,59.238,85523,60.221,85521,67.124,87247,78.011,85434,81.629,FPC-488,67.242,85517,98.279,82186,80.003,FPC-457,111.097,80343,100.011,83916
36005028400,Bronx,BX1161,-73.83871995686026,40.84947458504397,POINT (-73.83872024092199 40.849474292002284),POINT (-73.83871995686026 40.84947458504397),20.331,85503,29.632,87064,44.885,FPC-624,63.023,80752,57.976,81199,62.558,85523,65.731,85521,69.356,87247,81.331,85434,84.949,FPC-488,101.599,82186,70.562,85517,83.323,FPC-457,114.417,80343,103.331,83916
36081000701,Queens,QN0201,-73.95283615316009,40.74285280046389,POINT (-73.95283613974247 40.7428528043647),POINT (-73.95283615316009 40.74285280046389),17.685,81199,17.835,85521,22.451,87247,37.804,85434,12.106,85523,24.576,80752,22.024,FPC-488,27.165,FPC-624,28.299,85517,54.096,82186,41.06,FPC-457,49.756,87064,65.647,80343,62.292,85503,61.068,83916
36081001901,Queens,QN0201,-73.94509831363011,40.744699338831225,POINT (-73.94509836409006 40.74469933044739),POINT (-73.94509831363011 40.74469933883123),15.069,81199,21.517,85521,17.582,85523,40.398,85434,27.064,87247,30.052,80752,22.861,FPC-488,32.353,FPC-624,33.775,85517,54.933,82186,54.922,87064,46.536,FPC-457,66.576,85503,66.484,80343,66.544,83916
36061012902,Manhattan,MN0402,-73.99592643188866,40.764903863919905,POINT (-73.99592637871106 40.76490386190179),POINT (-73.99592643188866 40.7649038639199),17.386,85523,21.59,85521,26.327,87247,20.896,81199,23.084,80752,39.519,85434,34.272,85517,37.122,FPC-624,42.608,FPC-488,48.122,FPC-457,64.207,82186,56.494,87064,74.545,80343,72.947,85503,62.625,83916
36061013501,Manhattan,MN0402,-73.99423854520315,40.76748004394332,POINT (-73.99423848617201 40.76748004076121),POINT (-73.99423854520315 40.76748004394332),18.692,85523,22.637,85521,26.585,87247,21.154,81199,22.477,80752,39.777,85434,34.53,85517,36.515,FPC-624,42.866,FPC-488,48.38,FPC-457,54.026,87064,65.87,82186,74.803,80343,72.34,85503,64.288,83916
36061013502,Manhattan,MN0402,-73.99238622786636,40.76999221965777,POINT (-73.99238618351383 40.76999221894222),POINT (-73.99238622786636 40.76999221965777),16.251,85523,20.14,85521,18.722,80752,19.681,81199,24.144,87247,39.459,85434,32.089,85517,33.269,FPC-624,44.137,FPC-488,48.924,FPC-457,50.171,87064,65.34,82186,69.094,85503,72.196,80343,64.773,83916
36005014500,Bronx,BX0302,-73.90702688037584,40.83151458001226,POINT (-73.9070268765715 40.831514576295596),POINT (-73.90702688037584 40.83151458001226),20.117,87064,28.179,FPC-624,44.88,85503,36.555,80752,38.016,81199,38.309,85523,40.237,85521,47.878,87247,60.172,85434,64.463,FPC-488,50.076,85517,81.113,82186,62.837,FPC-457,93.931,80343,82.845,83916
36005014701,Bronx,BX0302,-73.90533001347269,40.834231625224255,POINT (-73.90533000297557 40.834231628679134),POINT (-73.90533001347269 40.83423162522426),23.181,87064,29.428,FPC-624,46.868,85503,37.804,80752,39.265,81199,39.558,85523,44.187,85521,49.127,87247,62.094,85434,65.712,FPC-488,51.325,85517,82.362,82186,64.086,FPC-457,95.18,80343,84.094,83916
36081001903,Queens,QN0201,-73.94682450890477,40.75060308800096,POINT (-73.94682448284867 40.75060309094711),POINT (-73.94682450890477 40.75060308800096),16.185,81199,22.633,85521,22.062,85523,28.18,87247,41.514,85434,32.043,80752,35.408,FPC-624,26.523,FPC-488,38.255,85517,58.595,82186,57.502,87064,51.016,FPC-457,68.943,85503,70.146,80343,70.69,83916
36081003301,Queens,QN0105,-73.93893220707399,40.7514153504801,POINT (-73.93893215812552 40.75141535685248),POINT (-73.93893220707399 40.7514153504801),16.624,81199,20.585,85521,18.487,85523,29.55,FPC-624,26.132,87247,30.957,80752,40.617,85434,26.752,FPC-488,34.68,85517,58.824,82186,52.119,87064,47.441,FPC-457,63.773,85503,70.375,80343,67.449,83916
36061011500,Manhattan,MN0402,-73.99354886237961,40.75716777967803,POINT (-73.99354883727322 40.757167782016),POINT (-73.99354886237961 40.75716777967803),7.421,85523,9.057,85521,17.597,87247,18.013,81199,21.781,80752,31.569,85434,25.549,85517,32.739,FPC-624,36.986,FPC-488,40.172,FPC-457,58.597,82186,51.204,87064,64.869,80343,68.533,85503,55.243,83916
36081008800,Queens,QN1002,-73.83877397075739,40.6707768731538,POINT (-73.83877390972317 40.670776842712954),POINT (-73.83877397075739 40.6707768731538),36.36,82186,46.369,FPC-488,77.179,80343,59.086,85434,60.095,81199,76.439,FPC-624,96.782,87064,59.895,85521,62.466,87247,63.457,85523,66.395,FPC-457,56.366,85517,108.838,85503,71.821,80752,87.177,83916
36081006202,Queens,QN1003,-73.85471151958056,40.665643648355385,POINT (-73.85471165578336 40.66564332799717),POINT (-73.85471151958056 40.66564364835538),35.097,82186,45.106,FPC-488,75.916,80343,57.823,85434,68.513,81199,58.632,85521,61.203,87247,75.176,FPC-624,62.194,85523,65.132,FPC-457,55.103,85517,97.873,87064,70.558,80752,110.303,85503,85.914,83916
36061015900,Manhattan,MN0701,-73.9845373735384,40.77965059771135,POINT (-73.98453735481365 40.77965060466582),POINT (-73.9845373735384 40.77965059771135),10.439,80752,11.867,85523,21.708,81199,16.782,85521,20.363,87247,25.83,FPC-624,38.487,85434,26.417,85517,43.219,FPC-488,41.888,87064,41.87,FPC-457,58.898,82186,62.535,85503,70.547,80343,60.691,83916
36061016300,Manhattan,MN0702,-73.98366748600745,40.782648474877426,POINT (-73.98366746874125 40.78264847189939),POINT (-73.98366748600745 40.78264847487743),10.014,80752,24.145,81199,14.918,85523,19.833,85521,23.414,87247,28.881,FPC-624,41.538,85434,29.468,85517,46.27,FPC-488,44.939,87064,44.921,FPC-457,61.949,82186,65.586,85503,73.598,80343,63.742,83916
36085000300,Staten Island,SI0101,-74.07527679260495,40.641426193728115,POINT (-74.07527680610576 40.64142615534825),POINT (-74.07527679260495 40.64142619372812),21.445,83916,44.468,FPC-457,55.216,85517,63.505,80343,77.148,85434,67.032,FPC-488,74.194,87247,71.623,85521,69.871,85523,75.182,81199,82.874,82186,80.633,80752,81.845,FPC-624,104.542,87064,116.972,85503
36085000600,Staten Island,SI0103,-74.06516507650731,40.615340053585896,POINT (-74.0651643509658 40.615339715448656),POINT (-74.06516507650731 40.6153400535859),37.408,FPC-457,32.028,83916,53.163,80343,49.19,85517,61.006,FPC-488,71.122,85434,68.168,87247,65.597,85521,63.845,85523,76.848,82186,69.156,81199,74.607,80752,75.819,FPC-624,98.516,87064,110.946,85503
36085000700,Staten Island,SI0101,-74.08238870290326,40.64609018196518,POINT (-74.08238868230106 40.64609021398698),POINT (-74.08238870290326 40.64609018196518),21.808,83916,47.832,FPC-457,58.58,85517,80.512,85434,67.094,80343,70.396,FPC-488,77.558,87247,74.987,85521,73.235,85523,78.546,81199,86.238,82186,83.997,80752,85.209,FPC-624,107.906,87064,120.336,85503
36085000800,Staten Island,SI0103,-74.0676936662699,40.61192218281439,POINT (-74.06769338606225 40.611922012515876),POINT (-74.0676936662699 40.61192218281439),32.97,FPC-457,32.011,83916,52.232,80343,43.718,85517,55.534,FPC-488,65.65,85434,62.696,87247,60.125,85521,58.373,85523,71.376,82186,63.684,81199,69.135,80752,70.347,FPC-624,93.044,87064,105.474,85503
36085000900,Staten Island,SI0101,-74.08285639238284,40.6422041596386,POINT (-74.08285642578305 40.64220416387524),POINT (-74.08285639238284 40.6422041596386),25.481,83916,48.658,FPC-457,59.406,85517,67.92,80343,81.338,85434,71.222,FPC-488,78.384,87247,75.813,85521,74.061,85523,79.372,81199,87.064,82186,84.823,80752,86.035,FPC-624,108.732,87064,121.162,85503
36085001100,Staten Island,SI0101,-74.08267798707374,40.63877629978167,POINT (-74.08267802146754 40.638776303487795),POINT (-74.08267798707374 40.63877629978167),24.374,83916,47.401,FPC-457,58.149,85517,66.663,80343,80.081,85434,69.965,FPC-488,77.127,87247,74.556,85521,72.804,85523,78.115,81199,85.807,82186,83.566,80752,84.778,FPC-624,107.475,87064,119.905,85503
36085001700,Staten Island,SI0102,-74.08122745103829,40.63441580394103,POINT (-74.08122748230664 40.634415774536706),POINT (-74.08122745103829 40.63441580394103),20.661,83916,42.363,FPC-457,53.111,85517,61.625,80343,75.043,85434,64.927,FPC-488,72.089,87247,69.518,85521,67.766,85523,73.077,81199,80.769,82186,78.528,80752,79.74,FPC-624,102.437,87064,114.867,85503
36085002001,Staten Island,SI0103,-74.07096800562961,40.606891052834975,POINT (-74.07096790994002 40.60689103874444),POINT (-74.07096800562961 40.60689105283497),33.13,FPC-457,26.679,83916,52.455,80343,43.941,85517,55.694,FPC-488,65.81,85434,62.919,87247,60.348,85521,71.536,82186,58.596,85523,63.907,81199,69.358,80752,70.57,FPC-624,93.267,87064,105.697,85503
36085002100,Staten Island,SI0102,-74.07742950544129,40.63036631211198,POINT (-74.07742970920938 40.63036614544603),POINT (-74.07742950544129 40.63036631211198),23.09,83916,39.226,FPC-457,49.974,85517,57.638,80343,71.906,85434,61.79,FPC-488,68.952,87247,66.381,85521,64.629,85523,69.94,81199,77.632,82186,75.391,80752,76.603,FPC-624,99.3,87064,111.73,85503
36085002700,Staten Island,SI0102,-74.07642059196587,40.62358810984228,POINT (-74.07642057521966 40.62358808711552),POINT (-74.07642059196587 40.62358810984228),29.708,83916,36.626,FPC-457,47.374,85517,55.888,80343,59.19,FPC-488,69.306,85434,66.352,87247,63.781,85521,62.029,85523,75.032,82186,67.34,81199,72.791,80752,74.003,FPC-624,96.7,87064,109.13,85503
36085002900,Staten Island,SI0102,-74.0827381400913,40.61966118386719,POINT (-74.08273825024891 40.619661117733706),POINT (-74.08273814009129 40.61966118386719),28.74,83916,38.521,FPC-457,49.269,85517,56.16,80343,61.085,FPC-488,71.201,85434,68.247,87247,65.676,85521,63.924,85523,76.927,82186,69.235,81199,74.686,80752,75.898,FPC-624,98.595,87064,111.025,85503
36085003300,Staten Island,SI0104,-74.08662833663017,40.62561087548329,POINT (-74.0866285170351 40.62561057733245),POINT (-74.08662833663017 40.62561087548329),25.032,83916,45.796,FPC-457,56.544,85517,63.435,80343,78.476,85434,68.36,FPC-488,75.522,87247,72.951,85521,71.199,85523,76.51,81199,84.202,82186,81.961,80752,83.173,FPC-624,105.87,87064,118.3,85503
36085003600,Staten Island,SI0103,-74.07589741843894,40.611083205369695,POINT (-74.075897547026 40.61108313167088),POINT (-74.07589741843894 40.6110832053697),31.661,83916,35.147,FPC-457,54.409,80343,45.895,85517,57.711,FPC-488,67.827,85434,64.873,87247,62.302,85521,60.55,85523,73.553,82186,65.861,81199,71.312,80752,72.524,FPC-624,95.221,87064,107.651,85503
36085003900,Staten Island,SI0104,-74.09335570623124,40.62117839536168,POINT (-74.09335582210761 40.62117834007271),POINT (-74.09335570623124 40.62117839536168),26.4,83916,43.724,FPC-457,54.472,85517,61.363,80343,76.404,85434,66.288,FPC-488,73.45,87247,70.879,85521,69.127,85523,74.438,81199,82.13,82186,79.889,80752,81.101,FPC-624,103.798,87064,116.228,85503
36085004001,Staten Island,SI0102,-74.07566361455895,40.61888496990113,POINT (-74.0756636838478 40.61888496498761),POINT (-74.07566361455895 40.61888496990113),28.307,83916,31.047,FPC-457,41.795,85517,50.309,80343,53.611,FPC-488,63.727,85434,60.773,87247,58.202,85521,56.45,85523,69.453,82186,61.761,81199,67.212,80752,68.424,FPC-624,91.121,87064,103.551,85503
36085004002,Staten Island,SI0103,-74.07936999192081,40.6128289387238,POINT (-74.07937006894775 40.612828882440006),POINT (-74.07936999192081 40.6128289387238),36.488,83916,42.868,FPC-457,62.13,80343,53.616,85517,65.432,FPC-488,75.548,85434,72.594,87247,70.023,85521,68.271,85523,81.274,82186,73.582,81199,79.033,80752,80.245,FPC-624,102.942,87064,115.372,85503
36085004003,Staten Island,SI0103,-74.08326408073306,40.61428996394705,POINT (-74.08326412548296 40.61428994463512),POINT (-74.08326408073306 40.61428996394705),28.715,83916,38.679,FPC-457,49.427,85517,56.318,80343,61.243,FPC-488,71.359,85434,68.405,87247,65.834,85521,64.082,85523,77.085,82186,69.393,81199,74.844,80752,76.056,FPC-624,98.753,87064,111.183,85503
36085004004,Staten Island,SI0103,-74.0852640164252,40.609301895664494,POINT (-74.08526397598061 40.60930188485145),POINT (-74.0852640164252 40.60930189566449),21.806,83916,34.31,FPC-457,52.019,80343,45.128,85517,56.874,FPC-488,66.99,85434,63.921,87247,61.535,85521,59.783,85523,72.716,82186,65.094,81199,70.545,80752,71.757,FPC-624,94.454,87064,106.884,85503
36085004700,Staten Island,SI0104,-74.09473805837644,40.61420762713124,POINT (-74.09473795759354 40.61420762362873),POINT (-74.09473805837644 40.61420762713124),22.059,83916,39.383,FPC-457,50.131,85517,57.022,80343,72.063,85434,61.947,FPC-488,69.109,87247,66.538,85521,64.786,85523,77.789,82186,70.097,81199,75.548,80752,76.76,FPC-624,99.457,87064,111.887,85503
36085005000,Staten Island,SI0201,-74.08600957795849,40.60414068797443,POINT (-74.0860095504352 40.60414072113674),POINT (-74.08600957795849 40.60414068797443),24.129,83916,33.393,FPC-457,51.969,80343,44.493,85517,55.957,FPC-488,66.073,85434,63.421,87247,60.85,85521,59.098,85523,71.799,82186,64.459,81199,69.86,80752,71.122,FPC-624,93.819,87064,106.249,85503
36085005902,Staten Island,SI0104,-74.09441446262818,40.62749081715987,POINT (-74.09441453265389 40.627490773691235),POINT (-74.09441446262818 40.62749081715987),22.793,83916,43.73,FPC-457,54.478,85517,61.369,80343,76.41,85434,66.294,FPC-488,73.456,87247,70.885,85521,69.133,85523,74.444,81199,82.136,82186,79.895,80752,81.107,FPC-624,103.804,87064,116.234,85503
