GEOID,BoroName,NTA2020,lon,lat,centroid,geometry,tt_0,fp_0,tt_1,fp_1,tt_2,fp_2,tt_3,fp_3,tt_4,fp_4,tt_5,fp_5,tt_6,fp_6,tt_7,fp_7,tt_8,fp_8,tt_9,fp_9
36061000100,Manhattan,MN0191,-74.04233963651815,40.69567322688057,POINT (-74.04233991488555 40.69567298240604),POINT (-74.04233963651815 40.69567322688057),246.768,80520,250.967,85291,240.255,80204,241.701,80749,240.317,FPC-634,224.927,85289,254.095,81685,245.82,87247,247.401,Plentiful-1388,248.564,85069
36061000201,Manhattan,MN0301,-73.98584800829613,40.711868746013344,POINT (-73.98584800028144 40.71186871871548),POINT (-73.98584800829613 40.71186874601334),15.485,85291,20.221,81685,28.554,80520,28.473,80204,23.728,80749,28.081,87247,32.145,85069,29.662,Plentiful-1388,34.198,FPC-634,38.924,85351
36061000600,Manhattan,MN0301,-73.989476789607,40.71195059941946,POINT (-73.9894767752886 40.711950582311424),POINT (-73.989476789607 40.71195059941946),13.926,85291,18.662,81685,24.973,80520,19.012,80749,23.757,80204,23.365,87247,24.946,Plentiful-1388,27.429,85069,29.482,FPC-634,31.57,87369
36061001401,Manhattan,MN0302,-73.98733213729894,40.71516046573841,POINT (-73.98733213277733 40.715160475095416),POINT (-73.98733213729894 40.71516046573841),9.8,85291,14.536,81685,22.869,80520,20.253,80749,24.998,80204,24.606,87247,26.187,Plentiful-1388,28.67,85069,32.811,87369,30.723,FPC-634
36061001402,Manhattan,MN0302,-73.9858816314248,40.71751329862137,POINT (-73.98588163638996 40.71751329107455),POINT (-73.9858816314248 40.71751329862137),9.909,85291,14.645,81685,22.978,80520,17.663,80749,22.016,87247,23.597,Plentiful-1388,24.881,80204,28.553,85069,30.221,87369,32.362,81199
36061001800,Manhattan,MN0302,-73.99084216687713,40.719046119948565,POINT (-73.99084214553514 40.719046119924954),POINT (-73.99084216687713 40.71904611994857),9.685,85291,14.512,81685,22.363,80520,17.545,80749,21.898,87247,22.636,Plentiful-1388,24.763,80204,28.957,87369,28.435,85069,26.595,DSNY-BRS-1461
36061002201,Manhattan,MN0302,-73.9818441595981,40.71911566546385,POINT (-73.98184414606295 40.71911565637374),POINT (-73.9818441595981 40.71911566546385),9.659,85291,10.545,81685,23.051,80520,22.614,80749,27.303,87247,29.282,Plentiful-1388,30.903,80204,34.575,85069,35.712,87369,31.22,81199
36061002601,Manhattan,MN0303,-73.97993015397464,40.72258485164247,POINT (-73.97993013644351 40.72258485381506),POINT (-73.97993015397464 40.72258485164247),6.617,81685,9.586,85291,19.123,80520,18.686,80749,23.375,87247,25.354,Plentiful-1388,33.496,80204,27.292,81199,31.784,87369,31.53,DSNY-BRS-1461
36061002602,Manhattan,MN0303,-73.97861335594028,40.72438922415978,POINT (-73.9786133390267 40.72438922658674),POINT (-73.97861335594028 40.72438922415978),5.005,81685,12.336,85291,17.511,80520,17.074,80749,21.763,87247,23.742,Plentiful-1388,25.68,81199,30.172,87369,34.889,80204,29.918,DSNY-BRS-1461
36061002800,Manhattan,MN0303,-73.97681304479434,40.726860955813045,POINT (-73.97681303615444 40.726860950834535),POINT (-73.97681304479434 40.72686095581304),3.553,81685,13.616,85291,16.414,80520,15.977,80749,20.595,87247,22.645,Plentiful-1388,24.512,81199,29.004,87369,28.75,DSNY-BRS-1461,33.792,80204
