GEOID,BoroName,NTA2020,lon,lat,centroid,geometry,tt_0,fp_0,tt_1,fp_1,tt_2,fp_2,tt_3,fp_3,tt_4,fp_4,tt_5,fp_5,tt_6,fp_6,tt_7,fp_7,tt_8,fp_8,tt_9,fp_9,tt_10,fp_10,tt_11,fp_11,tt_12,fp_12,tt_13,fp_13,tt_14,fp_14,tt_15,fp_15,tt_16,fp_16,tt_17,fp_17,tt_18,fp_18,tt_19,fp_19,tt_20,fp_20,tt_21,fp_21,tt_22,fp_22,tt_23,fp_23,tt_24,fp_24
36061000100,Manhattan,MN0191,-74.04233963651815,40.69567322688057,POINT (-74.04233991488555 40.69567298240604),POINT (-74.04233963651815 40.69567322688057),172.057,85517,178.833,85471,180.446,82998,185.687,FPC-626,178.478,85340,186.773,80491,173.041,80413,174.116,FPC-656,187.853,FPC-566,184.074,80720,159.046,Plentiful-1396,182.423,FPC-559,195.456,85434,189.542,FPC-565,181.875,80289,189.688,80493,189.981,87247,188.673,84055,190.769,85521,188.766,81735,186.649,DSNY-BRS-2114,191.557,85544,187.957,85490,193.649,85528,186.863,85523
36061000201,Manhattan,MN0301,-73.98584800829613,40.711868746013344,POINT (-73.98584800028144 40.71186871871548),POINT (-73.98584800829613 40.71186874601334),10.556,FPC-626,12.063,85434,19.782,80491,18.064,85340,26.547,FPC-559,26.006,82998,26.003,85471,26.396,DSNY-BRS-2114,29.689,84055,27.704,85490,24.905,80720,17.617,85517,29.819,80289,35.325,85528,32.132,85544,26.076,87247,25.783,80493,30.242,FPC-488,30.611,81352,40.165,85083,29.289,FPC-566,27.614,85521,25.611,81735,30.978,FPC-565,27.365,85368
36061000600,Manhattan,MN0301,-73.989476789607,40.71195059941946,POINT (-73.9894767752886 40.711950582311424),POINT (-73.989476789607 40.71195059941946),6.119,FPC-626,15.494,85434,15.066,80491,13.348,85340,22.446,82998,21.831,FPC-559,22.575,85471,22.479,85517,20.189,80720,25.301,84055,21.941,DSNY-BRS-2114,23.249,85490,25.103,80289,21.36,87247,30.609,85528,21.067,80493,27.416,85544,24.573,FPC-566,25.526,FPC-488,25.895,81352,22.898,85521,26.262,FPC-565,20.895,81735,35.519,85083,22.649,85368
36061001401,Manhattan,MN0302,-73.98733213729894,40.71516046573841,POINT (-73.98733213277733 40.715160475095416),POINT (-73.98733213729894 40.71516046573841),6.804,FPC-626,10.314,85434,14.459,80491,23.072,FPC-559,23.687,82998,14.589,85340,25.976,84055,20.243,DSNY-BRS-2114,23.343,85471,21.551,85490,21.43,80720,23.719,85517,22.601,87247,28.657,85544,22.308,80493,25.814,FPC-566,26.344,80289,31.85,85528,24.139,85521,22.136,81735,34.06,85083,27.503,FPC-565,26.767,FPC-488,23.89,85368,27.136,81352
36061001402,Manhattan,MN0302,-73.9858816314248,40.71751329862137,POINT (-73.98588163638996 40.71751329107455),POINT (-73.9858816314248 40.71751329862137),6.619,85434,10.672,FPC-626,10.67,80491,19.997,FPC-559,20.612,82998,24.457,84055,20.107,DSNY-BRS-2114,21.415,85490,18.355,80720,14.472,85340,19.554,85471,25.582,85544,19.526,87247,19.233,80493,19.991,85517,22.739,FPC-566,21.064,85521,19.061,81735,30.469,85083,31.733,85528,24.428,FPC-565,26.227,80289,20.815,85368,23.911,85523,26.65,FPC-488
36061001800,Manhattan,MN0302,-73.99084216687713,40.719046119948565,POINT (-73.99084214553514 40.719046119924954),POINT (-73.99084216687713 40.71904611994857),7.268,80491,6.249,FPC-626,11.894,85434,19.559,FPC-559,19.566,82998,17.917,80720,20.048,85471,21.914,84055,16.489,DSNY-BRS-2114,17.797,85490,19.088,87247,18.795,80493,20.485,85517,14.034,85340,24.647,85544,22.301,FPC-566,23.99,FPC-565,20.059,85521,18.056,81735,19.81,85368,22.906,85523,28.155,85083,25.789,80289,30.523,85528,25.172,87369
36061002201,Manhattan,MN0302,-73.9818441595981,40.71911566546385,POINT (-73.98184414606295 40.71911565637374),POINT (-73.9818441595981 40.71911566546385),2.541,85434,15.92,FPC-626,14.449,80491,23.498,FPC-559,20.247,DSNY-BRS-2114,21.555,85490,25.003,84055,26.343,82998,30.563,85544,24.086,80720,25.257,87247,20.494,85340,24.964,80493,37.028,85083,26.052,85471,26.795,85521,24.792,81735,37.755,85528,28.47,FPC-566,26.546,85368,30.159,FPC-565,26.489,85517,32.249,80289,29.642,85523,32.672,FPC-488
36061002601,Manhattan,MN0303,-73.97993015397464,40.72258485164247,POINT (-73.97993013644351 40.72258485381506),POINT (-73.97993015397464 40.72258485164247),8.656,85434,16.403,80491,17.905,FPC-626,17.729,DSNY-BRS-2114,18.82,85490,18.802,FPC-559,20.307,84055,27.027,85544,22.138,80720,26.156,87247,27.242,82998,34.447,85083,25.863,80493,27.694,85521,25.691,81735,27.445,85368,23.115,85340,27.154,FPC-566,31.058,FPC-565,30.567,85471,29.792,85523,40.376,85528,31.585,81199,32.24,87369,25.802,85517
36061002602,Manhattan,MN0303,-73.97861335594028,40.72438922415978,POINT (-73.9786133390267 40.72438922658674),POINT (-73.97861335594028 40.72438922415978),11.116,85434,14.659,DSNY-BRS-2114,15.75,85490,18.471,80491,15.732,FPC-559,17.237,84055,19.466,FPC-626,23.957,85544,24.196,87247,31.377,85083,19.068,80720,24.899,80493,26.396,85521,29.31,82998,25.146,81735,25.737,85368,24.084,FPC-566,28.543,FPC-565,26.722,85523,24.676,85340,30.627,85471,28.515,81199,40.865,85528,30.618,87369,30.557,DSNY-BRS-1461
36061002800,Manhattan,MN0303,-73.97681304479434,40.726860955813045,POINT (-73.97681303615444 40.726860950834535),POINT (-73.97681304479434 40.72686095581304),14.268,85434,13.699,DSNY-BRS-2114,14.79,85490,16.277,84055,14.051,FPC-559,20.823,80491,22.997,85544,21.818,FPC-626,29.696,85083,23.236,87247,23.788,80493,17.387,80720,25.436,85521,23.465,81735,24.777,85368,27.962,82998,25.041,85523,27.583,FPC-565,22.403,FPC-566,27.555,81199,28.937,87369,28.876,DSNY-BRS-1461,27.028,85340,28.946,85471,39.184,85528
