GEOID,BoroName,NTA2020,lon,lat,centroid,geometry,tt_0,fp_0,tt_1,fp_1,tt_2,fp_2,tt_3,fp_3,tt_4,fp_4,tt_5,fp_5
36061000100,Manhattan,MN0191,-74.04233963651815,40.69567322688057,POINT (-74.04233991488555 40.69567298240604),POINT (-74.04233963651815 40.69567322688057),244.637,81458,227.417,FPC-609,227.417,Plentiful-1511,260.394,81199,257.38,80518,203.841,83916
36061000201,Manhattan,MN0301,-73.98584800829613,40.711868746013344,POINT (-73.98584800028144 40.71186871871548),POINT (-73.98584800829613 40.71186874601334),24.532,81458,38.294,81199,35.28,80518,44.996,FPC-624,52.556,FPC-609,52.556,Plentiful-1511
36061000600,Manhattan,MN0301,-73.989476789607,40.71195059941946,POINT (-73.9894767752886 40.711950582311424),POINT (-73.989476789607 40.71195059941946),22.029,81458,33.921,81199,32.777,80518,42.493,FPC-624,48.432,FPC-609,48.432,Plentiful-1511
36061001401,Manhattan,MN0302,-73.98733213729894,40.71516046573841,POINT (-73.98733213277733 40.715160475095416),POINT (-73.98733213729894 40.71516046573841),23.635,81458,33.67,81199,34.617,80518,45.133,FPC-624,49.507,FPC-609,49.507,Plentiful-1511
36061001402,Manhattan,MN0302,-73.9858816314248,40.71751329862137,POINT (-73.98588163638996 40.71751329107455),POINT (-73.9858816314248 40.71751329862137),22.384,81458,32.141,81199,32.0,80518,41.879,FPC-624,47.879,FPC-609,47.879,Plentiful-1511
36061001800,Manhattan,MN0302,-73.99084216687713,40.719046119948565,POINT (-73.99084214553514 40.719046119924954),POINT (-73.99084216687713 40.71904611994857),18.406,81458,28.225,81199,29.49,80518,41.628,FPC-624,48.374,FPC-609,48.374,Plentiful-1511
36061002201,Manhattan,MN0302,-73.9818441595981,40.71911566546385,POINT (-73.98184414606295 40.71911565637374),POINT (-73.9818441595981 40.71911566546385),20.437,81458,31.637,81199,32.902,80518,42.625,FPC-624,54.377,FPC-609,54.377,Plentiful-1511
36061002601,Manhattan,MN0303,-73.97993015397464,40.72258485164247,POINT (-73.97993013644351 40.72258485381506),POINT (-73.97993015397464 40.72258485164247),21.336,81458,29.811,81199,29.226,80518,38.942,FPC-624,55.3,FPC-609,55.3,Plentiful-1511
36061002602,Manhattan,MN0303,-73.97861335594028,40.72438922415978,POINT (-73.9786133390267 40.72438922658674),POINT (-73.97861335594028 40.72438922415978),23.879,81458,26.651,81199,26.066,80518,35.782,FPC-624,56.577,FPC-609,56.577,Plentiful-1511
36061002800,Manhattan,MN0303,-73.97681304479434,40.726860955813045,POINT (-73.97681303615444 40.726860950834535),POINT (-73.97681304479434 40.72686095581304),25.394,81458,25.737,81199,25.152,80518,34.868,FPC-624,56.793,FPC-609,56.793,Plentiful-1511
36061003100,Manhattan,MN0102,-74.00381559584184,40.71531057200895,POINT (-74.00381569131154 40.71531053046602),POINT (-74.00381559584184 40.71531057200895),11.0,81458,26.257,81199,23.243,80518,32.959,FPC-624,37.894,FPC-609,37.894,Plentiful-1511
36061003200,Manhattan,MN0303,-73.98370701917263,40.72555328579269,POINT (-73.98370702842817 40.72555327845573),POINT (-73.98370701917263 40.72555328579269),20.171,81458,27.99,81199,27.405,80518,37.121,FPC-624,54.261,FPC-609,54.261,Plentiful-1511
36061003300,Manhattan,MN0102,-74.00614634416432,40.71886214043471,POINT (-74.00614634471161 40.718862096530124),POINT (-74.00614634416432 40.71886214043471),7.138,81458,27.923,81199,29.605,80518,39.321,FPC-624,41.574,FPC-609,41.574,Plentiful-1511
36061003400,Manhattan,MN0303,-73.98145767697616,40.72900590859083,POINT (-73.98145767533329 40.729005907658376),POINT (-73.98145767697616 40.72900590859083),22.652,81458,23.393,81199,22.808,80518,32.524,FPC-624,54.449,FPC-609,54.449,Plentiful-1511
36061003601,Manhattan,MN0302,-73.9911271645957,40.72231932780311,POINT (-73.99112716050642 40.72231932551375),POINT (-73.9911271645957 40.72231932780311),16.12,81458,26.689,81199,27.954,80518,38.626,FPC-624,49.762,FPC-609,49.762,Plentiful-1511
36061003602,Manhattan,MN0303,-73.99020046176119,40.724560375260566,POINT (-73.99020044930231 40.7245603764933),POINT (-73.99020046176119 40.72456037526057),14.852,81458,23.486,81199,24.751,80518,36.299,FPC-624,48.942,FPC-609,48.942,Plentiful-1511
36061003700,Manhattan,MN0201,-74.0074867941145,40.726278564944955,POINT (-74.0074867844917 40.726278558965056),POINT (-74.0074867941145 40.72627856494496),4.315,81458,27.506,81199,27.207,80518,36.923,FPC-624,50.557,FPC-609,50.557,Plentiful-1511
36061003900,Manhattan,MN0102,-74.0107807590449,40.72079553570638,POINT (-74.0107807731053 40.72079547237539),POINT (-74.01078075904491 40.72079553570638),11.164,81458,31.478,81199,33.678,80518,44.072,FPC-624,46.739,FPC-609,46.739,Plentiful-1511
36061004001,Manhattan,MN0303,-73.9849021192912,40.730264485255454,POINT (-73.98490213004057 40.730264478967435),POINT (-73.98490211929121 40.73026448525545),22.642,81458,24.125,81199,23.54,80518,33.256,FPC-624,54.467,FPC-609,54.467,Plentiful-1511
36061004002,Manhattan,MN0303,-73.98720895456378,40.73124230289812,POINT (-73.98720896594332 40.73124229637703),POINT (-73.98720895456378 40.73124230289812),21.448,81458,21.277,81199,20.692,80518,30.408,FPC-624,52.333,FPC-609,52.333,Plentiful-1511
36061004100,Manhattan,MN0201,-73.99669598277335,40.7191636873842,POINT (-73.99669600087324 40.71916366692359),POINT (-73.99669598277335 40.7191636873842),14.542,81458,24.674,81199,25.939,80518,36.458,FPC-624,45.325,FPC-609,45.325,Plentiful-1511
36061004300,Manhattan,MN0201,-73.99546720645795,40.723324400824275,POINT (-73.99546719978427 40.723324396693656),POINT (-73.99546720645795 40.72332440082427),11.47,81458,21.888,81199,23.153,80518,33.794,FPC-624,44.649,FPC-609,44.649,Plentiful-1511
36061004500,Manhattan,MN0201,-73.99939082189476,40.72057033019494,POINT (-73.99939084546835 40.72057031667378),POINT (-73.99939082189476 40.72057033019494),10.981,81458,23.035,81199,24.3,80518,35.803,FPC-624,41.926,FPC-609,41.926,Plentiful-1511
36061005200,Manhattan,MN0501,-73.99045862330036,40.73743473648013,POINT (-73.99045864282371 40.73743472095588),POINT (-73.99045862330036 40.73743473648013),19.034,81458,19.683,81199,19.098,80518,28.814,FPC-624,50.114,FPC-609,50.114,Plentiful-1511
36061005400,Manhattan,MN0501,-73.99367779133667,40.73881207743306,POINT (-73.99367780718457 40.738812069516676),POINT (-73.99367779133667 40.73881207743306),19.005,81458,21.979,81199,24.068,80518,34.343,FPC-624,52.365,FPC-609,52.365,Plentiful-1511
36061005501,Manhattan,MN0202,-73.99708180830041,40.727672610534896,POINT (-73.99708181650152 40.72767260351943),POINT (-73.99708180830041 40.7276726105349),11.357,81458,22.127,81199,23.392,80518,35.53,FPC-624,45.808,FPC-609,45.808,Plentiful-1511
36061005502,Manhattan,MN0202,-73.99387212712992,40.726223496692796,POINT (-73.99387212794875 40.72622349092178),POINT (-73.99387212712992 40.7262234966928),13.031,81458,18.954,81199,20.219,80518,32.049,FPC-624,45.457,FPC-609,45.457,Plentiful-1511
36061005800,Manhattan,MN0501,-73.99051618494464,40.74315158928294,POINT (-73.99051620582514 40.74315157654082),POINT (-73.99051618494464 40.74315158928294),21.778,81458,19.061,81199,21.261,80518,35.517,FPC-624,54.462,FPC-609,54.462,Plentiful-1511
36061006300,Manhattan,MN0202,-73.99686078482694,40.734421701854465,POINT (-73.99686080680512 40.734421687788746),POINT (-73.99686078482694 40.73442170185447),13.551,81458,22.462,81199,23.727,80518,34.229,FPC-624,48.269,FPC-609,48.269,Plentiful-1511
36061006500,Manhattan,MN0202,-73.99957850679242,40.72996721995922,POINT (-73.99957852694195 40.729967207054514),POINT (-73.99957850679242 40.72996721995922),8.753,81458,25.742,81199,27.905,80518,38.661,FPC-624,50.789,FPC-609,50.789,Plentiful-1511
36061006700,Manhattan,MN0203,-74.00412224839053,40.73045257093796,POINT (-74.0041222640263 40.730452565666816),POINT (-74.00412224839053 40.73045257093796),8.072,81458,26.935,81199,28.77,80518,40.086,FPC-624,50.346,FPC-609,50.346,Plentiful-1511
36061006800,Manhattan,MN0602,-73.98407917312461,40.740437329601995,POINT (-73.98407919747356 40.740437312260795),POINT (-73.98407917312461 40.740437329602),16.692,81199,21.919,81458,17.957,80518,31.173,FPC-624,53.29,FPC-609,53.29,Plentiful-1511
36061006900,Manhattan,MN0203,-74.00999837601391,40.73037892172992,POINT (-74.0099984141012 40.73037892288804),POINT (-74.00999837601391 40.73037892172992),12.915,81458,32.91,81199,32.325,80518,42.041,FPC-624,54.943,FPC-609,54.943,Plentiful-1511
36061007001,Manhattan,MN0603,-73.97582432610801,40.74270836386233,POINT (-73.97582433797677 40.742708355759014),POINT (-73.97582432610801 40.74270836386233),4294967.295,81199,4294967.295,80518,4294967.295,81458,4294967.295,FPC-624,4294967.295,FPC-609,4294967.295,Plentiful-1511
36061007002,Manhattan,MN0603,-73.97813139634542,40.74367558303793,POINT (-73.97813140696958 40.74367557672451),POINT (-73.97813139634542 40.74367558303793),14.272,81199,17.294,80518,25.256,81458,30.51,FPC-624,58.875,FPC-609,58.875,Plentiful-1511
36061007100,Manhattan,MN0203,-73.99991361124717,40.73544661959126,POINT (-73.99991364404127 40.735446590951895),POINT (-73.99991361124717 40.73544661959126),12.206,81458,23.775,81199,25.782,80518,35.498,FPC-624,50.926,FPC-609,50.926,Plentiful-1511
36061007200,Manhattan,MN0603,-73.98085592085918,40.74486136560277,POINT (-73.980855944483 40.74486134912044),POINT (-73.98085592085918 40.74486136560277),13.302,81199,14.567,80518,22.529,81458,27.783,FPC-624,56.148,FPC-609,56.148,Plentiful-1511
36061007300,Manhattan,MN0203,-74.00410623322425,40.73411571546968,POINT (-74.00410625040703 40.73411570394857),POINT (-74.00410623322425 40.73411571546968),10.675,81458,24.704,81199,26.366,80518,37.757,FPC-624,50.008,FPC-609,50.008,Plentiful-1511
36061007500,Manhattan,MN0203,-74.0087382430871,40.73438603572763,POINT (-74.00873826293508 40.73438603135474),POINT (-74.00873824308709 40.73438603572763),17.291,81458,29.457,81199,28.872,80518,38.588,FPC-624,56.285,FPC-609,56.285,Plentiful-1511
36061007600,Manhattan,MN0501,-73.98729624839149,40.74756594153478,POINT (-73.98729626957324 40.747565928155815),POINT (-73.98729624839149 40.74756594153478),17.229,81199,16.762,80518,21.08,81458,32.265,FPC-624,55.259,FPC-609,55.259,Plentiful-1511
36061007700,Manhattan,MN0203,-74.00329385357644,40.73808308576592,POINT (-74.00329385087566 40.73808308035789),POINT (-74.00329385357644 40.73808308576592),16.397,81458,24.763,81199,24.178,80518,33.894,FPC-624,51.275,FPC-609,51.275,Plentiful-1511
36061007800,Manhattan,MN0603,-73.97467365973009,40.74632537305917,POINT (-73.97467365469602 40.746325367646286),POINT (-73.97467365973009 40.74632537305917),15.578,81199,20.926,80518,29.18,81458,31.859,FPC-624,59.892,FPC-609,59.892,Plentiful-1511
36061008000,Manhattan,MN0603,-73.9776523314043,40.74925841664874,POINT (-73.9776523544691 40.74925839999048),POINT (-73.9776523314043 40.74925841664874),13.216,81199,14.481,80518,26.443,81458,24.847,FPC-624,54.272,FPC-609,54.272,Plentiful-1511
36061008100,Manhattan,MN0401,-73.99877177141194,40.739805730412016,POINT (-73.99877174429504 40.739805736019015),POINT (-73.99877177141194 40.73980573041202),12.863,81458,22.452,81199,24.583,80518,34.299,FPC-624,50.152,FPC-609,50.152,Plentiful-1511
36061008200,Manhattan,MN0502,-73.98087259028384,40.750613781693495,POINT (-73.98087261356555 40.750613765291924),POINT (-73.98087259028384 40.7506137816935),11.971,81199,11.504,80518,26.048,81458,26.187,FPC-624,55.612,FPC-609,55.612,Plentiful-1511
36061008300,Manhattan,MN0401,-74.00445211268418,40.742198823137,POINT (-74.0044520874449 40.742198824573734),POINT (-74.00445211268418 40.742198823137),14.787,81458,23.82,81199,26.062,80518,35.778,FPC-624,53.471,FPC-609,53.471,Plentiful-1511
36061008400,Manhattan,MN0502,-73.98409384539356,40.751969910803574,POINT (-73.9840938636639 40.75196990136375),POINT (-73.98409384539356 40.75196991080357),14.392,81199,13.925,80518,24.394,81458,29.812,FPC-624,56.913,FPC-609,56.913,Plentiful-1511
36061008700,Manhattan,MN0401,-73.99699453343844,40.74224335877817,POINT (-73.99699450431714 40.742243363041865),POINT (-73.99699453343844 40.74224335877817),14.204,81458,22.413,81199,24.613,80518,35.286,FPC-624,52.201,FPC-609,52.201,Plentiful-1511
36061008900,Manhattan,MN0401,-74.00267744792825,40.74463788717642,POINT (-74.00267742106115 40.74463789059923),POINT (-74.00267744792825 40.74463788717642),18.739,81458,25.807,81199,27.597,80518,37.313,FPC-624,57.021,FPC-609,57.021,Plentiful-1511
36061009100,Manhattan,MN0401,-73.99519664557965,40.74471843859997,POINT (-73.99519662121072 40.74471844171353),POINT (-73.99519664557965 40.74471843859997),15.939,81458,20.607,81199,22.807,80518,36.286,FPC-624,52.252,FPC-609,52.252,Plentiful-1511
36061009200,Manhattan,MN0604,-73.97474012129685,40.75364667729728,POINT (-73.97474014520769 40.75364666419461),POINT (-73.97474012129685 40.75364667729728),9.538,81199,12.806,80518,26.858,81458,25.262,FPC-624,54.687,FPC-609,54.687,Plentiful-1511
36061009300,Manhattan,MN0401,-74.00087528572324,40.747113531342414,POINT (-74.00087526397357 40.74711353235393),POINT (-74.00087528572324 40.74711353134241),16.388,81458,22.422,81199,25.546,80518,39.817,FPC-624,55.353,FPC-609,55.353,Plentiful-1511
36061009400,Manhattan,MN0502,-73.97774408784096,40.75522698291681,POINT (-73.97774411769815 40.75522696927366),POINT (-73.97774408784096 40.75522698291681),8.894,81199,8.427,80518,27.502,81458,27.908,FPC-624,57.333,FPC-609,57.333,Plentiful-1511
36061009500,Manhattan,MN0501,-73.99335783100113,40.747236613418885,POINT (-73.99335780527082 40.747236618528945),POINT (-73.99335783100113 40.74723661341888),15.914,81458,23.193,81199,23.415,80518,34.824,FPC-624,52.227,FPC-609,52.227,Plentiful-1511
36061009600,Manhattan,MN0502,-73.98088602116582,40.75637499569668,POINT (-73.98088604223729 40.756374983036366),POINT (-73.98088602116582 40.75637499569668),13.962,81199,13.495,80518,24.132,81458,31.538,FPC-624,58.921,FPC-609,58.921,Plentiful-1511
36061009700,Manhattan,MN0401,-73.99903271626314,40.749640888137115,POINT (-73.99903269109056 40.7496408884048),POINT (-73.99903271626314 40.74964088813712),20.052,81458,24.621,81199,27.745,80518,38.897,FPC-624,59.017,FPC-609,59.017,Plentiful-1511
36061009800,Manhattan,MN0604,-73.96777472513914,40.75578800691339,POINT (-73.967774717697 40.755788004678),POINT (-73.96777472513914 40.75578800691339),7.844,81199,13.682,80518,28.932,81458,26.898,FPC-624,61.301,FPC-609,61.301,Plentiful-1511
36061009902,Manhattan,MN0401,-74.00495639288705,40.75213531411628,POINT (-74.00495636304001 40.75213531696895),POINT (-74.00495639288705 40.75213531411628),25.72,81458,25.557,81199,26.822,80518,37.188,FPC-624,63.267,FPC-609,63.267,Plentiful-1511
36061009903,Manhattan,MN0401,-74.00247122783422,40.75614840872762,POINT (-74.00247121412347 40.756148385102335),POINT (-74.00247122783422 40.75614840872762),25.076,81458,23.067,81199,24.332,80518,34.698,FPC-624,60.777,FPC-609,60.777,Plentiful-1511
36061010000,Manhattan,MN0604,-73.9712333380797,40.758064923372565,POINT (-73.97123336153354 40.75806490689762),POINT (-73.9712333380797 40.75806492337257),1.906,81199,9.773,80518,25.253,81458,22.989,FPC-624,57.598,FPC-609,57.598,Plentiful-1511
36061010100,Manhattan,MN0501,-73.99153675538079,40.74973079938639,POINT (-73.99153673027368 40.74973080197947),POINT (-73.99153675538079 40.74973079938639),19.791,81199,19.458,80518,18.561,81458,30.657,FPC-624,50.388,FPC-609,50.388,Plentiful-1511
36061010200,Manhattan,MN0502,-73.97444936939088,40.75942376926727,POINT (-73.97444939247534 40.75942375316622),POINT (-73.97444936939088 40.75942376926727),5.516,81199,6.542,80518,24.682,81458,25.797,FPC-624,59.761,FPC-609,59.761,Plentiful-1511
36061010300,Manhattan,MN0401,-73.99721529808772,40.7521334104435,POINT (-73.9972152729587 40.752133412909245),POINT (-73.99721529808772 40.7521334104435),19.571,81458,22.105,81199,25.229,80518,36.381,FPC-624,57.581,FPC-609,57.581,Plentiful-1511
36061010400,Manhattan,MN0502,-73.97767288532971,40.76077898601418,POINT (-73.97767290541466 40.76077897376044),POINT (-73.97767288532971 40.76077898601418),10.439,81199,11.486,80518,26.919,81458,30.741,FPC-624,61.889,FPC-609,61.889,Plentiful-1511
36061010801,Manhattan,MN0604,-73.96617557672838,40.75798107921553,POINT (-73.9661755544192 40.75798108570525),POINT (-73.96617557672838 40.75798107921553),6.096,81199,11.395,80518,29.055,81458,27.59,FPC-624,61.554,FPC-609,61.554,Plentiful-1511
36061010802,Manhattan,MN0604,-73.96387512885923,40.759122475364215,POINT (-73.96387512866309 40.75912247528157),POINT (-73.96387512885923 40.75912247536422),9.822,81199,9.136,80518,24.739,FPC-624,32.923,81458,59.735,FPC-609,59.735,Plentiful-1511
36061010803,Manhattan,MN0604,-73.9661751690668,40.7600932102395,POINT (-73.96617516804623 40.76009321178518),POINT (-73.9661751690668 40.7600932102395),6.644,81199,9.073,80518,30.303,81458,24.506,FPC-624,58.47,FPC-609,58.47,Plentiful-1511
36061010900,Manhattan,MN0502,-73.98970307625612,40.75225067339264,POINT (-73.9897030538826 40.75225067526172),POINT (-73.98970307625612 40.75225067339264),21.346,81199,21.724,80518,19.36,81458,32.604,FPC-624,52.335,FPC-609,52.335,Plentiful-1511
36061011100,Manhattan,MN0401,-73.99538885707753,40.75464734585717,POINT (-73.99538883257767 40.75464734838661),POINT (-73.99538885707753 40.75464734585717),21.782,81199,24.906,80518,19.248,81458,36.058,FPC-624,57.432,FPC-609,57.432,Plentiful-1511
36061011201,Manhattan,MN0502,-73.97534573282564,40.7639779010806,POINT (-73.97534572618518 40.76397790474503),POINT (-73.97534573282564 40.7639779010806),9.72,80518,11.308,81199,25.174,81458,29.168,FPC-624,62.331,FPC-609,62.331,Plentiful-1511
36061011202,Manhattan,MN0502,-73.97213117788796,40.762603948520116,POINT (-73.97213117316086 40.762603948279406),POINT (-73.97213117788796 40.76260394852012),3.391,80518,8.913,81199,29.777,81458,23.936,FPC-624,57.9,FPC-609,57.9,Plentiful-1511
36061011203,Manhattan,MN0604,-73.96891072325587,40.761241658331635,POINT (-73.9689107183952 40.76124165800081),POINT (-73.96891072325587 40.76124165833163),5.487,80518,3.643,81199,28.077,81458,20.925,FPC-624,54.889,FPC-609,54.889,Plentiful-1511
36061011300,Manhattan,MN0502,-73.98786993559033,40.75477510311485,POINT (-73.98786990889563 40.75477510406772),POINT (-73.98786993559033 40.75477510311485),17.071,81199,18.15,80518,19.791,81458,28.702,FPC-624,51.203,FPC-609,51.203,Plentiful-1511
36061011402,Manhattan,MN0802,-73.96727887650731,40.763482577430466,POINT (-73.96727887607466 40.76348257470076),POINT (-73.96727887650731 40.76348257743047),3.285,80518,7.525,81199,19.922,FPC-624,27.074,81458,53.886,FPC-609,53.886,Plentiful-1511
36061011800,Manhattan,MN0801,-73.96085525425684,40.765274736653794,POINT (-73.9608552482408 40.76527473275156),POINT (-73.96085525425684 40.76527473665379),10.567,80518,12.311,81199,24.549,FPC-624,33.821,81458,61.166,FPC-609,61.166,Plentiful-1511
36061011900,Manhattan,MN0502,-73.98602477324474,40.757315185214956,POINT (-73.9860247490562 40.75731518798071),POINT (-73.98602477324474 40.75731518521496),18.46,81199,18.079,80518,20.008,81458,30.091,FPC-624,52.592,FPC-609,52.592,Plentiful-1511
36061012000,Manhattan,MN0802,-73.96476633494787,40.76692610086383,POINT (-73.96476635804093 40.76692608474493),POINT (-73.96476633494787 40.76692610086383),8.718,80518,10.105,81199,21.528,FPC-624,29.792,81458,59.376,FPC-609,59.376,Plentiful-1511
36061012101,Manhattan,MN0402,-73.99027921142289,40.7591118856861,POINT (-73.99027921023297 40.759111887490185),POINT (-73.99027921142289 40.7591118856861),18.301,81199,21.425,80518,17.767,81458,32.019,FPC-624,55.951,FPC-609,55.951,Plentiful-1511
36061012102,Manhattan,MN0402,-73.99311908739338,40.760307588688896,POINT (-73.99311909019487 40.760307584922934),POINT (-73.99311908739338 40.7603075886889),22.146,81199,24.18,80518,21.612,81458,35.652,FPC-624,59.796,FPC-609,59.796,Plentiful-1511
36061012200,Manhattan,MN0802,-73.9679840510398,40.768281177830545,POINT (-73.96798407414133 40.768281161706106),POINT (-73.96798405103981 40.76828117783054),8.009,80518,13.711,81199,24.924,FPC-624,31.138,81458,63.163,FPC-609,63.163,Plentiful-1511
36061012500,Manhattan,MN0502,-73.98417553104916,40.75984064060919,POINT (-73.98417550438455 40.75984064422658),POINT (-73.98417553104916 40.75984064060919),16.584,81199,15.634,80518,22.554,81458,32.115,FPC-624,55.75,FPC-609,55.75,Plentiful-1511
36061012601,Manhattan,MN0801,-73.95740673835355,40.76799408107082,POINT (-73.95740675022725 40.767994074349865),POINT (-73.95740673835355 40.76799408107082),13.955,80518,14.427,81199,23.305,FPC-624,33.449,81458,63.879,FPC-609,63.879,Plentiful-1511
36061012602,Manhattan,MN0801,-73.95970802935926,40.768967339365844,POINT (-73.95970804191644 40.76896733229271),POINT (-73.95970802935926 40.76896733936584),14.33,80518,14.972,81199,24.381,FPC-624,32.811,81458,63.742,FPC-609,63.742,Plentiful-1511
36061012700,Manhattan,MN0402,-73.98985655205378,40.76223834459453,POINT (-73.98985652978874 40.76223834884176),POINT (-73.98985655205378 40.76223834459453),19.353,81199,21.196,80518,22.819,81458,36.611,FPC-624,61.784,FPC-609,61.784,Plentiful-1511
36061013000,Manhattan,MN0802,-73.96473353312317,40.772736044900476,POINT (-73.9647335587036 40.77273602745226),POINT (-73.96473353312317 40.77273604490048),15.132,80518,16.874,81199,21.403,FPC-624,30.938,81458,63.728,FPC-609,63.728,Plentiful-1511
36061013100,Manhattan,MN0502,-73.98235350958424,40.762345809854715,POINT (-73.98235348632824 40.76234581224278),POINT (-73.98235350958424 40.76234580985471),13.412,81199,16.536,80518,22.574,81458,30.161,FPC-624,57.651,FPC-609,57.651,Plentiful-1511
36061013201,Manhattan,MN0801,-73.95206875524792,40.76870128714931,POINT (-73.95206872825496 40.76870129219925),POINT (-73.95206875524792 40.76870128714931),20.135,80518,20.154,81199,24.434,FPC-624,40.307,81458,70.734,FPC-609,70.734,Plentiful-1511
36061013202,Manhattan,MN0801,-73.94972087111296,40.769830572227576,POINT (-73.94972086792664 40.76983057377083),POINT (-73.94972087111296 40.76983057222758),23.123,80518,22.531,81199,23.886,FPC-624,39.454,81458,71.558,FPC-609,71.558,Plentiful-1511
36061013300,Manhattan,MN0402,-73.988034964202,40.764738102486476,POINT (-73.98803493655537 40.76473810600568),POINT (-73.988034964202 40.76473810248648),19.813,80518,19.073,81199,22.539,81458,34.895,FPC-624,61.504,FPC-609,61.504,Plentiful-1511
36061013601,Manhattan,MN0803,-73.94625310990149,40.772011393602405,POINT (-73.94625312915935 40.77201138612589),POINT (-73.94625310990149 40.7720113936024),24.6,80518,25.131,81199,25.395,FPC-624,40.931,81458,72.216,FPC-609,72.216,Plentiful-1511
36061013602,Manhattan,MN0803,-73.94854459936019,40.77186972030817,POINT (-73.94854459857956 40.77186972010108),POINT (-73.94854459936019 40.77186972030817),21.811,80518,22.342,81199,22.606,FPC-624,38.142,81458,70.278,FPC-609,70.278,Plentiful-1511
36061014801,Manhattan,MN0802,-73.95607288391017,40.77884100044119,POINT (-73.95607287538557 40.77884100252034),POINT (-73.95607288391017 40.77884100044119),13.183,80518,14.918,81199,15.979,FPC-624,31.627,81458,56.954,FPC-609,56.954,Plentiful-1511
36061014900,Manhattan,MN0701,-73.98248669495915,40.772351414713825,POINT (-73.98248666851134 40.77235141563253),POINT (-73.98248669495915 40.77235141471382),15.605,80518,16.804,81199,23.184,81458,30.908,FPC-624,60.341,FPC-609,60.341,Plentiful-1511
36061015001,Manhattan,MN0802,-73.9592835540632,40.78019611318298,POINT (-73.95928354550792 40.780196115233224),POINT (-73.95928355406321 40.78019611318298),17.127,80518,19.037,81199,20.098,FPC-624,33.538,81458,61.073,FPC-609,61.073,Plentiful-1511
36061015002,Manhattan,MN0802,-73.95764802977115,40.782448101848985,POINT (-73.95764803646517 40.78244809514479),POINT (-73.95764802977115 40.78244810184898),18.218,80518,20.032,81199,19.47,FPC-624,34.211,81458,62.068,FPC-609,62.068,Plentiful-1511
36061015101,Manhattan,MN0701,-73.98697181845769,40.773839640619286,POINT (-73.98697182751057 40.773839632755994),POINT (-73.98697181845769 40.77383964061929),20.294,80518,21.543,81199,27.923,81458,33.236,FPC-624,63.162,FPC-609,63.162,Plentiful-1511
36061015301,Manhattan,MN0701,-73.97924063098087,40.7742618746379,POINT (-73.97924062925487 40.774261876775284),POINT (-73.97924063098087 40.7742618746379),15.226,80518,19.913,81199,32.07,FPC-624,23.982,81458,63.364,FPC-609,63.364,Plentiful-1511
36061015302,Manhattan,MN0701,-73.98208084314079,40.77545253396193,POINT (-73.98208084572407 40.77545252973207),POINT (-73.98208084314079 40.77545253396193),16.598,80518,17.645,81199,29.495,FPC-624,25.352,81458,59.421,FPC-609,59.421,Plentiful-1511
36061015401,Manhattan,MN0803,-73.94981417189317,40.780408172550715,POINT (-73.94981414862823 40.780408177523356),POINT (-73.94981417189317 40.78040817255071),18.845,80518,19.035,FPC-624,21.499,81199,38.276,81458,65.025,FPC-609,65.025,Plentiful-1511
36061015402,Manhattan,MN0803,-73.94754738059521,40.78150487779956,POINT (-73.94754737790494 40.781504880166786),POINT (-73.94754738059521 40.78150487779956),17.38,FPC-624,22.401,80518,25.055,81199,41.832,81458,68.575,FPC-609,68.575,Plentiful-1511
36061015403,Manhattan,MN0803,-73.94985218290006,40.7824758013432,POINT (-73.949852182616 40.78247580143437),POINT (-73.94985218290006 40.7824758013432),16.404,FPC-624,20.704,80518,22.454,81199,39.163,81458,64.49,FPC-609,64.49,Plentiful-1511
36061015501,Manhattan,MN0701,-73.98491820946646,40.77665095841005,POINT (-73.98491821084151 40.776650956335885),POINT (-73.98491820946646 40.77665095841005),20.707,80518,21.754,81199,29.461,81458,30.458,FPC-624,60.384,FPC-609,60.384,Plentiful-1511
36061015601,Manhattan,MN0803,-73.94750231142235,40.783568627195955,POINT (-73.94750229076948 40.783568631418056),POINT (-73.94750231142235 40.78356862719595),17.818,FPC-624,17.872,80518,20.526,81199,37.303,81458,66.155,FPC-609,66.155,Plentiful-1511
36061015602,Manhattan,MN1101,-73.94632436559152,40.785181636442005,POINT (-73.94632434868738 40.785181637128545),POINT (-73.94632436559152 40.785181636442),16.096,FPC-624,18.236,80518,20.89,81199,37.667,81458,66.835,FPC-609,66.835,Plentiful-1511
36061015700,Manhattan,MN0701,-73.97878605233298,40.777417063996204,POINT (-73.9787860288962 40.77741706590178),POINT (-73.97878605233298 40.7774170639962),17.356,80518,21.279,81199,28.941,FPC-624,24.431,81458,58.867,FPC-609,58.867,Plentiful-1511
36061015801,Manhattan,MN0802,-73.95210371390236,40.78427785782544,POINT (-73.95210372158246 40.784277849552815),POINT (-73.95210371390236 40.78427785782544),16.026,FPC-624,15.371,80518,17.106,81199,33.815,81458,59.142,FPC-609,59.142,Plentiful-1511
36061015802,Manhattan,MN1101,-73.95047444232092,40.786522558337886,POINT (-73.95047443429897 40.78652255884252),POINT (-73.95047444232092 40.78652255833789),14.65,FPC-624,15.669,80518,17.404,81199,34.113,81458,62.47,FPC-609,62.47,Plentiful-1511
