GEOID,BoroName,NTA2020,lon,lat,centroid,geometry,tt_0,fp_0,tt_1,fp_1,tt_2,fp_2,tt_3,fp_3,tt_4,fp_4,tt_5,fp_5,tt_6,fp_6,tt_7,fp_7,tt_8,fp_8,tt_9,fp_9
36061000100,Manhattan,MN0191,-74.04233963651815,40.69567322688057,POINT (-74.04233991488555 40.69567298240604),POINT (-74.04233963651815 40.69567322688057),244.318,85517,252.038,85471,242.702,FPC-215,252.989,82998,257.504,85119,260.779,FPC-626,251.895,85340,260.069,80491,244.298,80413,245.223,FPC-656
36061000201,Manhattan,MN0301,-73.98584800829613,40.711868746013344,POINT (-73.98584800028144 40.71186871871548),POINT (-73.98584800829613 40.71186874601334),8.475,Plentiful-1200,10.556,FPC-626,12.063,85434,20.712,80491,17.431,DSNY-BRS-1058,24.327,80813,29.336,85119,18.138,85340,26.988,FPC-252,26.474,FPC-559
36061000600,Manhattan,MN0301,-73.989476789607,40.71195059941946,POINT (-73.9894767752886 40.711950582311424),POINT (-73.989476789607 40.71195059941946),6.119,FPC-626,9.187,Plentiful-1200,15.166,85434,15.996,80491,12.715,DSNY-BRS-1058,24.62,85119,22.564,80813,13.422,85340,24.025,82998,21.758,FPC-559
36061001401,Manhattan,MN0302,-73.98733213729894,40.71516046573841,POINT (-73.98733213277733 40.715160475095416),POINT (-73.98733213729894 40.71516046573841),2.37,Plentiful-1200,6.804,FPC-626,10.404,85434,15.609,80491,13.956,DSNY-BRS-1058,18.3,80813,25.861,85119,20.835,FPC-252,22.999,FPC-559,25.266,82998
36061001402,Manhattan,MN0302,-73.9858816314248,40.71751329862137,POINT (-73.98588163638996 40.71751329107455),POINT (-73.9858816314248 40.71751329862137),3.441,Plentiful-1200,6.619,85434,10.709,FPC-626,10.839,DSNY-BRS-1058,11.82,80491,14.561,80813,21.397,FPC-252,19.882,FPC-559,22.149,82998,25.743,85119
36061001800,Manhattan,MN0302,-73.99084216687713,40.719046119948565,POINT (-73.99084214553514 40.719046119924954),POINT (-73.99084216687713 40.71904611994857),7.268,80491,6.835,Plentiful-1200,6.249,FPC-626,8.762,DSNY-BRS-1058,11.894,85434,16.18,80813,18.109,FPC-559,19.566,82998,17.065,FPC-252,18.805,80720
36061002201,Manhattan,MN0302,-73.9818441595981,40.71911566546385,POINT (-73.98184414606295 40.71911565637374),POINT (-73.9818441595981 40.71911566546385),2.541,85434,10.166,Plentiful-1200,13.121,80813,12.162,DSNY-BRS-1058,15.92,FPC-626,14.449,80491,21.601,FPC-252,23.587,FPC-559,20.911,DSNY-BRS-2114,22.219,85490
36061002601,Manhattan,MN0303,-73.97993015397464,40.72258485164247,POINT (-73.97993013644351 40.72258485381506),POINT (-73.97993015397464 40.72258485164247),7.006,80813,8.656,85434,15.96,Plentiful-1200,13.061,DSNY-BRS-1058,18.372,FPC-252,17.375,80491,18.615,FPC-626,17.854,DSNY-BRS-2114,18.945,85490,18.892,FPC-559
36061002602,Manhattan,MN0303,-73.97861335594028,40.72438922415978,POINT (-73.9786133390267 40.72438922658674),POINT (-73.97861335594028 40.72438922415978),5.411,80813,11.116,85434,15.691,DSNY-BRS-1058,15.177,FPC-252,17.689,Plentiful-1200,14.659,DSNY-BRS-2114,15.75,85490,20.005,80491,15.697,FPC-559,17.317,84055
36061002800,Manhattan,MN0303,-73.97681304479434,40.726860955813045,POINT (-73.97681303615444 40.726860950834535),POINT (-73.97681304479434 40.72686095581304),5.297,80813,14.147,85434,13.811,DSNY-BRS-2114,13.496,FPC-252,14.902,85490,18.169,DSNY-BRS-1058,16.469,84055,19.655,Plentiful-1200,14.016,FPC-559,22.548,80491
36061003100,Manhattan,MN0102,-74.00381559584184,40.71531057200895,POINT (-74.00381569131154 40.71531053046602),POINT (-74.00381559584184 40.71531057200895),11.182,85471,14.504,82998,13.905,FPC-626,15.923,80491,13.442,85517,17.235,DSNY-BRS-1058,18.154,Plentiful-1200,24.027,85119,23.271,85434,15.294,FPC-559
36061003200,Manhattan,MN0303,-73.98370701917263,40.72555328579269,POINT (-73.98370702842817 40.72555327845573),POINT (-73.98370701917263 40.72555328579269),5.231,80813,9.805,DSNY-BRS-1058,15.348,85434,14.079,FPC-252,11.291,Plentiful-1200,14.564,80491,14.616,FPC-559,19.923,84055,14.955,FPC-626,15.815,DSNY-BRS-2114
36061003300,Manhattan,MN0102,-74.00614634416432,40.71886214043471,POINT (-74.00614634471161 40.718862096530124),POINT (-74.00614634416432 40.71886214043471),7.019,82998,9.025,85471,19.083,80491,10.357,85517,19.656,FPC-626,20.117,DSNY-BRS-1058,22.319,Plentiful-1200,11.655,80720,19.37,FPC-559,27.108,85434
36061003400,Manhattan,MN0303,-73.98145767697616,40.72900590859083,POINT (-73.98145767533329 40.729005907658376),POINT (-73.98145767697616 40.72900590859083),6.063,80813,9.68,FPC-252,11.29,DSNY-BRS-2114,12.531,DSNY-BRS-1058,12.598,85490,18.074,85434,16.296,84055,9.503,FPC-559,17.29,80491,14.017,Plentiful-1200
36061003601,Manhattan,MN0302,-73.9911271645957,40.72231932780311,POINT (-73.99112716050642 40.72231932551375),POINT (-73.9911271645957 40.72231932780311),3.788,DSNY-BRS-1058,3.034,80491,11.919,Plentiful-1200,10.931,FPC-626,13.78,85434,15.841,80813,16.573,FPC-559,15.829,FPC-252,20.113,82998,17.207,80720
36061003602,Manhattan,MN0303,-73.99020046176119,40.724560375260566,POINT (-73.99020044930231 40.7245603764933),POINT (-73.99020046176119 40.72456037526057),1.553,DSNY-BRS-1058,6.317,80491,13.351,Plentiful-1200,13.37,FPC-559,14.509,80813,11.799,FPC-626,15.196,85434,13.115,FPC-252,20.549,82998,17.643,80720
