GEOID,BoroName,NTA2020,lon,lat,centroid,geometry,tt_0,fp_0,tt_1,fp_1,tt_2,fp_2,tt_3,fp_3,tt_4,fp_4,tt_5,fp_5,tt_6,fp_6,tt_7,fp_7,tt_8,fp_8,tt_9,fp_9,tt_10,fp_10,tt_11,fp_11,tt_12,fp_12,tt_13,fp_13,tt_14,fp_14,tt_15,fp_15,tt_16,fp_16,tt_17,fp_17,tt_18,fp_18,tt_19,fp_19,tt_20,fp_20,tt_21,fp_21,tt_22,fp_22,tt_23,fp_23,tt_24,fp_24,tt_25,fp_25,tt_26,fp_26
36061000100,Manhattan,MN0191,-74.04233963651815,40.69567322688057,POINT (-74.04233991488555 40.69567298240604),POINT (-74.04233963651815 40.69567322688057),171.468,85517,160.368,FPC-457,193.048,85434,190.396,87247,187.825,85521,186.073,85523,182.932,FPC-488,188.449,85322,185.012,85495,191.434,81199,192.438,84758,157.751,81559,157.751,81559,157.751,FPC-710,157.751,FPC-710,135.603,83916,134.201,FPC-24,172.713,84948,198.774,82186,198.097,FPC-624,202.26,83514,202.711,84801,211.73,85024,210.409,81612,216.124,FPC-599,220.794,87064,225.98,83351
36061000201,Manhattan,MN0301,-73.98584800829613,40.711868746013344,POINT (-73.98584800028144 40.71186871871548),POINT (-73.98584800829613 40.71186874601334),12.063,85434,17.654,85517,25.916,87247,28.513,FPC-488,24.369,85521,30.301,85523,37.428,84758,34.382,81199,37.087,85495,26.933,FPC-457,42.108,85322,49.442,82186,42.112,FPC-624,50.66,85024,44.34,84801,52.779,83514,51.568,81612,57.027,FPC-599,43.581,84948,36.809,FPC-710,36.809,FPC-710,36.809,81559,36.809,81559,64.625,87064,46.414,83916,48.026,FPC-24,66.863,83351
36061000600,Manhattan,MN0301,-73.989476789607,40.71195059941946,POINT (-73.9894767752886 40.711950582311424),POINT (-73.989476789607 40.71195059941946),15.368,85434,21.278,85517,21.2,87247,23.797,FPC-488,19.653,85521,25.585,85523,29.666,81199,32.712,84758,32.371,85495,31.795,FPC-457,37.392,85322,44.726,82186,39.582,FPC-624,46.732,85024,39.624,84801,48.063,83514,46.852,81612,48.155,84948,52.311,FPC-599,41.671,FPC-710,41.671,FPC-710,41.671,81559,41.671,81559,51.276,83916,52.888,FPC-24,62.095,87064,62.147,83351
36061001401,Manhattan,MN0302,-73.98733213729894,40.71516046573841,POINT (-73.98733213277733 40.715160475095416),POINT (-73.98733213729894 40.71516046573841),10.399,85434,23.392,85517,22.441,87247,20.894,85521,25.038,FPC-488,26.826,85523,30.907,81199,32.532,84758,33.612,85495,33.035,FPC-457,38.633,85322,45.967,82186,40.474,FPC-624,50.609,85024,40.865,84801,49.107,83514,48.093,81612,53.552,FPC-599,49.683,84948,42.911,FPC-710,42.911,FPC-710,42.911,81559,42.911,81559,63.066,87064,52.516,83916,54.128,FPC-24,63.388,83351
36061001402,Manhattan,MN0302,-73.9858816314248,40.71751329862137,POINT (-73.98588163638996 40.71751329107455),POINT (-73.9858816314248 40.71751329862137),6.619,85434,19.823,87247,20.595,85517,18.276,85521,24.208,85523,24.931,FPC-488,28.289,81199,29.085,84758,33.523,85495,32.392,FPC-457,38.544,85322,45.878,82186,38.813,FPC-624,47.589,85024,40.776,84801,45.318,83514,45.475,81612,50.934,FPC-599,49.859,84948,42.374,FPC-710,42.374,FPC-710,42.374,81559,42.374,81559,61.326,87064,52.4,83916,52.635,FPC-24,63.299,83351
36061001800,Manhattan,MN0302,-73.99084216687713,40.719046119948565,POINT (-73.99084214553514 40.719046119924954),POINT (-73.99084216687713 40.71904611994857),11.811,85434,19.302,87247,21.09,85517,17.246,85521,23.178,85523,22.535,FPC-488,27.019,81199,26.689,84758,33.002,85495,32.887,FPC-457,38.023,85322,37.726,FPC-624,45.357,82186,45.193,85024,40.255,84801,44.825,83514,43.64,81612,50.413,FPC-599,48.482,84948,42.869,FPC-710,42.869,FPC-710,42.869,81559,42.869,81559,60.296,87064,52.19,83916,53.13,FPC-24,62.778,83351
36061002201,Manhattan,MN0302,-73.9818441595981,40.71911566546385,POINT (-73.98184414606295 40.71911565637374),POINT (-73.9818441595981 40.71911566546385),2.541,85434,25.5,87247,23.953,85521,27.093,85517,29.885,85523,30.971,FPC-488,31.345,81199,35.644,84758,39.545,85495,37.318,FPC-457,44.566,85322,51.9,82186,39.733,FPC-624,54.133,85024,46.798,84801,51.816,83514,50.387,81612,56.611,FPC-599,53.265,84948,62.325,87064,47.194,FPC-710,47.194,FPC-710,47.194,81559,47.194,81559,56.799,83916,58.411,FPC-24,69.321,83351
36061002601,Manhattan,MN0303,-73.97993015397464,40.72258485164247,POINT (-73.97993013644351 40.72258485381506),POINT (-73.97993015397464 40.72258485164247),8.656,85434,25.885,87247,24.037,85521,26.695,85523,28.311,81199,24.042,85517,33.286,FPC-488,37.44,84758,42.012,85495,47.033,85322,33.845,FPC-457,35.378,FPC-624,50.071,82186,49.778,85024,49.265,84801,50.05,83514,50.758,81612,54.283,FPC-599,48.91,84948,57.97,87064,43.777,FPC-710,43.777,FPC-710,43.777,81559,43.777,81559,52.618,83916,54.23,FPC-24,71.788,83351
36061002602,Manhattan,MN0303,-73.97861335594028,40.72438922415978,POINT (-73.9786133390267 40.72438922658674),POINT (-73.97861335594028 40.72438922415978),11.116,85434,22.614,87247,20.766,85521,23.424,85523,25.04,81199,20.771,85517,30.15,FPC-488,35.797,84758,41.433,85495,48.312,85322,30.574,FPC-457,32.107,FPC-624,46.8,82186,46.507,85024,47.526,84801,47.487,81612,46.779,83514,51.012,FPC-599,45.639,84948,54.699,87064,40.506,FPC-710,40.506,FPC-710,40.506,81559,40.506,81559,49.347,83916,50.959,FPC-24,73.067,83351
36061002800,Manhattan,MN0303,-73.97681304479434,40.726860955813045,POINT (-73.97681303615444 40.726860950834535),POINT (-73.97681304479434 40.72686095581304),13.434,85434,21.333,87247,19.485,85521,22.143,85523,23.759,81199,28.869,FPC-488,20.838,85517,34.516,84758,41.5,85495,30.826,FPC-624,50.176,85322,30.641,FPC-457,45.519,82186,45.226,85024,46.206,81612,46.245,84801,45.498,83514,49.731,FPC-599,53.418,87064,45.706,84948,40.573,FPC-710,40.573,FPC-710,40.573,81559,40.573,81559,49.414,83916,72.64,83351,51.026,FPC-24
36061003100,Manhattan,MN0102,-74.00381559584184,40.71531057200895,POINT (-74.00381569131154 40.71531053046602),POINT (-74.00381559584184 40.71531057200895),12.585,85517,22.817,85434,22.767,87247,17.946,85521,20.604,85523,27.701,FPC-488,23.412,81199,35.74,84758,32.259,85495,24.096,FPC-457,42.482,85322,46.991,82186,30.075,FPC-624,46.468,85024,42.652,84801,50.477,83514,41.932,81612,41.626,84948,34.078,FPC-710,34.078,FPC-710,34.078,81559,34.078,81559,48.495,FPC-599,44.104,83916,44.339,FPC-24,52.588,87064,65.175,83351
36061003200,Manhattan,MN0303,-73.98370701917263,40.72555328579269,POINT (-73.98370702842817 40.72555327845573),POINT (-73.98370701917263 40.72555328579269),15.342,85434,23.124,87247,21.276,85521,23.934,85523,26.743,85517,26.04,81199,29.496,FPC-488,33.65,84758,38.603,85495,36.749,FPC-457,43.624,85322,33.107,FPC-624,47.31,82186,47.017,85024,47.997,81612,45.856,84801,47.289,83514,52.012,FPC-599,51.814,84948,55.699,87064,46.681,FPC-710,46.681,FPC-710,46.681,81559,46.681,81559,55.522,83916,57.134,FPC-24,68.379,83351
36061003300,Manhattan,MN0102,-74.00614634416432,40.71886214043471,POINT (-74.00614634471161 40.718862096530124),POINT (-74.00614634416432 40.71886214043471),9.064,85517,26.654,85434,18.742,87247,17.529,85521,15.849,85523,24.936,81199,26.808,FPC-488,34.847,84758,34.477,85495,25.899,FPC-457,44.811,85322,36.186,FPC-624,47.401,82186,45.127,85024,39.265,81612,41.759,84801,50.198,83514,35.881,FPC-710,35.881,FPC-710,35.881,81559,35.881,81559,41.31,84948,45.828,FPC-599,45.018,83916,46.142,FPC-24,54.984,87064,64.282,83351
36061003400,Manhattan,MN0303,-73.98145767697616,40.72900590859083,POINT (-73.98145767533329 40.729005907658376),POINT (-73.98145767697616 40.72900590859083),18.054,85434,19.286,87247,17.438,85521,20.096,85523,21.904,81199,22.607,85517,26.822,FPC-488,32.469,84758,40.337,85495,28.971,FPC-624,33.771,FPC-457,46.352,85322,43.472,82186,43.179,85024,44.159,81612,44.198,84801,43.451,83514,47.876,FPC-599,51.563,87064,48.836,84948,43.703,FPC-710,43.703,FPC-710,43.703,81559,43.703,81559,52.544,83916,54.156,FPC-24,70.785,83351
36061003601,Manhattan,MN0302,-73.9911271645957,40.72231932780311,POINT (-73.99112716050642 40.72231932551375),POINT (-73.9911271645957 40.72231932780311),13.78,85434,17.784,87247,22.478,85517,16.237,85521,22.169,85523,25.571,81199,26.429,FPC-488,31.773,84758,35.003,85495,34.275,FPC-457,40.024,85322,36.003,FPC-624,47.358,82186,48.194,85024,43.436,81612,42.256,84801,49.909,83514,48.895,FPC-599,51.047,84948,44.257,FPC-710,44.257,FPC-710,44.257,81559,44.257,81559,58.595,87064,54.283,83916,54.518,FPC-24,64.779,83351
36061003602,Manhattan,MN0303,-73.99020046176119,40.724560375260566,POINT (-73.99020044930231 40.7245603764933),POINT (-73.99020046176119 40.72456037526057),15.196,85434,18.22,87247,16.673,85521,21.858,85517,22.605,85523,22.368,81199,26.865,FPC-488,33.304,84758,35.439,85495,34.619,FPC-457,40.46,85322,33.075,FPC-624,47.794,82186,48.63,85024,43.872,81612,42.692,84801,49.928,83514,49.331,FPC-599,51.855,84948,44.601,FPC-710,44.601,FPC-710,44.601,81559,44.601,81559,55.645,87064,54.627,83916,54.862,FPC-24,65.215,83351
36061003700,Manhattan,MN0201,-74.0074867941145,40.726278564944955,POINT (-74.0074867844917 40.726278558965056),POINT (-74.0074867941145 40.72627856494496),15.075,85517,19.259,87247,25.343,85434,17.522,85521,16.366,85523,24.929,81199,30.743,FPC-488,39.724,84758,40.488,85495,31.91,FPC-457,49.456,85322,34.783,FPC-624,51.987,82186,40.666,81612,45.12,85024,46.284,84801,51.966,83514,41.79,FPC-710,41.79,FPC-710,41.79,81559,41.79,81559,45.821,FPC-599,46.923,84948,50.631,83916,52.153,FPC-24,56.005,87064,67.913,83351
36061003900,Manhattan,MN0102,-74.0107807590449,40.72079553570638,POINT (-74.0107807731053 40.72079547237539),POINT (-74.01078075904491 40.72079553570638),14.092,85517,30.884,85434,23.655,87247,21.084,85521,20.877,85523,28.491,81199,30.363,FPC-488,30.927,FPC-457,38.402,84758,39.505,85495,49.041,85322,41.713,FPC-624,52.429,82186,42.82,81612,48.682,85024,45.314,84801,53.753,83514,36.582,FPC-710,36.582,FPC-710,36.582,81559,36.582,81559,41.715,84948,45.423,83916,47.035,FPC-24,49.383,FPC-599,60.012,87064,67.837,83351
36061004001,Manhattan,MN0303,-73.9849021192912,40.730264485255454,POINT (-73.98490213004057 40.730264478967435),POINT (-73.98490211929121 40.73026448525545),20.885,85434,20.684,87247,18.716,85521,21.374,85523,22.934,81199,21.765,85517,28.357,FPC-488,34.004,84758,41.367,85495,30.001,FPC-624,31.568,FPC-457,48.692,85322,45.007,82186,44.714,85024,45.602,81612,45.733,84801,44.986,83514,48.906,FPC-599,52.593,87064,46.633,84948,41.5,FPC-710,41.5,FPC-710,41.5,81559,41.5,81559,50.341,83916,51.953,FPC-24,71.815,83351
36061004002,Manhattan,MN0303,-73.98720895456378,40.73124230289812,POINT (-73.98720896594332 40.73124229637703),POINT (-73.98720895456378 40.73124230289812),18.646,87247,20.024,85434,15.868,85521,18.526,85523,20.086,81199,20.789,85517,28.182,FPC-488,33.829,84758,38.519,85495,27.153,FPC-624,33.55,FPC-457,45.839,85322,44.832,82186,44.539,85024,42.754,81612,45.558,84801,44.811,83514,46.058,FPC-599,49.745,87064,50.119,84948,43.532,FPC-710,43.532,FPC-710,43.532,81559,43.532,81559,53.558,83916,53.793,FPC-24,68.771,83351
36061004100,Manhattan,MN0201,-73.99669598277335,40.7191636873842,POINT (-73.99669600087324 40.71916366692359),POINT (-73.99669598277335 40.7191636873842),19.62,85434,17.836,85517,21.705,87247,15.61,85521,20.047,85523,31.002,FPC-488,23.468,81199,35.156,84758,34.739,85495,30.057,FPC-457,41.925,85322,33.98,FPC-624,48.501,82186,48.295,85024,42.004,81612,46.141,84801,49.789,83514,48.996,FPC-599,47.587,84948,40.039,FPC-710,40.039,FPC-710,40.039,81559,40.039,81559,50.065,83916,50.3,FPC-24,56.572,87064,69.827,83351
36061004300,Manhattan,MN0201,-73.99546720645795,40.723324400824275,POINT (-73.99546719978427 40.723324396693656),POINT (-73.99546720645795 40.72332440082427),18.659,85434,17.462,87247,17.559,85517,13.774,85521,19.056,85523,20.77,81199,29.112,FPC-488,36.287,84758,36.115,85495,29.78,FPC-457,42.707,85322,31.304,FPC-624,50.041,82186,46.459,85024,40.168,81612,44.939,84801,51.103,83514,47.16,FPC-599,47.31,84948,39.762,FPC-710,39.762,FPC-710,39.762,81559,39.762,81559,53.896,87064,49.788,83916,50.023,FPC-24,67.462,83351
36061004500,Manhattan,MN0201,-73.99939082189476,40.72057033019494,POINT (-73.99939084546835 40.72057031667378),POINT (-73.99939082189476 40.72057033019494),21.234,85434,14.286,85517,21.05,87247,14.97,85521,17.628,85523,21.829,81199,29.645,FPC-488,38.034,84758,33.302,85495,26.507,FPC-457,39.506,85322,31.943,FPC-624,47.064,82186,48.385,85024,43.756,81612,46.185,84801,50.55,83514,49.471,FPC-599,44.037,84948,36.489,FPC-710,36.489,FPC-710,36.489,81559,36.489,81559,46.515,83916,46.75,FPC-24,54.456,87064,68.708,83351
36061005200,Manhattan,MN0501,-73.99045862330036,40.73743473648013,POINT (-73.99045864282371 40.73743472095588),POINT (-73.99045862330036 40.73743473648013),12.348,87247,10.122,85521,12.78,85523,25.745,85434,19.051,81199,19.754,85517,29.056,FPC-488,34.703,84758,36.567,85495,26.118,FPC-624,32.515,FPC-457,42.771,85322,40.83,81612,43.922,85024,45.706,82186,46.432,84801,45.685,83514,44.623,FPC-599,48.71,87064,50.045,84948,42.497,FPC-710,42.497,FPC-710,42.497,81559,42.497,81559,52.523,83916,52.758,FPC-24,67.715,83351
36061005400,Manhattan,MN0501,-73.99367779133667,40.73881207743306,POINT (-73.99367780718457 40.738812069516676),POINT (-73.99367779133667 40.73881207743306),8.714,87247,10.624,85521,13.156,85523,24.338,85434,22.893,81199,19.884,85517,31.985,FPC-488,37.632,84758,42.096,85495,31.431,FPC-624,36.719,FPC-457,47.777,85322,40.486,81612,43.065,85024,48.635,82186,49.361,84801,48.614,83514,43.766,FPC-599,54.023,87064,52.13,84948,46.701,FPC-710,46.701,FPC-710,46.701,81559,46.701,81559,55.838,83916,56.962,FPC-24,66.858,83351
36061005501,Manhattan,MN0202,-73.99708180830041,40.727672610534896,POINT (-73.99708181650152 40.72767260351943),POINT (-73.99708180830041 40.7276726105349),20.627,85434,18.821,87247,15.133,85521,19.054,85517,20.789,85523,21.009,81199,30.471,FPC-488,37.917,84758,38.229,85495,31.275,FPC-457,44.066,85322,31.716,FPC-624,51.4,82186,41.527,81612,47.818,85024,46.298,84801,52.831,83514,48.519,FPC-599,48.805,84948,41.257,FPC-710,41.257,FPC-710,41.257,81559,41.257,81559,54.286,87064,51.283,83916,51.518,FPC-24,68.821,83351
36061005502,Manhattan,MN0202,-73.99387212712992,40.726223496692796,POINT (-73.99387212794875 40.72622349092178),POINT (-73.99387212712992 40.7262234966928),18.396,85434,17.112,87247,13.424,85521,17.326,85517,19.356,85523,17.836,81199,28.762,FPC-488,36.208,84758,35.056,85495,30.087,FPC-457,42.357,85322,28.543,FPC-624,49.679,82186,45.274,85024,39.818,81612,44.589,84801,49.658,83514,45.975,FPC-599,47.617,84948,40.069,FPC-710,40.069,FPC-710,40.069,81559,40.069,81559,51.113,87064,50.095,83916,50.33,FPC-24,67.112,83351
36061005800,Manhattan,MN0501,-73.99051618494464,40.74315158928294,POINT (-73.99051620582514 40.74315157654082),POINT (-73.99051618494464 40.74315158928294),3.351,87247,8.421,85521,14.424,85523,20.287,81199,25.251,85434,23.153,85517,35.095,FPC-488,41.13,84758,32.977,FPC-624,43.669,85495,39.612,81612,35.294,FPC-457,48.69,85322,41.295,85024,52.133,82186,50.922,84801,52.112,83514,41.996,FPC-599,53.564,87064,50.359,84948,45.226,FPC-710,45.226,FPC-710,45.226,81559,45.226,81559,54.067,83916,55.679,FPC-24,65.088,83351
36061006300,Manhattan,MN0202,-73.99686078482694,40.734421701854465,POINT (-73.99686080680512 40.734421687788746),POINT (-73.99686078482694 40.73442170185447),12.962,87247,12.907,85521,22.841,85434,14.755,85523,16.479,85517,21.152,81199,30.805,FPC-488,38.844,84758,40.288,85495,33.314,FPC-457,31.533,FPC-624,46.28,85322,38.247,81612,49.944,82186,43.119,85024,45.756,84801,49.923,83514,43.82,FPC-599,54.125,87064,48.725,84948,43.296,FPC-710,43.296,FPC-710,43.296,81559,43.296,81559,52.433,83916,53.557,FPC-24,65.912,83351
36061006500,Manhattan,MN0202,-73.99957850679242,40.72996721995922,POINT (-73.99957852694195 40.729967207054514),POINT (-73.99957850679242 40.72996721995922),15.279,87247,22.642,85434,12.708,85521,19.44,85517,17.716,85523,22.729,81199,30.606,FPC-488,38.645,84758,40.089,85495,33.918,FPC-457,46.081,85322,36.084,FPC-624,52.855,82186,38.048,81612,42.92,85024,45.557,84801,53.267,83514,43.621,FPC-599,50.383,84948,43.9,FPC-710,43.9,FPC-710,43.9,81559,43.9,81559,57.355,87064,53.926,83916,54.161,FPC-24,65.713,83351
36061006700,Manhattan,MN0203,-74.00412224839053,40.73045257093796,POINT (-74.0041222640263 40.730452565666816),POINT (-74.00412224839053 40.73045257093796),16.044,87247,14.78,85517,23.407,85434,13.473,85521,15.506,85523,23.494,81199,31.371,FPC-488,39.41,84758,40.193,85495,31.615,FPC-457,46.846,85322,37.676,FPC-624,38.813,81612,53.117,82186,43.685,85024,46.322,84801,54.761,83514,44.386,FPC-599,41.597,FPC-710,41.597,FPC-710,41.597,81559,41.597,81559,46.967,84948,50.675,83916,51.858,FPC-24,55.145,87064,66.478,83351
36061006800,Manhattan,MN0602,-73.98407917312461,40.740437329601995,POINT (-73.98407919747356 40.740437312260795),POINT (-73.98407917312461 40.740437329602),9.945,87247,13.641,85521,17.449,85523,25.252,85434,16.114,81199,18.829,85517,33.165,FPC-488,38.812,84758,39.491,85495,29.179,FPC-624,44.78,81612,28.632,FPC-457,50.087,85322,41.718,85024,49.815,82186,50.541,84801,49.794,83514,42.419,FPC-599,49.391,87064,43.697,84948,38.564,FPC-710,38.564,FPC-710,38.564,81559,38.564,81559,47.405,83916,49.017,FPC-24,64.511,83351
36061006900,Manhattan,MN0203,-74.00999837601391,40.73037892172992,POINT (-74.0099984141012 40.73037892288804),POINT (-74.00999837601391 40.73037892172992),19.377,85517,22.557,87247,19.986,85521,29.92,85434,20.668,85523,30.007,81199,37.884,FPC-488,45.923,84758,44.79,85495,36.212,FPC-457,53.359,85322,40.202,FPC-624,45.326,81612,57.406,82186,50.198,85024,52.835,84801,57.385,83514,43.78,81559,43.78,81559,43.78,FPC-710,43.78,FPC-710,50.899,FPC-599,52.621,83916,48.913,84948,54.233,FPC-24,60.307,87064,72.991,83351
36061007001,Manhattan,MN0603,-73.97582432610801,40.74270836386233,POINT (-73.97582433797677 40.742708355759014),POINT (-73.97582432610801 40.74270836386233),4294967.295,85521,4294967.295,87247,4294967.295,81199,4294967.295,85523,4294967.295,85434,4294967.295,85517,4294967.295,FPC-488,4294967.295,84758,4294967.295,FPC-624,4294967.295,85495,4294967.295,81612,4294967.295,85024,4294967.295,85322,4294967.295,FPC-457,4294967.295,82186,4294967.295,84801,4294967.295,FPC-599,4294967.295,83514,4294967.295,87064,4294967.295,84948,4294967.295,FPC-710,4294967.295,FPC-710,4294967.295,81559,4294967.295,81559,4294967.295,83351,4294967.295,83916,4294967.295,FPC-24
36061007002,Manhattan,MN0603,-73.97813139634542,40.74367558303793,POINT (-73.97813140696958 40.74367557672451),POINT (-73.97813139634542 40.74367558303793),11.656,85521,17.451,87247,14.897,85523,13.203,81199,29.607,85434,24.723,85517,37.012,FPC-488,42.659,84758,28.281,FPC-624,43.892,85495,42.421,81612,36.753,85024,34.526,FPC-457,53.434,85322,53.662,82186,54.388,84801,37.454,FPC-599,53.641,83514,48.728,87064,49.591,84948,44.458,FPC-710,44.458,FPC-710,44.458,81559,44.458,81559,59.546,83351,53.299,83916,54.911,FPC-24
36061007100,Manhattan,MN0203,-73.99991361124717,40.73544661959126,POINT (-73.99991364404127 40.735446590951895),POINT (-73.99991361124717 40.73544661959126),12.929,87247,12.846,85521,12.21,85523,22.78,85434,16.742,85517,22.867,81199,30.744,FPC-488,38.564,84758,40.227,85495,33.577,FPC-457,32.363,FPC-624,46.219,85322,36.717,81612,49.567,82186,43.058,85024,45.695,84801,49.546,83514,43.759,FPC-599,50.502,87064,48.988,84948,43.559,FPC-710,43.559,FPC-710,43.559,81559,43.559,81559,52.696,83916,53.82,FPC-24,65.851,83351
36061007200,Manhattan,MN0603,-73.98085592085918,40.74486136560277,POINT (-73.980855944483 40.74486134912044),POINT (-73.98085592085918 40.74486136560277),9.327,85521,14.923,87247,15.526,85523,12.724,81199,28.857,85434,23.03,85517,34.285,FPC-488,39.932,84758,26.158,FPC-624,41.165,85495,41.124,81612,38.805,85024,32.833,FPC-457,50.707,85322,50.935,82186,51.661,84801,39.506,FPC-599,50.914,83514,46.001,87064,47.898,84948,42.765,FPC-710,42.765,FPC-710,42.765,81559,42.765,81559,51.606,83916,53.218,FPC-24,61.598,83351
36061007300,Manhattan,MN0203,-74.00410623322425,40.73411571546968,POINT (-74.00410625040703 40.73411570394857),POINT (-74.00410623322425 40.73411571546968),15.063,87247,13.129,85521,12.733,85523,23.063,85434,14.457,85517,22.984,81199,31.027,FPC-488,39.066,84758,39.87,85495,31.292,FPC-457,33.691,FPC-624,46.502,85322,38.469,81612,51.826,82186,43.341,85024,45.978,84801,51.805,83514,44.042,FPC-599,41.274,81559,41.274,81559,41.274,FPC-710,41.274,FPC-710,46.703,84948,50.411,83916,52.372,87064,51.535,FPC-24,66.134,83351
36061007500,Manhattan,MN0203,-74.0087382430871,40.73438603572763,POINT (-74.00873826293508 40.73438603135474),POINT (-74.00873824308709 40.73438603572763),21.599,87247,19.606,85521,20.734,85517,19.01,85523,29.54,85434,27.057,81199,37.041,FPC-488,42.688,84758,46.147,85495,37.569,FPC-457,36.487,FPC-624,52.979,85322,42.37,81612,53.691,82186,47.248,85024,52.455,84801,53.67,83514,47.949,FPC-599,47.551,81559,47.551,81559,47.551,FPC-710,47.551,FPC-710,56.688,83916,52.98,84948,57.812,FPC-24,58.054,87064,70.041,83351
36061007600,Manhattan,MN0501,-73.98729624839149,40.74756594153478,POINT (-73.98729626957324 40.747565928155815),POINT (-73.98729624839149 40.74756594153478),3.513,85521,8.31,87247,10.164,85523,17.444,81199,26.512,85434,23.823,85517,35.744,FPC-488,41.703,84758,29.828,FPC-624,39.401,85495,34.441,81612,38.149,FPC-457,38.534,85024,45.605,85322,52.706,82186,51.37,84801,39.235,FPC-599,52.685,83514,49.926,87064,53.214,84948,48.081,FPC-710,48.081,FPC-710,48.081,81559,48.081,81559,56.922,83916,58.534,FPC-24,62.327,83351
36061007700,Manhattan,MN0203,-74.00329385357644,40.73808308576592,POINT (-74.00329385087566 40.73808308035789),POINT (-74.00329385357644 40.73808308576592),16.369,87247,15.381,85521,12.559,85523,28.226,85434,18.204,85517,21.652,81199,31.308,FPC-488,36.955,84758,40.862,85495,35.039,FPC-457,30.754,FPC-624,50.549,85322,36.965,81612,47.958,82186,41.843,85024,48.594,84801,47.937,83514,42.544,FPC-599,50.851,87064,45.021,81559,45.021,81559,45.021,FPC-710,45.021,FPC-710,50.427,84948,54.135,83916,55.282,FPC-24,64.636,83351
36061007800,Manhattan,MN0603,-73.97467365973009,40.74632537305917,POINT (-73.97467365469602 40.746325367646286),POINT (-73.97467365973009 40.74632537305917),13.427,81199,12.634,85521,19.026,87247,15.121,85523,28.667,85434,23.083,85517,38.112,FPC-488,43.759,84758,28.505,FPC-624,43.745,85495,43.155,81612,36.977,85024,55.012,85322,32.886,FPC-457,54.762,82186,37.678,FPC-599,55.488,84801,54.741,83514,51.096,87064,47.951,84948,42.818,FPC-710,42.818,FPC-710,42.818,81559,42.818,81559,59.77,83351,51.659,83916,53.271,FPC-24
36061008000,Manhattan,MN0603,-73.9776523314043,40.74925841664874,POINT (-73.9776523544691 40.74925839999048),POINT (-73.9776523314043 40.74925841664874),11.352,85521,11.844,81199,9.297,85523,15.299,87247,32.42,85434,23.286,85517,33.275,FPC-488,22.152,FPC-624,40.86,84758,41.016,85495,37.331,81612,35.394,85024,36.047,FPC-457,54.634,85322,54.323,82186,36.095,FPC-599,55.049,84801,54.302,83514,44.743,87064,51.169,84948,46.029,FPC-710,46.029,FPC-710,46.029,81559,46.029,81559,58.187,83351,54.877,83916,56.29,FPC-24
36061008100,Manhattan,MN0401,-73.99877177141194,40.739805730412016,POINT (-73.99877174429504 40.739805736019015),POINT (-73.99877177141194 40.73980573041202),11.425,87247,11.591,85521,10.001,85523,24.501,85434,19.732,81199,16.729,85517,31.723,FPC-488,37.792,84758,39.739,85495,31.566,FPC-624,33.564,FPC-457,47.94,85322,35.045,81612,39.923,85024,48.795,82186,46.674,84801,48.774,83514,40.624,FPC-599,49.728,87064,48.975,84948,43.546,81559,43.546,81559,43.546,FPC-710,43.546,FPC-710,52.683,83916,53.807,FPC-24,62.716,83351
36061008200,Manhattan,MN0502,-73.98087259028384,40.750613781693495,POINT (-73.98087261356555 40.750613765291924),POINT (-73.98087259028384 40.7506137816935),9.524,85521,11.086,85523,11.609,87247,11.592,81199,33.392,85434,25.114,85517,37.326,FPC-488,23.98,FPC-624,44.911,84758,38.918,81612,42.844,85495,36.925,85024,37.875,FPC-457,52.806,85322,56.151,82186,37.626,FPC-599,56.877,84801,56.13,83514,46.571,87064,53.575,84948,47.857,FPC-710,47.857,FPC-710,47.857,81559,47.857,81559,57.283,83916,58.118,FPC-24,59.337,83351
36061008300,Manhattan,MN0401,-74.00445211268418,40.742198823137,POINT (-74.0044520874449 40.742198824573734),POINT (-74.00445211268418 40.742198823137),17.427,87247,15.24,85521,16.423,85523,26.427,85434,22.163,85517,19.853,81199,31.844,FPC-488,38.587,84758,42.769,85495,32.386,FPC-624,35.03,FPC-457,35.166,81612,49.866,85322,40.044,85024,49.59,82186,46.795,84801,49.569,83514,40.745,FPC-599,54.81,87064,45.012,81559,45.012,81559,45.012,FPC-710,45.012,FPC-710,55.038,83916,51.495,84948,55.273,FPC-24,62.837,83351
36061008400,Manhattan,MN0502,-73.98409384539356,40.751969910803574,POINT (-73.9840938636639 40.75196990136375),POINT (-73.98409384539356 40.75196991080357),6.791,85521,8.157,85523,10.523,87247,14.827,81199,30.659,85434,27.631,85517,37.531,FPC-488,27.205,FPC-624,45.116,84758,35.794,81612,43.869,85495,39.888,85024,37.434,FPC-457,50.073,85322,56.537,82186,40.589,FPC-599,55.517,84801,56.516,83514,49.796,87064,52.499,84948,47.366,FPC-710,47.366,FPC-710,47.366,81559,47.366,81559,56.207,83916,57.819,FPC-24,62.572,83351
