GEOID,BoroName,NTA2020,lon,lat,centroid,geometry,tt_0,fp_0,tt_1,fp_1,tt_2,fp_2,tt_3,fp_3,tt_4,fp_4,tt_5,fp_5,tt_6,fp_6,tt_7,fp_7,tt_8,fp_8,tt_9,fp_9,tt_10,fp_10,tt_11,fp_11
36061029500,Manhattan,MN1203,-73.9249408913051,40.8675229886641,POINT (-73.92494092162546 40.86752299478277),POINT (-73.9249408913051 40.8675229886641),6.48,85357,36.454,FPC-624,36.239,FPC-482,47.856,81199,66.967,FPC-605,48.471,87247,73.344,83630,69.519,85351,78.275,85251,77.296,FPC-432,82.578,84949,95.736,83916
36061030900,Manhattan,BX0802,-73.91037371350454,40.875965512018986,POINT (-73.91037369422037 40.8759655010479),POINT (-73.91037371350454 40.87596551201899),18.2,85357,43.339,FPC-624,35.233,FPC-482,54.211,81199,74.412,FPC-605,51.582,87247,81.42,83630,77.595,85351,85.72,85251,85.372,FPC-432,85.257,84949,101.962,83916
36005000100,Bronx,QN0151,-73.88265513792146,40.791130324653366,POINT (-73.88265488943965 40.79113033369918),POINT (-73.88265513792146 40.79113032465337),79.089,FPC-605,77.611,FPC-624,108.133,85357,91.316,FPC-482,104.577,83630,74.694,81199,90.397,85251,88.464,85351,114.03,FPC-432,79.33,87247,116.025,84949,134.687,83916
36005000200,Bronx,BX0902,-73.85900702815964,40.810751921017406,POINT (-73.85900689077879 40.81075184088488),POINT (-73.85900702815964 40.81075192101741),65.564,FPC-605,40.12,FPC-624,58.393,85357,55.256,FPC-482,87.413,85251,88.563,83630,53.12,81199,102.052,FPC-432,84.738,85351,64.5,87247,97.063,84949,109.757,83916
36005001600,Bronx,BX0902,-73.85807620328994,40.81884774335772,POINT (-73.85807621372632 40.81884770739297),POINT (-73.85807620328994 40.81884774335772),59.71,FPC-605,40.755,FPC-624,52.539,85357,53.595,FPC-482,81.559,85251,87.456,83630,53.755,81199,100.945,FPC-432,83.631,85351,64.981,87247,95.402,84949,108.65,83916
36005001904,Bronx,BX0291,-73.8983698120025,40.799576436871135,POINT (-73.89836979743558 40.79957638564919),POINT (-73.8983698120025 40.79957643687113),4294967.295,FPC-624,4294967.295,FPC-605,4294967.295,85357,4294967.295,FPC-482,4294967.295,81199,4294967.295,83630,4294967.295,87247,4294967.295,85351,4294967.295,85251,4294967.295,FPC-432,4294967.295,84949,4294967.295,83916
36005002002,Bronx,BX0902,-73.8644246835683,40.81763705891425,POINT (-73.86442463999587 40.817637026356415),POINT (-73.8644246835683 40.81763705891425),66.118,FPC-605,36.035,FPC-624,59.529,85357,51.171,FPC-482,49.035,81199,84.478,83630,87.214,85251,97.967,FPC-432,60.415,87247,80.653,85351,92.978,84949,105.672,83916
36005002300,Bronx,BX0101,-73.9258456390051,40.80908394384018,POINT (-73.92584562421652 40.80908394457968),POINT (-73.9258456390051 40.80908394384018),13.358,FPC-624,30.873,FPC-482,43.066,85357,26.358,81199,53.229,FPC-605,37.738,87247,61.801,83630,57.976,85351,75.29,FPC-432,64.537,85251,70.933,84949,82.995,83916
36005002500,Bronx,BX0101,-73.92088009260115,40.80700185741095,POINT (-73.9208800684209 40.80700186133409),POINT (-73.92088009260115 40.80700185741095),15.353,FPC-624,32.868,FPC-482,45.282,85357,28.353,81199,55.224,FPC-605,39.733,87247,63.796,83630,59.971,85351,77.285,FPC-432,66.532,85251,72.928,84949,84.99,83916
36005002701,Bronx,BX0101,-73.91636065593417,40.80507501443473,POINT (-73.91636064464961 40.805075013434745),POINT (-73.91636065593417 40.80507501443473),17.118,FPC-624,34.633,FPC-482,47.047,85357,30.118,81199,56.989,FPC-605,41.498,87247,65.561,83630,61.736,85351,79.05,FPC-432,68.297,85251,74.693,84949,86.755,83916
36005002702,Bronx,BX0101,-73.91377744202003,40.80644775170116,POINT (-73.9137774169125 40.80644775320156),POINT (-73.91377744202003 40.80644775170116),15.613,FPC-624,33.128,FPC-482,45.542,85357,55.484,FPC-605,28.613,81199,39.993,87247,64.056,83630,60.231,85351,77.545,FPC-432,66.792,85251,73.188,84949,85.25,83916
36005003800,Bronx,BX0902,-73.86334353711989,40.82029440755481,POINT (-73.86334353342896 40.82029440654612),POINT (-73.86334353711989 40.82029440755481),61.271,FPC-605,36.023,FPC-624,55.728,85357,49.7,FPC-482,49.023,81199,83.561,83630,83.12,85251,97.05,FPC-432,60.403,87247,79.736,85351,91.507,84949,104.755,83916
36005003900,Bronx,BX0101,-73.92142280731761,40.80971888006989,POINT (-73.92142272207484 40.809718892761566),POINT (-73.92142280731761 40.80971888006989),14.68,FPC-624,34.046,FPC-482,43.646,85357,29.624,81199,56.495,FPC-605,41.004,87247,63.461,83630,59.636,85351,76.95,FPC-432,67.803,85251,72.593,84949,84.655,83916
36005004001,Bronx,BX0903,-73.85833530560765,40.82827202597978,POINT (-73.85833530460701 40.82827201948739),POINT (-73.85833530560765 40.82827202597978),49.43,85357,53.976,FPC-605,37.962,FPC-624,54.319,FPC-482,50.962,81199,75.825,85251,86.405,83630,99.894,FPC-432,62.342,87247,82.58,85351,95.537,84949,107.599,83916
36005004200,Bronx,BX0902,-73.86202202135205,40.823925180506954,POINT (-73.86202205631956 40.82392521116948),POINT (-73.86202202135205 40.82392518050695),55.105,FPC-605,49.911,85357,36.015,FPC-624,48.855,FPC-482,49.015,81199,82.716,83630,76.954,85251,60.241,87247,96.205,FPC-432,78.891,85351,90.662,84949,103.91,83916
36005004400,Bronx,BX0901,-73.8664397181568,40.82651202511201,POINT (-73.86643976488725 40.82651207291723),POINT (-73.8664397181568 40.82651202511201),53.511,85357,30.719,FPC-624,61.049,FPC-605,48.234,FPC-482,43.719,81199,79.162,83630,81.898,85251,55.099,87247,75.337,85351,92.651,FPC-432,88.294,84949,100.356,83916
36005004600,Bronx,BX0902,-73.86917646973922,40.822409442751,POINT (-73.8691764498982 40.82240943021951),POINT (-73.86917646973922 40.822409442751),31.46,FPC-624,54.74,85357,61.102,FPC-605,44.3,FPC-482,44.46,81199,78.161,83630,82.639,85251,55.686,87247,74.336,85351,91.65,FPC-432,86.107,84949,99.355,83916
36005004800,Bronx,BX0901,-73.87432519158139,40.82701452478797,POINT (-73.8743251849851 40.82701449736175),POINT (-73.87432519158139 40.82701452478797),52.38,85357,27.835,FPC-624,58.525,FPC-605,45.35,FPC-482,40.835,81199,76.278,83630,79.014,85251,52.215,87247,72.453,85351,89.767,FPC-432,85.41,84949,97.472,83916
36005005001,Bronx,BX0901,-73.87785355515997,40.82499720893098,POINT (-73.87785355680127 40.8249972113608),POINT (-73.87785355515997 40.82499720893098),29.752,FPC-624,56.001,85357,62.47,FPC-605,46.635,FPC-482,42.752,81199,78.195,83630,80.931,85251,54.132,87247,74.37,85351,91.684,FPC-432,87.327,84949,99.389,83916
36005005002,Bronx,BX0901,-73.87843468040148,40.827363093120226,POINT (-73.87843467967292 40.82736309382315),POINT (-73.87843468040148 40.82736309312023),50.943,85357,24.694,FPC-624,57.412,FPC-605,42.209,FPC-482,37.694,81199,73.137,83630,49.074,87247,75.873,85251,69.312,85351,86.626,FPC-432,82.269,84949,94.331,83916
36005005400,Bronx,BX0901,-73.87974306553014,40.82990742612486,POINT (-73.87974307750048 40.82990743984117),POINT (-73.87974306553014 40.82990742612486),48.082,85357,26.436,FPC-624,59.154,FPC-605,43.951,FPC-482,39.436,81199,74.879,83630,50.816,87247,77.615,85251,71.054,85351,88.368,FPC-432,84.011,84949,96.073,83916
36005006302,Bronx,BX0491,-73.9263919040918,40.82997893765991,POINT (-73.9263920374602 40.829978864556885),POINT (-73.9263919040918 40.82997893765991),22.951,FPC-624,29.249,85357,32.778,FPC-482,32.524,81199,58.322,FPC-605,42.529,87247,64.908,83630,61.083,85351,77.943,FPC-432,69.63,85251,74.04,84949,86.102,83916
36005006400,Bronx,BX0901,-73.87219814644948,40.83300038110298,POINT (-73.87219813663211 40.83300034886172),POINT (-73.87219814644948 40.83300038110298),47.519,85357,30.902,FPC-624,56.36,FPC-605,45.939,FPC-482,43.902,81199,79.345,83630,78.209,85251,55.282,87247,75.52,85351,92.834,FPC-432,87.746,84949,100.539,83916
36005006500,Bronx,BX0102,-73.9216593382031,40.817400561195726,POINT (-73.92165932062355 40.81740056075114),POINT (-73.9216593382031 40.81740056119573),18.548,FPC-624,39.725,85357,29.059,FPC-482,30.175,81199,55.973,FPC-605,40.445,87247,62.559,83630,58.734,85351,76.048,FPC-432,67.281,85251,70.866,84949,83.753,83916
36005006800,Bronx,BX0901,-73.87050005078487,40.828964188537974,POINT (-73.87050006300834 40.82896418001878),POINT (-73.87050005078487 40.82896418853797),51.737,85357,30.341,FPC-624,57.358,FPC-605,47.856,FPC-482,43.341,81199,78.784,83630,79.207,85251,54.721,87247,74.959,85351,92.273,FPC-432,87.916,84949,99.978,83916
36005007000,Bronx,BX0901,-73.86562184144137,40.82981783186486,POINT (-73.8656218498109 40.82981781918415),POINT (-73.86562184144137 40.82981783186486),49.073,85357,30.249,FPC-624,56.262,FPC-605,47.764,FPC-482,43.249,81199,78.692,83630,78.111,85251,54.629,87247,74.867,85351,92.181,FPC-432,87.824,84949,99.886,83916
36005007200,Bronx,BX0903,-73.86068254469788,40.83103774285829,POINT (-73.86068255279345 40.83103773228186),POINT (-73.86068254469788 40.83103774285829),45.922,85357,31.981,FPC-624,50.47,FPC-605,47.824,FPC-482,44.981,81199,80.424,83630,72.319,85251,56.361,87247,93.913,FPC-432,76.599,85351,89.556,84949,101.618,83916
36005007400,Bronx,BX0903,-73.85286230548266,40.819475609380504,POINT (-73.85286228510162 40.819475568516346),POINT (-73.85286230548266 40.8194756093805),59.416,FPC-605,42.159,FPC-624,54.234,85357,55.014,FPC-482,81.265,85251,88.875,83630,55.159,81199,102.364,FPC-432,85.05,85351,66.4,87247,96.821,84949,110.069,83916
36005007600,Bronx,BX0901,-73.86765588268132,40.833378730421366,POINT (-73.8676558733603 40.833378732493905),POINT (-73.86765588268132 40.83337873042137),46.837,85357,28.594,FPC-624,53.399,FPC-605,45.758,FPC-482,41.594,81199,77.037,83630,75.248,85251,52.974,87247,73.212,85351,90.526,FPC-432,86.169,84949,98.231,83916
36005007800,Bronx,BX0903,-73.85264948016206,40.82913107880033,POINT (-73.85264945222778 40.829131099568706),POINT (-73.85264948016206 40.82913107880033),49.856,FPC-605,51.188,85357,38.546,FPC-624,53.807,FPC-482,71.705,85251,51.546,81199,86.489,83630,99.112,FPC-432,62.926,87247,83.164,85351,95.614,84949,108.183,83916
36005007900,Bronx,BX0102,-73.90486728032944,40.81579029733591,POINT (-73.90486731220244 40.81579026132582),POINT (-73.90486728032944 40.81579029733591),22.835,FPC-624,49.563,85357,31.878,FPC-482,59.152,FPC-605,33.354,81199,43.264,87247,65.738,83630,61.913,85351,70.46,85251,79.227,FPC-432,73.685,84949,86.932,83916
36005008300,Bronx,BX0202,-73.90184052770405,40.81367618617941,POINT (-73.90184053404157 40.813676154453475),POINT (-73.90184052770405 40.81367618617941),20.803,FPC-624,47.989,85357,35.496,FPC-482,60.674,FPC-605,33.803,81199,45.183,87247,69.246,83630,65.421,85351,71.982,85251,82.735,FPC-432,77.303,84949,90.44,83916
36005008400,Bronx,BX0903,-73.84776170343328,40.81560634761485,POINT (-73.84776170830655 40.815606353764146),POINT (-73.84776170343328 40.81560634761485),57.423,FPC-605,45.875,FPC-624,58.517,85357,79.272,85251,61.136,FPC-482,94.056,83630,58.875,81199,106.679,FPC-432,90.493,85351,70.255,87247,102.943,84949,115.512,83916
36005008500,Bronx,BX0202,-73.89907834765604,40.816267238891726,POINT (-73.89907830956275 40.816267221172126),POINT (-73.89907834765604 40.81626723889173),23.601,FPC-624,50.667,85357,36.613,FPC-482,63.472,FPC-605,36.601,81199,47.981,87247,70.474,83630,66.649,85351,74.78,85251,83.963,FPC-432,78.42,84949,91.668,83916
36005008600,Bronx,BX0903,-73.84980808683929,40.819879215308255,POINT (-73.84980806718313 40.81987917344132),POINT (-73.84980808683929 40.81987921530826),55.7,FPC-605,44.152,FPC-624,56.579,85357,57.359,FPC-482,77.549,85251,91.22,83630,57.152,81199,104.709,FPC-432,87.395,85351,68.532,87247,99.166,84949,112.414,83916
36005008700,Bronx,BX0202,-73.89727309501926,40.81967433453955,POINT (-73.8972731062581 40.81967433074648),POINT (-73.89727309501926 40.81967433453955),25.477,FPC-624,43.603,85357,33.573,FPC-482,60.848,FPC-605,35.05,81199,44.959,87247,67.434,83630,63.609,85351,72.156,85251,80.923,FPC-432,75.38,84949,88.628,83916
36005009200,Bronx,BX0903,-73.85215182626148,40.83234188002613,POINT (-73.85215179233668 40.832341902463355),POINT (-73.85215182626148 40.83234188002613),47.401,85357,48.781,FPC-605,32.082,FPC-624,49.597,FPC-482,70.63,85251,45.082,81199,80.525,83630,94.014,FPC-432,56.462,87247,76.7,85351,89.657,84949,101.719,83916
36005009600,Bronx,BX1001,-73.84384279346176,40.83452103376546,POINT (-73.84384287757584 40.83452092922317),POINT (-73.84384279346176 40.83452103376546),57.941,FPC-605,51.874,85357,35.916,FPC-624,53.431,FPC-482,79.79,85251,84.359,83630,48.916,81199,97.848,FPC-432,80.534,85351,60.296,87247,93.491,84949,105.553,83916
36005011701,Bronx,BX0201,-73.88357585725673,40.81436715523964,POINT (-73.88357579260652 40.814367116969414),POINT (-73.88357585725673 40.81436715523964),30.453,FPC-624,49.326,85357,67.975,FPC-605,40.7,FPC-482,42.177,81199,74.561,83630,52.086,87247,79.283,85251,70.736,85351,88.05,FPC-432,82.507,84949,95.755,83916
36005011702,Bronx,BX0201,-73.87534449518681,40.80987180036046,POINT (-73.87534427009007 40.809871656426985),POINT (-73.87534449518681 40.80987180036046),71.546,FPC-605,31.675,FPC-624,54.094,85357,44.482,FPC-482,44.675,81199,78.343,83630,82.854,85251,55.868,87247,74.518,85351,91.832,FPC-432,86.289,84949,99.537,83916
36005011900,Bronx,BX0202,-73.88955959290924,40.82327542893102,POINT (-73.8895596098417 40.82327541674693),POINT (-73.88955959290924 40.82327542893102),24.282,FPC-624,48.129,85357,63.558,FPC-605,36.897,FPC-482,37.282,81199,70.758,83630,48.283,87247,66.933,85351,75.461,85251,84.247,FPC-432,78.704,84949,91.952,83916
36005012101,Bronx,BX0303,-73.88887831974849,40.82827604929706,POINT (-73.88887831352692 40.82827604662219),POINT (-73.88887831974849 40.82827604929706),46.534,85357,29.376,FPC-624,64.723,FPC-605,38.438,FPC-482,39.915,81199,72.299,83630,49.824,87247,68.474,85351,77.021,85251,85.788,FPC-432,80.245,84949,93.493,83916
36005012102,Bronx,BX0202,-73.88789792931807,40.82600478990806,POINT (-73.8878979425509 40.82600479161845),POINT (-73.88789792931807 40.82600478990806),25.349,FPC-624,48.63,85357,61.122,FPC-605,38.287,FPC-482,38.349,81199,72.148,83630,49.673,87247,76.528,85251,68.323,85351,85.637,FPC-432,80.094,84949,93.342,83916
36005012500,Bronx,BX0303,-73.89352529157911,40.8286347936544,POINT (-73.89352527928907 40.82863478774513),POINT (-73.89352529157911 40.8286347936544),43.722,85357,28.519,FPC-624,36.615,FPC-482,63.89,FPC-605,38.092,81199,48.001,87247,70.476,83630,66.651,85351,75.198,85251,83.965,FPC-432,78.422,84949,91.67,83916
36005012901,Bronx,BX0202,-73.89873459477842,40.82262903472624,POINT (-73.89873461750291 40.822629037588776),POINT (-73.89873459477842 40.82262903472624),26.507,FPC-624,44.067,85357,34.603,FPC-482,61.878,FPC-605,36.08,81199,45.989,87247,68.464,83630,64.639,85351,73.186,85251,81.953,FPC-432,76.41,84949,89.658,83916
36005013000,Bronx,BX1002,-73.81474708898942,40.81930383540593,POINT (-73.81474705127341 40.81930384317602),POINT (-73.81474708898942 40.81930383540593),60.98,FPC-605,58.726,85357,49.369,FPC-624,83.845,85251,97.613,83630,66.884,FPC-482,111.252,FPC-432,62.369,81199,93.987,85351,73.749,87247,106.944,84949,119.006,83916
36005013100,Bronx,BX0202,-73.89789492799834,40.82595131949965,POINT (-73.89789492701689 40.82595131423972),POINT (-73.89789492799834 40.82595131949965),28.623,FPC-624,43.713,85357,36.719,FPC-482,63.994,FPC-605,38.196,81199,48.105,87247,70.58,83630,66.755,85351,75.302,85251,84.069,FPC-432,78.526,84949,91.774,83916
36005013200,Bronx,BX1002,-73.82068812620322,40.8155226867689,POINT (-73.82068822032328 40.81552268509928),POINT (-73.82068812620322 40.8155226867689),64.759,FPC-605,53.148,FPC-624,62.505,85357,87.624,85251,101.392,83630,70.663,FPC-482,115.031,FPC-432,66.148,81199,97.766,85351,77.528,87247,110.723,84949,122.785,83916
36005013300,Bronx,BX0301,-73.9034851360843,40.822822824929844,POINT (-73.90348512853107 40.82282281377598),POINT (-73.9034851360843 40.82282282492984),27.683,FPC-624,39.593,85357,36.054,FPC-482,63.329,FPC-605,37.531,81199,47.44,87247,69.915,83630,66.09,85351,74.637,85251,83.404,FPC-432,77.861,84949,91.109,83916
36005013500,Bronx,BX0301,-73.90209242633563,40.82712902071569,POINT (-73.90209245007077 40.82712900568795),POINT (-73.90209242633563 40.82712902071569),31.455,FPC-624,45.075,85357,39.826,FPC-482,67.101,FPC-605,41.303,81199,51.212,87247,73.687,83630,69.862,85351,78.409,85251,87.176,FPC-432,81.633,84949,94.881,83916
36005014400,Bronx,BX1002,-73.82333641645369,40.8212606847375,POINT (-73.82333637682186 40.82126066243846),POINT (-73.82333641645369 40.8212606847375),60.388,FPC-605,58.134,85357,48.777,FPC-624,82.254,85251,97.021,83630,66.292,FPC-482,109.661,FPC-432,61.777,81199,93.395,85351,73.157,87247,106.352,84949,118.414,83916
36005014900,Bronx,BX0301,-73.90149615905374,40.832591877364585,POINT (-73.90149619638753 40.83259185590437),POINT (-73.90149615905374 40.83259187736459),43.415,85357,34.368,FPC-624,42.992,FPC-482,68.172,FPC-605,44.455,81199,54.378,87247,76.839,83630,73.014,85351,81.561,85251,90.328,FPC-432,84.799,84949,98.033,83916
36005015100,Bronx,BX0301,-73.89847646545125,40.83108765182028,POINT (-73.89847647441773 40.83108761805205),POINT (-73.89847646545125 40.83108765182028),39.88,85357,32.373,FPC-624,40.744,FPC-482,67.026,FPC-605,42.221,81199,52.13,87247,74.605,83630,70.78,85351,79.327,85251,88.094,FPC-432,82.551,84949,95.799,83916
36005015200,Bronx,BX1002,-73.82491896299786,40.82639035051968,POINT (-73.8249188928654 40.826390349278164),POINT (-73.82491896299786 40.82639035051968),55.09,FPC-605,55.383,85357,46.026,FPC-624,76.939,85251,91.723,83630,63.541,FPC-482,59.026,81199,104.346,FPC-432,90.644,85351,70.406,87247,103.601,84949,115.663,83916
36005015300,Bronx,BX0303,-73.89412265313756,40.83346804483851,POINT (-73.89412268621223 40.83346801326714),POINT (-73.89412265313756 40.83346804483851),39.765,85357,30.769,FPC-624,38.865,FPC-482,63.408,FPC-605,40.342,81199,50.251,87247,72.726,83630,68.901,85351,77.448,85251,86.215,FPC-432,80.672,84949,93.92,83916
36005015800,Bronx,BX1002,-73.81861620611951,40.824858116001636,POINT (-73.818616185317 40.824858093713054),POINT (-73.81861620611951 40.82485811600164),59.996,FPC-605,57.742,85357,48.385,FPC-624,82.861,85251,96.629,83630,65.9,FPC-482,110.268,FPC-432,61.385,81199,93.003,85351,72.765,87247,105.96,84949,118.022,83916
36005016000,Bronx,BX1002,-73.81751949507058,40.831117621266756,POINT (-73.81751937506847 40.83111755365985),POINT (-73.81751949507058 40.83111762126676),61.634,FPC-605,56.638,85357,46.834,FPC-624,84.499,85251,95.277,83630,64.349,FPC-482,59.834,81199,108.766,FPC-432,91.452,85351,71.214,87247,104.409,84949,116.471,83916
36005016200,Bronx,BX1002,-73.82175931680514,40.8288502754572,POINT (-73.82175930168356 40.82885026721606),POINT (-73.82175931680514 40.8288502754572),57.837,FPC-605,55.583,85357,46.226,FPC-624,80.702,85251,94.47,83630,63.741,FPC-482,59.226,81199,108.109,FPC-432,90.844,85351,70.606,87247,103.801,84949,115.863,83916
36005016300,Bronx,BX0391,-73.8949867498509,40.83854944813167,POINT (-73.89498679265398 40.83854943460776),POINT (-73.8949867498509 40.83854944813167),37.696,85357,36.653,FPC-624,45.024,FPC-482,67.055,FPC-605,46.501,81199,56.41,87247,78.885,83630,75.06,85351,83.607,85251,92.374,FPC-432,86.831,84949,100.079,83916
36005016400,Bronx,BX1002,-73.82484785232025,40.83219960003953,POINT (-73.8248478453273 40.83219959442394),POINT (-73.82484785232025 40.83219960003953),56.403,FPC-605,53.24,85357,44.217,FPC-624,79.268,85251,61.732,FPC-482,92.66,83630,57.217,81199,106.149,FPC-432,88.835,85351,68.597,87247,101.792,84949,113.854,83916
36005017100,Bronx,BX0492,-73.90750246684979,40.84043093464674,POINT (-73.90750247548759 40.84043090668228),POINT (-73.90750246684979 40.84043093464674),35.725,85357,32.829,FPC-624,41.461,FPC-482,66.26,FPC-605,42.402,81199,50.105,87247,74.786,83630,70.961,85351,77.568,85251,85.519,FPC-432,83.268,84949,95.98,83916
36005017500,Bronx,BX0401,-73.91365108937856,40.83082269733512,POINT (-73.9136511038465 40.83082267746709),POINT (-73.91365108937856 40.83082269733512),28.18,FPC-624,32.082,85357,37.444,FPC-482,38.907,81199,63.561,FPC-605,47.406,87247,71.291,83630,67.466,85351,74.869,85251,82.82,FPC-432,79.251,84949,92.485,83916
36005017701,Bronx,BX0401,-73.91117745233765,40.83319579905545,POINT (-73.91117744218577 40.83319578822821),POINT (-73.91117745233765 40.83319579905545),33.525,85357,29.508,FPC-624,38.425,FPC-482,64.717,FPC-605,39.888,81199,48.562,87247,72.272,83630,68.447,85351,76.025,85251,83.976,FPC-432,80.232,84949,93.466,83916
36005017702,Bronx,BX0403,-73.9095482540951,40.83617869762668,POINT (-73.90954828278795 40.83617869320652),POINT (-73.9095482540951 40.83617869762668),32.173,85357,27.761,FPC-624,42.24,FPC-482,62.82,FPC-605,37.334,81199,46.665,87247,69.718,83630,65.893,85351,74.128,85251,82.079,FPC-432,78.85,84949,90.912,83916
36005017901,Bronx,BX0401,-73.91518540603866,40.83483551876448,POINT (-73.91518540426287 40.83483551791529),POINT (-73.91518540603866 40.83483551876448),30.36,85357,27.403,FPC-624,38.328,FPC-482,36.976,81199,60.655,FPC-605,44.5,87247,69.36,83630,65.535,85351,71.963,85251,79.914,FPC-432,78.492,84949,90.554,83916
36005017902,Bronx,BX0403,-73.91349935747621,40.83700469556704,POINT (-73.91349936670709 40.837004692850485),POINT (-73.91349935747621 40.83700469556704),32.099,85357,27.687,FPC-624,38.543,FPC-482,37.26,81199,61.161,FPC-605,45.006,87247,69.644,83630,65.819,85351,72.469,85251,80.42,FPC-432,78.776,84949,90.838,83916
36005018101,Bronx,BX0401,-73.91611111169485,40.831607413319276,POINT (-73.9161111334206 40.83160739724416),POINT (-73.91611111169485 40.83160741331928),32.241,85357,27.084,FPC-624,37.651,FPC-482,36.999,81199,60.375,FPC-605,44.22,87247,69.383,83630,65.558,85351,71.683,85251,79.634,FPC-432,78.515,84949,90.577,83916
36005018102,Bronx,BX0401,-73.91814098327471,40.83226699183928,POINT (-73.91814100162739 40.83226697938668),POINT (-73.91814098327471 40.83226699183928),30.46,85357,24.545,FPC-624,34.77,FPC-482,34.118,81199,57.494,FPC-605,41.339,87247,66.502,83630,62.677,85351,68.802,85251,76.753,FPC-432,75.634,84949,87.696,83916
36005018302,Bronx,BX0401,-73.91875210427078,40.827912141443576,POINT (-73.91875211836646 40.82791212738996),POINT (-73.91875210427078 40.82791214144358),23.501,FPC-624,34.426,85357,35.645,FPC-482,34.17,81199,59.968,FPC-605,44.175,87247,66.554,83630,62.729,85351,79.589,FPC-432,71.276,85251,75.686,84949,87.748,83916
36005018400,Bronx,BX1002,-73.82928067066473,40.83741845123666,POINT (-73.82928066718652 40.83741842320889),POINT (-73.82928067066473 40.83741845123666),56.622,FPC-605,52.931,85357,43.127,FPC-624,79.487,85251,60.642,FPC-482,91.57,83630,56.127,81199,105.059,FPC-432,87.745,85351,67.507,87247,100.702,84949,112.764,83916
36005018900,Bronx,BX0402,-73.93024837395616,40.83174380260813,POINT (-73.93024838664346 40.83174377850125),POINT (-73.93024837395616 40.83174380260813),22.158,FPC-624,26.349,85357,34.818,FPC-482,31.731,81199,57.529,FPC-605,41.736,87247,60.29,85351,64.115,83630,77.15,FPC-432,68.837,85251,73.247,84949,85.309,83916
36005019700,Bronx,BX0401,-73.91997600603312,40.835205010034365,POINT (-73.91997600633633 40.835205008560635),POINT (-73.91997600603312 40.83520501003436),28.298,85357,20.684,FPC-624,35.938,FPC-482,30.257,81199,56.055,FPC-605,42.223,87247,62.641,83630,58.816,85351,76.13,FPC-432,67.363,85251,71.773,84949,83.835,83916
36005019900,Bronx,BX0402,-73.92544993496945,40.83674324289049,POINT (-73.92544993370784 40.836743241773156),POINT (-73.92544993496945 40.83674324289049),26.703,85357,25.092,FPC-624,37.232,FPC-482,34.665,81199,60.463,FPC-605,47.97,87247,67.049,83630,63.224,85351,80.538,FPC-432,71.771,85251,76.181,84949,88.243,83916
36005020200,Bronx,BX1001,-73.84757925340101,40.83849111246092,POINT (-73.84757925081817 40.83849110896526),POINT (-73.84757925340101 40.83849111246092),48.508,85357,58.226,FPC-605,36.176,FPC-624,53.691,FPC-482,80.075,85251,49.176,81199,84.619,83630,98.108,FPC-432,60.556,87247,80.794,85351,93.751,84949,105.813,83916
36005020400,Bronx,BX1001,-73.85086031981653,40.84086411714699,POINT (-73.85086031131499 40.84086411164857),POINT (-73.85086031981653 40.84086411714699),48.123,85357,61.533,FPC-605,39.846,FPC-624,55.122,FPC-482,52.846,81199,83.382,85251,88.289,83630,64.226,87247,101.778,FPC-432,84.464,85351,96.929,84949,109.483,83916
36005020601,Bronx,BX1001,-73.85053780236035,40.836640756068334,POINT (-73.850537782386 40.836640738869114),POINT (-73.85053780236035 40.83664075606833),45.436,85357,54.465,FPC-605,34.513,FPC-624,52.028,FPC-482,76.314,85251,47.513,81199,82.956,83630,96.445,FPC-432,58.893,87247,79.131,85351,92.088,84949,104.15,83916
36005020900,Bronx,BX0403,-73.91501442973478,40.84306899514368,POINT (-73.91501441026506 40.84306899535901),POINT (-73.91501442973478 40.84306899514368),27.541,85357,23.499,FPC-624,39.872,FPC-482,33.072,81199,58.87,FPC-605,46.377,87247,65.456,83630,61.631,85351,70.178,85251,78.945,FPC-432,74.588,84949,86.65,83916
36005021002,Bronx,BX0904,-73.8565177615497,40.83847274102183,POINT (-73.85651776782902 40.83847273784368),POINT (-73.8565177615497 40.83847274102183),42.711,85357,34.927,FPC-624,57.872,FPC-605,53.973,FPC-482,51.12,81199,79.721,85251,86.563,83630,60.218,87247,100.052,FPC-432,82.738,85351,95.695,84949,107.757,83916
36005021100,Bronx,BX0402,-73.9235052566083,40.84041486821589,POINT (-73.9235052606032 40.840414840292),POINT (-73.92350525660829 40.84041486821589),21.068,85357,25.108,FPC-624,31.597,FPC-482,34.681,81199,60.479,FPC-605,47.946,87247,67.065,83630,63.24,85351,80.554,FPC-432,71.787,85251,76.197,84949,88.259,83916
36005021301,Bronx,BX0501,-73.91981203829853,40.84554700804535,POINT (-73.91981204180333 40.8455470158755),POINT (-73.91981203829853 40.84554700804535),22.214,85357,29.919,FPC-624,32.743,FPC-482,39.492,81199,65.29,FPC-605,49.092,87247,71.876,83630,68.051,85351,76.598,85251,82.882,FPC-432,81.008,84949,93.07,83916
36005021302,Bronx,BX0403,-73.92038119978406,40.843059341376254,POINT (-73.92038121281949 40.84305933033997),POINT (-73.92038119978406 40.84305934137625),24.032,85357,27.979,FPC-624,34.561,FPC-482,37.552,81199,63.35,FPC-605,50.857,87247,69.936,83630,66.111,85351,74.658,85251,83.425,FPC-432,79.068,84949,91.13,83916
