GEOID,BoroName,NTA2020,lon,lat,centroid,geometry,tt_0,fp_0,tt_1,fp_1,tt_2,fp_2,tt_3,fp_3,tt_4,fp_4,tt_5,fp_5,tt_6,fp_6,tt_7,fp_7,tt_8,fp_8,tt_9,fp_9,tt_10,fp_10,tt_11,fp_11
36061000100,Manhattan,MN0191,-74.04233963651815,40.69567322688057,POINT (-74.04233991488555 40.69567298240604),POINT (-74.04233963651815 40.69567322688057),254.801,87247,258.199,81199,263.981,85351,204.124,83916,266.85,84949,264.342,FPC-482,278.583,83630,265.126,FPC-624,276.108,FPC-432,282.769,FPC-605,285.493,85357,293.286,85251
36061000201,Manhattan,MN0301,-73.98584800829613,40.711868746013344,POINT (-73.98584800028144 40.71186871871548),POINT (-73.98584800829613 40.71186874601334),28.026,87247,39.52,85351,37.009,81199,50.288,84949,43.385,FPC-482,48.6,83630,43.936,FPC-624,50.136,FPC-432,54.011,FPC-605,65.319,85251,64.536,85357,65.892,83916
36061000600,Manhattan,MN0301,-73.989476789607,40.71195059941946,POINT (-73.9894767752886 40.711950582311424),POINT (-73.989476789607 40.71195059941946),23.31,87247,37.997,85351,33.261,81199,45.572,84949,40.565,FPC-482,47.855,83630,41.116,FPC-624,45.42,FPC-432,49.295,FPC-605,60.603,85251,61.438,83916,61.716,85357
36061001401,Manhattan,MN0302,-73.98733213729894,40.71516046573841,POINT (-73.98733213277733 40.715160475095416),POINT (-73.98733213729894 40.71516046573841),24.551,87247,33.55,85351,34.502,81199,46.813,84949,42.339,FPC-482,42.63,83630,44.389,FPC-624,46.661,FPC-432,50.536,FPC-605,60.019,85251,63.49,85357,62.513,83916
36061001402,Manhattan,MN0302,-73.9858816314248,40.71751329862137,POINT (-73.98588163638996 40.71751329107455),POINT (-73.9858816314248 40.71751329862137),21.905,87247,31.856,81199,29.761,85351,46.696,84949,41.701,FPC-482,38.841,83630,40.866,FPC-624,44.26,FPC-432,47.89,FPC-605,56.23,85251,61.125,85357,62.022,83916
36061001800,Manhattan,MN0302,-73.99084216687713,40.719046119948565,POINT (-73.99084214553514 40.719046119924954),POINT (-73.99084216687713 40.71904611994857),21.787,87247,27.593,81199,31.629,85351,40.548,FPC-482,46.578,84949,40.709,83630,39.769,FPC-624,46.128,FPC-432,47.772,FPC-605,60.377,85357,58.098,85251,62.516,83916
36061002201,Manhattan,MN0302,-73.9818441595981,40.71911566546385,POINT (-73.98184414606295 40.71911565637374),POINT (-73.9818441595981 40.71911566546385),27.927,87247,33.63,81199,36.259,85351,52.718,84949,46.905,FPC-482,43.953,83630,42.365,FPC-624,50.758,FPC-432,53.912,FPC-605,62.728,85251,67.147,85357,68.52,83916
36061002601,Manhattan,MN0303,-73.97993015397464,40.72258485164247,POINT (-73.97993013644351 40.72258485381506),POINT (-73.97993015397464 40.72258485164247),26.943,87247,29.837,81199,36.195,85351,42.972,FPC-482,55.344,84949,40.02,83630,38.432,FPC-624,54.24,FPC-432,55.466,FPC-605,64.123,85357,66.774,85251,70.219,83916
36061002602,Manhattan,MN0303,-73.97861335594028,40.72438922415978,POINT (-73.9786133390267 40.72438922658674),POINT (-73.97861335594028 40.72438922415978),23.65,87247,26.544,81199,32.902,85351,39.679,FPC-482,56.755,84949,36.727,83630,35.139,FPC-624,50.947,FPC-432,52.947,FPC-605,60.83,85357,64.305,85251,70.941,83916
36061002800,Manhattan,MN0303,-73.97681304479434,40.726860955813045,POINT (-73.97681303615444 40.726860950834535),POINT (-73.97681304479434 40.72686095581304),22.553,87247,25.447,81199,31.805,85351,38.582,FPC-482,56.508,84949,35.63,83630,34.042,FPC-624,49.85,FPC-432,51.85,FPC-605,59.733,85357,63.469,85251,69.844,83916
36061003100,Manhattan,MN0102,-74.00381559584184,40.71531057200895,POINT (-74.00381569131154 40.71531053046602),POINT (-74.00381559584184 40.71531057200895),22.203,87247,24.655,81199,37.026,85351,45.325,84949,33.21,FPC-482,45.039,83630,31.582,FPC-624,45.737,FPC-432,49.39,FPC-605,51.864,83916,54.361,85357,61.761,85251
36061003200,Manhattan,MN0303,-73.98370701917263,40.72555328579269,POINT (-73.98370702842817 40.72555327845573),POINT (-73.98370701917263 40.72555328579269),23.951,87247,27.362,81199,33.203,85351,39.98,FPC-482,52.194,84949,37.028,83630,36.083,FPC-624,51.248,FPC-432,52.239,FPC-605,61.131,85357,63.547,85251,68.929,83916
36061003300,Manhattan,MN0102,-74.00614634416432,40.71886214043471,POINT (-74.00614634471161 40.718862096530124),POINT (-74.00614634416432 40.71886214043471),18.766,87247,28.902,81199,38.737,85351,29.998,FPC-482,45.583,84949,37.435,FPC-624,46.257,83630,43.92,FPC-432,46.668,FPC-605,54.414,83916,51.134,85357,57.976,85251
36061003400,Manhattan,MN0303,-73.98145767697616,40.72900590859083,POINT (-73.98145767533329 40.729005907658376),POINT (-73.98145767697616 40.72900590859083),19.509,87247,22.848,81199,28.761,85351,35.538,FPC-482,53.464,84949,31.443,FPC-624,32.586,83630,46.806,FPC-432,49.117,FPC-605,56.689,85357,60.425,85251,67.245,83916
36061003601,Manhattan,MN0302,-73.9911271645957,40.72231932780311,POINT (-73.99112716050642 40.72231932551375),POINT (-73.9911271645957 40.72231932780311),19.866,87247,26.056,81199,34.849,85351,39.662,FPC-482,47.726,84949,43.761,83630,37.402,FPC-624,47.574,FPC-432,45.851,FPC-605,59.086,85357,57.159,85251,62.949,83916
36061003602,Manhattan,MN0303,-73.99020046176119,40.724560375260566,POINT (-73.99020044930231 40.7245603764933),POINT (-73.99020046176119 40.72456037526057),20.302,87247,22.853,81199,37.222,85351,40.098,FPC-482,48.162,84949,35.029,FPC-624,41.047,83630,48.01,FPC-432,46.287,FPC-605,59.522,85357,57.595,85251,62.542,83916
36061003700,Manhattan,MN0201,-74.0074867941145,40.726278564944955,POINT (-74.0074867844917 40.726278558965056),POINT (-74.0074867941145 40.72627856494496),17.958,87247,26.699,81199,36.26,85351,30.051,FPC-482,51.887,84949,35.294,FPC-624,40.085,83630,49.244,FPC-432,46.059,FPC-605,64.118,83916,51.202,85357,57.367,85251
36061003900,Manhattan,MN0102,-74.0107807590449,40.72079553570638,POINT (-74.0107807731053 40.72079547237539),POINT (-74.01078075904491 40.72079553570638),22.321,87247,32.457,81199,42.292,85351,33.757,FPC-482,48.689,84949,42.556,FPC-624,47.347,83630,47.475,FPC-432,50.223,FPC-605,60.709,83916,54.908,85357,61.531,85251
36061004001,Manhattan,MN0303,-73.9849021192912,40.730264485255454,POINT (-73.98490213004057 40.730264478967435),POINT (-73.98490211929121 40.73026448525545),21.044,87247,23.409,81199,30.296,85351,36.595,FPC-482,32.004,FPC-624,54.742,84949,34.121,83630,48.341,FPC-432,49.812,FPC-605,57.746,85357,61.566,85251,67.658,83916
36061004002,Manhattan,MN0303,-73.98720895456378,40.73124230289812,POINT (-73.98720896594332 40.73124229637703),POINT (-73.98720895456378 40.73124230289812),18.87,87247,20.561,81199,30.122,85351,33.747,FPC-482,29.156,FPC-624,51.894,84949,33.947,83630,48.167,FPC-432,46.964,FPC-605,54.898,85357,59.335,85251,64.958,83916
36061004100,Manhattan,MN0201,-73.99669598277335,40.7191636873842,POINT (-73.99669600087324 40.71916366692359),POINT (-73.99669598277335 40.7191636873842),23.601,87247,23.94,81199,34.414,85351,37.975,FPC-482,44.768,84949,43.382,83630,35.234,FPC-624,48.801,FPC-432,49.586,FPC-605,57.626,83916,58.741,85357,60.771,85251
36061004300,Manhattan,MN0201,-73.99546720645795,40.723324400824275,POINT (-73.99546719978427 40.723324396693656),POINT (-73.99546720645795 40.72332440082427),19.573,87247,21.255,81199,35.728,85351,37.126,FPC-482,47.872,84949,32.57,FPC-624,41.167,83630,50.115,FPC-432,45.558,FPC-605,57.253,85357,56.838,83916,56.866,85251
36061004500,Manhattan,MN0201,-73.99939082189476,40.72057033019494,POINT (-73.99939084546835 40.72057031667378),POINT (-73.99939082189476 40.72057033019494),22.76,87247,22.402,81199,35.443,85351,34.573,FPC-482,42.349,84949,43.176,83630,34.578,FPC-624,47.611,FPC-432,48.931,FPC-605,54.076,83916,55.724,85357,60.239,85251
36061005200,Manhattan,MN0501,-73.99045862330036,40.73743473648013,POINT (-73.99045864282371 40.73743472095588),POINT (-73.99045862330036 40.73743473648013),12.348,87247,18.992,81199,30.995,85351,30.82,FPC-482,27.587,FPC-624,45.614,84949,34.82,83630,49.04,FPC-432,44.808,FPC-605,51.971,85357,56.116,85251,63.389,83916
36061005400,Manhattan,MN0501,-73.99367779133667,40.73881207743306,POINT (-73.99367780718457 40.738812069516676),POINT (-73.99367779133667 40.73881207743306),8.582,87247,23.402,81199,29.818,FPC-482,33.91,85351,32.944,FPC-624,51.143,84949,37.735,83630,51.955,FPC-432,41.636,FPC-605,48.96,85357,52.944,85251,65.89,83916
36061005501,Manhattan,MN0202,-73.99708180830041,40.727672610534896,POINT (-73.99708181650152 40.72767260351943),POINT (-73.99708180830041 40.7276726105349),20.932,87247,21.494,81199,38.626,85351,37.653,FPC-482,50.011,84949,33.67,FPC-624,42.451,83630,51.55,FPC-432,46.917,FPC-605,56.621,85357,58.015,83916,58.225,85251
36061005502,Manhattan,MN0202,-73.99387212712992,40.726223496692796,POINT (-73.99387212794875 40.72622349092178),POINT (-73.99387212712992 40.7262234966928),19.223,87247,18.321,81199,35.453,85351,36.556,FPC-482,46.838,84949,30.497,FPC-624,39.278,83630,49.931,FPC-432,45.208,FPC-605,56.903,85357,57.662,83916,56.516,85251
36061005800,Manhattan,MN0501,-73.99051618494464,40.74315158928294,POINT (-73.99051620582514 40.74315157654082),POINT (-73.99051618494464 40.74315158928294),3.351,87247,19.912,81199,30.224,FPC-482,37.863,85351,34.351,FPC-624,41.688,83630,54.305,84949,39.998,FPC-605,55.74,FPC-432,50.238,85357,51.306,85251,68.747,83916
36061006300,Manhattan,MN0202,-73.99686078482694,40.734421701854465,POINT (-73.99686080680512 40.734421687788746),POINT (-73.99686078482694 40.73442170185447),14.3,87247,21.707,81199,35.519,85351,29.109,FPC-482,33.002,FPC-624,52.714,84949,39.344,83630,48.203,FPC-432,44.395,FPC-605,50.26,85357,61.234,83916,55.703,85251
36061006500,Manhattan,MN0202,-73.99957850679242,40.72996721995922,POINT (-73.99957852694195 40.729967207054514),POINT (-73.99957850679242 40.72996721995922),16.048,87247,26.014,81199,39.063,85351,32.373,FPC-482,52.986,84949,37.433,FPC-624,42.888,83630,47.704,FPC-432,43.896,FPC-605,51.116,85357,62.901,83916,55.204,85251
36061006700,Manhattan,MN0203,-74.00412224839053,40.73045257093796,POINT (-74.0041222640263 40.730452565666816),POINT (-74.00412224839053 40.73045257093796),17.246,87247,27.45,81199,39.153,85351,30.163,FPC-482,52.246,84949,38.187,FPC-624,42.978,83630,48.469,FPC-432,44.661,FPC-605,51.299,85357,64.106,83916,55.969,85251
36061006800,Manhattan,MN0602,-73.98407917312461,40.740437329601995,POINT (-73.98407919747356 40.740437312260795),POINT (-73.98407917312461 40.740437329602),10.945,87247,16.001,81199,34.929,FPC-482,33.334,85351,30.501,FPC-624,37.159,83630,53.619,84949,43.519,FPC-605,51.379,FPC-432,54.071,85357,54.827,85251,67.38,83916
36061006900,Manhattan,MN0203,-74.00999837601391,40.73037892172992,POINT (-74.0099984141012 40.73037892288804),POINT (-74.00999837601391 40.73037892172992),23.759,87247,31.547,81199,41.108,85351,34.899,FPC-482,57.154,84949,40.142,FPC-624,44.933,83630,54.982,FPC-432,50.907,FPC-605,68.703,83916,56.05,85357,62.215,85251
36061007001,Manhattan,MN0603,-73.97582432610801,40.74270836386233,POINT (-73.97582433797677 40.742708355759014),POINT (-73.97582432610801 40.74270836386233),4294967.295,87247,4294967.295,81199,4294967.295,FPC-482,4294967.295,85351,4294967.295,FPC-624,4294967.295,83630,4294967.295,84949,4294967.295,FPC-605,4294967.295,FPC-432,4294967.295,85357,4294967.295,85251,4294967.295,83916
36061007002,Manhattan,MN0603,-73.97813139634542,40.74367558303793,POINT (-73.97813140696958 40.74367557672451),POINT (-73.97813139634542 40.74367558303793),15.808,87247,13.94,81199,32.008,FPC-482,40.13,85351,29.838,FPC-624,43.955,83630,56.956,84949,38.542,FPC-605,58.175,FPC-432,53.159,85357,49.85,85251,70.976,83916
36061007100,Manhattan,MN0203,-73.99991361124717,40.73544661959126,POINT (-73.99991364404127 40.735446590951895),POINT (-73.99991361124717 40.73544661959126),14.086,87247,25.281,81199,34.842,85351,24.742,FPC-482,33.876,FPC-624,48.347,84949,38.667,83630,47.842,FPC-432,44.034,FPC-605,45.893,85357,65.052,83916,55.342,85251
36061007200,Manhattan,MN0603,-73.98085592085918,40.74486136560277,POINT (-73.980855944483 40.74486134912044),POINT (-73.98085592085918 40.74486136560277),14.874,87247,12.611,81199,31.383,FPC-482,37.403,85351,27.111,FPC-624,41.228,83630,54.229,84949,40.419,FPC-605,55.448,FPC-432,52.534,85357,52.108,85251,68.249,83916
36061007300,Manhattan,MN0203,-74.00410623322425,40.73411571546968,POINT (-74.00410625040703 40.73411570394857),POINT (-74.00410623322425 40.73411571546968),15.431,87247,25.928,81199,37.517,85351,27.523,FPC-482,36.551,FPC-624,51.128,84949,41.342,83630,48.258,FPC-432,44.45,FPC-605,48.659,85357,63.901,83916,55.758,85251
36061007500,Manhattan,MN0203,-74.0087382430871,40.73438603572763,POINT (-74.00873826293508 40.73438603135474),POINT (-74.00873824308709 40.73438603572763),20.863,87247,28.091,81199,31.443,FPC-482,37.652,85351,36.686,FPC-624,55.048,84949,41.477,83630,54.602,FPC-432,47.451,FPC-605,52.594,85357,70.045,83916,58.759,85251
36061007600,Manhattan,MN0501,-73.98729624839149,40.74756594153478,POINT (-73.98729626957324 40.747565928155815),POINT (-73.98729624839149 40.74756594153478),8.31,87247,17.331,81199,24.182,FPC-482,38.695,85351,31.688,FPC-624,42.52,83630,48.948,84949,37.754,FPC-605,55.188,FPC-432,45.333,85357,49.062,85251,68.239,83916
36061007700,Manhattan,MN0203,-74.00329385357644,40.73808308576592,POINT (-74.00329385087566 40.73808308035789),POINT (-74.00329385357644 40.73808308576592),16.386,87247,23.67,81199,25.091,FPC-482,33.231,85351,32.265,FPC-624,48.696,84949,37.056,83630,50.645,FPC-432,43.358,FPC-605,46.242,85357,65.401,83916,54.666,85251
36061007800,Manhattan,MN0603,-73.97467365973009,40.74632537305917,POINT (-73.97467365469602 40.746325367646286),POINT (-73.97467365973009 40.74632537305917),15.279,81199,18.438,87247,33.347,FPC-482,40.367,85351,29.482,FPC-624,44.192,83630,58.614,84949,39.881,FPC-605,58.412,FPC-432,54.498,85357,51.189,85251,72.849,83916
36061008000,Manhattan,MN0603,-73.9776523314043,40.74925841664874,POINT (-73.9776523544691 40.74925839999048),POINT (-73.9776523314043 40.74925841664874),12.507,81199,16.268,87247,26.071,FPC-482,37.058,85351,23.6,FPC-624,43.237,83630,54.905,84949,34.303,FPC-605,57.457,FPC-432,47.222,85357,49.505,85251,66.967,83916
36061008100,Manhattan,MN0401,-73.99877177141194,40.739805730412016,POINT (-73.99877174429504 40.739805736019015),POINT (-73.99877177141194 40.73980573041202),11.268,87247,23.672,81199,23.968,FPC-482,34.07,85351,33.104,FPC-624,47.573,84949,37.895,83630,48.725,FPC-432,41.438,FPC-605,45.119,85357,64.278,83916,52.746,85251
36061008200,Manhattan,MN0502,-73.98087259028384,40.750613781693495,POINT (-73.98087261356555 40.750613765291924),POINT (-73.98087259028384 40.7506137816935),12.253,87247,11.851,81199,27.598,FPC-482,40.621,85351,24.94,FPC-624,46.421,83630,56.245,84949,37.866,FPC-605,60.602,FPC-432,48.749,85357,49.715,85251,68.307,83916
36061008300,Manhattan,MN0401,-74.00445211268418,40.742198823137,POINT (-74.0044520874449 40.742198824573734),POINT (-74.00445211268418 40.742198823137),17.343,87247,23.793,81199,29.42,FPC-482,35.033,85351,34.067,FPC-624,53.025,84949,38.858,83630,41.559,FPC-605,48.846,FPC-432,47.751,85357,66.557,83916,52.867,85251
36061008400,Manhattan,MN0502,-73.98409384539356,40.751969910803574,POINT (-73.9840938636639 40.75196990136375),POINT (-73.98409384539356 40.75196991080357),10.579,87247,15.501,81199,25.864,FPC-482,41.394,85351,28.647,FPC-624,45.507,83630,53.416,84949,38.639,FPC-605,47.015,85357,59.335,FPC-432,50.416,85251,72.014,83916
36061008700,Manhattan,MN0401,-73.99699453343844,40.74224335877817,POINT (-73.99699450431714 40.742243363041865),POINT (-73.99699453343844 40.74224335877817),9.776,87247,22.954,81199,25.878,FPC-482,34.73,85351,33.764,FPC-624,49.483,84949,38.555,83630,42.83,FPC-605,52.024,FPC-432,45.719,85357,65.961,83916,54.138,85251
36061008900,Manhattan,MN0401,-74.00267744792825,40.74463788717642,POINT (-74.00267742106115 40.74463789059923),POINT (-74.00267744792825 40.74463788717642),16.147,87247,25.779,81199,31.491,FPC-482,37.104,85351,36.138,FPC-624,55.096,84949,40.929,83630,43.545,FPC-605,52.798,FPC-432,51.532,85357,70.509,83916,54.853,85251
36061009100,Manhattan,MN0401,-73.99519664557965,40.74471843859997,POINT (-73.99519662121072 40.74471844171353),POINT (-73.99519664557965 40.74471843859997),6.68,87247,21.148,81199,24.628,FPC-482,36.355,85351,34.203,FPC-624,50.239,84949,40.18,83630,39.76,FPC-605,52.871,FPC-432,43.77,85357,51.068,85251,66.012,83916
36061009200,Manhattan,MN0604,-73.97474012129685,40.75364667729728,POINT (-73.97474014520769 40.75364666419461),POINT (-73.97474012129685 40.75364667729728),9.538,81199,18.592,87247,26.177,FPC-482,24.015,FPC-624,37.164,85351,45.588,83630,55.32,84949,34.409,FPC-605,47.328,85357,59.677,FPC-432,46.776,85251,67.382,83916
36061009300,Manhattan,MN0401,-74.00087528572324,40.747113531342414,POINT (-74.00087526397357 40.74711353235393),POINT (-74.00087528572324 40.74711353134241),13.72,87247,22.394,81199,29.963,FPC-482,40.269,85351,39.078,FPC-624,55.574,84949,44.094,83630,40.16,FPC-605,49.105,85357,53.271,FPC-432,68.158,83916,51.468,85251
36061009400,Manhattan,MN0502,-73.97774408784096,40.75522698291681,POINT (-73.97774411769815 40.75522696927366),POINT (-73.97774408784096 40.75522698291681),9.299,81199,14.41,87247,28.728,FPC-482,26.661,FPC-624,42.043,85351,48.234,83630,57.966,84949,34.466,FPC-605,48.687,85357,62.323,FPC-432,45.774,85251,70.028,83916
36061009500,Manhattan,MN0501,-73.99335783100113,40.747236613418885,POINT (-73.99335780527082 40.747236618528945),POINT (-73.99335783100113 40.74723661341888),6.565,87247,21.35,81199,22.603,FPC-482,37.027,85351,32.178,FPC-624,40.852,83630,50.214,84949,40.347,FPC-605,53.788,FPC-432,41.745,85357,53.261,85251,65.987,83916
36061009600,Manhattan,MN0502,-73.98088602116582,40.75637499569668,POINT (-73.98088604223729 40.756374983036366),POINT (-73.98088602116582 40.75637499569668),14.367,81199,15.323,87247,25.866,FPC-482,31.616,FPC-624,43.288,85351,49.031,83630,56.457,84949,34.806,FPC-605,45.937,85357,58.24,FPC-432,46.114,85251,72.886,83916
36061009700,Manhattan,MN0401,-73.99903271626314,40.749640888137115,POINT (-73.99903269109056 40.7496408884048),POINT (-73.99903271626314 40.74964088813712),13.741,87247,24.631,81199,30.113,FPC-482,41.342,85351,38.926,FPC-624,57.724,84949,45.167,83630,42.397,FPC-605,49.09,85357,55.745,FPC-432,71.873,83916,53.705,85251
36061009800,Manhattan,MN0604,-73.96777472513914,40.75578800691339,POINT (-73.967774717697 40.755788004678),POINT (-73.96777472513914 40.75578800691339),7.844,81199,23.346,87247,32.685,FPC-482,26.17,FPC-624,40.626,85351,47.923,83630,31.648,FPC-605,60.924,84949,54.047,85357,62.143,FPC-432,42.956,85251,73.324,83916
36061009902,Manhattan,MN0401,-74.00495639288705,40.75213531411628,POINT (-74.00495636304001 40.75213531696895),POINT (-74.00495639288705 40.75213531411628),20.601,87247,24.647,81199,29.382,FPC-482,45.085,85351,35.74,FPC-624,59.973,84949,48.91,83630,50.533,85357,43.644,FPC-605,60.54,FPC-432,76.692,83916,58.5,85251
36061009903,Manhattan,MN0401,-74.00247122783422,40.75614840872762,POINT (-74.00247121412347 40.756148385102335),POINT (-74.00247122783422 40.75614840872762),22.458,87247,22.157,81199,26.892,FPC-482,33.25,FPC-624,43.909,85351,53.305,83630,57.483,84949,48.043,85357,41.154,FPC-605,58.571,FPC-432,74.202,83916,56.531,85251
36061010000,Manhattan,MN0604,-73.9712333380797,40.758064923372565,POINT (-73.97123336153354 40.75806490689762),POINT (-73.9712333380797 40.75806492337257),1.906,81199,19.437,87247,28.776,FPC-482,22.261,FPC-624,39.393,85351,44.014,83630,30.415,FPC-605,57.015,84949,50.22,85357,58.234,FPC-432,41.723,85251,69.806,83916
36061010100,Manhattan,MN0501,-73.99153675538079,40.74973079938639,POINT (-73.99153673027368 40.74973080197947),POINT (-73.99153675538079 40.74973079938639),10.427,87247,20.339,81199,19.204,FPC-482,38.959,85351,28.779,FPC-624,42.784,83630,47.795,84949,39.923,FPC-605,40.355,85357,53.271,FPC-432,51.231,85251,64.514,83916
36061010200,Manhattan,MN0502,-73.97444936939088,40.75942376926727,POINT (-73.97444939247534 40.75942375316622),POINT (-73.97444936939088 40.75942376926727),5.516,81199,17.427,87247,27.016,FPC-482,24.686,FPC-624,39.377,85351,48.108,83630,30.399,FPC-605,60.625,84949,46.815,85357,62.328,FPC-432,41.707,85251,72.687,83916
36061010300,Manhattan,MN0401,-73.99721529808772,40.7521334104435,POINT (-73.9972152729587 40.752133412909245),POINT (-73.99721529808772 40.7521334104435),17.53,87247,22.077,81199,26.397,FPC-482,44.833,85351,35.972,FPC-624,48.658,83630,54.988,84949,39.843,FPC-605,46.536,85357,53.191,FPC-432,51.151,85251,71.369,83916
36061010400,Manhattan,MN0502,-73.97767288532971,40.76077898601418,POINT (-73.97767290541466 40.76077897376044),POINT (-73.97767288532971 40.76077898601418),10.439,81199,16.677,87247,27.045,FPC-482,29.63,FPC-624,41.614,85351,51.784,83630,32.636,FPC-605,59.484,84949,45.06,85357,61.218,FPC-432,43.944,85251,75.864,83916
36061010801,Manhattan,MN0604,-73.96617557672838,40.75798107921553,POINT (-73.9661755544192 40.75798108570525),POINT (-73.96617557672838 40.75798107921553),6.096,81199,24.583,87247,33.036,FPC-482,26.039,FPC-624,40.57,85351,50.846,83630,31.771,FPC-605,61.978,84949,51.348,85357,65.066,FPC-432,43.079,85251,74.04,83916
36061010802,Manhattan,MN0604,-73.96387512885923,40.759122475364215,POINT (-73.96387512866309 40.75912247528157),POINT (-73.96387512885923 40.75912247536422),9.613,81199,24.415,87247,32.279,FPC-482,24.67,FPC-624,38.311,85351,51.477,83630,32.039,FPC-605,60.609,84949,51.18,85357,63.877,FPC-432,43.453,85251,72.671,83916
36061010803,Manhattan,MN0604,-73.9661751690668,40.7600932102395,POINT (-73.96617516804623 40.76009321178518),POINT (-73.9661751690668 40.7600932102395),6.644,81199,20.847,87247,31.18,FPC-482,23.164,FPC-624,39.271,85351,49.971,83630,32.999,FPC-605,59.103,84949,49.492,85357,63.46,FPC-432,44.327,85251,71.165,83916
36061010900,Manhattan,MN0502,-73.98970307625612,40.75225067339264,POINT (-73.9897030538826 40.75225067526172),POINT (-73.98970307625612 40.75225067339264),12.855,87247,20.503,81199,21.151,FPC-482,41.209,85351,30.726,FPC-624,45.034,83630,49.742,84949,39.5,FPC-605,42.302,85357,52.98,FPC-432,50.94,85251,66.461,83916
36061011100,Manhattan,MN0401,-73.99538885707753,40.75464734585717,POINT (-73.99538883257767 40.75464734838661),POINT (-73.99538885707753 40.75464734585717),17.907,87247,21.754,81199,26.402,FPC-482,35.977,FPC-624,44.4,85351,48.225,83630,54.993,84949,46.213,85357,39.52,FPC-605,52.868,FPC-432,50.828,85251,71.046,83916
36061011201,Manhattan,MN0502,-73.97534573282564,40.7639779010806,POINT (-73.97534572618518 40.76397790474503),POINT (-73.97534573282564 40.7639779010806),11.22,81199,19.157,87247,23.769,FPC-482,27.738,FPC-624,45.111,85351,50.093,83630,32.836,FPC-605,41.784,85357,56.323,84949,58.128,FPC-432,44.144,85251,75.614,83916
36061011202,Manhattan,MN0502,-73.97213117788796,40.762603948520116,POINT (-73.97213117316086 40.762603948279406),POINT (-73.97213117788796 40.76260394852012),8.658,81199,21.044,87247,24.158,FPC-482,22.378,FPC-624,41.372,85351,49.185,83630,35.047,FPC-605,45.946,85357,58.317,84949,62.674,FPC-432,46.355,85251,70.379,83916
36061011203,Manhattan,MN0604,-73.96891072325587,40.761241658331635,POINT (-73.9689107183952 40.76124165800081),POINT (-73.96891072325587 40.76124165833163),3.643,81199,22.259,87247,28.583,FPC-482,19.583,FPC-624,40.583,85351,46.39,83630,34.033,FPC-605,47.44,85357,55.522,84949,59.879,FPC-432,45.341,85251,67.584,83916
36061011300,Manhattan,MN0502,-73.98786993559033,40.75477510311485,POINT (-73.98786990889563 40.75477510406772),POINT (-73.98786993559033 40.75477510311485),13.585,87247,16.228,81199,18.019,FPC-482,27.321,FPC-624,37.98,85351,42.924,83630,48.61,84949,35.225,FPC-605,39.17,85357,53.573,FPC-432,49.159,85251,65.329,83916
36061011402,Manhattan,MN0802,-73.96727887650731,40.763482577430466,POINT (-73.96727887607466 40.76348257470076),POINT (-73.96727887650731 40.76348257743047),7.319,81199,21.256,87247,27.58,FPC-482,18.58,FPC-624,40.668,85351,45.387,83630,29.973,FPC-605,47.568,85357,54.519,84949,58.876,FPC-432,41.281,85251,66.581,83916
36061011800,Manhattan,MN0801,-73.96085525425684,40.765274736653794,POINT (-73.9608552482408 40.76527473275156),POINT (-73.96085525425684 40.76527473665379),12.373,81199,28.784,FPC-482,27.221,87247,24.933,FPC-624,42.044,85351,52.687,83630,35.772,FPC-605,48.062,85357,61.141,84949,66.459,FPC-432,47.186,85251,74.164,83916
36061011900,Manhattan,MN0502,-73.98602477324474,40.757315185214956,POINT (-73.9860247490562 40.75731518798071),POINT (-73.98602477324474 40.75731518521496),15.103,87247,17.746,81199,19.537,FPC-482,28.839,FPC-624,39.498,85351,45.888,83630,50.128,84949,36.743,FPC-605,40.688,85357,53.974,FPC-432,49.906,85251,66.847,83916
36061012000,Manhattan,MN0802,-73.96476633494787,40.76692610086383,POINT (-73.96476635804093 40.76692608474493),POINT (-73.96476633494787 40.76692610086383),9.776,81199,26.531,FPC-482,22.309,87247,20.797,FPC-624,44.726,85351,48.551,83630,30.989,FPC-605,45.809,85357,56.229,84949,62.771,FPC-432,42.297,85251,71.923,83916
36061012101,Manhattan,MN0402,-73.99027921142289,40.7591118856861,POINT (-73.99027921023297 40.759111887490185),POINT (-73.99027921142289 40.7591118856861),20.504,87247,18.245,81199,24.938,FPC-482,32.113,FPC-624,43.61,85351,47.435,83630,55.529,84949,42.277,85357,36.011,FPC-605,51.387,FPC-432,47.319,85251,69.565,83916
36061012102,Manhattan,MN0402,-73.99311908739338,40.760307588688896,POINT (-73.99311909019487 40.760307584922934),POINT (-73.99311908739338 40.7603075886889),23.539,87247,22.732,81199,27.248,FPC-482,36.6,FPC-624,48.097,85351,51.922,83630,59.964,84949,46.764,85357,40.498,FPC-605,55.874,FPC-432,51.806,85251,74.052,83916
36061012200,Manhattan,MN0802,-73.9679840510398,40.768281177830545,POINT (-73.96798407414133 40.768281161706106),POINT (-73.96798405103981 40.76828117783054),13.382,81199,22.622,FPC-482,23.414,87247,24.612,FPC-624,48.009,85351,52.366,83630,35.104,FPC-605,43.656,85357,60.344,84949,65.989,FPC-432,46.412,85251,75.529,83916
