GEOID,BoroName,NTA2020,lon,lat,centroid,geometry,tt_0,fp_0,tt_1,fp_1,tt_2,fp_2,tt_3,fp_3,tt_4,fp_4,tt_5,fp_5,tt_6,fp_6,tt_7,fp_7,tt_8,fp_8,tt_9,fp_9,tt_10,fp_10,tt_11,fp_11,tt_12,fp_12,tt_13,fp_13,tt_14,fp_14,tt_15,fp_15,tt_16,fp_16,tt_17,fp_17,tt_18,fp_18,tt_19,fp_19,tt_20,fp_20,tt_21,fp_21,tt_22,fp_22,tt_23,fp_23,tt_24,fp_24,tt_25,fp_25,tt_26,fp_26,tt_27,fp_27,tt_28,fp_28,tt_29,fp_29,tt_30,fp_30,tt_31,fp_31,tt_32,fp_32,tt_33,fp_33,tt_34,fp_34,tt_35,fp_35,tt_36,fp_36,tt_37,fp_37,tt_38,fp_38,tt_39,fp_39,tt_40,fp_40,tt_41,fp_41,tt_42,fp_42,tt_43,fp_43,tt_44,fp_44,tt_45,fp_45,tt_46,fp_46,tt_47,fp_47,tt_48,fp_48,tt_49,fp_49
36061000100,Manhattan,MN0191,-74.04233963651815,40.69567322688057,POINT (-74.04233991488555 40.69567298240604),POINT (-74.04233963651815 40.69567322688057),244.318,85517,248.327,82188,252.038,85471,252.989,82998,260.779,FPC-626,251.895,85340,260.069,80491,244.298,80413,262.948,Plentiful-1200,261.932,DSNY-BRS-1058,263.401,87318,240.069,80357,257.625,80720,245.021,FPC-209,245.697,80236,255.758,FPC-559,220.443,FPC-31,267.737,85434,239.673,80341,265.892,85547,267.334,80813,251.691,81699,263.815,80493,227.514,85343,264.524,87247,267.685,81501,261.028,84055,261.393,80757,262.768,85521,231.024,81039,263.85,81735,265.188,DSNY-BRS-2114,263.756,85544,266.496,85490,261.659,82798,261.319,85523,265.526,87369,265.743,85368,257.924,FPC-488,270.155,80419,263.247,DSNY-BRS-1461,277.782,84270,269.054,Plentiful-1562,263.691,85495,262.362,FPC-583,265.471,85172,242.073,81586,263.545,82044,268.761,85065,276.846,85369
36061000201,Manhattan,MN0301,-73.98584800829613,40.711868746013344,POINT (-73.98584800028144 40.71186871871548),POINT (-73.98584800829613 40.71186874601334),8.475,Plentiful-1200,10.556,FPC-626,12.063,85434,17.672,87318,20.712,80491,17.431,DSNY-BRS-1058,24.327,80813,18.138,85340,26.474,FPC-559,28.741,82998,27.931,85471,26.298,DSNY-BRS-2114,29.241,84055,29.228,FPC-209,27.606,85490,25.835,80720,29.829,85517,28.212,80419,31.969,85544,26.028,Plentiful-1562,27.006,87247,30.52,80236,29.872,82798,26.713,80493,29.959,FPC-488,27.044,85065,25.459,85521,31.643,80757,26.541,81735,33.996,85547,34.397,FPC-583,28.295,85368,31.488,80421,36.734,81324,35.789,81501,31.391,85523,39.837,82188,37.153,85351,33.63,87369,35.725,81207,34.83,81199,38.025,82044,34.611,DSNY-BRS-1461,37.152,FPC-190,37.613,80292,34.445,81514,39.347,85495,33.873,FPC-659,45.986,84270,41.127,85172
36061000600,Manhattan,MN0301,-73.989476789607,40.71195059941946,POINT (-73.9894767752886 40.711950582311424),POINT (-73.989476789607 40.71195059941946),6.119,FPC-626,9.187,Plentiful-1200,15.166,85434,12.956,87318,15.996,80491,12.715,DSNY-BRS-1058,22.564,80813,13.422,85340,24.025,82998,21.758,FPC-559,23.012,85471,25.063,85517,21.119,80720,24.525,84055,24.512,FPC-209,22.769,DSNY-BRS-2114,24.077,85490,22.29,87247,21.997,80493,27.253,85544,25.804,80236,25.156,82798,24.496,80419,22.312,Plentiful-1562,25.243,FPC-488,26.927,80757,20.743,85521,23.328,85065,21.825,81735,29.28,85547,23.579,85368,35.121,82188,31.073,81501,29.681,FPC-583,26.675,85523,32.019,81324,27.772,80421,28.914,87369,32.892,85351,30.114,81199,29.895,DSNY-BRS-1461,31.009,81207,33.309,82044,34.629,FPC-190,32.897,80292,34.631,85495,41.27,84270,29.729,81514,31.742,85548,40.46,85369
36061001401,Manhattan,MN0302,-73.98733213729894,40.71516046573841,POINT (-73.98733213277733 40.715160475095416),POINT (-73.98733213729894 40.71516046573841),2.37,Plentiful-1200,6.804,FPC-626,10.404,85434,13.418,87318,15.609,80491,13.956,DSNY-BRS-1058,18.3,80813,22.999,FPC-559,25.266,82998,14.663,85340,25.766,84055,20.145,DSNY-BRS-2114,24.132,85471,21.453,85490,22.36,80720,24.43,85517,23.531,87247,28.494,85544,23.238,80493,26.397,82798,25.753,FPC-209,22.107,80419,19.923,Plentiful-1562,28.168,80757,21.984,85521,23.066,81735,30.521,85547,20.939,85065,27.045,80236,26.484,FPC-488,24.82,85368,32.314,81501,27.916,85523,28.507,FPC-583,30.155,87369,25.383,80421,30.764,81324,36.362,82188,31.183,85351,31.355,81199,30.387,DSNY-BRS-1461,32.25,81207,34.55,82044,41.675,84270,31.182,FPC-190,31.748,85548,34.138,80292,40.466,85369,30.97,81514,35.872,85495
36061001402,Manhattan,MN0302,-73.9858816314248,40.71751329862137,POINT (-73.98588163638996 40.71751329107455),POINT (-73.9858816314248 40.71751329862137),3.441,Plentiful-1200,6.619,85434,10.603,87318,10.709,FPC-626,10.839,DSNY-BRS-1058,11.82,80491,14.561,80813,19.882,FPC-559,22.149,82998,22.649,84055,20.707,DSNY-BRS-2114,22.015,85490,19.243,80720,14.545,85340,20.343,85471,25.377,85544,20.414,87247,23.28,82798,20.121,80493,20.641,85517,18.867,85521,18.516,80419,25.051,80757,19.949,81735,25.635,FPC-209,16.332,Plentiful-1562,27.404,85547,17.348,85065,21.703,85368,24.799,85523,29.197,81501,26.366,FPC-488,26.927,80236,27.038,87369,24.916,FPC-583,21.792,80421,28.238,81199,28.019,DSNY-BRS-1461,26.975,81324,27.394,85351,36.244,82188,39.394,84270,32.132,81207,29.866,85548,38.584,85369,27.393,FPC-190,34.432,82044,30.944,85530,34.02,80292,30.852,81514
36061001800,Manhattan,MN0302,-73.99084216687713,40.719046119948565,POINT (-73.99084214553514 40.719046119924954),POINT (-73.99084216687713 40.71904611994857),5.606,87318,7.268,80491,6.835,Plentiful-1200,6.249,FPC-626,8.762,DSNY-BRS-1058,11.894,85434,16.18,80813,18.109,FPC-559,19.566,82998,18.805,80720,20.837,85471,20.876,84055,16.375,DSNY-BRS-2114,17.683,85490,19.976,87247,19.683,80493,21.135,85517,14.107,85340,23.604,85544,21.507,82798,23.889,80757,17.705,85521,26.966,85547,18.787,81735,20.541,85368,28.253,81501,24.585,FPC-209,23.637,85523,16.204,80419,14.02,Plentiful-1562,26.6,87369,15.036,85065,26.489,80236,24.306,FPC-488,25.595,DSNY-BRS-1461,26.465,81199,35.806,82188,22.604,FPC-583,19.48,80421,36.883,84270,26.082,81324,26.955,85351,26.956,85548,35.674,85369,29.171,85530,30.679,81207,31.787,80517,33.994,82044,35.782,84065,27.974,FPC-190
36061002201,Manhattan,MN0302,-73.9818441595981,40.71911566546385,POINT (-73.98184414606295 40.71911565637374),POINT (-73.9818441595981 40.71911566546385),2.541,85434,10.166,Plentiful-1200,13.121,80813,10.858,87318,12.162,DSNY-BRS-1058,15.92,FPC-626,14.449,80491,23.587,FPC-559,20.911,DSNY-BRS-2114,22.219,85490,25.207,84055,28.171,82998,30.442,85544,25.265,80720,28.345,82798,26.436,87247,20.567,85340,26.143,80493,25.075,80419,22.891,Plentiful-1562,26.841,85471,24.889,85521,25.971,81735,23.907,85065,31.073,80757,27.725,85368,33.426,85547,31.657,FPC-209,27.139,85517,30.821,85523,32.388,FPC-488,35.219,81501,28.351,80421,33.06,87369,32.949,80236,31.475,FPC-583,33.303,81199,33.473,81324,34.041,DSNY-BRS-1461,33.892,85351,38.154,81207,45.416,84270,35.888,85548,33.891,FPC-190,42.266,82188,36.009,85530,44.606,85369,40.454,82044,41.548,84065,40.042,80292
36061002601,Manhattan,MN0303,-73.97993015397464,40.72258485164247,POINT (-73.97993013644351 40.72258485381506),POINT (-73.97993015397464 40.72258485164247),7.006,80813,8.656,85434,12.475,87318,15.96,Plentiful-1200,13.061,DSNY-BRS-1058,17.375,80491,18.615,FPC-626,17.854,DSNY-BRS-2114,18.945,85490,18.892,FPC-559,20.512,84055,28.202,85544,26.773,82798,22.228,80720,27.993,87247,29.728,82998,27.7,80493,26.446,85521,27.528,81735,32.63,80757,28.019,80419,25.835,Plentiful-1562,29.282,85368,26.851,85065,23.898,85340,34.657,85547,32.066,85471,30.222,85523,36.45,81501,31.731,81199,34.291,87369,32.364,85517,34.988,FPC-209,35.719,FPC-488,29.984,80421,34.453,DSNY-BRS-1461,34.419,FPC-583,37.897,81324,38.77,85351,36.28,80236,45.074,84270,37.445,85548,34.437,85530,45.205,85369,39.612,84065,41.485,81207,39.116,FPC-190,41.43,84540,42.276,80517,42.612,80522
36061002602,Manhattan,MN0303,-73.97861335594028,40.72438922415978,POINT (-73.9786133390267 40.72438922658674),POINT (-73.97861335594028 40.72438922415978),5.411,80813,11.116,85434,15.017,87318,15.691,DSNY-BRS-1058,17.689,Plentiful-1200,14.659,DSNY-BRS-2114,15.75,85490,20.005,80491,15.697,FPC-559,17.317,84055,20.344,FPC-626,25.007,85544,23.578,82798,26.084,87247,19.033,80720,25.799,80493,24.369,85521,30.622,82998,25.451,81735,29.599,80757,27.847,85368,27.564,Plentiful-1562,29.748,80419,26.118,85065,31.462,85547,27.027,85523,25.627,85340,32.007,85471,28.536,81199,33.255,81501,31.096,87369,31.258,DSNY-BRS-1461,26.789,80421,31.611,85517,33.392,FPC-488,36.717,FPC-209,35.83,FPC-583,35.168,81324,36.041,85351,41.879,84270,34.996,85548,31.242,85530,38.009,80236,36.417,84065,42.01,85369,38.235,84540,39.417,80522,42.446,85483,39.221,80517,43.214,81207
36061002800,Manhattan,MN0303,-73.97681304479434,40.726860955813045,POINT (-73.97681303615444 40.726860950834535),POINT (-73.97681304479434 40.72686095581304),5.297,80813,14.147,85434,13.811,DSNY-BRS-2114,14.902,85490,17.411,87318,18.169,DSNY-BRS-1058,16.469,84055,19.655,Plentiful-1200,14.016,FPC-559,22.548,80491,23.994,85544,21.897,82798,22.915,FPC-626,24.403,87247,24.118,80493,17.352,80720,22.688,85521,23.77,81735,26.166,85368,27.918,80757,28.941,82998,26.71,Plentiful-1562,24.437,85065,31.451,80419,25.346,85523,29.781,85547,26.855,81199,31.574,81501,29.415,87369,29.577,DSNY-BRS-1461,27.995,85340,30.326,85471,25.108,80421,31.711,FPC-488,29.93,85517,38.175,FPC-209,29.561,85530,33.487,81324,34.149,FPC-583,33.315,85548,40.198,84270,34.36,85351,35.569,84065,40.329,85369,36.554,84540,37.736,80522,40.765,85483,40.377,80236,37.54,80517,35.583,80800
