GEOID,BoroName,NTA2020,lon,lat,centroid,geometry,tt_0,fp_0,tt_1,fp_1,tt_2,fp_2,tt_3,fp_3,tt_4,fp_4,tt_5,fp_5,tt_6,fp_6,tt_7,fp_7,tt_8,fp_8,tt_9,fp_9
36061000100,Manhattan,MN0191,-74.04233963651815,40.69567322688057,POINT (-74.04233991488555 40.69567298240604),POINT (-74.04233963651815 40.69567322688057),238.178,82998,236.876,81458,251.948,87369,251.206,DSNY-BRS-1461,251.365,81199,203.713,83916,258.337,DSNY-BRS-1070,256.985,83993,263.216,83311,268.101,FPC-493
36061000201,Manhattan,MN0301,-73.98584800829613,40.711868746013344,POINT (-73.98584800028144 40.71186871871548),POINT (-73.98584800829613 40.71186874601334),23.356,81458,24.434,82998,37.639,87369,38.575,81199,36.044,DSNY-BRS-1461,38.468,83993,43.4,DSNY-BRS-1070,48.907,83311,46.759,FPC-493,47.505,FPC-714
36061000600,Manhattan,MN0301,-73.989476789607,40.71195059941946,POINT (-73.9894767752886 40.711950582311424),POINT (-73.989476789607 40.71195059941946),19.839,81458,20.917,82998,33.453,87369,36.08,81199,32.495,DSNY-BRS-1461,33.752,83993,39.962,DSNY-BRS-1070,44.721,83311,44.093,FPC-493,44.472,FPC-714
36061001401,Manhattan,MN0302,-73.98733213729894,40.71516046573841,POINT (-73.98733213277733 40.715160475095416),POINT (-73.98733213729894 40.71516046573841),20.914,81458,21.992,82998,34.367,87369,33.713,81199,31.387,DSNY-BRS-1461,34.993,83993,37.73,DSNY-BRS-1070,45.341,83311,40.606,FPC-493,41.47,FPC-714
36061001402,Manhattan,MN0302,-73.9858816314248,40.71751329862137,POINT (-73.98588163638996 40.71751329107455),POINT (-73.9858816314248 40.71751329862137),22.203,81458,23.281,82998,33.075,87369,33.964,81199,32.015,DSNY-BRS-1461,33.566,83993,37.981,DSNY-BRS-1070,44.647,83311,42.15,FPC-493,42.554,FPC-714
36061001800,Manhattan,MN0302,-73.99084216687713,40.719046119948565,POINT (-73.99084214553514 40.719046119924954),POINT (-73.99084216687713 40.71904611994857),18.406,81458,19.566,82998,29.575,87369,26.595,DSNY-BRS-1461,28.618,81199,35.085,DSNY-BRS-1070,31.316,83993,42.647,83311,37.32,FPC-493,36.678,FPC-714
36061002201,Manhattan,MN0302,-73.9818441595981,40.71911566546385,POINT (-73.98184414606295 40.71911565637374),POINT (-73.9818441595981 40.71911566546385),21.461,81458,23.423,82998,35.669,87369,33.346,81199,32.69,DSNY-BRS-1461,40.125,83993,38.754,DSNY-BRS-1070,46.365,83311,40.726,FPC-493,42.773,FPC-714
36061002601,Manhattan,MN0303,-73.97993015397464,40.72258485164247,POINT (-73.97993013644351 40.72258485381506),POINT (-73.97993015397464 40.72258485164247),22.36,81458,24.322,82998,30.178,81199,31.991,87369,33.142,DSNY-BRS-1461,35.076,DSNY-BRS-1070,39.675,83993,42.687,83311,37.048,FPC-493,43.672,FPC-714
36061002602,Manhattan,MN0303,-73.97861335594028,40.72438922415978,POINT (-73.9786133390267 40.72438922658674),POINT (-73.97861335594028 40.72438922415978),24.145,81458,24.205,82998,27.449,81199,29.262,87369,30.413,DSNY-BRS-1461,32.347,DSNY-BRS-1070,40.952,83993,39.958,83311,34.319,FPC-493,42.383,FPC-714
36061002800,Manhattan,MN0303,-73.97681304479434,40.726860955813045,POINT (-73.97681303615444 40.726860950834535),POINT (-73.97681304479434 40.72686095581304),24.9,81458,23.291,82998,27.367,81199,28.348,87369,29.812,DSNY-BRS-1461,31.433,DSNY-BRS-1070,42.136,83993,39.044,83311,34.701,FPC-493,41.469,FPC-714
36061003100,Manhattan,MN0102,-74.00381559584184,40.71531057200895,POINT (-74.00381569131154 40.71531053046602),POINT (-74.00381559584184 40.71531057200895),11.303,82998,10.225,81458,26.614,87369,24.136,DSNY-BRS-1461,26.52,81199,31.418,DSNY-BRS-1070,29.804,83993,38.214,83311,37.938,FPC-493,37.965,FPC-714
36061003200,Manhattan,MN0303,-73.98370701917263,40.72555328579269,POINT (-73.98370702842817 40.72555327845573),POINT (-73.98370701917263 40.72555328579269),21.239,81458,22.818,82998,29.189,87369,27.63,81199,30.026,DSNY-BRS-1461,31.647,DSNY-BRS-1070,37.475,83993,39.258,83311,37.274,FPC-493,41.683,FPC-714
36061003300,Manhattan,MN0102,-74.00614634416432,40.71886214043471,POINT (-74.00614634471161 40.718862096530124),POINT (-74.00614634416432 40.71886214043471),7.671,82998,6.593,81458,22.063,87369,19.506,DSNY-BRS-1461,24.081,81199,27.691,DSNY-BRS-1070,29.266,83993,33.331,83311,39.21,FPC-493,33.082,FPC-714
36061003400,Manhattan,MN0303,-73.98145767697616,40.72900590859083,POINT (-73.98145767533329 40.729005907658376),POINT (-73.98145767697616 40.72900590859083),23.007,81458,21.672,82998,26.012,87369,25.031,81199,27.476,DSNY-BRS-1461,29.097,DSNY-BRS-1070,39.581,83993,36.708,83311,33.763,FPC-493,39.133,FPC-714
36061003601,Manhattan,MN0302,-73.9911271645957,40.72231932780311,POINT (-73.99112716050642 40.72231932551375),POINT (-73.9911271645957 40.72231932780311),17.163,81458,18.955,82998,31.008,87369,28.225,DSNY-BRS-1461,25.886,81199,35.539,DSNY-BRS-1070,35.836,83993,43.025,83311,36.722,FPC-493,38.475,FPC-714
36061003602,Manhattan,MN0303,-73.99020046176119,40.724560375260566,POINT (-73.99020044930231 40.7245603764933),POINT (-73.99020046176119 40.72456037526057),15.895,81458,17.857,82998,29.105,87369,27.124,DSNY-BRS-1461,23.983,81199,33.636,DSNY-BRS-1070,36.272,83993,41.247,83311,34.008,FPC-493,37.207,FPC-714
36061003700,Manhattan,MN0201,-74.0074867941145,40.726278564944955,POINT (-74.0074867844917 40.726278558965056),POINT (-74.0074867941145 40.72627856494496),4.267,82998,4.315,81458,19.634,87369,20.81,DSNY-BRS-1461,24.414,81199,23.484,DSNY-BRS-1070,31.095,83311,33.45,83993,36.86,FPC-493,32.702,FPC-714
36061003900,Manhattan,MN0102,-74.0107807590449,40.72079553570638,POINT (-74.0107807731053 40.72079547237539),POINT (-74.01078075904491 40.72079553570638),10.008,82998,10.77,81458,25.618,87369,24.534,DSNY-BRS-1461,27.636,81199,31.034,DSNY-BRS-1070,33.575,83993,36.886,83311,42.765,FPC-493,36.637,FPC-714
36061004001,Manhattan,MN0303,-73.9849021192912,40.730264485255454,POINT (-73.98490213004057 40.730264478967435),POINT (-73.98490211929121 40.73026448525545),22.042,81458,20.863,82998,26.745,87369,28.189,DSNY-BRS-1461,23.695,81199,29.83,DSNY-BRS-1070,37.441,83311,42.399,83993,32.095,FPC-493,39.866,FPC-714
36061004002,Manhattan,MN0303,-73.98720895456378,40.73124230289812,POINT (-73.98720896594332 40.73124229637703),POINT (-73.98720895456378 40.73124230289812),20.865,81458,19.557,82998,23.897,87369,25.361,DSNY-BRS-1461,20.386,81199,26.982,DSNY-BRS-1070,34.593,83311,39.809,83993,34.664,FPC-493,37.018,FPC-714
36061004100,Manhattan,MN0201,-73.99669598277335,40.7191636873842,POINT (-73.99669600087324 40.71916366692359),POINT (-73.99669598277335 40.7191636873842),14.317,81458,14.143,82998,27.939,87369,24.959,DSNY-BRS-1461,27.362,81199,33.449,DSNY-BRS-1070,36.385,83993,41.011,83311,40.838,FPC-493,35.042,FPC-714
36061004300,Manhattan,MN0201,-73.99546720645795,40.723324400824275,POINT (-73.99546719978427 40.723324396693656),POINT (-73.99546720645795 40.72332440082427),11.47,81458,13.353,82998,26.451,87369,22.114,DSNY-BRS-1461,24.575,81199,31.961,DSNY-BRS-1070,35.438,83993,39.523,83311,38.139,FPC-493,33.554,FPC-714
36061004500,Manhattan,MN0201,-73.99939082189476,40.72057033019494,POINT (-73.99939084546835 40.72057031667378),POINT (-73.99939082189476 40.72057033019494),10.756,81458,10.458,82998,27.384,87369,24.872,DSNY-BRS-1461,25.722,81199,32.45,DSNY-BRS-1070,33.155,83993,38.652,83311,39.183,FPC-493,38.05,FPC-714
36061005200,Manhattan,MN0501,-73.99045862330036,40.73743473648013,POINT (-73.99045864282371 40.73743472095588),POINT (-73.99045862330036 40.73743473648013),17.402,81458,16.994,82998,22.098,87369,19.165,DSNY-BRS-1461,19.88,81199,25.183,DSNY-BRS-1070,32.794,83311,34.144,FPC-493,39.079,83993,35.219,FPC-714
36061005400,Manhattan,MN0501,-73.99367779133667,40.73881207743306,POINT (-73.99367780718457 40.738812069516676),POINT (-73.99367779133667 40.73881207743306),16.808,81458,14.105,82998,19.068,87369,18.132,DSNY-BRS-1461,20.096,81199,23.886,DSNY-BRS-1070,31.497,83311,36.496,FPC-493,31.591,FPC-714,37.242,83993
36061005501,Manhattan,MN0202,-73.99708180830041,40.727672610534896,POINT (-73.99708181650152 40.72767260351943),POINT (-73.99708180830041 40.7276726105349),11.357,81458,14.512,82998,26.528,87369,24.83,DSNY-BRS-1461,24.814,81199,32.464,DSNY-BRS-1070,37.796,83311,36.597,83993,38.378,FPC-493,34.913,FPC-714
36061005502,Manhattan,MN0202,-73.99387212712992,40.726223496692796,POINT (-73.99387212794875 40.72622349092178),POINT (-73.99387212712992 40.7262234966928),12.861,81458,14.161,82998,26.101,87369,23.121,DSNY-BRS-1461,21.641,81199,30.562,DSNY-BRS-1070,36.246,83993,38.173,83311,35.205,FPC-493,33.204,FPC-714
36061005800,Manhattan,MN0501,-73.99051618494464,40.74315158928294,POINT (-73.99051620582514 40.74315157654082),POINT (-73.99051618494464 40.74315158928294),18.384,87369,16.951,DSNY-BRS-1461,16.428,81458,15.302,82998,17.206,81199,24.233,DSNY-BRS-1070,31.844,83311,32.921,FPC-493,31.938,FPC-714,35.989,83993
36061006300,Manhattan,MN0202,-73.99686078482694,40.734421701854465,POINT (-73.99686080680512 40.734421687788746),POINT (-73.99686078482694 40.73442170185447),10.966,81458,9.357,82998,20.275,87369,18.615,DSNY-BRS-1461,20.979,81199,22.691,DSNY-BRS-1070,30.302,83311,36.067,FPC-493,33.733,83993,31.941,FPC-714
36061006500,Manhattan,MN0202,-73.99957850679242,40.72996721995922,POINT (-73.99957852694195 40.729967207054514),POINT (-73.99957850679242 40.72996721995922),8.753,81458,12.243,82998,21.023,87369,21.444,DSNY-BRS-1461,23.115,81199,26.954,DSNY-BRS-1070,32.291,83311,33.834,83993,38.17,FPC-493,32.042,FPC-714
36061006700,Manhattan,MN0203,-74.00412224839053,40.73045257093796,POINT (-74.0041222640263 40.730452565666816),POINT (-74.00412224839053 40.73045257093796),8.072,81458,6.033,82998,21.788,87369,20.117,DSNY-BRS-1461,24.525,81199,26.841,DSNY-BRS-1070,33.056,83311,38.935,FPC-493,34.599,83993,32.807,FPC-714
36061006800,Manhattan,MN0602,-73.98407917312461,40.740437329601995,POINT (-73.98407919747356 40.740437312260795),POINT (-73.98407917312461 40.740437329602),20.673,87369,20.958,DSNY-BRS-1461,15.551,81199,19.95,81458,19.312,82998,28.802,DSNY-BRS-1070,36.413,83311,32.176,FPC-493,35.861,FPC-714,39.511,83993
36061006900,Manhattan,MN0203,-74.00999837601391,40.73037892172992,POINT (-74.0099984141012 40.73037892288804),POINT (-74.00999837601391 40.73037892172992),11.219,82998,12.915,81458,25.625,87369,25.279,DSNY-BRS-1461,31.038,81199,29.637,DSNY-BRS-1070,37.248,83311,43.013,FPC-493,40.093,83993,38.855,FPC-714
36061007001,Manhattan,MN0603,-73.97582432610801,40.74270836386233,POINT (-73.97582433797677 40.742708355759014),POINT (-73.97582432610801 40.74270836386233),4294967.295,81199,4294967.295,DSNY-BRS-1461,4294967.295,87369,4294967.295,81458,4294967.295,82998,4294967.295,DSNY-BRS-1070,4294967.295,83311,4294967.295,FPC-493,4294967.295,FPC-714,4294967.295,83993
36061007002,Manhattan,MN0603,-73.97813139634542,40.74367558303793,POINT (-73.97813140696958 40.74367557672451),POINT (-73.97813139634542 40.74367558303793),12.115,81199,15.725,DSNY-BRS-1461,15.44,87369,22.895,81458,20.616,82998,23.569,DSNY-BRS-1070,31.18,83311,29.874,FPC-493,30.628,FPC-714,42.456,83993
36061007100,Manhattan,MN0203,-73.99991361124717,40.73544661959126,POINT (-73.99991364404127 40.735446590951895),POINT (-73.99991361124717 40.73544661959126),11.203,81458,8.5,82998,16.642,87369,17.437,DSNY-BRS-1461,21.365,81199,19.058,DSNY-BRS-1070,26.669,83311,32.434,FPC-493,33.972,83993,29.094,FPC-714
36061007200,Manhattan,MN0603,-73.98085592085918,40.74486136560277,POINT (-73.980855944483 40.74486134912044),POINT (-73.98085592085918 40.74486136560277),14.373,81199,16.856,87369,17.141,DSNY-BRS-1461,23.736,81458,22.049,82998,24.953,DSNY-BRS-1070,32.564,83311,29.795,FPC-493,32.044,FPC-714,43.297,83993
36061007300,Manhattan,MN0203,-74.00410623322425,40.73411571546968,POINT (-74.00410625040703 40.73411570394857),POINT (-74.00410623322425 40.73411571546968),9.562,81458,7.035,82998,19.261,87369,17.211,DSNY-BRS-1461,21.894,81199,21.677,DSNY-BRS-1070,29.288,83311,35.053,FPC-493,34.122,83993,31.713,FPC-714
36061007500,Manhattan,MN0203,-74.0087382430871,40.73438603572763,POINT (-74.00873826293508 40.73438603135474),POINT (-74.00873824308709 40.73438603572763),15.811,81458,13.284,82998,18.954,87369,23.46,DSNY-BRS-1461,28.143,81199,26.445,DSNY-BRS-1070,34.056,83311,39.821,FPC-493,38.495,83993,35.663,FPC-714
36061007600,Manhattan,MN0501,-73.98729624839149,40.74756594153478,POINT (-73.98729626957324 40.747565928155815),POINT (-73.98729624839149 40.74756594153478),16.082,87369,14.829,DSNY-BRS-1461,17.077,81199,19.384,81458,16.681,82998,18.498,DSNY-BRS-1070,26.109,83311,31.874,FPC-493,27.75,FPC-714,39.607,83993
36061007700,Manhattan,MN0203,-74.00329385357644,40.73808308576592,POINT (-74.00329385087566 40.73808308035789),POINT (-74.00329385357644 40.73808308576592),15.078,81458,12.691,82998,16.991,87369,17.786,DSNY-BRS-1461,25.068,81199,19.407,DSNY-BRS-1070,27.018,83311,32.783,FPC-493,29.443,FPC-714,35.269,83993
36061007800,Manhattan,MN0603,-73.97467365973009,40.74632537305917,POINT (-73.97467365469602 40.746325367646286),POINT (-73.97467365973009 40.74632537305917),13.793,81199,18.607,DSNY-BRS-1461,18.322,87369,25.777,81458,23.498,82998,26.451,DSNY-BRS-1070,34.062,83311,27.401,FPC-493,33.51,FPC-714,45.338,83993
36061008000,Manhattan,MN0603,-73.9776523314043,40.74925841664874,POINT (-73.9776523544691 40.74925839999048),POINT (-73.9776523314043 40.74925841664874),12.512,81199,18.467,DSNY-BRS-1461,17.556,87369,25.239,81458,25.11,DSNY-BRS-1070,23.062,82998,32.721,83311,29.78,FPC-493,33.37,FPC-714,44.8,83993
36061008100,Manhattan,MN0401,-73.99877177141194,40.739805730412016,POINT (-73.99877174429504 40.739805736019015),POINT (-73.99877177141194 40.73980573041202),11.026,81458,8.323,82998,15.868,87369,16.623,DSNY-BRS-1461,20.569,81199,18.284,DSNY-BRS-1070,25.895,83311,31.66,FPC-493,28.32,FPC-714,34.782,83993
36061008200,Manhattan,MN0502,-73.98087259028384,40.750613781693495,POINT (-73.98087261356555 40.750613765291924),POINT (-73.98087259028384 40.7506137816935),16.144,DSNY-BRS-1461,11.44,81199,15.087,87369,21.813,81458,23.178,DSNY-BRS-1070,19.11,82998,30.789,83311,26.586,FPC-493,31.396,FPC-714,38.559,FPC-397
36061008300,Manhattan,MN0401,-74.00445211268418,40.742198823137,POINT (-74.0044520874449 40.742198824573734),POINT (-74.00445211268418 40.742198823137),15.342,81458,15.479,82998,13.684,87369,18.636,DSNY-BRS-1461,25.575,81199,21.91,DSNY-BRS-1070,29.451,83311,35.33,FPC-493,29.202,FPC-714,34.903,83993
36061008400,Manhattan,MN0502,-73.98409384539356,40.751969910803574,POINT (-73.9840938636639 40.75196990136375),POINT (-73.98409384539356 40.75196991080357),14.546,87369,14.831,DSNY-BRS-1461,13.835,81199,20.139,81458,21.504,DSNY-BRS-1070,17.436,82998,29.115,83311,28.981,FPC-493,29.104,FPC-714,36.267,FPC-397
36061008700,Manhattan,MN0401,-73.99699453343844,40.74224335877817,POINT (-73.99699450431714 40.742243363041865),POINT (-73.99699453343844 40.74224335877817),18.089,87369,11.332,81458,8.629,82998,16.537,DSNY-BRS-1461,21.415,81199,20.505,DSNY-BRS-1070,28.116,83311,33.881,FPC-493,30.541,FPC-714,33.708,83993
36061008900,Manhattan,MN0401,-74.00267744792825,40.74463788717642,POINT (-74.00267742106115 40.74463789059923),POINT (-74.00267744792825 40.74463788717642),14.697,87369,13.801,81458,15.646,82998,20.418,DSNY-BRS-1461,25.18,81199,22.923,DSNY-BRS-1070,31.485,83311,37.25,FPC-493,33.154,FPC-714,33.362,83993
36061009100,Manhattan,MN0401,-73.99519664557965,40.74471843859997,POINT (-73.99519662121072 40.74471844171353),POINT (-73.99519664557965 40.74471843859997),17.626,87369,14.588,DSNY-BRS-1461,10.016,81458,9.642,82998,19.609,81199,21.697,DSNY-BRS-1070,29.308,83311,35.073,FPC-493,29.729,FPC-714,29.577,83993
36061009200,Manhattan,MN0604,-73.97474012129685,40.75364667729728,POINT (-73.97474014520769 40.75364666419461),POINT (-73.97474012129685 40.75364667729728),9.538,81199,15.153,DSNY-BRS-1461,17.929,87369,25.216,DSNY-BRS-1070,25.871,81458,23.168,82998,32.827,83311,26.592,FPC-493,33.854,FPC-714,41.244,FPC-397
36061009300,Manhattan,MN0401,-74.00087528572324,40.747113531342414,POINT (-74.00087526397357 40.74711353235393),POINT (-74.00087528572324 40.74711353134241),14.121,87369,10.416,81458,19.563,DSNY-BRS-1461,13.729,82998,22.753,81199,22.347,DSNY-BRS-1070,30.378,83311,36.257,FPC-493,30.129,FPC-714,35.792,FPC-397
36061009400,Manhattan,MN0502,-73.97774408784096,40.75522698291681,POINT (-73.97774411769815 40.75522696927366),POINT (-73.97774408784096 40.75522698291681),8.961,81199,12.391,DSNY-BRS-1461,15.86,87369,23.927,DSNY-BRS-1070,22.868,81458,20.843,82998,28.849,83311,23.571,FPC-493,29.824,FPC-714,36.987,FPC-397
36061009500,Manhattan,MN0501,-73.99335783100113,40.747236613418885,POINT (-73.99335780527082 40.747236618528945),POINT (-73.99335783100113 40.74723661341888),15.274,87369,12.563,DSNY-BRS-1461,12.661,81458,22.422,81199,9.958,82998,17.69,DSNY-BRS-1070,25.301,83311,31.066,FPC-493,27.726,FPC-714,33.261,83993
36061009600,Manhattan,MN0502,-73.98088602116582,40.75637499569668,POINT (-73.98088604223729 40.756374983036366),POINT (-73.98088602116582 40.75637499569668),9.841,DSNY-BRS-1461,13.583,81199,13.832,87369,19.946,DSNY-BRS-1070,21.371,81458,21.756,82998,27.722,83311,28.622,FPC-493,24.802,FPC-714,31.965,FPC-397
36061009700,Manhattan,MN0401,-73.99903271626314,40.749640888137115,POINT (-73.99903269109056 40.7496408884048),POINT (-73.99903271626314 40.74964088813712),12.964,87369,17.594,DSNY-BRS-1461,13.963,81458,17.068,82998,25.841,81199,21.19,DSNY-BRS-1070,31.418,83311,37.297,FPC-493,31.169,FPC-714,36.832,FPC-397
36061009800,Manhattan,MN0604,-73.96777472513914,40.75578800691339,POINT (-73.967774717697 40.755788004678),POINT (-73.96777472513914 40.75578800691339),7.844,81199,15.738,DSNY-BRS-1461,21.57,87369,28.998,DSNY-BRS-1070,36.459,83311,22.65,FPC-493,26.913,81458,29.388,82998,34.955,FPC-714,42.118,FPC-397
36061009902,Manhattan,MN0401,-74.00495639288705,40.75213531411628,POINT (-74.00495636304001 40.75213531696895),POINT (-74.00495639288705 40.75213531411628),13.931,87369,21.521,DSNY-BRS-1461,19.646,81458,22.505,82998,26.344,81199,22.157,DSNY-BRS-1070,33.789,83311,41.183,FPC-493,35.787,FPC-714,41.45,FPC-397
36061009903,Manhattan,MN0401,-74.00247122783422,40.75614840872762,POINT (-74.00247121412347 40.756148385102335),POINT (-74.00247122783422 40.75614840872762),13.169,87369,20.646,DSNY-BRS-1461,25.455,81458,23.854,81199,23.633,82998,22.477,DSNY-BRS-1070,33.292,83311,39.057,FPC-493,33.818,FPC-714,39.481,FPC-397
36061010000,Manhattan,MN0604,-73.9712333380797,40.758064923372565,POINT (-73.97123336153354 40.75806490689762),POINT (-73.9712333380797 40.75806492337257),1.906,81199,14.383,DSNY-BRS-1461,20.294,87369,26.583,DSNY-BRS-1070,31.505,83311,25.558,81458,24.576,FPC-493,25.561,82998,33.102,FPC-714,40.355,FPC-397
36061010100,Manhattan,MN0501,-73.99153675538079,40.74973079938639,POINT (-73.99153673027368 40.74973080197947),POINT (-73.99153675538079 40.74973079938639),11.104,87369,11.853,DSNY-BRS-1461,19.206,81199,14.235,81458,11.532,82998,13.52,DSNY-BRS-1070,21.131,83311,26.896,FPC-493,23.556,FPC-714,30.706,FPC-397
36061010200,Manhattan,MN0502,-73.97444936939088,40.75942376926727,POINT (-73.97444939247534 40.75942375316622),POINT (-73.97444936939088 40.75942376926727),5.516,81199,11.866,DSNY-BRS-1461,17.141,87369,21.959,DSNY-BRS-1070,26.881,83311,24.02,81458,23.245,82998,21.24,FPC-493,29.808,FPC-714,36.177,FPC-397
36061010300,Manhattan,MN0401,-73.99721529808772,40.7521334104435,POINT (-73.9972152729587 40.752133412909245),POINT (-73.99721529808772 40.7521334104435),13.203,87369,17.383,DSNY-BRS-1461,16.74,81458,22.808,81199,18.623,82998,20.671,DSNY-BRS-1070,28.211,83311,34.047,FPC-493,27.962,FPC-714,33.625,FPC-397
36061010400,Manhattan,MN0502,-73.97767288532971,40.76077898601418,POINT (-73.97767290541466 40.76077897376044),POINT (-73.97767288532971 40.76077898601418),7.942,DSNY-BRS-1461,10.439,81199,16.393,87369,20.27,DSNY-BRS-1070,28.212,83311,21.292,81458,22.162,82998,24.894,FPC-493,26.177,FPC-714,33.34,FPC-397
36061010801,Manhattan,MN0604,-73.96617557672838,40.75798107921553,POINT (-73.9661755544192 40.75798108570525),POINT (-73.96617557672838 40.75798107921553),6.096,81199,14.719,DSNY-BRS-1461,23.067,87369,25.344,DSNY-BRS-1070,32.341,83311,20.722,FPC-493,26.873,81458,27.246,82998,33.367,FPC-714,39.03,FPC-397
36061010802,Manhattan,MN0604,-73.96387512885923,40.759122475364215,POINT (-73.96387512866309 40.75912247528157),POINT (-73.96387512885923 40.75912247536422),9.792,81199,14.551,DSNY-BRS-1461,22.899,87369,25.176,DSNY-BRS-1070,32.173,83311,18.48,FPC-493,26.705,81458,27.078,82998,33.021,FPC-714,38.862,FPC-397
36061010803,Manhattan,MN0604,-73.9661751690668,40.7600932102395,POINT (-73.96617516804623 40.76009321178518),POINT (-73.9661751690668 40.7600932102395),6.644,81199,12.875,DSNY-BRS-1461,21.223,87369,23.5,DSNY-BRS-1070,30.497,83311,22.035,FPC-493,25.029,81458,25.402,82998,31.523,FPC-714,37.186,FPC-397
36061010900,Manhattan,MN0502,-73.98970307625612,40.75225067339264,POINT (-73.9897030538826 40.75225067526172),POINT (-73.98970307625612 40.75225067339264),13.051,87369,13.8,DSNY-BRS-1461,18.506,81199,14.508,81458,11.805,82998,15.467,DSNY-BRS-1070,23.078,83311,28.843,FPC-493,25.503,FPC-714,32.653,FPC-397
36061011100,Manhattan,MN0401,-73.99538885707753,40.75464734585717,POINT (-73.99538883257767 40.75464734838661),POINT (-73.99538885707753 40.75464734585717),10.115,87369,15.313,DSNY-BRS-1461,22.707,81199,15.856,81458,18.522,82998,19.777,DSNY-BRS-1070,27.888,83311,33.767,FPC-493,27.639,FPC-714,33.302,FPC-397
36061011201,Manhattan,MN0502,-73.97534573282564,40.7639779010806,POINT (-73.97534572618518 40.76397790474503),POINT (-73.97534573282564 40.7639779010806),10.611,81199,9.051,DSNY-BRS-1461,17.399,87369,16.33,DSNY-BRS-1070,25.163,83311,25.781,FPC-493,21.205,81458,21.578,82998,24.914,FPC-714,30.577,FPC-397
36061011202,Manhattan,MN0502,-73.97213117788796,40.762603948520116,POINT (-73.97213117316086 40.762603948279406),POINT (-73.97213117788796 40.76260394852012),7.644,81199,10.303,DSNY-BRS-1461,17.698,87369,18.771,DSNY-BRS-1070,25.153,83311,19.937,FPC-493,22.457,81458,22.83,82998,28.951,FPC-714,34.614,FPC-397
36061011203,Manhattan,MN0604,-73.96891072325587,40.761241658331635,POINT (-73.9689107183952 40.76124165800081),POINT (-73.96891072325587 40.76124165833163),3.643,81199,10.832,DSNY-BRS-1461,19.18,87369,21.457,DSNY-BRS-1070,28.454,83311,23.311,FPC-493,22.986,81458,23.359,82998,29.48,FPC-714,35.143,FPC-397
36061011300,Manhattan,MN0502,-73.98786993559033,40.75477510311485,POINT (-73.98786990889563 40.75477510406772),POINT (-73.98786993559033 40.75477510311485),9.835,87369,10.632,DSNY-BRS-1461,17.937,81199,15.888,DSNY-BRS-1070,16.518,81458,13.815,82998,23.499,83311,29.264,FPC-493,25.924,FPC-714,32.894,FPC-397
36061011402,Manhattan,MN0802,-73.96727887650731,40.763482577430466,POINT (-73.96727887607466 40.76348257470076),POINT (-73.96727887650731 40.76348257743047),7.029,81199,14.415,DSNY-BRS-1461,23.598,DSNY-BRS-1070,21.374,87369,28.52,83311,21.868,FPC-493,28.553,FPC-714,26.569,81458,25.74,82998,35.943,FPC-397
36061011800,Manhattan,MN0801,-73.96085525425684,40.765274736653794,POINT (-73.9608552482408 40.76527473275156),POINT (-73.96085525425684 40.76527473665379),11.387,81199,18.953,DSNY-BRS-1461,21.378,DSNY-BRS-1070,25.168,87369,18.098,FPC-493,29.606,83311,32.758,FPC-714,28.974,81458,31.088,82998,41.192,FPC-397
36061011900,Manhattan,MN0502,-73.98602477324474,40.757315185214956,POINT (-73.9860247490562 40.75731518798071),POINT (-73.98602477324474 40.75731518521496),7.748,DSNY-BRS-1461,9.714,87369,15.726,81199,17.714,DSNY-BRS-1070,17.748,81458,15.641,82998,25.325,83311,31.09,FPC-493,26.991,FPC-714,32.654,FPC-397
