GEOID,BoroName,NTA2020,lon,lat,centroid,geometry,tt_0,fp_0,tt_1,fp_1,tt_2,fp_2,tt_3,fp_3,tt_4,fp_4,tt_5,fp_5,tt_6,fp_6,tt_7,fp_7,tt_8,fp_8,tt_9,fp_9
36061000100,Manhattan,MN0191,-74.04233963651815,40.69567322688057,POINT (-74.04233991488555 40.69567298240604),POINT (-74.04233963651815 40.69567322688057),244.318,85517,252.038,85471,252.989,82998,253.42,FPC-486,260.779,FPC-626,251.895,85340,260.069,80491,244.298,80413,260.942,85481,262.948,Plentiful-1200
36061000201,Manhattan,MN0301,-73.98584800829613,40.711868746013344,POINT (-73.98584800028144 40.71186871871548),POINT (-73.98584800829613 40.71186874601334),6.154,85193,8.475,Plentiful-1200,11.47,85481,10.556,FPC-626,12.063,85434,18.872,85310,20.712,80491,17.431,DSNY-BRS-1058,22.458,DSNY-BRS-1075,24.327,80813
36061000600,Manhattan,MN0301,-73.989476789607,40.71195059941946,POINT (-73.9894767752886 40.711950582311424),POINT (-73.989476789607 40.71195059941946),6.119,FPC-626,9.187,Plentiful-1200,8.92,85481,7.526,85193,15.166,85434,15.996,80491,12.715,DSNY-BRS-1058,17.305,85310,20.891,DSNY-BRS-1075,22.564,80813
36061001401,Manhattan,MN0302,-73.98733213729894,40.71516046573841,POINT (-73.98733213277733 40.715160475095416),POINT (-73.98733213729894 40.71516046573841),2.37,Plentiful-1200,5.365,85481,6.804,FPC-626,9.083,85193,10.404,85434,15.609,80491,12.821,85310,13.956,DSNY-BRS-1058,16.407,DSNY-BRS-1075,18.3,80813
36061001402,Manhattan,MN0302,-73.9858816314248,40.71751329862137,POINT (-73.98588163638996 40.71751329107455),POINT (-73.9858816314248 40.71751329862137),3.441,Plentiful-1200,3.926,85481,6.619,85434,11.478,85193,11.862,85310,10.709,FPC-626,10.839,DSNY-BRS-1058,11.82,80491,15.053,DSNY-BRS-1075,14.561,80813
36061001800,Manhattan,MN0302,-73.99084216687713,40.719046119948565,POINT (-73.99084214553514 40.719046119924954),POINT (-73.99084216687713 40.71904611994857),3.859,85481,7.268,80491,6.835,Plentiful-1200,6.249,FPC-626,8.762,DSNY-BRS-1058,11.331,85310,11.894,85434,13.788,85193,14.788,DSNY-BRS-1075,16.18,80813
36061002201,Manhattan,MN0302,-73.9818441595981,40.71911566546385,POINT (-73.98184414606295 40.71911565637374),POINT (-73.9818441595981 40.71911566546385),2.541,85434,10.836,85310,13.165,85193,10.166,Plentiful-1200,10.651,85481,13.121,80813,13.804,DSNY-BRS-1075,12.162,DSNY-BRS-1058,15.92,FPC-626,14.449,80491
36061002601,Manhattan,MN0303,-73.97993015397464,40.72258485164247,POINT (-73.97993013644351 40.72258485381506),POINT (-73.97993015397464 40.72258485164247),7.006,80813,7.689,DSNY-BRS-1075,6.742,85310,8.656,85434,15.96,Plentiful-1200,14.181,85481,17.122,85193,13.061,DSNY-BRS-1058,17.375,80491,18.615,FPC-626
36061002602,Manhattan,MN0303,-73.97861335594028,40.72438922415978,POINT (-73.9786133390267 40.72438922658674),POINT (-73.97861335594028 40.72438922415978),5.411,80813,6.1,DSNY-BRS-1075,9.521,85310,11.116,85434,15.691,DSNY-BRS-1058,17.689,Plentiful-1200,15.91,85481,19.845,85193,14.659,DSNY-BRS-2114,15.75,85490
36061002800,Manhattan,MN0303,-73.97681304479434,40.726860955813045,POINT (-73.97681303615444 40.726860950834535),POINT (-73.97681304479434 40.72686095581304),5.297,80813,7.235,DSNY-BRS-1075,12.058,85310,14.147,85434,13.811,DSNY-BRS-2114,14.902,85490,18.169,DSNY-BRS-1058,16.469,84055,19.655,Plentiful-1200,17.613,85481
36061003100,Manhattan,MN0102,-74.00381559584184,40.71531057200895,POINT (-74.00381569131154 40.71531053046602),POINT (-74.00381559584184 40.71531057200895),11.182,85471,14.504,82998,13.905,FPC-626,15.923,80491,13.442,85517,17.118,85481,17.235,DSNY-BRS-1058,18.154,Plentiful-1200,19.961,85193,24.695,85310
36061003200,Manhattan,MN0303,-73.98370701917263,40.72555328579269,POINT (-73.98370702842817 40.72555327845573),POINT (-73.98370701917263 40.72555328579269),2.236,85310,3.338,DSNY-BRS-1075,5.231,80813,9.805,DSNY-BRS-1058,15.348,85434,9.249,85481,11.291,Plentiful-1200,14.564,80491,14.616,FPC-559,17.653,85193
