GEOID,BoroName,NTA2020,lon,lat,centroid,geometry,tt_0,fp_0,tt_1,fp_1,tt_2,fp_2,tt_3,fp_3,tt_4,fp_4,tt_5,fp_5,tt_6,fp_6,tt_7,fp_7,tt_8,fp_8,tt_9,fp_9,tt_10,fp_10,tt_11,fp_11,tt_12,fp_12,tt_13,fp_13,tt_14,fp_14,tt_15,fp_15,tt_16,fp_16,tt_17,fp_17,tt_18,fp_18,tt_19,fp_19
36005029500,Bronx,BX0803,-73.90855862892552,40.884956667545,POINT (-73.90855870310324 40.88495660401631),POINT (-73.90855862892552 40.884956667545),47.419,85298,52.522,87064,47.175,FPC-624,56.804,81199,47.492,85523,52.516,85521,55.385,87247,72.205,85083,69.656,85434,86.353,84354,74.388,FPC-488,85.954,84611,86.435,80904,62.819,85517,85.197,FPC-223,87.871,82785,78.272,FPC-457,104.682,80343,97.093,83916,91.89,85380
36005029600,Bronx,BX1102,-73.84510196151234,40.85539545155925,POINT (-73.84510190963518 40.85539544856536),POINT (-73.84510196151234 40.85539545155925),26.636,87064,38.331,85298,41.889,FPC-624,82.928,80904,54.98,81199,76.213,85083,57.879,85523,62.281,85521,89.86,84611,89.553,84354,66.36,87247,88.65,FPC-223,78.335,85434,81.953,FPC-488,67.566,85517,97.568,82785,80.327,FPC-457,111.421,80343,100.335,83916,101.402,85380
36005030000,Bronx,BX1003,-73.83124408974426,40.852210230897825,POINT (-73.83124410440391 40.85221021225561),POINT (-73.83124408974426 40.85221023089782),24.523,87064,40.022,85298,39.385,FPC-624,77.204,80904,52.867,81199,74.1,85083,87.747,84611,87.44,84354,57.449,85523,59.315,85521,86.537,FPC-223,64.247,87247,76.222,85434,79.84,FPC-488,65.453,85517,95.455,82785,78.214,FPC-457,109.308,80343,98.222,83916,99.289,85380
36005030100,Bronx,BX0803,-73.91793437300412,40.88324416221605,POINT (-73.91793438524086 40.883244150476635),POINT (-73.91793437300412 40.88324416221605),51.123,85298,56.226,87064,47.501,FPC-624,60.508,81199,51.196,85523,56.22,85521,59.089,87247,75.909,85083,73.36,85434,90.057,84354,78.092,FPC-488,66.523,85517,89.658,84611,88.901,FPC-223,90.139,80904,91.575,82785,81.976,FPC-457,108.386,80343,100.797,83916,95.594,85380
36005030201,Bronx,BX1004,-73.82450087291153,40.861923273124816,POINT (-73.8245008911562 40.861923265731775),POINT (-73.82450087291153 40.86192327312482),32.751,87064,48.25,85298,42.846,FPC-624,77.629,80904,60.991,81199,80.361,85083,95.975,84611,63.506,85523,95.668,84354,63.276,85521,94.765,FPC-223,68.262,87247,84.45,85434,85.58,FPC-488,73.681,85517,103.683,82785,86.442,FPC-457,117.536,80343,106.45,83916,107.517,85380
36005030701,Bronx,BX0803,-73.91055793879131,40.89316177984845,POINT (-73.91055805458696 40.89316156798207),POINT (-73.91055793879131 40.89316177984845),50.306,85298,55.409,87064,50.062,FPC-624,59.691,81199,50.379,85523,55.403,85521,58.272,87247,75.092,85083,72.543,85434,89.24,84354,77.275,FPC-488,65.706,85517,88.841,84611,89.322,80904,88.084,FPC-223,90.758,82785,81.159,FPC-457,107.569,80343,99.98,83916,94.777,85380
36005030900,Bronx,BX0803,-73.91397963883702,40.89728775139059,POINT (-73.91398013594102 40.89728690883957),POINT (-73.91397963883702 40.89728775139059),58.239,85298,63.342,87064,57.995,FPC-624,67.624,81199,58.312,85523,63.336,85521,66.205,87247,83.025,85083,80.476,85434,97.173,84354,85.208,FPC-488,73.639,85517,96.774,84611,97.255,80904,96.017,FPC-223,98.691,82785,89.092,FPC-457,115.502,80343,107.913,83916,102.71,85380
36005031000,Bronx,BX1103,-73.83601758619164,40.86124739386013,POINT (-73.83601756952204 40.86124738464313),POINT (-73.83601758619164 40.86124739386013),35.379,87064,43.232,85298,49.292,FPC-624,79.804,80904,60.344,81199,81.051,85083,61.087,85523,65.489,85521,94.698,84611,94.391,84354,70.656,87247,93.488,FPC-223,83.173,85434,86.791,FPC-488,72.404,85517,102.406,82785,85.165,FPC-457,116.259,80343,105.173,83916,106.24,85380
36005031200,Bronx,BX1103,-73.8424491710827,40.86205979648269,POINT (-73.84244915828273 40.862059745775554),POINT (-73.84244917108271 40.86205979648269),30.609,87064,42.304,85298,45.862,FPC-624,80.115,80904,58.953,81199,80.186,85083,60.965,85523,65.367,85521,93.833,84611,93.526,84354,70.333,87247,92.623,FPC-223,82.308,85434,85.926,FPC-488,71.539,85517,101.541,82785,84.3,FPC-457,115.394,80343,104.308,83916,105.375,85380
36005031400,Bronx,BX1103,-73.84553350277537,40.86153813382735,POINT (-73.84553348538465 40.861538081718656),POINT (-73.84553350277537 40.86153813382735),30.396,87064,40.305,85298,45.649,FPC-624,82.824,80904,56.846,81199,77.553,85083,58.419,85523,62.821,85521,67.988,87247,91.2,84611,90.893,84354,89.99,FPC-223,79.675,85434,83.293,FPC-488,68.906,85517,98.908,82785,81.667,FPC-457,112.761,80343,101.675,83916,102.742,85380
36005031600,Bronx,BX1103,-73.84872455075629,40.86197108550369,POINT (-73.84872455539781 40.86197103601648),POINT (-73.84872455075629 40.86197108550369),29.849,87064,37.777,85298,44.481,FPC-624,54.318,81199,80.976,80904,75.025,85083,58.374,85523,62.635,85521,66.26,87247,88.365,84354,88.672,84611,87.462,FPC-223,77.147,85434,80.765,FPC-488,66.378,85517,96.38,82785,79.139,FPC-457,110.233,80343,99.147,83916,100.214,85380
36005031800,Bronx,BX1103,-73.85156788738523,40.86195474984694,POINT (-73.8515678950247 40.86195469417978),POINT (-73.85156788738523 40.86195474984694),28.152,87064,36.08,85298,42.784,FPC-624,52.621,81199,81.907,80904,73.328,85083,56.677,85523,60.938,85521,64.563,87247,86.668,84354,86.975,84611,85.765,FPC-223,75.45,85434,79.068,FPC-488,64.681,85517,94.683,82785,77.442,FPC-457,108.536,80343,97.45,83916,98.517,85380
36005031900,Bronx,BX0803,-73.90683904670264,40.912949618511746,POINT (-73.90683898337863 40.912949636794956),POINT (-73.90683904670264 40.91294961851175),59.786,85298,64.889,87064,59.542,FPC-624,69.171,81199,59.859,85523,64.883,85521,67.752,87247,84.572,85083,82.023,85434,98.72,84354,98.802,80904,86.755,FPC-488,75.186,85517,98.321,84611,97.564,FPC-223,100.238,82785,90.639,FPC-457,117.049,80343,109.46,83916,104.257,85380
36005032300,Bronx,BX0803,-73.90756737400895,40.905335355098565,POINT (-73.90756745532516 40.905335246587256),POINT (-73.90756737400895 40.90533535509856),55.091,85298,60.194,87064,54.847,FPC-624,64.476,81199,55.164,85523,60.188,85521,63.057,87247,79.877,85083,77.328,85434,94.025,84354,82.06,FPC-488,94.107,80904,70.491,85517,93.626,84611,92.869,FPC-223,95.543,82785,85.944,FPC-457,112.354,80343,104.765,83916,99.562,85380
36005032400,Bronx,BX1104,-73.85971796885424,40.86134893935277,POINT (-73.85971795180595 40.86134888568431),POINT (-73.85971796885424 40.86134893935277),28.724,87064,36.652,85298,43.356,FPC-624,53.193,81199,87.083,80904,73.9,85083,56.083,85523,60.485,85521,65.135,87247,87.24,84354,87.547,84611,76.022,85434,86.337,FPC-223,79.64,FPC-488,65.253,85517,95.255,82785,78.014,FPC-457,109.108,80343,98.022,83916,99.089,85380
36005032600,Bronx,BX1103,-73.85548322328154,40.86217802527937,POINT (-73.85548320496648 40.862177972904),POINT (-73.85548322328154 40.86217802527937),27.257,87064,35.185,85298,41.889,FPC-624,51.726,81199,81.447,80904,72.433,85083,55.682,85523,60.043,85521,63.668,87247,85.773,84354,86.08,84611,74.555,85434,84.87,FPC-223,78.173,FPC-488,63.786,85517,93.788,82785,76.547,FPC-457,107.641,80343,96.555,83916,97.622,85380
36005032800,Bronx,BX1104,-73.86313020219036,40.86173643043768,POINT (-73.86313020712686 40.86173636320934),POINT (-73.86313020219036 40.86173643043768),28.793,87064,36.721,85298,46.229,FPC-624,56.066,81199,76.773,85083,87.208,80904,54.501,85523,59.416,85521,64.07,87247,90.113,84354,90.42,84611,78.895,85434,89.21,FPC-223,82.513,FPC-488,68.126,85517,98.128,82785,80.887,FPC-457,111.981,80343,100.895,83916,101.962,85380
36005033000,Bronx,BX1104,-73.86602499064166,40.861658124882034,POINT (-73.8660249955324 40.86165805757857),POINT (-73.86602499064166 40.86165812488203),25.417,87064,33.345,85298,43.523,FPC-624,53.36,81199,74.067,85083,51.125,85523,56.04,85521,87.26,80904,60.694,87247,87.407,84354,87.714,84611,76.189,85434,86.504,FPC-223,79.807,FPC-488,65.42,85517,95.088,82785,78.181,FPC-457,109.275,80343,98.189,83916,99.256,85380
36005033201,Bronx,BX1104,-73.86923460070841,40.8594786073309,POINT (-73.86923460651872 40.85947859509661),POINT (-73.86923460070841 40.8594786073309),24.662,87064,32.59,85298,42.503,FPC-624,52.34,81199,73.047,85083,50.37,85523,55.285,85521,87.267,80904,59.939,87247,86.387,84354,86.694,84611,75.169,85434,85.484,FPC-223,78.787,FPC-488,64.4,85517,94.068,82785,77.161,FPC-457,108.255,80343,97.169,83916,98.236,85380
36005033202,Bronx,BX1104,-73.86893158475525,40.86337826331794,POINT (-73.86893158666959 40.86337824734436),POINT (-73.86893158475525 40.86337826331794),25.412,87064,33.34,85298,44.009,FPC-624,53.846,81199,74.553,85083,51.12,85523,56.035,85521,86.772,80904,60.689,87247,87.893,84354,76.675,85434,88.2,84611,86.99,FPC-223,80.293,FPC-488,65.67,85517,95.908,82785,78.667,FPC-457,109.761,80343,98.675,83916,99.51,85380
36005033601,Bronx,BX1104,-73.8688867334141,40.867567338161344,POINT (-73.86888673384601 40.867567319768256),POINT (-73.8688867334141 40.86756733816134),25.642,87064,33.57,85298,44.239,FPC-624,54.076,81199,74.783,85083,51.35,85523,56.265,85521,86.252,80904,60.919,87247,88.123,84354,76.905,85434,88.43,84611,87.22,FPC-223,80.523,FPC-488,65.9,85517,96.138,82785,78.897,FPC-457,109.991,80343,98.905,83916,99.74,85380
36005033602,Bronx,BX1201,-73.86888325351944,40.87058199304537,POINT (-73.86888325337095 40.8705819936858),POINT (-73.86888325351944 40.87058199304537),26.029,87064,33.957,85298,44.626,FPC-624,54.463,81199,75.17,85083,51.737,85523,56.652,85521,89.39,80904,61.306,87247,88.51,84354,77.292,85434,88.817,84611,87.607,FPC-223,80.91,FPC-488,66.287,85517,96.525,82785,79.284,FPC-457,110.378,80343,99.292,83916,100.127,85380
36005033801,Bronx,BX1104,-73.86584667868497,40.86757066616832,POINT (-73.86584668029941 40.86757064779388),POINT (-73.86584667868497 40.86757066616832),25.188,87064,33.116,85298,43.785,FPC-624,53.622,81199,74.329,85083,50.896,85523,55.811,85521,86.548,80904,60.465,87247,87.669,84354,87.976,84611,76.451,85434,86.766,FPC-223,80.069,FPC-488,65.446,85517,95.684,82785,78.443,FPC-457,109.537,80343,98.451,83916,99.286,85380
36005033802,Bronx,BX1201,-73.8657436240115,40.870548955894044,POINT (-73.86574362415949 40.87054895581226),POINT (-73.8657436240115 40.87054895589404),23.802,87064,31.73,85298,42.399,FPC-624,52.236,81199,72.943,85083,49.51,85523,54.425,85521,87.163,80904,59.079,87247,86.283,84354,75.065,85434,86.59,84611,85.38,FPC-223,78.683,FPC-488,64.06,85517,94.298,82785,77.057,FPC-457,108.151,80343,97.065,83916,97.9,85380
36005034000,Bronx,BX1104,-73.86292338632309,40.8684406032966,POINT (-73.86292338926589 40.868440564760924),POINT (-73.86292338632309 40.8684406032966),28.906,87064,36.834,85298,46.942,FPC-624,56.779,81199,77.486,85083,54.614,85523,84.976,80904,59.529,85521,64.183,87247,90.826,84354,91.133,84611,79.608,85434,89.923,FPC-223,83.226,FPC-488,68.839,85517,98.507,82785,81.6,FPC-457,112.694,80343,101.608,83916,102.675,85380
36005034200,Bronx,BX1104,-73.86002623794795,40.86841656207407,POINT (-73.86002624041643 40.868416524612975),POINT (-73.86002623794795 40.86841656207407),26.401,87064,34.329,85298,44.437,FPC-624,54.274,81199,74.981,85083,82.75,80904,52.109,85523,57.024,85521,61.678,87247,88.321,84354,88.628,84611,77.103,85434,87.418,FPC-223,80.721,FPC-488,66.334,85517,96.002,82785,79.095,FPC-457,110.189,80343,99.103,83916,100.17,85380
36005034300,Bronx,BX0803,-73.89817558261491,40.909687202434505,POINT (-73.89817557846206 40.90968718332199),POINT (-73.89817558261491 40.9096872024345),50.934,85298,56.037,87064,50.69,FPC-624,60.319,81199,51.007,85523,56.031,85521,58.9,87247,75.72,85083,73.171,85434,89.868,84354,89.95,80904,77.903,FPC-488,89.469,84611,66.334,85517,88.712,FPC-223,91.386,82785,81.787,FPC-457,108.197,80343,100.608,83916,95.405,85380
36005034400,Bronx,BX1103,-73.85713227711194,40.868364219116,POINT (-73.85713227980446 40.868364181450694),POINT (-73.85713227711194 40.868364219116),28.518,87064,36.446,85298,46.554,FPC-624,56.391,81199,82.279,80904,77.098,85083,54.226,85523,59.141,85521,63.795,87247,90.438,84354,90.745,84611,79.22,85434,89.535,FPC-223,82.838,FPC-488,68.451,85517,98.119,82785,81.212,FPC-457,112.306,80343,101.22,83916,102.287,85380
36005034800,Bronx,BX1103,-73.85306720893787,40.869448656816544,POINT (-73.85306718510553 40.86944859182155),POINT (-73.85306720893787 40.86944865681654),30.234,87064,38.162,85298,44.866,FPC-624,54.703,81199,82.648,80904,75.41,85083,57.516,85523,62.431,85521,66.645,87247,88.75,84354,89.057,84611,77.532,85434,87.847,FPC-223,81.15,FPC-488,66.763,85517,96.765,82785,79.524,FPC-457,110.618,80343,99.532,83916,100.599,85380
36005035600,Bronx,BX1202,-73.83600660196933,40.866963921885855,POINT (-73.83600645169409 40.866963916839886),POINT (-73.83600660196933 40.86696392188585),31.624,87064,39.552,85298,46.256,FPC-624,69.853,80904,56.093,81199,75.669,85083,60.149,85523,64.41,85521,90.447,84611,90.14,84354,68.035,87247,89.237,FPC-223,78.922,85434,82.267,FPC-488,68.153,85517,98.155,82785,80.914,FPC-457,112.008,80343,100.922,83916,101.989,85380
36005035900,Bronx,BX0601,-73.8833808105599,40.84020852914113,POINT (-73.88338078395273 40.8402085252127),POINT (-73.8833808105599 40.84020852914113),11.256,87064,17.509,85298,32.723,FPC-624,42.56,81199,63.267,85083,42.793,85523,47.708,85521,52.362,87247,77.487,80904,76.607,84354,65.389,85434,76.914,84611,75.704,FPC-223,69.007,FPC-488,54.62,85517,84.622,82785,67.381,FPC-457,98.475,80343,87.389,83916,88.456,85380
36005036000,Bronx,BX1103,-73.84310583525009,40.8668406753365,POINT (-73.84310580354166 40.866840684714354),POINT (-73.84310583525009 40.8668406753365),30.102,87064,38.03,85298,44.734,FPC-624,75.763,80904,54.571,81199,75.278,85083,58.627,85523,62.888,85521,66.513,87247,88.925,84611,88.618,84354,87.715,FPC-223,77.4,85434,81.018,FPC-488,66.631,85517,96.633,82785,79.392,FPC-457,110.486,80343,99.4,83916,100.467,85380
36005036300,Bronx,BX0601,-73.8827547012348,40.84453968217327,POINT (-73.88275471613656 40.84453966096329),POINT (-73.8827547012348 40.84453968217327),14.81,87064,22.873,85298,34.786,FPC-624,44.623,81199,65.33,85083,44.75,85523,49.665,85521,54.319,87247,76.789,80904,78.67,84354,67.452,85434,78.977,84611,77.767,FPC-223,71.07,FPC-488,56.683,85517,86.685,82785,69.444,FPC-457,100.538,80343,89.452,83916,90.519,85380
36005036400,Bronx,BX1202,-73.84921480783362,40.873617028033294,POINT (-73.84921478928511 40.87361701921988),POINT (-73.84921480783362 40.87361702803329),29.075,87064,37.003,85298,43.707,FPC-624,53.544,81199,79.063,80904,74.251,85083,57.6,85523,61.861,85521,65.486,87247,87.591,84354,87.898,84611,76.373,85434,86.688,FPC-223,79.991,FPC-488,65.604,85517,95.606,82785,78.365,FPC-457,109.459,80343,98.373,83916,99.44,85380
36005036501,Bronx,BX0602,-73.88578705953935,40.845400489652775,POINT (-73.8857871045126 40.84540046924296),POINT (-73.88578705953935 40.84540048965277),14.402,87064,21.662,85298,34.835,FPC-624,44.672,81199,65.379,85083,44.905,85523,49.82,85521,54.474,87247,67.501,85434,78.719,84354,79.083,80904,79.026,84611,77.816,FPC-223,71.119,FPC-488,56.732,85517,86.734,82785,69.493,FPC-457,100.587,80343,89.501,83916,90.568,85380
36005036800,Bronx,BX1201,-73.85595357484118,40.87530748506251,POINT (-73.85595354673097 40.875307498789056),POINT (-73.85595357484118 40.87530748506251),31.611,87064,39.539,85298,48.858,FPC-624,58.695,81199,81.969,80904,79.402,85083,57.319,85523,62.234,85521,66.888,87247,92.742,84354,93.049,84611,81.524,85434,91.839,FPC-223,85.142,FPC-488,70.755,85517,100.757,82785,83.516,FPC-457,114.61,80343,103.524,83916,104.591,85380
36005036901,Bronx,BX0602,-73.89189772641672,40.84436555050381,POINT (-73.89189772158636 40.84436555127119),POINT (-73.89189772641672 40.84436555050381),16.313,85298,16.675,87064,36.049,FPC-624,46.772,81199,67.479,85083,47.122,85523,48.51,85521,56.691,87247,68.445,85434,80.819,84354,80.956,80904,81.126,84611,79.916,FPC-223,73.219,FPC-488,58.832,85517,86.66,82785,71.593,FPC-457,102.687,80343,91.601,83916,92.668,85380
36005036902,Bronx,BX0602,-73.89288679249087,40.84255438861312,POINT (-73.8928867860994 40.84255439050737),POINT (-73.89288679249087 40.84255438861312),14.974,85298,16.72,87064,34.71,FPC-624,45.433,81199,66.14,85083,45.783,85523,49.308,85521,55.352,87247,68.262,85434,79.48,84354,80.36,80904,79.787,84611,71.88,FPC-488,78.577,FPC-223,57.493,85517,87.458,82785,70.254,FPC-457,101.348,80343,90.262,83916,91.329,85380
36005037000,Bronx,BX1201,-73.85902064618624,40.873089686517226,POINT (-73.85902064200532 40.87308967875419),POINT (-73.85902064618624 40.87308968651723),33.264,87064,39.915,85298,49.059,FPC-624,58.896,81199,79.603,85083,84.195,80904,58.972,85523,63.887,85521,68.541,87247,92.943,84354,93.25,84611,81.725,85434,92.04,FPC-223,85.343,FPC-488,70.956,85517,100.958,82785,83.717,FPC-457,114.811,80343,103.725,83916,104.792,85380
36005037100,Bronx,BX0602,-73.88738098633144,40.847222870405176,POINT (-73.8873810261002 40.847222854198456),POINT (-73.88738098633144 40.84722287040518),16.771,87064,18.722,85298,37.204,FPC-624,47.041,81199,67.748,85083,47.274,85523,52.189,85521,56.843,87247,69.87,85434,81.088,84354,81.288,80904,81.395,84611,80.185,FPC-223,73.488,FPC-488,59.101,85517,89.103,82785,71.862,FPC-457,102.956,80343,91.87,83916,92.937,85380
36005037200,Bronx,BX1201,-73.86327805900939,40.8738043223069,POINT (-73.86327806309251 40.87380430075634),POINT (-73.86327805900939 40.8738043223069),30.203,87064,37.477,85298,48.8,FPC-624,58.637,81199,79.344,85083,55.911,85523,60.826,85521,85.385,80904,65.48,87247,92.684,84354,92.991,84611,81.466,85434,91.781,FPC-223,85.084,FPC-488,70.461,85517,100.699,82785,83.458,FPC-457,114.552,80343,103.466,83916,104.301,85380
36005037300,Bronx,BX0602,-73.89014302118538,40.848669433768976,POINT (-73.89014306804427 40.84866940854379),POINT (-73.89014302118538 40.84866943376898),19.168,87064,17.908,85298,38.039,FPC-624,48.762,81199,49.112,85523,69.469,85083,51.963,85521,58.681,87247,71.591,85434,82.809,84354,82.254,80904,83.116,84611,81.906,FPC-223,75.209,FPC-488,60.822,85517,90.113,82785,73.583,FPC-457,104.677,80343,93.591,83916,94.658,85380
36005037400,Bronx,BX1201,-73.86667216694194,40.87454058828513,POINT (-73.86667217124248 40.87454054738084),POINT (-73.86667216694194 40.87454058828513),26.728,87064,33.34,85298,45.325,FPC-624,55.162,81199,75.869,85083,52.436,85523,57.351,85521,88.916,80904,62.005,87247,89.209,84354,77.991,85434,89.516,84611,88.306,FPC-223,81.609,FPC-488,66.986,85517,97.224,82785,79.983,FPC-457,111.077,80343,99.991,83916,100.826,85380
36005037504,Bronx,BX0602,-73.89267219063078,40.850303459967044,POINT (-73.89267225600506 40.850303411833956),POINT (-73.89267219063078 40.85030345996704),13.767,85298,20.954,87064,36.852,FPC-624,46.689,81199,47.687,85523,67.396,85083,48.237,85521,56.531,87247,68.172,85434,80.736,84354,80.683,80904,81.043,84611,73.136,FPC-488,79.833,FPC-223,58.749,85517,86.387,82785,71.51,FPC-457,102.604,80343,91.518,83916,92.585,85380
36005037900,Bronx,BX0502,-73.89878249962328,40.85156960925186,POINT (-73.89878255799871 40.85156955511926),POINT (-73.89878249962328 40.85156960925186),15.07,85298,23.039,87064,30.838,FPC-624,40.675,81199,41.673,85523,61.382,85083,44.359,85521,51.242,87247,63.504,85434,74.722,84354,75.029,84611,75.602,80904,67.122,FPC-488,73.819,FPC-223,52.735,85517,82.509,82785,65.496,FPC-457,96.59,80343,85.504,83916,86.571,85380
36005038000,Bronx,BX1201,-73.86240950535354,40.87808251579251,POINT (-73.86240949446996 40.87808251378518),POINT (-73.86240950535354 40.87808251579251),28.759,87064,33.055,85298,45.999,FPC-624,55.836,81199,76.543,85083,54.467,85523,59.382,85521,85.103,80904,64.036,87247,89.883,84354,78.665,85434,90.19,84611,88.98,FPC-223,82.283,FPC-488,67.896,85517,97.564,82785,80.657,FPC-457,111.751,80343,100.665,83916,101.732,85380
36005038100,Bronx,BX0502,-73.90115443345857,40.8520182928699,POINT (-73.90115447716418 40.85201823126065),POINT (-73.90115443345857 40.8520182928699),18.629,85298,25.684,87064,31.484,FPC-624,41.321,81199,42.083,85523,41.278,85521,61.265,85083,49.572,87247,61.213,85434,75.368,84354,75.675,84611,66.484,FPC-488,73.724,80904,74.465,FPC-223,53.381,85517,79.428,82785,66.142,FPC-457,96.239,80343,86.15,83916,86.426,85380
36005038200,Bronx,BX1201,-73.85473996744862,40.87731187400394,POINT (-73.85473994900741 40.8773118929942),POINT (-73.85473996744862 40.87731187400394),34.964,87064,42.892,85298,51.533,FPC-624,61.37,81199,85.322,80904,82.077,85083,60.672,85523,65.587,85521,70.241,87247,95.417,84354,95.724,84611,84.199,85434,94.514,FPC-223,87.817,FPC-488,73.43,85517,103.432,82785,86.191,FPC-457,117.285,80343,106.199,83916,107.266,85380
36005038301,Bronx,BX0503,-73.89850948572388,40.85720989632079,POINT (-73.89850949527928 40.85720988711005),POINT (-73.89850948572388 40.85720989632079),22.637,85298,29.831,87064,30.971,FPC-624,40.808,81199,40.866,85523,40.061,85521,60.048,85083,48.355,87247,59.996,85434,74.855,84354,75.162,84611,72.507,80904,65.267,FPC-488,73.952,FPC-223,52.868,85517,78.211,82785,65.629,FPC-457,95.022,80343,85.637,83916,85.209,85380
36005038303,Bronx,BX0503,-73.89616242655467,40.856829720703345,POINT (-73.89616246457773 40.85682970126864),POINT (-73.89616242655467 40.85682972070335),19.756,85298,26.95,87064,33.852,FPC-624,43.689,81199,43.747,85523,62.929,85083,42.942,85521,51.236,87247,62.877,85434,77.736,84354,75.388,80904,78.043,84611,68.148,FPC-488,76.833,FPC-223,55.749,85517,81.092,82785,68.51,FPC-457,97.903,80343,88.518,83916,88.09,85380
36005038600,Bronx,BX1202,-73.84839830843833,40.879635339936115,POINT (-73.84839831248293 40.87963530173257),POINT (-73.84839830843833 40.87963533993612),35.355,87064,43.283,85298,49.987,FPC-624,59.824,81199,81.353,80904,80.531,85083,63.137,85523,68.052,85521,71.766,87247,93.871,84354,94.178,84611,82.653,85434,92.968,FPC-223,86.271,FPC-488,71.884,85517,101.886,82785,84.645,FPC-457,115.739,80343,104.653,83916,105.72,85380
36005038700,Bronx,BX0603,-73.88922281803295,40.858007033806174,POINT (-73.889222823642 40.85800701086497),POINT (-73.88922281803295 40.85800703380617),27.139,87064,19.734,85298,35.702,FPC-624,45.539,81199,49.363,85523,66.246,85083,48.558,85521,56.852,87247,68.368,85434,79.586,84354,80.466,80904,79.893,84611,78.683,FPC-223,71.986,FPC-488,57.599,85517,86.708,82785,70.36,FPC-457,101.454,80343,90.368,83916,91.435,85380
36005038800,Bronx,BX1201,-73.85535728070806,40.879601798269995,POINT (-73.85535726998853 40.879601801035186),POINT (-73.85535728070806 40.87960179827),38.323,87064,43.694,85298,53.647,FPC-624,63.484,81199,88.442,80904,84.191,85083,64.031,85523,68.946,85521,73.6,87247,97.531,84354,97.838,84611,86.313,85434,96.628,FPC-223,89.931,FPC-488,75.544,85517,105.546,82785,88.305,FPC-457,119.399,80343,108.313,83916,109.38,85380
36005039000,Bronx,BX1201,-73.86075667325382,40.88123081643193,POINT (-73.86075665842604 40.881230821695496),POINT (-73.86075667325382 40.88123081643193),31.806,87064,38.175,85298,50.403,FPC-624,60.24,81199,80.947,85083,57.514,85523,90.031,80904,62.429,85521,67.083,87247,94.287,84354,83.069,85434,94.594,84611,93.384,FPC-223,86.687,FPC-488,72.064,85517,102.302,82785,85.061,FPC-457,116.155,80343,105.069,83916,105.904,85380
36005039100,Bronx,BX0603,-73.88712594094717,40.853116205802216,POINT (-73.88712593416416 40.85311619504677),POINT (-73.88712594094717 40.85311620580222),21.875,87064,20.297,85298,40.34,FPC-624,50.177,81199,52.378,85523,70.884,85083,53.755,85521,61.947,87247,73.006,85434,84.224,84354,85.104,80904,84.531,84611,83.321,FPC-223,76.624,FPC-488,62.237,85517,91.905,82785,74.998,FPC-457,106.092,80343,95.006,83916,96.073,85380
36005039200,Bronx,BX1201,-73.86474047077553,40.88328731015544,POINT (-73.86474047630126 40.88328730706154),POINT (-73.86474047077553 40.88328731015544),27.944,87064,35.849,85298,46.541,FPC-624,56.378,81199,53.652,85523,77.085,85083,58.567,85521,91.305,80904,63.221,87247,90.425,84354,79.207,85434,90.732,84611,89.522,FPC-223,82.825,FPC-488,68.202,85517,98.44,82785,81.199,FPC-457,112.293,80343,101.207,83916,102.042,85380
36005039400,Bronx,BX1201,-73.8633961262925,40.88647815437075,POINT (-73.86339613800209 40.88647815148556),POINT (-73.8633961262925 40.88647815437075),32.803,87064,40.177,85298,51.4,FPC-624,61.237,81199,58.511,85523,81.944,85083,63.426,85521,93.468,80904,68.08,87247,95.284,84354,84.066,85434,95.591,84611,94.381,FPC-223,87.684,FPC-488,73.061,85517,103.299,82785,86.058,FPC-457,117.152,80343,106.066,83916,106.901,85380
36005039600,Bronx,BX1201,-73.85895560245034,40.88442345348235,POINT (-73.85895559012073 40.88442345444253),POINT (-73.85895560245034 40.88442345348235),32.569,87064,38.928,85298,51.166,FPC-624,61.003,81199,81.71,85083,58.277,85523,87.932,80904,63.192,85521,67.846,87247,95.05,84354,95.357,84611,83.832,85434,94.147,FPC-223,87.45,FPC-488,72.827,85517,103.065,82785,85.824,FPC-457,116.918,80343,105.832,83916,106.667,85380
36005039800,Bronx,BX1201,-73.85346966640789,40.88269714709426,POINT (-73.85346966050537 40.88269714602374),POINT (-73.85346966640789 40.88269714709426),37.572,87064,44.624,85298,54.577,FPC-624,64.414,81199,87.195,80904,85.121,85083,63.28,85523,68.195,85521,72.849,87247,98.461,84354,98.768,84611,87.243,85434,97.558,FPC-223,90.861,FPC-488,76.474,85517,106.476,82785,89.235,FPC-457,120.329,80343,109.243,83916,110.31,85380
36005040302,Bronx,BX0702,-73.89219902878611,40.86784726425992,POINT (-73.89219906363967 40.867847246846885),POINT (-73.89219902878611 40.86784726425992),29.818,85298,34.921,87064,33.912,FPC-624,43.749,81199,42.198,85523,41.393,85521,61.38,85083,49.687,87247,61.328,85434,77.691,84354,73.839,80904,78.103,84611,66.599,FPC-488,76.893,FPC-223,55.809,85517,79.543,82785,68.57,FPC-457,96.354,80343,88.578,83916,86.541,85380
