GEOID,BoroName,NTA2020,lon,lat,centroid,geometry,tt_0,fp_0,tt_1,fp_1,tt_2,fp_2,tt_3,fp_3,tt_4,fp_4,tt_5,fp_5,tt_6,fp_6,tt_7,fp_7,tt_8,fp_8,tt_9,fp_9,tt_10,fp_10,tt_11,fp_11,tt_12,fp_12,tt_13,fp_13,tt_14,fp_14,tt_15,fp_15,tt_16,fp_16,tt_17,fp_17,tt_18,fp_18,tt_19,fp_19
36061000100,Manhattan,MN0191,-74.04233963651815,40.69567322688057,POINT (-74.04233991488555 40.69567298240604),POINT (-74.04233963651815 40.69567322688057),171.468,85517,160.368,FPC-457,193.048,85434,190.396,87247,187.825,85521,186.073,85523,182.932,FPC-488,180.068,82785,197.306,85083,191.434,81199,135.603,83916,186.277,80343,201.407,84354,139.034,85380,199.315,FPC-223,200.072,84611,198.097,FPC-624,212.768,85298,220.794,87064,219.833,80904
36061000201,Manhattan,MN0301,-73.98584800829613,40.711868746013344,POINT (-73.98584800028144 40.71186871871548),POINT (-73.98584800829613 40.71186874601334),12.063,85434,17.654,85517,25.916,87247,28.513,FPC-488,35.257,85083,24.369,85521,30.301,85523,34.382,81199,26.933,FPC-457,36.418,84354,36.884,82785,40.198,FPC-223,40.955,84611,42.112,FPC-624,53.695,80343,56.599,85298,64.625,87064,46.414,83916,65.201,80904,49.086,85380
36061000600,Manhattan,MN0301,-73.989476789607,40.71195059941946,POINT (-73.9894767752886 40.711950582311424),POINT (-73.989476789607 40.71195059941946),15.368,85434,21.278,85517,21.2,87247,23.797,FPC-488,19.653,85521,30.845,85083,25.585,85523,29.666,81199,31.795,FPC-457,32.168,82785,33.382,84354,35.482,FPC-223,36.239,84611,39.582,FPC-624,48.979,80343,54.069,85298,51.276,83916,62.095,87064,60.485,80904,53.948,85380
36061001401,Manhattan,MN0302,-73.98733213729894,40.71516046573841,POINT (-73.98733213277733 40.715160475095416),POINT (-73.98733213729894 40.71516046573841),10.399,85434,23.392,85517,22.441,87247,20.894,85521,29.402,85083,25.038,FPC-488,26.826,85523,30.907,81199,33.035,FPC-457,30.448,84354,33.409,82785,34.87,FPC-223,36.963,84611,40.474,FPC-624,50.22,80343,55.04,85298,63.066,87064,52.516,83916,61.726,80904,55.188,85380
36061001402,Manhattan,MN0302,-73.9858816314248,40.71751329862137,POINT (-73.98588163638996 40.71751329107455),POINT (-73.9858816314248 40.71751329862137),6.619,85434,19.823,87247,20.595,85517,18.276,85521,25.955,85083,24.208,85523,24.931,FPC-488,28.289,81199,26.659,84354,32.392,FPC-457,33.32,82785,31.081,FPC-223,38.813,FPC-624,33.174,84611,50.131,80343,53.3,85298,61.326,87064,52.4,83916,59.108,80904,53.467,85380
36061001800,Manhattan,MN0302,-73.99084216687713,40.719046119948565,POINT (-73.99084214553514 40.719046119924954),POINT (-73.99084216687713 40.71904611994857),11.811,85434,19.302,87247,21.09,85517,17.246,85521,23.178,85523,23.559,85083,22.535,FPC-488,27.019,81199,32.887,FPC-457,26.166,84354,32.799,82785,37.726,FPC-624,30.588,FPC-223,32.681,84611,49.61,80343,52.292,85298,60.296,87064,52.19,83916,58.587,80904,53.962,85380
36061002201,Manhattan,MN0302,-73.9818441595981,40.71911566546385,POINT (-73.98184414606295 40.71911565637374),POINT (-73.9818441595981 40.71911566546385),2.541,85434,25.5,87247,32.514,85083,23.953,85521,27.093,85517,29.885,85523,30.971,FPC-488,31.345,81199,33.157,84354,37.318,FPC-457,39.342,82785,37.579,FPC-223,39.733,FPC-624,39.672,84611,56.153,80343,54.299,85298,62.325,87064,56.799,83916,64.785,80904,59.471,85380
36061002601,Manhattan,MN0303,-73.97993015397464,40.72258485164247,POINT (-73.97993013644351 40.72258485381506),POINT (-73.97993015397464 40.72258485164247),8.656,85434,25.885,87247,28.743,85083,24.037,85521,26.695,85523,28.311,81199,24.042,85517,33.286,FPC-488,36.917,84354,33.845,FPC-457,41.809,82785,35.378,FPC-624,40.118,FPC-223,41.328,84611,58.62,80343,49.944,85298,57.97,87064,52.618,83916,63.642,80904,55.998,85380
36061002602,Manhattan,MN0303,-73.97861335594028,40.72438922415978,POINT (-73.9786133390267 40.72438922658674),POINT (-73.97861335594028 40.72438922415978),11.116,85434,22.614,87247,25.472,85083,20.766,85521,23.424,85523,25.04,81199,20.771,85517,30.15,FPC-488,37.75,84354,30.574,FPC-457,43.088,82785,32.107,FPC-624,36.847,FPC-223,38.057,84611,46.673,85298,59.203,80343,54.699,87064,49.347,83916,60.371,80904,52.727,85380
36061002800,Manhattan,MN0303,-73.97681304479434,40.726860955813045,POINT (-73.97681303615444 40.726860950834535),POINT (-73.97681304479434 40.72686095581304),13.434,85434,24.191,85083,21.333,87247,19.485,85521,22.143,85523,23.759,81199,28.869,FPC-488,20.838,85517,36.469,84354,30.826,FPC-624,30.641,FPC-457,44.952,82785,35.566,FPC-223,36.776,84611,45.392,85298,59.27,80343,53.418,87064,59.09,80904,49.414,83916,52.794,85380
36061003100,Manhattan,MN0102,-74.00381559584184,40.71531057200895,POINT (-74.00381569131154 40.71531053046602),POINT (-74.00381559584184 40.71531057200895),12.585,85517,22.817,85434,22.767,87247,17.946,85521,20.604,85523,33.181,85083,27.701,FPC-488,23.412,81199,24.096,FPC-457,41.19,82785,33.786,84354,30.075,FPC-624,38.208,FPC-223,39.267,84611,55.19,80343,44.104,83916,44.562,85298,52.588,87064,45.171,85380,55.147,80904
36061003200,Manhattan,MN0303,-73.98370701917263,40.72555328579269,POINT (-73.98370702842817 40.72555327845573),POINT (-73.98370701917263 40.72555328579269),15.342,85434,23.124,87247,21.276,85521,25.982,85083,23.934,85523,26.743,85517,26.04,81199,29.496,FPC-488,33.127,84354,36.749,FPC-457,38.4,82785,33.107,FPC-624,37.357,FPC-223,38.567,84611,55.211,80343,47.673,85298,55.699,87064,55.522,83916,61.371,80904,58.902,85380
36061003300,Manhattan,MN0102,-74.00614634416432,40.71886214043471,POINT (-74.00614634471161 40.718862096530124),POINT (-74.00614634416432 40.71886214043471),9.064,85517,26.654,85434,18.742,87247,17.529,85521,15.849,85523,35.728,85083,24.936,81199,26.808,FPC-488,25.899,FPC-457,40.297,82785,37.623,84354,36.186,FPC-624,37.617,FPC-223,38.374,84611,54.874,80343,45.018,83916,47.458,85298,54.984,87064,46.974,85380,53.888,80904
36061003400,Manhattan,MN0303,-73.98145767697616,40.72900590859083,POINT (-73.98145767533329 40.729005907658376),POINT (-73.98145767697616 40.72900590859083),18.054,85434,19.286,87247,17.438,85521,22.144,85083,20.096,85523,21.904,81199,22.607,85517,26.822,FPC-488,34.422,84354,28.971,FPC-624,33.771,FPC-457,41.128,82785,33.519,FPC-223,34.729,84611,43.537,85298,57.939,80343,51.563,87064,52.544,83916,57.235,80904,55.924,85380
36061003601,Manhattan,MN0302,-73.9911271645957,40.72231932780311,POINT (-73.99112716050642 40.72231932551375),POINT (-73.9911271645957 40.72231932780311),13.78,85434,17.784,87247,22.478,85517,16.237,85521,22.169,85523,28.643,85083,25.571,81199,26.429,FPC-488,34.275,FPC-457,31.25,84354,34.8,82785,36.003,FPC-624,35.672,FPC-223,37.765,84611,51.611,80343,50.569,85298,58.595,87064,54.283,83916,57.069,80904,55.35,85380
36061003602,Manhattan,MN0303,-73.99020046176119,40.724560375260566,POINT (-73.99020044930231 40.7245603764933),POINT (-73.99020046176119 40.72456037526057),15.196,85434,18.22,87247,16.673,85521,21.858,85517,22.605,85523,28.621,85083,22.368,81199,26.865,FPC-488,34.619,FPC-457,32.781,84354,35.236,82785,33.075,FPC-624,37.203,FPC-223,39.296,84611,52.047,80343,47.641,85298,55.645,87064,54.627,83916,57.505,80904,55.694,85380
36061003700,Manhattan,MN0201,-74.0074867941145,40.726278564944955,POINT (-74.0074867844917 40.726278558965056),POINT (-74.0074867941145 40.72627856494496),15.075,85517,19.259,87247,25.343,85434,17.522,85521,16.366,85523,24.929,81199,30.659,85083,30.743,FPC-488,31.91,FPC-457,44.232,82785,42.937,84354,34.783,FPC-624,42.034,FPC-223,43.244,84611,60.487,80343,48.479,85298,50.631,83916,56.005,87064,52.985,85380,53.881,80904
36061003900,Manhattan,MN0102,-74.0107807590449,40.72079553570638,POINT (-74.0107807731053 40.72079547237539),POINT (-74.01078075904491 40.72079553570638),14.092,85517,30.884,85434,23.655,87247,21.084,85521,20.877,85523,28.491,81199,38.783,85083,30.363,FPC-488,30.927,FPC-457,43.852,82785,41.853,84354,41.713,FPC-624,41.172,FPC-223,41.929,84611,55.279,80343,45.423,83916,52.486,85298,60.012,87064,51.688,85380,57.443,80904
36061004001,Manhattan,MN0303,-73.9849021192912,40.730264485255454,POINT (-73.98490213004057 40.730264478967435),POINT (-73.98490211929121 40.73026448525545),20.885,85434,20.684,87247,18.716,85521,21.374,85523,23.679,85083,22.934,81199,21.765,85517,28.357,FPC-488,35.957,84354,30.001,FPC-624,31.568,FPC-457,43.468,82785,35.054,FPC-223,36.264,84611,44.567,85298,60.197,80343,52.593,87064,50.341,83916,57.807,80904,53.721,85380
36061004002,Manhattan,MN0303,-73.98720895456378,40.73124230289812,POINT (-73.98720896594332 40.73124229637703),POINT (-73.98720895456378 40.73124230289812),18.646,87247,20.024,85434,15.868,85521,18.526,85523,20.086,81199,23.504,85083,20.789,85517,28.182,FPC-488,35.782,84354,27.153,FPC-624,33.55,FPC-457,40.615,82785,34.879,FPC-223,36.089,84611,41.719,85298,57.426,80343,49.745,87064,53.558,83916,54.739,80904,54.625,85380
36061004100,Manhattan,MN0201,-73.99669598277335,40.7191636873842,POINT (-73.99669600087324 40.71916366692359),POINT (-73.99669598277335 40.7191636873842),19.62,85434,17.836,85517,21.705,87247,15.61,85521,20.047,85523,32.026,85083,31.002,FPC-488,23.468,81199,30.057,FPC-457,41.266,82785,31.13,84354,33.98,FPC-624,35.552,FPC-223,37.645,84611,52.591,80343,48.546,85298,50.065,83916,56.572,87064,51.132,85380,57.056,80904
36061004300,Manhattan,MN0201,-73.99546720645795,40.723324400824275,POINT (-73.99546719978427 40.723324396693656),POINT (-73.99546720645795 40.72332440082427),18.659,85434,17.462,87247,17.559,85517,13.774,85521,19.056,85523,30.928,85083,20.77,81199,29.112,FPC-488,29.78,FPC-457,32.444,84354,37.483,82785,31.304,FPC-624,36.866,FPC-223,38.959,84611,54.294,80343,45.87,85298,53.896,87064,49.788,83916,50.855,85380,55.22,80904
36061004500,Manhattan,MN0201,-73.99939082189476,40.72057033019494,POINT (-73.99939084546835 40.72057031667378),POINT (-73.99939082189476 40.72057033019494),21.234,85434,14.286,85517,21.05,87247,14.97,85521,17.628,85523,32.344,85083,21.829,81199,29.645,FPC-488,26.507,FPC-457,41.071,82785,32.203,84354,31.943,FPC-624,36.625,FPC-223,38.718,84611,53.463,80343,46.43,85298,46.515,83916,54.456,87064,47.582,85380,58.005,80904
36061005200,Manhattan,MN0501,-73.99045862330036,40.73743473648013,POINT (-73.99045864282371 40.73743472095588),POINT (-73.99045862330036 40.73743473648013),12.348,87247,10.122,85521,12.78,85523,25.745,85434,19.051,81199,24.378,85083,19.754,85517,29.056,FPC-488,26.118,FPC-624,36.656,84354,32.515,FPC-457,45.932,82785,35.753,FPC-223,36.963,84611,40.684,85298,56.728,80343,48.71,87064,52.523,83916,53.982,80904,53.59,85380
36061005400,Manhattan,MN0501,-73.99367779133667,40.73881207743306,POINT (-73.99367780718457 40.738812069516676),POINT (-73.99367779133667 40.73881207743306),8.714,87247,10.624,85521,13.156,85523,24.338,85434,22.893,81199,19.884,85517,27.307,85083,31.985,FPC-488,31.431,FPC-624,39.585,84354,36.719,FPC-457,42.553,82785,38.682,FPC-223,39.892,84611,45.997,85298,59.364,80343,54.023,87064,55.838,83916,53.125,80904,57.794,85380
36061005501,Manhattan,MN0202,-73.99708180830041,40.727672610534896,POINT (-73.99708181650152 40.72767260351943),POINT (-73.99708180830041 40.7276726105349),20.627,85434,18.821,87247,15.133,85521,19.054,85517,20.789,85523,21.009,81199,31.524,85083,30.471,FPC-488,31.275,FPC-457,37.324,84354,38.842,82785,31.716,FPC-624,41.746,FPC-223,42.913,84611,55.653,80343,46.282,85298,54.286,87064,51.283,83916,52.35,85380,56.579,80904
36061005502,Manhattan,MN0202,-73.99387212712992,40.726223496692796,POINT (-73.99387212794875 40.72622349092178),POINT (-73.99387212712992 40.7262234966928),18.396,85434,17.112,87247,13.424,85521,17.326,85517,19.356,85523,28.351,85083,17.836,81199,28.762,FPC-488,30.087,FPC-457,34.793,84354,37.133,82785,28.543,FPC-624,39.215,FPC-223,40.936,84611,53.944,80343,43.109,85298,51.113,87064,50.095,83916,51.162,85380,54.035,80904
36061005800,Manhattan,MN0501,-73.99051618494464,40.74315158928294,POINT (-73.99051620582514 40.74315157654082),POINT (-73.99051618494464 40.74315158928294),3.351,87247,8.421,85521,14.424,85523,20.287,81199,25.251,85434,30.805,85083,23.153,85517,35.095,FPC-488,32.977,FPC-624,41.948,84354,35.294,FPC-457,43.466,82785,42.18,FPC-223,43.39,84611,47.543,85298,53.564,87064,60.277,80343,54.067,83916,51.355,80904,57.447,85380
36061006300,Manhattan,MN0202,-73.99686078482694,40.734421701854465,POINT (-73.99686080680512 40.734421687788746),POINT (-73.99686078482694 40.73442170185447),12.962,87247,12.907,85521,22.841,85434,14.755,85523,16.479,85517,21.152,81199,28.616,85083,30.805,FPC-488,33.314,FPC-457,31.533,FPC-624,39.538,84354,41.056,82785,39.991,FPC-223,41.201,84611,46.099,85298,57.867,80343,54.125,87064,52.433,83916,54.389,85380,51.88,80904
36061006500,Manhattan,MN0202,-73.99957850679242,40.72996721995922,POINT (-73.99957852694195 40.729967207054514),POINT (-73.99957850679242 40.72996721995922),15.279,87247,22.642,85434,12.708,85521,19.44,85517,17.716,85523,22.729,81199,31.96,85083,30.606,FPC-488,33.918,FPC-457,39.339,84354,40.857,82785,36.084,FPC-624,41.415,FPC-223,42.172,84611,47.921,85298,57.668,80343,57.355,87064,53.926,83916,54.993,85380,51.681,80904
36061006700,Manhattan,MN0203,-74.00412224839053,40.73045257093796,POINT (-74.0041222640263 40.730452565666816),POINT (-74.00412224839053 40.73045257093796),16.044,87247,14.78,85517,23.407,85434,13.473,85521,15.506,85523,23.494,81199,33.552,85083,31.371,FPC-488,31.615,FPC-457,41.622,82785,40.104,84354,37.676,FPC-624,42.18,FPC-223,42.937,84611,58.433,80343,47.619,85298,50.675,83916,55.145,87064,52.69,85380,52.446,80904
36061006800,Manhattan,MN0602,-73.98407917312461,40.740437329601995,POINT (-73.98407919747356 40.740437312260795),POINT (-73.98407917312461 40.740437329602),9.945,87247,13.641,85521,17.449,85523,25.252,85434,16.114,81199,28.487,85083,18.829,85517,33.165,FPC-488,29.179,FPC-624,40.765,84354,28.632,FPC-457,45.686,82785,39.862,FPC-223,41.072,84611,43.745,85298,49.391,87064,57.261,80343,47.405,83916,50.479,80904,50.785,85380
36061006900,Manhattan,MN0203,-74.00999837601391,40.73037892172992,POINT (-74.0099984141012 40.73037892288804),POINT (-74.00999837601391 40.73037892172992),19.377,85517,22.557,87247,19.986,85521,29.92,85434,20.668,85523,30.007,81199,36.078,85083,37.884,FPC-488,36.212,FPC-457,48.135,82785,40.202,FPC-624,46.617,84354,47.453,FPC-223,48.663,84611,62.477,80343,52.781,85298,52.621,83916,60.307,87064,57.287,85380,58.959,80904
36061007001,Manhattan,MN0603,-73.97582432610801,40.74270836386233,POINT (-73.97582433797677 40.742708355759014),POINT (-73.97582432610801 40.74270836386233),4294967.295,85521,4294967.295,87247,4294967.295,81199,4294967.295,85523,4294967.295,85083,4294967.295,85434,4294967.295,85517,4294967.295,FPC-488,4294967.295,FPC-624,4294967.295,84354,4294967.295,FPC-223,4294967.295,84611,4294967.295,FPC-457,4294967.295,82785,4294967.295,85298,4294967.295,87064,4294967.295,80343,4294967.295,80904,4294967.295,83916,4294967.295,85380
36061007002,Manhattan,MN0603,-73.97813139634542,40.74367558303793,POINT (-73.97813140696958 40.74367557672451),POINT (-73.97813139634542 40.74367558303793),11.656,85521,17.451,87247,14.897,85523,13.203,81199,29.607,85434,31.548,85083,24.723,85517,37.012,FPC-488,28.281,FPC-624,44.612,84354,43.709,FPC-223,34.526,FPC-457,44.919,84611,50.076,82785,42.846,85298,48.728,87064,63.155,80343,45.514,80904,53.299,83916,56.679,85380
36061007100,Manhattan,MN0203,-73.99991361124717,40.73544661959126,POINT (-73.99991364404127 40.735446590951895),POINT (-73.99991361124717 40.73544661959126),12.929,87247,12.846,85521,12.21,85523,22.78,85434,16.742,85517,22.867,81199,28.239,85083,30.744,FPC-488,33.577,FPC-457,32.363,FPC-624,39.477,84354,40.995,82785,39.614,FPC-223,40.824,84611,42.976,85298,57.806,80343,50.502,87064,52.696,83916,54.652,85380,51.819,80904
36061007200,Manhattan,MN0603,-73.98085592085918,40.74486136560277,POINT (-73.980855944483 40.74486134912044),POINT (-73.98085592085918 40.74486136560277),9.327,85521,14.923,87247,15.526,85523,12.724,81199,28.857,85434,29.607,85083,23.03,85517,34.285,FPC-488,26.158,FPC-624,41.885,84354,32.833,FPC-457,40.982,FPC-223,47.349,82785,42.192,84611,40.723,85298,46.001,87064,61.462,80343,47.566,80904,51.606,83916,54.986,85380
36061007300,Manhattan,MN0203,-74.00410623322425,40.73411571546968,POINT (-74.00410625040703 40.73411570394857),POINT (-74.00410623322425 40.73411571546968),15.063,87247,13.129,85521,12.733,85523,23.063,85434,14.457,85517,22.984,81199,30.498,85083,31.027,FPC-488,31.292,FPC-457,33.691,FPC-624,39.76,84354,41.278,82785,41.836,FPC-223,42.593,84611,44.846,85298,58.089,80343,50.411,83916,52.372,87064,52.367,85380,52.102,80904
36061007500,Manhattan,MN0203,-74.0087382430871,40.73438603572763,POINT (-74.00873826293508 40.73438603135474),POINT (-74.00873824308709 40.73438603572763),21.599,87247,19.606,85521,20.734,85517,19.01,85523,29.54,85434,27.057,81199,32.363,85083,37.041,FPC-488,37.569,FPC-457,36.487,FPC-624,47.755,82785,44.641,84354,43.738,FPC-223,44.948,84611,50.528,85298,64.566,80343,56.688,83916,58.054,87064,58.644,85380,56.009,80904
36061007600,Manhattan,MN0501,-73.98729624839149,40.74756594153478,POINT (-73.98729626957324 40.747565928155815),POINT (-73.98729624839149 40.74756594153478),3.513,85521,8.31,87247,10.164,85523,17.444,81199,26.512,85434,31.378,85083,23.823,85517,35.744,FPC-488,29.828,FPC-624,42.082,84354,38.149,FPC-457,44.727,82785,42.753,FPC-223,43.963,84611,42.4,85298,49.926,87064,59.299,80343,56.922,83916,48.594,80904,54.996,85380
36061007700,Manhattan,MN0203,-74.00329385357644,40.73808308576592,POINT (-74.00329385087566 40.73808308035789),POINT (-74.00329385357644 40.73808308576592),16.369,87247,15.381,85521,12.559,85523,28.226,85434,18.204,85517,21.652,81199,26.63,85083,31.308,FPC-488,35.039,FPC-457,30.754,FPC-624,38.908,84354,46.441,82785,38.005,FPC-223,39.215,84611,43.325,85298,63.252,80343,50.851,87064,54.135,83916,56.114,85380,50.604,80904
36061007800,Manhattan,MN0603,-73.97467365973009,40.74632537305917,POINT (-73.97467365469602 40.746325367646286),POINT (-73.97467365973009 40.74632537305917),13.427,81199,12.634,85521,19.026,87247,15.121,85523,31.772,85083,28.667,85434,23.083,85517,38.112,FPC-488,28.505,FPC-624,45.712,84354,44.809,FPC-223,46.019,84611,32.886,FPC-457,49.878,82785,43.07,85298,51.096,87064,61.515,80343,45.738,80904,51.659,83916,55.039,85380
36061008000,Manhattan,MN0603,-73.9776523314043,40.74925841664874,POINT (-73.9776523544691 40.74925839999048),POINT (-73.9776523314043 40.74925841664874),11.352,85521,11.844,81199,9.297,85523,15.299,87247,25.948,85083,32.42,85434,23.286,85517,33.275,FPC-488,22.152,FPC-624,45.273,84354,44.37,FPC-223,45.58,84611,36.047,FPC-457,36.717,85298,51.283,82785,44.743,87064,64.733,80343,44.155,80904,54.877,83916,57.122,85380
36061008100,Manhattan,MN0401,-73.99877177141194,40.739805730412016,POINT (-73.99877174429504 40.739805736019015),POINT (-73.99877177141194 40.73980573041202),11.425,87247,11.591,85521,10.001,85523,24.501,85434,19.732,81199,16.729,85517,27.467,85083,31.723,FPC-488,31.566,FPC-624,33.564,FPC-457,39.745,84354,42.716,82785,38.842,FPC-223,40.052,84611,42.202,85298,59.527,80343,49.728,87064,52.683,83916,54.639,85380,48.684,80904
36061008200,Manhattan,MN0502,-73.98087259028384,40.750613781693495,POINT (-73.98087261356555 40.750613765291924),POINT (-73.98087259028384 40.7506137816935),9.524,85521,11.086,85523,11.609,87247,11.592,81199,33.392,85434,29.999,85083,25.114,85517,37.326,FPC-488,23.98,FPC-624,47.101,84354,37.875,FPC-457,46.198,FPC-223,38.545,85298,47.408,84611,51.607,82785,46.571,87064,66.179,80343,45.686,80904,57.283,83916,57.366,85380
36061008300,Manhattan,MN0401,-74.00445211268418,40.742198823137,POINT (-74.0044520874449 40.742198824573734),POINT (-74.00445211268418 40.742198823137),17.427,87247,15.24,85521,16.423,85523,26.427,85434,22.163,85517,19.853,81199,28.262,85083,31.844,FPC-488,32.386,FPC-624,35.03,FPC-457,40.54,84354,44.642,82785,39.637,FPC-223,40.847,84611,46.668,85298,61.453,80343,54.81,87064,55.038,83916,56.105,85380,48.805,80904
36061008400,Manhattan,MN0502,-73.98409384539356,40.751969910803574,POINT (-73.9840938636639 40.75196990136375),POINT (-73.98409384539356 40.75196991080357),6.791,85521,8.157,85523,10.523,87247,14.827,81199,30.659,85434,30.204,85083,27.631,85517,37.531,FPC-488,27.205,FPC-624,46.55,84354,37.434,FPC-457,41.77,85298,46.584,FPC-223,48.874,82785,47.794,84611,49.796,87064,63.446,80343,56.207,83916,49.18,80904,56.622,85380
36061008700,Manhattan,MN0401,-73.99699453343844,40.74224335877817,POINT (-73.99699450431714 40.742243363041865),POINT (-73.99699453343844 40.74224335877817),9.912,87247,11.822,85521,9.915,85523,26.061,85434,21.771,81199,16.643,85517,28.436,85083,33.114,FPC-488,32.535,FPC-624,33.478,FPC-457,40.714,84354,44.276,82785,39.811,FPC-223,41.021,84611,43.506,85298,51.032,87064,61.087,80343,52.597,83916,54.553,85380,50.723,80904
36061008900,Manhattan,MN0401,-74.00267744792825,40.74463788717642,POINT (-74.00267742106115 40.74463789059923),POINT (-74.00267744792825 40.74463788717642),16.326,87247,17.194,85521,15.907,85523,30.379,85434,21.807,81199,23.948,85517,30.338,85083,35.016,FPC-488,34.462,FPC-624,38.982,FPC-457,42.616,84354,48.594,82785,41.713,FPC-223,42.923,84611,49.028,85298,56.886,87064,65.405,80343,58.99,83916,58.568,85380,50.759,80904
36061009100,Manhattan,MN0401,-73.99519664557965,40.74471843859997,POINT (-73.99519662121072 40.74471844171353),POINT (-73.99519664557965 40.74471843859997),6.68,87247,10.091,85521,7.966,85523,18.022,81199,26.004,85434,16.695,85517,30.109,85083,34.473,FPC-488,32.931,FPC-624,42.387,84354,33.53,FPC-457,44.219,82785,41.484,FPC-223,42.694,84611,41.557,85298,49.083,87064,61.03,80343,52.649,83916,46.974,80904,54.605,85380
36061009200,Manhattan,MN0604,-73.97474012129685,40.75364667729728,POINT (-73.97474014520769 40.75364666419461),POINT (-73.97474012129685 40.75364667729728),9.336,81199,14.672,85521,9.403,85523,18.749,87247,26.054,85083,33.206,85434,23.701,85517,22.567,FPC-624,33.381,FPC-488,45.688,84354,37.132,85298,44.785,FPC-223,45.995,84611,36.462,FPC-457,51.698,82785,45.158,87064,67.285,80343,41.647,80904,56.47,83916,57.537,85380
36061009300,Manhattan,MN0401,-74.00087528572324,40.747113531342414,POINT (-74.00087526397357 40.74711353235393),POINT (-74.00087528572324 40.74711353134241),13.899,87247,13.809,85521,13.48,85523,18.422,81199,28.029,85434,22.209,85517,33.625,85083,34.873,FPC-488,35.728,FPC-624,36.632,FPC-457,44.726,84354,46.244,82785,45.0,FPC-223,46.21,84611,47.071,85298,54.597,87064,63.055,80343,56.64,83916,55.183,85380,47.374,80904
36061009400,Manhattan,MN0502,-73.97774408784096,40.75522698291681,POINT (-73.97774411769815 40.75522696927366),POINT (-73.97774408784096 40.75522698291681),9.451,81199,12.581,85521,11.674,85523,14.635,87247,29.868,85083,34.33,85434,26.347,85517,25.213,FPC-624,35.087,FPC-488,48.334,84354,39.778,85298,47.431,FPC-223,48.641,84611,39.108,FPC-457,52.545,82785,47.804,87064,67.118,80343,42.327,80904,59.116,83916,57.471,85380
36061009500,Manhattan,MN0501,-73.99335783100113,40.747236613418885,POINT (-73.99335780527082 40.747236618528945),POINT (-73.99335783100113 40.74723661341888),6.565,87247,8.357,85521,5.942,85523,18.933,81199,27.828,85434,30.655,85083,16.67,85517,35.462,FPC-488,30.907,FPC-624,43.062,84354,33.505,FPC-457,46.043,82785,42.159,FPC-223,43.369,84611,39.533,85298,47.059,87064,62.48,80343,52.624,83916,47.885,80904,53.166,85380
36061009600,Manhattan,MN0502,-73.98088602116582,40.75637499569668,POINT (-73.98088604223729 40.756374983036366),POINT (-73.98088602116582 40.75637499569668),10.432,85523,9.532,85521,13.667,81199,15.079,87247,31.429,85083,29.564,85434,28.484,85517,28.857,FPC-624,36.648,FPC-488,46.261,84354,40.312,85298,46.962,FPC-223,42.794,FPC-457,48.172,84611,47.779,82785,51.426,87064,62.351,80343,45.132,80904,59.953,83916,54.513,85380
36061009700,Manhattan,MN0401,-73.99903271626314,40.749640888137115,POINT (-73.99903269109056 40.7496408884048),POINT (-73.99903271626314 40.74964088813712),13.741,87247,13.452,85523,13.423,85521,22.137,81199,31.744,85434,24.18,85517,34.614,85083,38.588,FPC-488,37.754,FPC-624,46.892,84354,40.347,FPC-457,49.959,82785,45.989,FPC-223,47.043,85298,47.199,84611,54.569,87064,66.77,80343,60.134,83916,52.142,85380,51.089,80904
36061009800,Manhattan,MN0604,-73.96777472513914,40.75578800691339,POINT (-73.967774717697 40.755788004678),POINT (-73.96777472513914 40.75578800691339),7.844,81199,17.022,85521,17.047,85523,22.125,87247,26.898,85083,33.178,85434,25.86,FPC-624,28.565,85517,32.117,FPC-488,45.905,84354,40.5,85298,47.635,FPC-223,48.845,84611,38.368,FPC-457,45.228,87064,53.769,82785,66.997,80343,39.357,80904,57.141,83916,59.842,85380
36061009902,Manhattan,MN0401,-74.00495639288705,40.75213531411628,POINT (-74.00495636304001 40.75213531696895),POINT (-74.00495639288705 40.75213531411628),20.601,87247,13.874,85523,16.726,85521,25.453,81199,37.262,85434,29.564,85517,34.681,85083,41.607,FPC-488,34.933,FPC-624,45.865,FPC-457,49.207,84354,55.477,82785,48.241,85298,48.304,FPC-223,49.514,84611,55.767,87064,72.288,80343,65.518,83916,57.848,85380,55.322,80904
36061009903,Manhattan,MN0401,-74.00247122783422,40.75614840872762,POINT (-74.00247121412347 40.756148385102335),POINT (-74.00247122783422 40.75614840872762),11.384,85523,14.757,85521,21.729,87247,22.963,81199,36.986,85434,29.674,85517,32.191,85083,39.518,FPC-488,32.443,FPC-624,45.256,FPC-457,53.306,84354,55.201,82785,45.751,85298,53.212,FPC-223,53.969,84611,53.277,87064,70.569,80343,60.915,83916,51.974,85380,53.353,80904
36061010000,Manhattan,MN0604,-73.9712333380797,40.758064923372565,POINT (-73.97123336153354 40.75806490689762),POINT (-73.9712333380797 40.75806492337257),2.375,81199,11.938,85523,14.822,85521,18.447,87247,26.134,85083,31.832,85434,22.182,FPC-624,25.135,85517,31.353,FPC-488,44.86,84354,36.822,85298,43.957,FPC-223,45.167,84611,37.896,FPC-457,41.55,87064,50.324,82785,67.135,80343,38.593,80904,57.763,83916,58.971,85380
