GEOID,BoroName,NTA2020,lon,lat,centroid,geometry,tt_0,fp_0,tt_1,fp_1,tt_2,fp_2,tt_3,fp_3,tt_4,fp_4,tt_5,fp_5,tt_6,fp_6,tt_7,fp_7,tt_8,fp_8,tt_9,fp_9,tt_10,fp_10,tt_11,fp_11,tt_12,fp_12,tt_13,fp_13,tt_14,fp_14,tt_15,fp_15,tt_16,fp_16,tt_17,fp_17,tt_18,fp_18,tt_19,fp_19,tt_20,fp_20,tt_21,fp_21,tt_22,fp_22,tt_23,fp_23,tt_24,fp_24,tt_25,fp_25,tt_26,fp_26,tt_27,fp_27,tt_28,fp_28,tt_29,fp_29,tt_30,fp_30,tt_31,fp_31,tt_32,fp_32,tt_33,fp_33,tt_34,fp_34,tt_35,fp_35,tt_36,fp_36,tt_37,fp_37,tt_38,fp_38,tt_39,fp_39,tt_40,fp_40,tt_41,fp_41,tt_42,fp_42,tt_43,fp_43,tt_44,fp_44,tt_45,fp_45,tt_46,fp_46,tt_47,fp_47,tt_48,fp_48,tt_49,fp_49
36061000100,Manhattan,MN0191,-74.04233963651815,40.69567322688057,POINT (-74.04233991488555 40.69567298240604),POINT (-74.04233963651815 40.69567322688057),256.59,FPC-374,246.624,FPC-656,260.359,FPC-628,263.404,87247,263.073,81735,265.128,87369,263.665,DSNY-BRS-1461,264.901,81199,269.018,85351,264.592,FPC-632,264.592,Plentiful-1480,269.362,80296,269.362,85506,266.645,83318,262.586,FPC-168,203.926,83916,270.96,CH-R802,276.083,84949,276.864,FPC-659,275.502,82343,203.958,83328,271.63,80752,273.157,FPC-101,284.672,83628,275.613,Plentiful-1399,270.318,FPC-170,271.257,FPC-482,281.016,82296,278.782,83311,275.155,80861,276.203,FPC-493,284.952,83630,278.154,Plentiful-1368,291.073,85276,271.75,FPC-624,283.247,FPC-432,292.726,FPC-597,278.574,84947,286.688,FPC-530,283.212,85435,289.796,FPC-605,281.889,85027,287.556,81608,289.749,84129,285.769,85387,292.216,85357,296.66,85385,290.692,85317,291.267,Plentiful-1342,301.242,85251
36061000201,Manhattan,MN0301,-73.98584800829613,40.711868746013344,POINT (-73.98584800028144 40.71186871871548),POINT (-73.98584800829613 40.71186874601334),13.911,FPC-628,12.32,FPC-374,28.553,87247,27.588,81735,38.47,85351,37.181,87369,38.637,81199,36.316,DSNY-BRS-1461,36.966,FPC-168,35.179,FPC-659,57.362,83628,42.878,83318,44.475,FPC-656,42.926,FPC-101,50.472,85506,50.472,80296,52.316,84949,53.472,82343,43.882,FPC-170,46.764,80752,48.292,FPC-632,48.292,Plentiful-1480,56.078,CH-R802,46.942,FPC-482,48.323,83630,58.3,82296,51.298,83311,50.84,80861,50.583,FPC-493,60.665,Plentiful-1399,52.534,Plentiful-1368,46.13,FPC-624,57.462,FPC-597,59.659,85276,50.511,FPC-432,55.138,FPC-605,52.954,84947,61.068,FPC-530,56.197,85027,54.993,85435,63.411,84129,61.943,81608,60.077,85387,65.072,85317,65.764,85251,71.04,85385,67.273,85357,69.325,83916,64.54,Plentiful-1342,68.629,83328
36061000600,Manhattan,MN0301,-73.989476789607,40.71195059941946,POINT (-73.9894767752886 40.711950582311424),POINT (-73.989476789607 40.71195059941946),8.025,FPC-374,12.697,FPC-628,23.837,87247,22.872,81735,32.465,87369,37.119,85351,33.921,81199,31.6,DSNY-BRS-1461,33.538,FPC-168,34.434,FPC-659,39.845,FPC-656,54.041,83628,38.162,83318,38.21,FPC-101,45.756,85506,45.756,80296,47.6,84949,39.166,FPC-170,48.756,82343,42.048,80752,43.576,FPC-632,43.576,Plentiful-1480,51.362,CH-R802,42.574,FPC-482,46.582,83311,47.578,83630,46.472,80861,53.584,82296,47.155,FPC-493,55.949,Plentiful-1399,49.106,Plentiful-1368,42.702,FPC-624,52.746,FPC-597,56.025,85276,45.795,FPC-432,49.526,84947,50.422,FPC-605,57.64,FPC-530,52.769,85027,51.397,85435,59.815,84129,57.227,81608,56.649,85387,61.644,85317,63.79,85251,67.612,85385,64.695,83916,62.557,85357,63.999,83328,60.944,Plentiful-1342
36061001401,Manhattan,MN0302,-73.98733213729894,40.71516046573841,POINT (-73.98733213277733 40.715160475095416),POINT (-73.98733213729894 40.71516046573841),7.958,FPC-628,8.392,FPC-374,25.078,87247,24.113,81735,33.706,87369,32.5,85351,34.294,81199,31.387,DSNY-BRS-1461,34.195,FPC-168,29.209,FPC-659,51.392,83628,39.403,83318,40.569,FPC-656,39.451,FPC-101,46.997,85506,46.997,80296,38.517,FPC-170,41.896,80752,48.841,84949,49.997,82343,43.649,FPC-482,44.486,FPC-632,44.486,Plentiful-1480,52.603,CH-R802,47.823,83311,47.547,80861,47.812,FPC-493,42.353,83630,54.825,82296,57.19,Plentiful-1399,49.763,Plentiful-1368,43.359,FPC-624,53.987,FPC-597,53.689,85276,46.824,FPC-432,50.183,84947,51.663,FPC-605,58.297,FPC-530,53.426,85027,48.856,85435,57.274,84129,58.468,81608,57.306,85387,62.301,85317,65.708,85385,59.794,85251,63.798,85357,58.403,Plentiful-1342,65.77,83916,65.074,83328
36061001402,Manhattan,MN0302,-73.9858816314248,40.71751329862137,POINT (-73.98588163638996 40.71751329107455),POINT (-73.9858816314248 40.71751329862137),4.152,FPC-628,12.29,FPC-374,21.961,87247,20.996,81735,30.589,87369,30.505,81199,29.724,DSNY-BRS-1461,28.711,85351,30.406,FPC-168,25.42,FPC-659,47.603,83628,39.286,83318,38.503,FPC-656,34.728,FPC-170,39.334,FPC-101,40.172,80752,44.085,85506,44.085,80296,48.724,84949,49.88,82343,41.939,FPC-482,44.706,83311,40.697,FPC-632,45.106,80861,40.697,Plentiful-1480,44.023,FPC-493,51.336,CH-R802,38.564,83630,53.445,82296,45.974,Plentiful-1368,57.073,Plentiful-1399,39.57,FPC-624,50.87,FPC-597,43.035,FPC-432,49.9,85276,46.394,84947,48.546,FPC-605,54.508,FPC-530,49.637,85027,49.521,85435,57.569,84129,55.351,81608,53.517,85387,58.512,85317,64.48,85385,56.005,85251,60.681,85357,59.068,Plentiful-1342,63.353,83916,66.974,Plentiful-1528
36061001800,Manhattan,MN0302,-73.99084216687713,40.719046119948565,POINT (-73.99084214553514 40.719046119924954),POINT (-73.99084216687713 40.71904611994857),6.02,FPC-628,6.949,FPC-374,21.843,87247,19.787,81735,30.15,87369,26.595,DSNY-BRS-1461,27.725,81199,29.714,FPC-168,30.579,85351,45.773,83628,27.288,FPC-659,35.777,FPC-656,39.168,83318,37.104,80752,35.222,FPC-170,39.216,FPC-101,44.579,85506,44.579,80296,40.73,FPC-482,48.606,84949,49.762,82343,43.735,83311,42.872,80861,41.789,FPC-493,41.191,FPC-632,41.191,Plentiful-1480,51.83,CH-R802,40.432,83630,45.865,Plentiful-1368,54.59,82296,39.578,FPC-624,56.955,Plentiful-1399,50.752,FPC-597,44.903,FPC-432,51.768,85276,46.402,84947,54.022,FPC-530,48.428,FPC-605,49.789,85027,44.064,85435,52.482,84129,55.233,81608,53.669,85387,58.334,85317,60.916,85385,60.18,85357,53.611,Plentiful-1342,57.873,85251,63.847,83916,63.151,83328
36061002201,Manhattan,MN0302,-73.9818441595981,40.71911566546385,POINT (-73.98184414606295 40.71911565637374),POINT (-73.9818441595981 40.71911566546385),6.452,FPC-628,17.508,FPC-374,27.983,87247,27.018,81735,36.611,87369,33.763,81199,35.69,DSNY-BRS-1461,35.209,85351,35.752,FPC-168,52.975,83628,31.918,FPC-659,45.308,83318,41.226,FPC-170,45.356,FPC-101,46.194,80752,45.001,FPC-656,50.583,85506,50.583,80296,54.746,84949,47.961,FPC-482,55.902,82343,50.728,83311,48.91,80861,47.827,FPC-493,45.062,83630,47.195,FPC-632,47.195,Plentiful-1480,57.834,CH-R802,51.903,Plentiful-1368,59.943,82296,45.527,FPC-624,63.095,Plentiful-1399,56.892,FPC-597,49.533,FPC-432,56.398,85276,52.351,84947,54.568,FPC-605,60.465,FPC-530,55.738,85027,53.159,85435,61.577,84129,61.373,81608,59.618,85387,64.372,85317,70.011,85385,62.503,85251,66.703,85357,62.706,Plentiful-1342,73.075,Plentiful-1528,69.851,83916
36061002601,Manhattan,MN0303,-73.97993015397464,40.72258485164247,POINT (-73.97993013644351 40.72258485381506),POINT (-73.97993015397464 40.72258485164247),12.033,FPC-628,18.78,FPC-374,27.756,87247,28.436,81735,31.561,81199,35.59,87369,35.448,DSNY-BRS-1461,31.682,FPC-168,39.44,85351,48.294,83628,36.149,FPC-659,39.414,FPC-170,44.997,80752,47.738,83318,47.786,FPC-101,44.624,FPC-482,48.7,FPC-656,54.814,85506,54.814,80296,46.382,80861,49.707,83311,57.176,84949,45.299,FPC-493,58.332,82343,41.888,83630,47.25,Plentiful-1368,51.426,FPC-632,51.426,Plentiful-1480,60.938,CH-R802,40.846,FPC-624,59.108,82296,58.446,FPC-597,65.525,Plentiful-1399,53.764,FPC-432,55.563,85276,47.67,84947,56.122,FPC-605,55.784,FPC-530,51.057,85027,52.308,85435,58.845,84129,60.352,81608,54.937,85387,59.788,85317,65.756,85385,65.583,85357,66.734,85251,60.363,Plentiful-1342,68.394,Plentiful-1528,73.856,83916
36061002602,Manhattan,MN0303,-73.97861335594028,40.72438922415978,POINT (-73.9786133390267 40.72438922658674),POINT (-73.97861335594028 40.72438922415978),13.447,FPC-628,20.194,FPC-374,24.38,87247,25.06,81735,28.185,81199,32.214,87369,32.072,DSNY-BRS-1461,28.306,FPC-168,36.638,85351,44.918,83628,37.563,FPC-659,36.038,FPC-170,41.621,80752,49.152,83318,49.2,FPC-101,41.248,FPC-482,43.006,80861,46.331,83311,54.118,85506,41.923,FPC-493,49.449,FPC-656,54.118,80296,58.59,84949,59.746,82343,38.512,83630,43.874,Plentiful-1368,37.47,FPC-624,50.73,FPC-632,50.73,Plentiful-1480,61.369,CH-R802,57.625,FPC-597,55.732,82296,64.587,Plentiful-1399,52.361,FPC-432,44.294,84947,52.187,85276,52.408,FPC-530,55.301,FPC-605,47.681,85027,48.932,85435,55.469,84129,56.976,81608,51.561,85387,56.412,85317,62.38,85385,62.207,85357,56.987,Plentiful-1342,68.148,85251,65.018,Plentiful-1528,66.85,Plentiful-113
36061002800,Manhattan,MN0303,-73.97681304479434,40.726860955813045,POINT (-73.97681303615444 40.726860950834535),POINT (-73.97681304479434 40.72686095581304),15.622,FPC-628,22.369,FPC-374,23.308,87247,23.379,81735,27.208,81199,30.533,87369,30.391,DSNY-BRS-1461,26.625,FPC-168,34.957,85351,43.237,83628,37.841,FPC-659,34.357,FPC-170,39.94,80752,39.567,FPC-482,51.375,FPC-101,49.896,83318,41.325,80861,44.65,83311,40.242,FPC-493,52.437,85506,52.437,80296,47.768,FPC-656,59.334,84949,42.193,Plentiful-1368,58.577,82343,36.831,83630,35.789,FPC-624,55.944,FPC-597,49.049,FPC-632,59.688,CH-R802,49.049,Plentiful-1480,54.051,82296,62.906,Plentiful-1399,50.68,FPC-432,42.613,84947,50.727,FPC-530,50.506,85276,53.62,FPC-605,46.0,85027,47.251,85435,53.788,84129,55.295,81608,49.88,85387,54.731,85317,60.699,85385,60.526,85357,55.306,Plentiful-1342,66.763,85251,63.337,Plentiful-1528,65.169,Plentiful-113
