,GEOID,Median_Income,Median_Income_4per_hh,Total_Population,percent_car_owners,percent_poverty,TCoL_2023,TCoL_mapping,Income_minus_TCOL,below_TCOL
622,36047033100,48393,75009,4441,0.3864,0.2538,113549.0,BK_rest,-38540.0,1
623,36047033300,67663,53801,4578,0.3895,0.1903,113549.0,BK_rest,-59748.0,1
624,36047033500,76771,118995,3218,0.583,0.1878,113549.0,BK_rest,5446.0,0
625,36047033600,82500,177159,5217,0.8385,0.16,113549.0,BK_rest,63610.0,0
626,36047033701,54981,85220,2603,0.2747,0.0515,113549.0,BK_rest,-28329.0,1
627,36047033702,68167,105658,1660,0.6905,0.2106,113549.0,BK_rest,-7891.0,1
628,36047033900,51950,128618,4720,0.2558,0.2554,113549.0,BK_rest,15069.0,0
629,36047034000,16978,26315,1998,0.2977,0.5048,113549.0,BK_rest,-87234.0,1
630,36047034100,66357,121599,3240,0.4399,0.1962,113549.0,BK_rest,8050.0,0
631,36047034200,20469,21820,6615,0.2865,0.4014,113549.0,BK_rest,-91729.0,1
632,36047034300,31420,48701,5340,0.1928,0.3923,113549.0,BK_rest,-64848.0,1
633,36047034500,50982,57847,2833,0.3209,0.1497,113549.0,BK_rest,-55702.0,1
634,36047034700,34122,139405,3720,0.1612,0.2077,113549.0,BK_rest,25856.0,0
635,36047034800,49256,46250,2851,0.5064,0.3066,113549.0,BK_rest,-67299.0,1
636,36047034901,42229,51250,1937,0.191,0.08,113549.0,BK_rest,-62299.0,1
637,36047034902,43125,85107,3934,0.2844,0.2072,113549.0,BK_rest,-28442.0,1
638,36047035000,44871,77037,3355,0.5452,0.1827,113549.0,BK_rest,-36512.0,1
639,36047035101,39489,45510,2565,0.4435,0.3103,113549.0,BK_rest,-68039.0,1
640,36047035102,72955,82426,2659,0.3503,0.1621,113549.0,BK_rest,-31123.0,1
641,36047035200,12073,18713,1401,0.1169,0.561,113549.0,BK_rest,-94836.0,1
642,36047035301,39107,43333,2731,0.1733,0.2578,113549.0,BK_rest,-70216.0,1
643,36047035302,80565,82337,3022,0.3502,0.0489,113549.0,BK_rest,-31212.0,1
644,36047035400,52143,85453,6315,0.5614,0.1124,113549.0,BK_rest,-28096.0,1
645,36047035500,52695,80167,5772,0.3764,0.1462,113549.0,BK_rest,-33382.0,1
646,36047035601,31910,49460,2879,0.4659,0.1723,113549.0,BK_rest,-64089.0,1
647,36047035602,55995,73309,5875,0.5678,0.0803,113549.0,BK_rest,-40240.0,1
648,36047035701,38793,86683,2414,0.2039,0.2705,113549.0,BK_rest,-26866.0,1
649,36047035900,67432,83750,5944,0.2704,0.2201,113549.0,BK_rest,-29799.0,1
650,36047036001,27700,42935,3055,0.2746,0.2769,113549.0,BK_rest,-70614.0,1
651,36047036002,30136,209840,4311,0.1597,0.3142,113549.0,BK_rest,96291.0,0
652,36047036100,20636,42455,2914,0.3008,0.3746,113549.0,BK_rest,-71094.0,1
653,36047036200,53464,65658,3866,0.5136,0.2401,113549.0,BK_rest,-47891.0,1
654,36047036300,36037,55857,5861,0.3191,0.331,113549.0,BK_rest,-57692.0,1
655,36047036400,53528,62188,2441,0.3885,0.163,113549.0,BK_rest,-51361.0,1
656,36047036501,45096,90234,3299,0.3865,0.2201,113549.0,BK_rest,-23315.0,1
657,36047036502,44926,69635,1655,0.4898,0.3303,113549.0,BK_rest,-43914.0,1
658,36047036600,43806,41490,4315,0.4797,0.3518,113549.0,BK_rest,-72059.0,1
659,36047036700,60368,93570,1942,0.4527,0.1988,113549.0,BK_rest,-19979.0,1
660,36047036900,36605,70435,5840,0.2153,0.2715,113549.0,BK_rest,-43114.0,1
661,36047037000,81000,143523,4358,0.7819,0.17,113549.0,BK_rest,29974.0,0
662,36047037100,78750,96389,5344,0.475,0.1718,113549.0,BK_rest,-17160.0,1
663,36047037300,62542,96940,4831,0.2475,0.3044,113549.0,BK_rest,-16609.0,1
664,36047037401,52625,108026,4735,0.5912,0.1563,113549.0,BK_rest,-5523.0,1
665,36047037402,44472,60417,4967,0.5147,0.1415,113549.0,BK_rest,-53132.0,1
666,36047037500,68594,89808,3269,0.4049,0.1302,113549.0,BK_rest,-23741.0,1
667,36047037700,70865,137368,5229,0.4801,0.1926,113549.0,BK_rest,23819.0,0
668,36047037900,56645,82500,5122,0.479,0.2519,113549.0,BK_rest,-31049.0,1
669,36047038100,52131,80803,5605,0.392,0.2196,113549.0,BK_rest,-32746.0,1
670,36047038200,17806,43712,6190,0.2255,0.4785,113549.0,BK_rest,-69837.0,1
671,36047038300,77917,136977,5573,0.5108,0.2163,113549.0,BK_rest,23428.0,0
672,36047038500,83079,164851,4556,0.4311,0.1288,113549.0,BK_rest,51302.0,0
673,36047038600,84125,83182,3336,0.7259,0.1214,113549.0,BK_rest,-30367.0,1
674,36047038700,51125,79243,4157,0.4564,0.3328,113549.0,BK_rest,-34306.0,1
675,36047038800,76311,129360,4691,0.6361,0.1801,113549.0,BK_rest,15811.0,0
676,36047038900,83681,89718,3072,0.4858,0.1885,113549.0,BK_rest,-23831.0,1
677,36047039000,69408,68794,2592,0.7368,0.1586,113549.0,BK_rest,-44755.0,1
678,36047039100,93964,145644,3844,0.3485,0.2029,113549.0,BK_rest,32095.0,0
679,36047039200,58327,159417,3370,0.6803,0.0899,113549.0,BK_rest,45868.0,0
680,36047039300,84148,67222,4284,0.2438,0.1716,113549.0,BK_rest,-46327.0,1
681,36047039400,39091,60591,2184,0.5068,0.2953,113549.0,BK_rest,-52958.0,1
682,36047039500,52264,81009,3838,0.267,0.3163,113549.0,BK_rest,-32540.0,1
683,36047039600,59063,91547,2090,0.7476,0.1732,113549.0,BK_rest,-22002.0,1
684,36047039700,57339,88875,3076,0.3323,0.2529,113549.0,BK_rest,-24674.0,1
685,36047039800,76600,118730,3103,0.5835,0.1751,113549.0,BK_rest,5181.0,0
686,36047039900,55517,101250,4551,0.3554,0.2169,113549.0,BK_rest,-12299.0,1
687,36047040000,51991,95833,3073,0.6186,0.1434,113549.0,BK_rest,-17716.0,1
688,36047040100,49565,55833,3423,0.3793,0.3376,113549.0,BK_rest,-57716.0,1
689,36047040200,64118,90966,2936,0.6155,0.1866,113549.0,BK_rest,-22583.0,1
690,36047040300,75298,134609,4094,0.3429,0.2191,113549.0,BK_rest,21060.0,0
691,36047040400,80000,124000,2563,0.7639,0.1311,113549.0,BK_rest,10451.0,0
692,36047040500,67188,87716,1584,0.3778,0.1597,113549.0,BK_rest,-25833.0,1
693,36047040600,66196,44115,3992,0.5009,0.1383,113549.0,BK_rest,-69434.0,1
694,36047040800,84753,64545,3862,0.7085,0.095,113549.0,BK_rest,-49004.0,1
695,36047040900,56020,86831,4358,0.349,0.3531,113549.0,BK_rest,-26718.0,1
696,36047041000,63224,115179,2055,0.7085,0.1637,113549.0,BK_rest,1630.0,0
697,36047041100,54128,83898,3778,0.358,0.1898,113549.0,BK_rest,-29651.0,1
698,36047041200,106000,164300,3454,0.5251,0.2626,113549.0,BK_rest,50751.0,0
699,36047041300,64267,67986,3646,0.4239,0.2013,113549.0,BK_rest,-45563.0,1
700,36047041401,66250,148188,1396,0.7364,0.1948,113549.0,BK_rest,34639.0,0
701,36047041402,51735,26625,2052,0.5802,0.2042,113549.0,BK_rest,-86924.0,1
702,36047041500,84072,60099,4472,0.4135,0.2066,113549.0,BK_rest,-53450.0,1
703,36047041600,56695,55990,2178,0.7591,0.1116,113549.0,BK_rest,-57559.0,1
704,36047041700,24948,101638,3330,0.2487,0.2462,113549.0,BK_rest,-11911.0,1
705,36047041800,55000,150778,2785,0.517,0.1908,113549.0,BK_rest,37229.0,0
706,36047041900,58636,37043,3866,0.3395,0.3213,113549.0,BK_rest,-76506.0,1
707,36047042000,70588,109411,1812,0.6062,0.1625,113549.0,BK_rest,-4138.0,1
708,36047042100,86964,64048,4505,0.3251,0.1545,113549.0,BK_rest,-49501.0,1
709,36047042200,60918,49211,3624,0.7112,0.2127,113549.0,BK_rest,-64338.0,1
710,36047042300,83949,58636,3990,0.3564,0.1145,113549.0,BK_rest,-54913.0,1
711,36047042400,62321,77461,3753,0.5102,0.1553,113549.0,BK_rest,-36088.0,1
712,36047042500,88650,153346,3412,0.3133,0.224,113549.0,BK_rest,39797.0,0
713,36047042600,67375,138750,4782,0.4749,0.2539,113549.0,BK_rest,25201.0,0
714,36047042700,82917,128521,4690,0.282,0.1746,113549.0,BK_rest,14972.0,0
715,36047042800,72344,112133,3892,0.6542,0.0928,113549.0,BK_rest,-1416.0,1
716,36047042900,64063,110859,5558,0.2171,0.2566,113549.0,BK_rest,-2690.0,1
717,36047043000,46038,50287,3738,0.5239,0.1578,113549.0,BK_rest,-63262.0,1
718,36047043100,77633,53510,4695,0.2419,0.1808,113549.0,BK_rest,-60039.0,1
719,36047043200,78173,134600,4504,0.5317,0.1055,113549.0,BK_rest,21051.0,0
720,36047043300,33641,144107,3820,0.2134,0.3223,113549.0,BK_rest,30558.0,0
721,36047043400,54375,55125,4014,0.5832,0.3084,113549.0,BK_rest,-58424.0,1
722,36047043500,71049,110536,5191,0.3864,0.2179,113549.0,BK_rest,-3013.0,1
723,36047043600,58193,90199,5057,0.5814,0.1966,113549.0,BK_rest,-23350.0,1
724,36047043700,60667,88073,6041,0.4021,0.1933,113549.0,BK_rest,-25476.0,1
725,36047043800,65357,75129,2463,0.5571,0.1398,113549.0,BK_rest,-38420.0,1
726,36047043900,80286,70208,3919,0.45,0.1391,113549.0,BK_rest,-43341.0,1
727,36047044000,67250,127581,2952,0.6033,0.1958,113549.0,BK_rest,14032.0,0
728,36047044100,53594,158105,5563,0.368,0.3207,113549.0,BK_rest,44556.0,0
729,36047044200,72837,74889,2499,0.7247,0.1929,113549.0,BK_rest,-38660.0,1
730,36047044300,84180,110568,4537,0.325,0.1657,113549.0,BK_rest,-2981.0,1
731,36047044400,54265,90625,3900,0.5476,0.2733,113549.0,BK_rest,-22924.0,1
732,36047044500,77451,53201,4519,0.445,0.1562,113549.0,BK_rest,-60348.0,1
733,36047044600,68051,78224,2055,0.6207,0.1066,113549.0,BK_rest,-35325.0,1
734,36047044700,73438,114167,2487,0.2304,0.4242,113549.0,BK_rest,618.0,0
735,36047044800,67750,39280,1918,0.6203,0.1072,113549.0,BK_rest,-74269.0,1
736,36047044901,52716,58750,2884,0.2635,0.2445,142051.0,NW_BK,-83301.0,1
737,36047045000,75446,116941,982,0.7711,0.3595,113549.0,BK_rest,3392.0,0
738,36047045200,73393,113759,2766,0.7241,0.0839,113549.0,BK_rest,210.0,0
739,36047045300,57143,58750,2291,0.2196,0.4363,142051.0,NW_BK,-83301.0,1
740,36047045400,96875,150156,1737,0.6949,0.1434,113549.0,BK_rest,36607.0,0
741,36047045600,68056,105486,2202,0.4484,0.2048,113549.0,BK_rest,-8063.0,1
742,36047045800,84018,130227,1196,0.7783,0.1204,113549.0,BK_rest,16678.0,0
743,36047046000,82500,221719,3529,0.4849,0.1252,,,,0
744,36047046201,38050,58977,2287,0.5014,0.1412,113549.0,BK_rest,-54572.0,1
745,36047046202,82450,108690,1960,0.7609,0.1152,113549.0,BK_rest,-4859.0,1
746,36047046400,54740,127917,2847,0.6273,0.3516,113549.0,BK_rest,14368.0,0
747,36047046800,35930,27917,2213,0.4685,0.1866,113549.0,BK_rest,-85632.0,1
748,36047047000,73750,100096,2527,0.7799,0.1215,113549.0,BK_rest,-13453.0,1
749,36047047200,78125,27969,3009,0.5686,0.1984,113549.0,BK_rest,-85580.0,1
750,36047047400,56500,74375,2590,0.509,0.3301,113549.0,BK_rest,-39174.0,1
751,36047047600,46250,71687,3132,0.5191,0.1611,113549.0,BK_rest,-41862.0,1
752,36047047700,164647,239811,4017,0.4322,0.1064,142051.0,NW_BK,97760.0,0
753,36047047800,63000,51542,4398,0.5346,0.1471,113549.0,BK_rest,-62007.0,1
754,36047048000,26159,40546,3324,0.3407,0.3755,113549.0,BK_rest,-73003.0,1
755,36047048100,81613,126500,3053,0.3307,0.1143,142051.0,NW_BK,-15551.0,1
756,36047048200,53804,83396,5545,0.4187,0.1614,113549.0,BK_rest,-30153.0,1
757,36047048400,56809,88053,5889,0.5359,0.2142,113549.0,BK_rest,-25496.0,1
758,36047048500,93929,178015,2329,0.3542,0.231,142051.0,NW_BK,35964.0,0
759,36047048600,55236,59125,3556,0.4547,0.2011,113549.0,BK_rest,-54424.0,1
760,36047048800,61013,51188,4420,0.5606,0.1326,113549.0,BK_rest,-62361.0,1
761,36047048900,25154,38988,3709,0.2141,0.3917,142051.0,NW_BK,-103063.0,1
762,36047049000,58965,42143,5573,0.3862,0.1615,113549.0,BK_rest,-71406.0,1
763,36047049100,36653,61759,6993,0.2713,0.3479,142051.0,NW_BK,-80292.0,1
764,36047049200,72058,250001,2978,0.5028,0.2408,113549.0,BK_rest,136452.0,0
765,36047049301,20465,31720,2408,0.128,0.4448,142051.0,NW_BK,-110331.0,1
766,36047049302,47238,73218,5262,0.3541,0.374,142051.0,NW_BK,-68833.0,1
767,36047049400,88846,92181,5372,0.506,0.1125,113549.0,BK_rest,-21368.0,1
768,36047049500,89375,178438,2546,0.2266,0.1915,142051.0,NW_BK,36387.0,0
769,36047049600,68474,57958,3938,0.4211,0.1314,113549.0,BK_rest,-55591.0,1
770,36047049700,107625,237067,3076,0.5315,0.054,142051.0,NW_BK,95016.0,0
771,36047049800,67580,104749,4036,0.451,0.0565,113549.0,BK_rest,-8800.0,1
772,36047049900,88958,250001,2088,0.5311,0.0805,142051.0,NW_BK,107950.0,0
773,36047050001,107333,232305,2250,0.6492,0.008,113549.0,BK_rest,118756.0,0
774,36047050002,148320,198646,1966,0.4385,0.0214,113549.0,BK_rest,85097.0,0
775,36047050100,98750,153062,3373,0.3594,0.1462,142051.0,NW_BK,11011.0,0
776,36047050202,97195,229375,2460,0.638,0.0984,113549.0,BK_rest,115826.0,0
777,36047050300,127993,250001,2910,0.2971,0.1014,142051.0,NW_BK,107950.0,0
778,36047050401,128443,199086,3171,0.5508,0.106,113549.0,BK_rest,85537.0,0
779,36047050402,134602,208633,1758,0.3319,0.0939,113549.0,BK_rest,95084.0,0
780,36047050500,63468,115736,4136,0.2592,0.2749,142051.0,NW_BK,-26315.0,1
781,36047050600,73077,89362,5820,0.4044,0.1568,113549.0,BK_rest,-24187.0,1
782,36047050700,50667,78533,3780,0.4411,0.3492,142051.0,NW_BK,-63518.0,1
783,36047050801,70134,108707,3719,0.2964,0.1899,113549.0,BK_rest,-4842.0,1
784,36047050803,67000,103850,2752,0.241,0.159,113549.0,BK_rest,-9699.0,1
785,36047050804,87124,135042,6597,0.3773,0.0963,113549.0,BK_rest,21493.0,0
786,36047050900,37003,52438,6003,0.4549,0.5606,142051.0,NW_BK,-89613.0,1
787,36047051001,54246,37632,4491,0.1883,0.1548,113549.0,BK_rest,-75917.0,1
788,36047051002,55974,50417,4038,0.2523,0.0825,113549.0,BK_rest,-63132.0,1
789,36047051100,79675,177560,4491,0.3285,0.2302,142051.0,NW_BK,35509.0,0
790,36047051200,65847,98750,6470,0.3832,0.1654,113549.0,BK_rest,-14799.0,1
791,36047051300,121607,188490,5825,0.3104,0.1624,142051.0,NW_BK,46439.0,0
792,36047051400,72477,106406,7733,0.3396,0.1561,113549.0,BK_rest,-7143.0,1
793,36047051500,167917,250001,2812,0.3863,0.0781,142051.0,NW_BK,107950.0,0
794,36047051601,56834,63571,5132,0.3966,0.1773,113549.0,BK_rest,-49978.0,1
795,36047051602,67276,112917,3843,0.3205,0.1073,113549.0,BK_rest,-632.0,1
796,36047051700,171375,180677,2857,0.3744,0.07,142051.0,NW_BK,38626.0,0
797,36047051800,84748,160577,3455,0.4024,0.116,113549.0,BK_rest,47028.0,0
798,36047051900,188567,186220,5257,0.3476,0.059,142051.0,NW_BK,44169.0,0
799,36047052000,108994,191845,3951,0.531,0.1182,113549.0,BK_rest,78296.0,0
800,36047052300,91750,104306,5376,0.238,0.1706,142051.0,NW_BK,-37745.0,1
801,36047052500,28050,51890,3321,0.248,0.2993,142051.0,NW_BK,-90161.0,1
802,36047052600,73895,114537,4366,0.424,0.1359,113549.0,BK_rest,988.0,0
803,36047052700,61966,73884,6917,0.2763,0.1557,142051.0,NW_BK,-68167.0,1
804,36047052800,107188,250001,1935,0.6913,0.1083,113549.0,BK_rest,136452.0,0
805,36047052900,27456,20599,2920,0.3505,0.4542,142051.0,NW_BK,-121452.0,1
806,36047053000,60365,108690,4133,0.5786,0.283,113549.0,BK_rest,-4859.0,1
807,36047053102,61458,95259,6244,0.5385,0.4609,142051.0,NW_BK,-46792.0,1
808,36047053200,65603,115526,2759,0.5079,0.1562,113549.0,BK_rest,1977.0,0
809,36047053300,24834,38492,6367,0.2318,0.5087,142051.0,NW_BK,-103559.0,1
810,36047053400,50444,86350,4927,0.5069,0.184,113549.0,BK_rest,-27199.0,1
811,36047053500,26760,41478,4033,0.2226,0.5078,142051.0,NW_BK,-100573.0,1
812,36047053700,46719,72414,4275,0.509,0.3939,142051.0,NW_BK,-69637.0,1
813,36047053800,63750,137988,5759,0.4433,0.1038,113549.0,BK_rest,24439.0,0
814,36047053900,23011,35667,2878,0.3229,0.5539,142051.0,NW_BK,-106384.0,1
815,36047054200,45549,70600,4138,0.5262,0.1631,113549.0,BK_rest,-42949.0,1
816,36047054400,67011,64234,4140,0.7386,0.1056,113549.0,BK_rest,-49315.0,1
817,36047054500,23456,22621,7650,0.1945,0.6207,142051.0,NW_BK,-119430.0,1
818,36047054600,57017,32129,5445,0.4203,0.1929,113549.0,BK_rest,-81420.0,1
819,36047054700,72130,44655,6717,0.3577,0.3104,142051.0,NW_BK,-97396.0,1
820,36047054800,82788,128321,2248,0.6178,0.1723,113549.0,BK_rest,14772.0,0
821,36047054900,122717,190211,4577,0.3566,0.2396,142051.0,NW_BK,48160.0,0
822,36047055000,67391,94231,3773,0.5394,0.1555,113549.0,BK_rest,-19318.0,1
823,36047055100,109662,169976,5413,0.356,0.1391,142051.0,NW_BK,27925.0,0
824,36047055200,81250,82243,3625,0.3914,0.1148,113549.0,BK_rest,-31306.0,1
825,36047055300,117750,182512,3065,0.3145,0.2154,142051.0,NW_BK,40461.0,0
826,36047055400,51667,122895,4252,0.4613,0.1312,113549.0,BK_rest,9346.0,0
827,36047055500,174028,250001,9345,0.4155,0.0626,142051.0,NW_BK,107950.0,0
828,36047055600,60458,49005,4079,0.5894,0.2879,113549.0,BK_rest,-64544.0,1
829,36047055700,107410,166485,1834,0.253,0.0769,142051.0,NW_BK,24434.0,0
830,36047055800,67500,104625,2511,0.4688,0.2013,113549.0,BK_rest,-8924.0,1
831,36047056100,126159,178611,3776,0.4374,0.0592,142051.0,NW_BK,36560.0,0
832,36047056200,115867,201111,1936,0.8897,0.0057,113549.0,BK_rest,87562.0,0
833,36047056301,121250,246389,4387,0.4282,0.1485,142051.0,NW_BK,104338.0,0
834,36047056302,63627,130179,1638,0.2894,0.1319,142051.0,NW_BK,-11872.0,1
835,36047056400,78409,129167,2735,0.8095,0.0987,113549.0,BK_rest,15618.0,0
836,36047056500,110673,208056,3432,0.2801,0.0533,142051.0,NW_BK,66005.0,0
837,36047056600,88472,107212,2679,0.7092,0.2131,113549.0,BK_rest,-6337.0,1
838,36047056800,82955,128580,1440,0.7744,0.1861,113549.0,BK_rest,15031.0,0
839,36047056900,148333,250001,1762,0.4474,0.0231,142051.0,NW_BK,107950.0,0
840,36047057000,69987,110750,3790,0.6494,0.1055,113549.0,BK_rest,-2799.0,1
841,36047057100,104761,162379,4036,0.2398,0.0505,142051.0,NW_BK,20328.0,0
842,36047057200,25498,70041,5394,0.2277,0.3396,113549.0,BK_rest,-43508.0,1
843,36047057300,93036,144205,2545,0.4125,0.1144,142051.0,NW_BK,2154.0,0
844,36047057400,87893,128333,2993,0.8048,0.1103,113549.0,BK_rest,14784.0,0
845,36047057500,107365,111298,4417,0.415,0.1313,142051.0,NW_BK,-30753.0,1
846,36047057600,84500,153500,3157,0.5777,0.1006,113549.0,BK_rest,39951.0,0
847,36047057800,60823,83971,2964,0.5632,0.2171,113549.0,BK_rest,-29578.0,1
848,36047057901,121031,187598,1274,0.1913,0.2429,142051.0,NW_BK,45547.0,0
849,36047058000,43375,102051,4214,0.4898,0.2501,113549.0,BK_rest,-11498.0,1
850,36047058200,66000,148750,2697,0.5481,0.0764,113549.0,BK_rest,35201.0,0
851,36047058400,67315,121406,3655,0.5135,0.0635,113549.0,BK_rest,7857.0,0
852,36047058600,74347,90139,2769,0.7169,0.1696,113549.0,BK_rest,-23410.0,1
853,36047058800,78375,121481,3542,0.5737,0.0802,113549.0,BK_rest,7932.0,0
854,36047058901,95357,168594,1804,0.5551,0.0671,142051.0,NW_BK,26543.0,0
855,36047059000,80147,135667,2025,0.4226,0.2267,113549.0,BK_rest,22118.0,0
856,36047059100,123872,192001,3963,0.4648,0.0505,142051.0,NW_BK,49950.0,0
857,36047059200,71167,122813,4190,0.4596,0.1706,113549.0,BK_rest,9264.0,0
858,36047059300,95595,137500,2396,0.488,0.126,142051.0,NW_BK,-4551.0,1
859,36047059402,80167,175719,5942,0.7732,0.0692,113549.0,BK_rest,62170.0,0
860,36047059403,84389,156910,3456,0.574,0.1305,113549.0,BK_rest,43361.0,0
861,36047059404,56771,204211,4313,0.5583,0.1348,113549.0,BK_rest,90662.0,0
862,36047059600,50000,77500,2445,0.677,0.1292,113549.0,BK_rest,-36049.0,1
863,36047059800,76312,118283,3712,0.6171,0.1767,113549.0,BK_rest,4734.0,0
864,36047060000,87365,199904,6344,0.7113,0.0976,113549.0,BK_rest,86355.0,0
865,36047060600,71994,166875,2896,0.495,0.1398,113549.0,BK_rest,53326.0,0
866,36047060800,86607,134240,3986,0.6218,0.1167,113549.0,BK_rest,20691.0,0
867,36047061002,82515,127898,5247,0.577,0.1193,113549.0,BK_rest,14349.0,0
868,36047061003,51597,93750,1842,0.3783,0.3018,113549.0,BK_rest,-19799.0,1
869,36047061004,33685,34923,6218,0.3036,0.1619,113549.0,BK_rest,-78626.0,1
870,36047061200,135500,166333,1169,0.8057,0.0355,113549.0,BK_rest,52784.0,0
871,36047061600,126375,246094,1508,0.7907,0.0108,113549.0,BK_rest,132545.0,0
872,36047062000,94348,123359,2021,0.8764,0.0643,113549.0,BK_rest,9810.0,0
873,36047062200,82422,131964,2786,0.6332,0.1453,113549.0,BK_rest,18415.0,0
874,36047062600,73472,85750,3105,0.687,0.0808,113549.0,BK_rest,-27799.0,1
875,36047062800,99710,131719,5009,0.8867,0.0783,113549.0,BK_rest,18170.0,0
876,36047063200,81196,125853,1471,0.8522,0.1332,113549.0,BK_rest,12304.0,0
877,36047063600,128636,199385,1254,0.8443,0.0813,113549.0,BK_rest,85836.0,0
878,36047063800,97981,128750,2258,0.7957,0.0463,,,,0
879,36047064000,127917,250001,1768,0.8759,0.0328,113549.0,BK_rest,136452.0,0
880,36047064200,57466,130156,2617,0.7441,0.2442,113549.0,BK_rest,16607.0,0
881,36047064400,82500,131111,2981,0.8024,0.1675,113549.0,BK_rest,17562.0,0
882,36047064600,84833,138095,2337,0.821,0.0308,113549.0,BK_rest,24546.0,0
883,36047064800,108846,139107,2430,0.8578,0.0835,113549.0,BK_rest,25558.0,0
884,36047065000,74159,250001,1524,0.6266,0.0903,113549.0,BK_rest,136452.0,0
885,36047065200,98103,129904,1173,0.9278,0.0153,113549.0,BK_rest,16355.0,0
886,36047065400,110500,194167,1592,0.919,0.0452,113549.0,BK_rest,80618.0,0
887,36047065600,104653,171484,1900,0.8508,0.0342,113549.0,BK_rest,57935.0,0
888,36047065800,84427,213036,1853,0.8136,0.0907,113549.0,BK_rest,99487.0,0
889,36047066000,133571,152813,2100,0.81,0.009,113549.0,BK_rest,39264.0,0
890,36047066200,83446,120583,1392,0.8253,0.0524,113549.0,BK_rest,7034.0,0
891,36047067000,82629,155385,2928,0.6384,0.0997,113549.0,BK_rest,41836.0,0
892,36047067200,73807,61667,1713,0.7495,0.042,113549.0,BK_rest,-51882.0,1
893,36047067400,135139,183500,1968,0.8521,0.0412,113549.0,BK_rest,69951.0,0
894,36047067600,89265,217266,1847,0.7849,0.131,113549.0,BK_rest,103717.0,0
895,36047067800,89844,155294,3312,0.7796,0.116,113549.0,BK_rest,41745.0,0
896,36047068000,105272,163171,2096,0.7121,0.0177,113549.0,BK_rest,49622.0,0
897,36047068200,94957,156860,2587,0.6834,0.0768,113549.0,BK_rest,43311.0,0
898,36047068600,72500,250001,1721,0.704,0.0383,113549.0,BK_rest,136452.0,0
899,36047068800,80481,220250,1872,0.7561,0.0279,113549.0,BK_rest,106701.0,0
900,36047069000,117292,121477,2007,0.7147,0.0665,113549.0,BK_rest,7928.0,0
901,36047069200,109167,154750,2354,0.7817,0.0231,113549.0,BK_rest,41201.0,0
902,36047069601,86023,183393,3400,0.8039,0.0512,113549.0,BK_rest,69844.0,0
903,36047069602,84619,250001,5748,0.8118,0.0882,113549.0,BK_rest,136452.0,0
904,36047069800,122019,136908,1534,0.9118,0.0146,,,,0
905,36047070000,84034,213750,1344,0.7216,0.032,113549.0,BK_rest,100201.0,0
906,36047070201,113707,176245,5775,0.8918,0.0274,113549.0,BK_rest,62696.0,0
907,36047070601,128385,198996,3468,0.9512,0.0291,113549.0,BK_rest,85447.0,0
908,36047072000,66285,128839,2109,0.6992,0.2541,113549.0,BK_rest,15290.0,0
909,36047072200,60048,87371,3165,0.7611,0.2057,113549.0,BK_rest,-26178.0,1
910,36047072400,76458,136641,1939,0.7165,0.0562,113549.0,BK_rest,23092.0,0
911,36047072600,89814,126161,2392,0.8306,0.0635,113549.0,BK_rest,12612.0,0
912,36047072800,70096,163681,3791,0.6541,0.0807,113549.0,BK_rest,50132.0,0
913,36047073000,117857,91417,2676,0.6517,0.0183,113549.0,BK_rest,-22132.0,1
914,36047073200,61572,56375,2195,0.7839,0.1508,113549.0,BK_rest,-57174.0,1
915,36047073400,95515,95882,1720,0.7424,0.0087,113549.0,BK_rest,-17667.0,1
916,36047073600,61292,57067,3186,0.6273,0.118,113549.0,BK_rest,-56482.0,1
917,36047073800,51719,117583,3863,0.5866,0.073,113549.0,BK_rest,4034.0,0
918,36047074000,66250,46615,3963,0.6701,0.1835,113549.0,BK_rest,-66934.0,1
919,36047074200,68931,128068,3144,0.5495,0.123,113549.0,BK_rest,14519.0,0
920,36047074400,143565,131964,3084,0.8815,0.0318,113549.0,BK_rest,18415.0,0
921,36047074600,91000,167500,2643,0.7054,0.0543,113549.0,BK_rest,53951.0,0
922,36047074800,73000,113150,1725,0.6529,0.2012,113549.0,BK_rest,-399.0,1
923,36047075000,87134,81053,3104,0.6464,0.0413,113549.0,BK_rest,-32496.0,1
924,36047075200,160536,248830,1076,1.0,0.0,113549.0,BK_rest,135281.0,0
925,36047075400,101581,124219,1262,0.8677,0.0166,113549.0,BK_rest,10670.0,0
926,36047075600,79583,115192,2121,0.8479,0.0646,113549.0,BK_rest,1643.0,0
927,36047075800,69375,136420,1742,0.7418,0.0534,113549.0,BK_rest,22871.0,0
928,36047076000,46949,72770,2935,0.5575,0.1768,113549.0,BK_rest,-40779.0,1
929,36047076200,55500,110321,4633,0.4071,0.2907,113549.0,BK_rest,-3228.0,1
930,36047076400,72889,127411,4230,0.4704,0.2071,113549.0,BK_rest,13862.0,0
931,36047076600,76250,112955,2182,0.4077,0.0839,113549.0,BK_rest,-594.0,1
932,36047076800,58663,109079,4064,0.6551,0.1316,113549.0,BK_rest,-4470.0,1
933,36047077000,88482,137147,2583,0.5197,0.0808,113549.0,BK_rest,23598.0,0
934,36047077200,83555,221696,3560,0.6065,0.121,113549.0,BK_rest,108147.0,0
935,36047077400,82562,84438,3441,0.4898,0.1078,,,,0
936,36047077600,78561,120852,3882,0.5684,0.0353,113549.0,BK_rest,7303.0,0
