,GEOID,Median_Income,Median_Income_4per_hh,Total_Population,percent_car_owners,percent_poverty,TCoL_2023,TCoL_mapping,Income_minus_TCOL,below_TCOL
307,36005042300,48897,61042,4395,0.3338,0.2705,107246.0,Bronx,-46204.0,1
308,36005042400,77896,106750,2512,0.6629,0.1083,107246.0,Bronx,-496.0,1
309,36005042500,32421,89635,6614,0.3209,0.2773,107246.0,Bronx,-17611.0,1
310,36005042600,82402,71963,7223,0.8105,0.0844,107246.0,Bronx,-35283.0,1
311,36005042800,89762,95263,2099,0.8148,0.1086,107246.0,Bronx,-11983.0,1
312,36005042901,38833,60191,3257,0.3947,0.3966,107246.0,Bronx,-47055.0,1
313,36005042902,42331,65613,4165,0.251,0.1829,107246.0,Bronx,-41633.0,1
314,36005043000,59500,92225,3565,0.6337,0.1708,107246.0,Bronx,-15021.0,1
315,36005043101,39681,55346,5844,0.3796,0.3356,107246.0,Bronx,-51900.0,1
316,36005043102,32759,66420,5008,0.2982,0.413,,,,0
317,36005043400,101875,142715,3880,0.6753,0.1392,107246.0,Bronx,35469.0,0
318,36005043501,27391,52083,1059,0.269,0.4684,107246.0,Bronx,-55163.0,1
319,36005043600,73550,91641,2214,0.6196,0.1956,107246.0,Bronx,-15605.0,1
320,36005044200,42009,190635,4122,0.443,0.3576,107246.0,Bronx,83389.0,0
321,36005044400,96094,140509,4725,0.6235,0.1345,107246.0,Bronx,33263.0,0
322,36005044800,101667,118958,2231,0.7634,0.1425,107246.0,Bronx,11712.0,0
323,36005044901,90000,250001,1995,0.7191,0.0481,107246.0,Bronx,142755.0,0
324,36005044902,98542,215570,2160,0.7684,0.096,107246.0,Bronx,108324.0,0
325,36005045101,54986,85228,1490,0.5124,0.0243,107246.0,Bronx,-22018.0,1
326,36005045102,85461,184118,2159,0.6903,0.0408,107246.0,Bronx,76872.0,0
327,36005045600,104190,107344,3637,0.7789,0.0299,107246.0,Bronx,98.0,0
328,36005045800,28850,44717,5381,0.1695,0.387,107246.0,Bronx,-62529.0,1
329,36005046000,38937,60352,3108,0.3678,0.2667,107246.0,Bronx,-46894.0,1
330,36005046203,43106,66814,7733,0.6089,0.111,107246.0,Bronx,-40432.0,1
331,36005046204,72088,102628,6891,0.7226,0.0855,107246.0,Bronx,-4618.0,1
332,36005046205,49219,76289,3053,0.4511,0.1163,107246.0,Bronx,-30957.0,1
333,36005046206,37343,57881,4084,0.4928,0.0524,107246.0,Bronx,-49365.0,1
334,36005046207,56157,87043,6351,0.5276,0.1516,107246.0,Bronx,-20203.0,1
335,36005046208,78339,77726,5879,0.8589,0.1497,107246.0,Bronx,-29520.0,1
336,36005046209,42121,19000,5039,0.4536,0.3534,107246.0,Bronx,-88246.0,1
337,36005048401,87870,147909,4213,0.7301,0.0484,107246.0,Bronx,40663.0,0
338,36005051601,118972,191548,4417,0.8963,0.0616,107246.0,Bronx,84302.0,0
339,36047000100,134738,250001,4722,0.454,0.052,142051.0,NW_BK,107950.0,0
340,36047000200,58882,56932,1160,0.4365,0.2922,113549.0,BK_rest,-56617.0,1
341,36047000301,179936,250001,3892,0.3721,0.0366,142051.0,NW_BK,107950.0,0
342,36047000501,141354,250001,4604,0.2958,0.0461,142051.0,NW_BK,107950.0,0
343,36047000502,155600,250001,2826,0.2758,0.0328,142051.0,NW_BK,107950.0,0
344,36047000700,186422,250001,4044,0.4169,0.058,142051.0,NW_BK,107950.0,0
345,36047000900,198590,250001,4687,0.254,0.0117,142051.0,NW_BK,107950.0,0
346,36047001100,154167,58906,1508,0.1866,0.0849,142051.0,NW_BK,-83145.0,1
347,36047001300,125673,248750,2028,0.3756,0.1248,142051.0,NW_BK,106699.0,0
348,36047001501,86172,66314,5117,0.1882,0.1534,142051.0,NW_BK,-75737.0,1
349,36047001502,122159,250001,5074,0.1719,0.1896,142051.0,NW_BK,107950.0,0
350,36047002000,65313,83056,1845,0.3713,0.1301,113549.0,BK_rest,-30493.0,1
351,36047002100,250001,250001,5540,0.5358,0.0428,142051.0,NW_BK,107950.0,0
352,36047002200,38309,59378,4083,0.3058,0.2572,113549.0,BK_rest,-54171.0,1
353,36047002300,21342,21578,4418,0.1793,0.5165,142051.0,NW_BK,-120473.0,1
354,36047002901,24600,43125,4370,0.1569,0.446,142051.0,NW_BK,-98926.0,1
355,36047003000,99511,173500,1736,0.7282,0.0818,113549.0,BK_rest,59951.0,0
356,36047003101,151300,250001,3608,0.4078,0.0718,142051.0,NW_BK,107950.0,0
357,36047003300,126101,195456,4630,0.1746,0.1319,142051.0,NW_BK,53405.0,0
358,36047003400,88897,119583,3582,0.6525,0.0461,113549.0,BK_rest,6034.0,0
359,36047003500,132528,250001,2297,0.2755,0.0937,142051.0,NW_BK,107950.0,0
360,36047003600,77536,125208,3699,0.538,0.1486,113549.0,BK_rest,11659.0,0
361,36047003700,144732,250001,3220,0.1905,0.0902,142051.0,NW_BK,107950.0,0
362,36047003800,132865,228125,1512,0.7673,0.0562,113549.0,BK_rest,114576.0,0
363,36047003900,126429,227031,2349,0.2574,0.1252,142051.0,NW_BK,84980.0,0
364,36047004100,195750,250001,3535,0.2828,0.1014,142051.0,NW_BK,107950.0,0
365,36047004300,136226,250001,3919,0.3064,0.1073,142051.0,NW_BK,107950.0,0
366,36047004400,128024,229792,2335,0.7922,0.0527,113549.0,BK_rest,116243.0,0
367,36047004500,152157,238073,3614,0.446,0.0379,142051.0,NW_BK,96022.0,0
368,36047004600,122813,250001,1386,0.7616,0.0685,113549.0,BK_rest,136452.0,0
369,36047004700,122969,250001,1912,0.4897,0.0764,142051.0,NW_BK,107950.0,0
370,36047004900,157431,245000,2833,0.5226,0.0748,142051.0,NW_BK,102949.0,0
371,36047005000,125958,137895,2405,0.795,0.0353,113549.0,BK_rest,24346.0,0
372,36047005100,155991,171413,2967,0.6203,0.0402,142051.0,NW_BK,29362.0,0
373,36047005201,59400,92070,1659,0.4487,0.1881,113549.0,BK_rest,-21479.0,1
374,36047005202,103750,106336,2734,0.6878,0.0651,113549.0,BK_rest,-7213.0,1
375,36047005301,125357,170625,2334,0.7146,0.1117,142051.0,NW_BK,28574.0,0
376,36047005302,119205,184767,91,0.2727,0.0549,142051.0,NW_BK,42716.0,0
377,36047005400,74874,116054,3388,0.4952,0.0707,113549.0,BK_rest,2505.0,0
378,36047005601,67443,218981,2585,0.4849,0.1439,113549.0,BK_rest,105432.0,0
379,36047005602,77348,119889,1867,0.5883,0.0343,113549.0,BK_rest,6340.0,0
380,36047005800,67656,171813,3066,0.4284,0.0913,113549.0,BK_rest,58264.0,0
381,36047005900,86167,133558,1234,0.6042,0.0602,142051.0,NW_BK,-8493.0,1
382,36047006000,85352,77917,3516,0.4585,0.0509,113549.0,BK_rest,-35632.0,1
383,36047006200,68722,250001,2536,0.4902,0.1726,113549.0,BK_rest,136452.0,0
384,36047006300,156397,250001,2284,0.5223,0.0845,142051.0,NW_BK,107950.0,0
385,36047006400,93938,157607,3264,0.4868,0.1307,113549.0,BK_rest,44058.0,0
386,36047006500,173087,250001,6308,0.4752,0.042,142051.0,NW_BK,107950.0,0
387,36047006600,75609,91759,3898,0.4939,0.1707,113549.0,BK_rest,-21790.0,1
388,36047006700,193750,226094,4102,0.5501,0.0506,142051.0,NW_BK,84043.0,0
389,36047006800,65964,122647,4684,0.3741,0.2016,113549.0,BK_rest,9098.0,0
390,36047006901,128411,160694,1838,0.4199,0.0981,142051.0,NW_BK,18643.0,0
391,36047006902,210000,325500,2157,0.3419,0.0459,142051.0,NW_BK,183449.0,0
392,36047007000,78565,99159,2632,0.5403,0.0469,113549.0,BK_rest,-14390.0,1
393,36047007100,42526,65915,4669,0.3337,0.2493,142051.0,NW_BK,-76136.0,1
394,36047007200,46094,71445,1844,0.2952,0.2946,113549.0,BK_rest,-42104.0,1
395,36047007400,65750,89583,5508,0.4309,0.1843,113549.0,BK_rest,-23966.0,1
396,36047007500,139911,250001,4811,0.4429,0.0713,142051.0,NW_BK,107950.0,0
397,36047007600,59583,92353,5327,0.3738,0.2236,113549.0,BK_rest,-21196.0,1
398,36047007700,175469,250001,6211,0.4736,0.0296,142051.0,NW_BK,107950.0,0
399,36047007800,56435,44375,5053,0.3319,0.1669,113549.0,BK_rest,-69174.0,1
400,36047008000,66768,103490,3571,0.3639,0.1182,113549.0,BK_rest,-10059.0,1
401,36047008200,42679,66152,3780,0.325,0.1802,113549.0,BK_rest,-47397.0,1
402,36047008400,71546,182973,3742,0.3289,0.1494,113549.0,BK_rest,69424.0,0
403,36047008500,16206,120541,7412,0.1365,0.5309,142051.0,NW_BK,-21510.0,1
404,36047008800,70241,70559,2531,0.248,0.1284,113549.0,BK_rest,-42990.0,1
405,36047009001,63631,90598,1388,0.3054,0.1888,113549.0,BK_rest,-22951.0,1
406,36047009002,53712,127120,1392,0.4184,0.0934,113549.0,BK_rest,13571.0,0
407,36047009201,70750,38200,2182,0.4885,0.2464,113549.0,BK_rest,-75349.0,1
408,36047009202,48571,33690,3653,0.2568,0.2918,113549.0,BK_rest,-79859.0,1
409,36047009401,40978,63515,2460,0.3356,0.4021,113549.0,BK_rest,-50034.0,1
410,36047009402,63344,98183,2970,0.4034,0.1529,113549.0,BK_rest,-15366.0,1
411,36047009600,63457,33641,5822,0.3307,0.1968,113549.0,BK_rest,-79908.0,1
412,36047009800,55284,64375,6364,0.2664,0.2402,113549.0,BK_rest,-49174.0,1
413,36047010000,53500,82925,5434,0.3308,0.2142,113549.0,BK_rest,-30624.0,1
414,36047010100,92015,84000,4393,0.5458,0.1544,113549.0,BK_rest,-29549.0,1
415,36047010200,59188,52292,5025,0.3151,0.1587,113549.0,BK_rest,-61257.0,1
416,36047010401,57243,46845,2411,0.2838,0.2015,113549.0,BK_rest,-66704.0,1
417,36047010402,30881,27661,2207,0.1794,0.4587,113549.0,BK_rest,-85888.0,1
418,36047010601,39306,26759,2773,0.268,0.348,113549.0,BK_rest,-86790.0,1
419,36047010602,58786,32353,2185,0.4867,0.2215,113549.0,BK_rest,-81196.0,1
420,36047010801,58750,91062,1895,0.552,0.2385,113549.0,BK_rest,-22487.0,1
421,36047010802,49750,58333,2413,0.3607,0.3212,113549.0,BK_rest,-55216.0,1
422,36047011000,60083,100625,2490,0.4186,0.2183,113549.0,BK_rest,-12924.0,1
423,36047011200,45833,52857,6274,0.4452,0.281,113549.0,BK_rest,-60692.0,1
424,36047011400,53148,54167,3709,0.3389,0.3132,113549.0,BK_rest,-59382.0,1
425,36047011600,42518,37472,3480,0.4321,0.3046,113549.0,BK_rest,-76077.0,1
426,36047011700,100167,88893,2961,0.4255,0.1278,142051.0,NW_BK,-53158.0,1
427,36047011800,58571,59095,1965,0.4266,0.1542,113549.0,BK_rest,-54454.0,1
428,36047011901,151875,204345,1382,0.5413,0.0645,142051.0,NW_BK,62294.0,0
429,36047012000,63297,98110,1299,0.7082,0.1594,113549.0,BK_rest,-15439.0,1
430,36047012100,110461,240517,1989,0.4719,0.0739,142051.0,NW_BK,98466.0,0
431,36047012200,50889,46507,5762,0.2334,0.3025,113549.0,BK_rest,-67042.0,1
432,36047012600,55625,72206,2831,0.5805,0.2024,113549.0,BK_rest,-41343.0,1
433,36047012700,57829,250001,3896,0.2765,0.2957,142051.0,NW_BK,107950.0,0
434,36047012801,55607,34028,2192,0.6307,0.234,113549.0,BK_rest,-79521.0,1
435,36047012901,200762,250001,2389,0.4,0.0847,142051.0,NW_BK,107950.0,0
436,36047012902,133250,228125,2996,0.2614,0.0977,142051.0,NW_BK,86074.0,0
437,36047013000,81160,104583,4794,0.3684,0.1233,113549.0,BK_rest,-8966.0,1
438,36047013100,139028,250001,3936,0.3104,0.1009,142051.0,NW_BK,107950.0,0
439,36047013200,86490,134059,2422,0.653,0.1708,113549.0,BK_rest,20510.0,0
440,36047013300,205556,250001,4567,0.5478,0.0274,142051.0,NW_BK,107950.0,0
441,36047013400,97351,109153,4510,0.5322,0.1174,113549.0,BK_rest,-4396.0,1
442,36047013500,190781,250001,4223,0.5633,0.027,142051.0,NW_BK,107950.0,0
443,36047013600,121125,199297,3849,0.6041,0.0456,113549.0,BK_rest,85748.0,0
444,36047013700,139821,233214,3574,0.4284,0.0656,142051.0,NW_BK,91163.0,0
445,36047013800,79482,100550,4083,0.5791,0.0903,113549.0,BK_rest,-12999.0,1
446,36047013900,151643,201964,3637,0.4599,0.0451,142051.0,NW_BK,59913.0,0
447,36047014000,53839,161667,2051,0.673,0.1773,113549.0,BK_rest,48118.0,0
448,36047014101,114722,178750,1036,0.507,0.1354,142051.0,NW_BK,36699.0,0
449,36047014102,141025,250001,2027,0.5806,0.0908,113549.0,BK_rest,136452.0,0
450,36047014200,62847,78097,3403,0.4319,0.1657,113549.0,BK_rest,-35452.0,1
451,36047014300,131875,172381,4000,0.4492,0.0561,113549.0,BK_rest,58832.0,0
452,36047014500,106667,198500,4048,0.4519,0.0645,113549.0,BK_rest,84951.0,0
453,36047014700,109602,161146,2675,0.5842,0.1156,113549.0,BK_rest,47597.0,0
454,36047014800,85625,194922,1266,0.6986,0.0737,113549.0,BK_rest,81373.0,0
455,36047014901,144032,250001,1563,0.6084,0.0646,142051.0,NW_BK,107950.0,0
456,36047014902,134817,220764,4707,0.5695,0.0609,113549.0,BK_rest,107215.0,0
457,36047015000,72708,150515,1744,0.739,0.1178,113549.0,BK_rest,36966.0,0
458,36047015100,190000,250001,4129,0.5801,0.0153,142051.0,NW_BK,107950.0,0
459,36047015200,76875,146964,2786,0.778,0.1277,113549.0,BK_rest,33415.0,0
460,36047015300,106750,250001,2830,0.3796,0.0722,142051.0,NW_BK,107950.0,0
461,36047015500,190556,250001,3904,0.5476,0.0482,142051.0,NW_BK,107950.0,0
462,36047015700,166372,250001,4853,0.3761,0.0148,142051.0,NW_BK,107950.0,0
463,36047015900,187883,250001,5102,0.3879,0.0571,142051.0,NW_BK,107950.0,0
464,36047016000,84135,99028,4647,0.5239,0.1601,113549.0,BK_rest,-14521.0,1
465,36047016100,156429,188438,3726,0.3653,0.0402,113549.0,BK_rest,74889.0,0
466,36047016200,87552,135705,2409,0.5172,0.1731,113549.0,BK_rest,22156.0,0
467,36047016300,123819,250001,3906,0.2858,0.0988,113549.0,BK_rest,136452.0,0
468,36047016400,122625,113952,1310,0.9228,0.0,113549.0,BK_rest,403.0,0
469,36047016500,217438,250001,6604,0.5541,0.0471,142051.0,NW_BK,107950.0,0
470,36047016600,120938,218636,1940,0.9744,0.0191,113549.0,BK_rest,105087.0,0
471,36047016700,188827,250001,4859,0.4479,0.031,142051.0,NW_BK,107950.0,0
472,36047016800,100368,140417,2166,0.8746,0.0946,113549.0,BK_rest,26868.0,0
473,36047016900,112419,199766,5244,0.6134,0.1563,113549.0,BK_rest,86217.0,0
474,36047017000,84116,144630,3075,0.7365,0.1402,113549.0,BK_rest,31081.0,0
475,36047017100,142560,165625,4357,0.6331,0.0265,113549.0,BK_rest,52076.0,0
476,36047017200,116983,148500,3252,0.8002,0.0966,113549.0,BK_rest,34951.0,0
477,36047017400,105197,177500,2384,0.7849,0.0839,113549.0,BK_rest,63951.0,0
478,36047017600,86923,116339,2602,0.731,0.1291,113549.0,BK_rest,2790.0,0
479,36047017800,77522,78862,2901,0.6007,0.0966,113549.0,BK_rest,-34687.0,1
480,36047017900,94241,146073,4375,0.3218,0.2682,142051.0,NW_BK,4022.0,0
481,36047018000,59033,91501,3253,0.5983,0.0974,113549.0,BK_rest,-22048.0,1
482,36047018100,121600,221122,3788,0.3091,0.1038,142051.0,NW_BK,79071.0,0
483,36047018200,59410,77813,3612,0.6972,0.0828,113549.0,BK_rest,-35736.0,1
484,36047018300,158060,250001,2749,0.5924,0.0408,142051.0,NW_BK,107950.0,0
485,36047018400,67284,133015,2295,0.7428,0.0691,113549.0,BK_rest,19466.0,0
486,36047018501,41571,64435,4767,0.1672,0.2553,142051.0,NW_BK,-77616.0,1
487,36047018600,67426,80682,2311,0.6918,0.1013,113549.0,BK_rest,-32867.0,1
488,36047018700,92469,143326,1459,0.511,0.1193,142051.0,NW_BK,1275.0,0
489,36047018800,62056,96186,2882,0.7243,0.1353,113549.0,BK_rest,-17363.0,1
490,36047019000,65821,102022,5114,0.5363,0.0929,113549.0,BK_rest,-11527.0,1
491,36047019100,134583,206650,2993,0.4012,0.0846,142051.0,NW_BK,64599.0,0
492,36047019200,52885,63063,2876,0.5224,0.2077,113549.0,BK_rest,-50486.0,1
493,36047019300,67000,103850,5684,0.3097,0.1951,142051.0,NW_BK,-38201.0,1
494,36047019400,47031,26392,3512,0.7089,0.3099,113549.0,BK_rest,-87157.0,1
495,36047019500,96106,196250,3405,0.3974,0.1251,142051.0,NW_BK,54199.0,0
496,36047019600,78629,71411,4670,0.5675,0.2717,113549.0,BK_rest,-42138.0,1
497,36047019700,107149,250001,3754,0.4302,0.05,142051.0,NW_BK,107950.0,0
498,36047019800,66563,103172,1895,0.755,0.0704,113549.0,BK_rest,-10377.0,1
499,36047019900,118996,250001,3632,0.2596,0.0747,142051.0,NW_BK,107950.0,0
500,36047020000,76667,71667,2387,0.5569,0.2286,113549.0,BK_rest,-41882.0,1
501,36047020100,129720,189500,4277,0.383,0.0383,142051.0,NW_BK,47449.0,0
502,36047020200,71875,77188,1924,0.8413,0.0749,113549.0,BK_rest,-36361.0,1
503,36047020300,173125,250001,1849,0.4161,0.1017,113549.0,BK_rest,136452.0,0
504,36047020400,89474,189762,1886,0.6864,0.1193,113549.0,BK_rest,76213.0,0
505,36047020500,128281,250001,3407,0.304,0.049,113549.0,BK_rest,136452.0,0
506,36047020600,95114,97986,2692,0.8417,0.1561,113549.0,BK_rest,-15563.0,1
507,36047020700,158214,222380,4923,0.3315,0.0408,113549.0,BK_rest,108831.0,0
508,36047020800,48750,58426,3251,0.4776,0.0991,113549.0,BK_rest,-55123.0,1
509,36047021000,58631,36250,4089,0.6502,0.2734,113549.0,BK_rest,-77299.0,1
510,36047021100,72005,124706,3008,0.2803,0.115,142051.0,NW_BK,-17345.0,1
511,36047021200,58385,90496,4328,0.4822,0.2246,113549.0,BK_rest,-23053.0,1
512,36047021300,66683,78992,4346,0.4074,0.1954,113549.0,BK_rest,-34557.0,1
513,36047021400,73456,113856,2482,0.3731,0.2936,113549.0,BK_rest,307.0,0
514,36047021500,104796,228026,6271,0.2843,0.1059,113549.0,BK_rest,114477.0,0
515,36047021600,34815,33533,3945,0.4063,0.4684,113549.0,BK_rest,-80016.0,1
516,36047021700,70625,186250,3493,0.2124,0.1366,113549.0,BK_rest,72701.0,0
517,36047021800,60816,94264,2927,0.5767,0.1554,113549.0,BK_rest,-19285.0,1
518,36047021900,104423,176378,3882,0.2939,0.1278,113549.0,BK_rest,62829.0,0
519,36047022000,39321,60947,5153,0.4109,0.5572,113549.0,BK_rest,-52602.0,1
520,36047022100,69213,67880,4058,0.2728,0.242,113549.0,BK_rest,-45669.0,1
521,36047022200,31090,23977,4034,0.3526,0.5082,113549.0,BK_rest,-89572.0,1
522,36047022400,44677,59219,5479,0.5423,0.2648,113549.0,BK_rest,-54330.0,1
523,36047022600,75714,81167,2478,0.4772,0.0541,113549.0,BK_rest,-32382.0,1
524,36047022700,108750,250001,4244,0.3955,0.0728,113549.0,BK_rest,136452.0,0
525,36047022800,48507,34318,4129,0.5052,0.3942,113549.0,BK_rest,-79231.0,1
526,36047022900,122989,190632,4082,0.3106,0.1325,113549.0,BK_rest,77083.0,0
527,36047023000,46691,72371,4555,0.4084,0.4042,113549.0,BK_rest,-41178.0,1
528,36047023100,140888,196719,3623,0.5395,0.0895,142051.0,NW_BK,54668.0,0
529,36047023200,58086,90033,6593,0.3622,0.3987,113549.0,BK_rest,-23516.0,1
530,36047023300,61049,53618,6953,0.309,0.3153,113549.0,BK_rest,-59931.0,1
531,36047023400,26795,65691,5080,0.3148,0.5086,113549.0,BK_rest,-47858.0,1
532,36047023500,55682,138500,5613,0.3076,0.4678,113549.0,BK_rest,24951.0,0
533,36047023600,31905,18817,5924,0.4097,0.457,113549.0,BK_rest,-94732.0,1
534,36047023800,39196,137661,4563,0.369,0.3732,113549.0,BK_rest,24112.0,0
535,36047024000,42885,51806,6001,0.3767,0.4319,113549.0,BK_rest,-61743.0,1
536,36047024100,71000,110050,2876,0.2743,0.2913,113549.0,BK_rest,-3499.0,1
537,36047024200,55069,85417,2618,0.6309,0.1578,113549.0,BK_rest,-28132.0,1
538,36047024300,82524,119559,4454,0.3938,0.1194,113549.0,BK_rest,6010.0,0
539,36047024400,62885,46175,3636,0.5693,0.3426,113549.0,BK_rest,-67374.0,1
540,36047024500,92932,143205,4513,0.408,0.0986,113549.0,BK_rest,29656.0,0
541,36047024600,68224,105747,3011,0.7207,0.1146,113549.0,BK_rest,-7802.0,1
542,36047024700,70408,178281,2594,0.233,0.1638,113549.0,BK_rest,64732.0,0
543,36047024800,68063,97000,2506,0.5599,0.0898,113549.0,BK_rest,-16549.0,1
544,36047024900,78025,123036,4146,0.3138,0.2012,113549.0,BK_rest,9487.0,0
545,36047025000,55132,56974,1914,0.6178,0.1316,113549.0,BK_rest,-56575.0,1
546,36047025100,46947,75375,4032,0.2767,0.2331,113549.0,BK_rest,-38174.0,1
547,36047025200,49815,63504,5501,0.5512,0.1798,113549.0,BK_rest,-50045.0,1
548,36047025300,79583,123353,4003,0.4641,0.1831,113549.0,BK_rest,9804.0,0
549,36047025400,77465,83576,3306,0.5878,0.1779,113549.0,BK_rest,-29973.0,1
550,36047025500,23003,47297,5558,0.2222,0.3215,113549.0,BK_rest,-66252.0,1
551,36047025600,52052,100298,3134,0.6875,0.2627,113549.0,BK_rest,-13251.0,1
552,36047025700,99821,131458,2584,0.3929,0.1943,113549.0,BK_rest,17909.0,0
553,36047025800,58490,67917,4871,0.4344,0.2718,113549.0,BK_rest,-45632.0,1
554,36047025901,62734,164808,2077,0.1884,0.2345,113549.0,BK_rest,51259.0,0
555,36047025902,20045,28656,3694,0.2317,0.4458,113549.0,BK_rest,-84893.0,1
556,36047026000,47948,43155,3402,0.5154,0.0927,113549.0,BK_rest,-70394.0,1
557,36047026100,65957,87648,5358,0.2658,0.3861,113549.0,BK_rest,-25901.0,1
558,36047026200,80139,73625,2819,0.6998,0.0702,113549.0,BK_rest,-39924.0,1
559,36047026300,67143,135435,2097,0.3433,0.2145,113549.0,BK_rest,21886.0,0
560,36047026400,67524,83720,4446,0.4885,0.1357,113549.0,BK_rest,-29829.0,1
561,36047026500,75612,169423,4192,0.3332,0.1478,113549.0,BK_rest,55874.0,0
562,36047026600,45893,46176,3662,0.5081,0.147,113549.0,BK_rest,-67373.0,1
563,36047026700,96618,144267,4533,0.367,0.0814,113549.0,BK_rest,30718.0,0
564,36047026800,77716,110556,4917,0.5933,0.1592,113549.0,BK_rest,-2993.0,1
565,36047026900,90962,212991,3249,0.4092,0.1455,113549.0,BK_rest,99442.0,0
566,36047027000,33611,52097,2519,0.6115,0.3505,113549.0,BK_rest,-61452.0,1
567,36047027100,68750,248101,3553,0.3908,0.1663,113549.0,BK_rest,134552.0,0
568,36047027200,71174,95343,3803,0.5838,0.1749,113549.0,BK_rest,-18206.0,1
569,36047027300,78555,121760,3899,0.5312,0.0988,113549.0,BK_rest,8211.0,0
570,36047027400,52551,81454,3412,0.5674,0.1636,113549.0,BK_rest,-32095.0,1
571,36047027500,89464,141313,5031,0.3769,0.1729,113549.0,BK_rest,27764.0,0
572,36047027600,56652,56472,3996,0.5739,0.1529,113549.0,BK_rest,-57077.0,1
573,36047027700,62813,83352,4473,0.3947,0.252,113549.0,BK_rest,-30197.0,1
574,36047027800,61975,96061,3337,0.5052,0.1217,113549.0,BK_rest,-17488.0,1
575,36047027900,77220,119691,3459,0.4488,0.1891,113549.0,BK_rest,6142.0,0
576,36047028000,86509,85573,1946,0.6498,0.1131,113549.0,BK_rest,-27976.0,1
577,36047028100,37243,56250,5175,0.2183,0.3173,113549.0,BK_rest,-57299.0,1
578,36047028200,55644,109766,3623,0.6486,0.1537,113549.0,BK_rest,-3783.0,1
579,36047028300,40559,76917,4015,0.2756,0.3154,113549.0,BK_rest,-36632.0,1
580,36047028400,63009,57443,3614,0.5188,0.1467,113549.0,BK_rest,-56106.0,1
581,36047028501,50278,77930,356,0.0732,0.3081,113549.0,BK_rest,-35619.0,1
582,36047028502,40456,62706,3173,0.1333,0.416,113549.0,BK_rest,-50843.0,1
583,36047028600,42024,64958,5797,0.475,0.2989,113549.0,BK_rest,-48591.0,1
584,36047028700,57321,52861,3488,0.3232,0.2372,113549.0,BK_rest,-60688.0,1
585,36047028800,63625,91250,3703,0.5263,0.1976,113549.0,BK_rest,-22299.0,1
586,36047028900,38750,60062,3782,0.3466,0.2971,113549.0,BK_rest,-53487.0,1
587,36047029000,44070,116779,3852,0.3954,0.3442,113549.0,BK_rest,3230.0,0
588,36047029100,87917,136271,3525,0.3798,0.1401,113549.0,BK_rest,22722.0,0
589,36047029200,41827,64831,2766,0.4314,0.2021,113549.0,BK_rest,-48718.0,1
590,36047029300,47375,73431,3553,0.3314,0.172,113549.0,BK_rest,-40118.0,1
591,36047029400,66146,54050,2614,0.5731,0.1833,113549.0,BK_rest,-59499.0,1
592,36047029500,80197,166394,4113,0.5609,0.1918,113549.0,BK_rest,52845.0,0
593,36047029600,53825,72670,6037,0.4949,0.3157,113549.0,BK_rest,-40879.0,1
594,36047029700,85577,104300,4761,0.4591,0.1619,113549.0,BK_rest,-9249.0,1
595,36047029800,59242,65833,4387,0.7082,0.2505,113549.0,BK_rest,-47716.0,1
596,36047029900,54719,84814,2431,0.3097,0.3469,113549.0,BK_rest,-28735.0,1
597,36047030000,64881,100565,4415,0.5269,0.1773,113549.0,BK_rest,-12984.0,1
598,36047030100,95530,104016,3350,0.5236,0.2683,113549.0,BK_rest,-9533.0,1
599,36047030200,76625,112772,4448,0.7765,0.1612,113549.0,BK_rest,-777.0,1
600,36047030300,38308,76780,5007,0.2012,0.2771,113549.0,BK_rest,-36769.0,1
601,36047030400,48929,75839,4547,0.623,0.2131,113549.0,BK_rest,-37710.0,1
602,36047030500,112854,233644,7144,0.3583,0.0876,113549.0,BK_rest,120095.0,0
603,36047030600,48507,91818,2002,0.6567,0.1547,113549.0,BK_rest,-21731.0,1
604,36047030700,39375,61031,7284,0.2702,0.4334,113549.0,BK_rest,-52518.0,1
605,36047030800,53393,82759,1944,0.6904,0.091,113549.0,BK_rest,-30790.0,1
606,36047030900,59484,128289,2444,0.4298,0.2066,113549.0,BK_rest,14740.0,0
607,36047031100,65139,100965,3014,0.3098,0.2508,113549.0,BK_rest,-12584.0,1
608,36047031300,90828,250001,5111,0.3059,0.1629,113549.0,BK_rest,136452.0,0
609,36047031401,76908,84399,5157,0.6663,0.0615,113549.0,BK_rest,-29150.0,1
610,36047031500,78851,122219,5348,0.2251,0.103,113549.0,BK_rest,8670.0,0
611,36047031701,88325,164350,3792,0.4316,0.067,113549.0,BK_rest,50801.0,0
612,36047031702,95486,148068,3834,0.3526,0.0885,113549.0,BK_rest,34519.0,0
613,36047031900,75021,250001,3100,0.3535,0.0884,113549.0,BK_rest,136452.0,0
614,36047032100,60446,58042,5254,0.265,0.1156,113549.0,BK_rest,-55507.0,1
615,36047032300,77450,157798,3575,0.3166,0.2028,113549.0,BK_rest,44249.0,0
616,36047032500,58641,130855,6321,0.2343,0.2213,113549.0,BK_rest,17306.0,0
617,36047032600,33467,51873,7510,0.3963,0.4284,113549.0,BK_rest,-61676.0,1
618,36047032700,58750,91062,2870,0.2928,0.1652,113549.0,BK_rest,-22487.0,1
619,36047032800,29289,44194,2848,0.3742,0.2244,113549.0,BK_rest,-69355.0,1
620,36047032900,59636,176429,6174,0.3255,0.2426,113549.0,BK_rest,62880.0,0
621,36047033000,19215,86049,5007,0.3419,0.4224,113549.0,BK_rest,-27500.0,1
