GEOID,Mo_period_1_nearest,Mo_period_1_tt,Mo_period_1_tt_3,Mo_period_2_nearest,Mo_period_2_tt,Mo_period_2_tt_3,Mo_period_3_nearest,Mo_period_3_tt,Mo_period_3_tt_3,Mo_period_4_nearest,Mo_period_4_tt,Mo_period_4_tt_3,Tu_period_1_nearest,Tu_period_1_tt,Tu_period_1_tt_3,Tu_period_2_nearest,Tu_period_2_tt,Tu_period_2_tt_3,Tu_period_3_nearest,Tu_period_3_tt,Tu_period_3_tt_3,Tu_period_4_nearest,Tu_period_4_tt,Tu_period_4_tt_3,We_period_1_nearest,We_period_1_tt,We_period_1_tt_3,We_period_2_nearest,We_period_2_tt,We_period_2_tt_3,We_period_3_nearest,We_period_3_tt,We_period_3_tt_3,We_period_4_nearest,We_period_4_tt,We_period_4_tt_3,Th_period_1_nearest,Th_period_1_tt,Th_period_1_tt_3,Th_period_2_nearest,Th_period_2_tt,Th_period_2_tt_3,Th_period_3_nearest,Th_period_3_tt,Th_period_3_tt_3,Th_period_4_nearest,Th_period_4_tt,Th_period_4_tt_3,Fr_period_1_nearest,Fr_period_1_tt,Fr_period_1_tt_3,Fr_period_2_nearest,Fr_period_2_tt,Fr_period_2_tt_3,Fr_period_3_nearest,Fr_period_3_tt,Fr_period_3_tt_3,Fr_period_4_nearest,Fr_period_4_tt,Fr_period_4_tt_3,Sa_period_1_nearest,Sa_period_1_tt,Sa_period_1_tt_3,Sa_period_2_nearest,Sa_period_2_tt,Sa_period_2_tt_3,Sa_period_3_nearest,Sa_period_3_tt,Sa_period_3_tt_3,Sa_period_4_nearest,Sa_period_4_tt,Sa_period_4_tt_3,Su_period_1_nearest,Su_period_1_tt,Su_period_1_tt_3,Su_period_2_nearest,Su_period_2_tt,Su_period_2_tt_3,Su_period_3_nearest,Su_period_3_tt,Su_period_3_tt_3,Su_period_4_nearest,Su_period_4_tt,Su_period_4_tt_3
36061000100,85517,2.44,3.14,85517,2.44,4.86,85517,2.44,4.86,85517,2.44,11.26,85517,2.44,3.14,85517,2.44,4.86,85517,2.44,4.86,85517,2.44,11.26,85517,2.44,3.14,85517,2.44,4.86,85517,2.44,4.86,85517,2.44,11.26,85517,2.44,3.14,85517,2.44,4.86,85517,2.44,4.86,85517,2.44,11.26,85471,3.41,5.27,85471,3.41,6.98,85471,3.41,6.98,81458,8.86,14.07,85291,12.1,13.76,85345,3.59,7.31,FPC-374,8.37,12.57,87247,19.55,23.69,82998,8.73,12.05,82998,8.73,10.3,82998,8.73,10.56,81458,8.86,21.23
36061000201,FPC-626,3.37,3.61,Plentiful-1200,2.7,3.25,FPC-626,3.37,4.61,85434,3.78,10.68,FPC-626,3.37,3.61,85193,1.05,2.37,FPC-626,3.37,4.14,85434,3.78,10.68,FPC-626,3.37,4.44,Plentiful-1200,2.7,3.28,FPC-625,3.22,3.46,85434,3.78,10.45,FPC-626,3.37,4.61,Plentiful-1200,2.7,3.28,FPC-626,3.37,4.61,85434,3.78,10.68,84743,1.94,3.49,84743,1.94,2.67,FPC-626,3.37,5.07,81458,9.99,12.95,85291,6.09,8.82,Plentiful-1200,2.7,3.62,FPC-374,3.83,8.52,85351,17.4,19.0,82998,9.86,13.79,82998,9.86,11.73,82998,9.86,11.15,81458,9.99,18.29
36061000600,FPC-626,1.69,2.95,FPC-626,1.69,2.28,FPC-626,1.69,3.83,85434,4.65,10.44,FPC-626,1.69,2.95,FPC-626,1.69,2.28,FPC-626,1.69,3.83,85434,4.65,10.44,FPC-626,1.69,3.67,FPC-626,1.69,3.0,FPC-626,1.69,3.28,85434,4.65,10.44,FPC-626,1.69,3.83,FPC-626,1.69,3.0,FPC-626,1.69,3.83,85434,4.65,10.44,FPC-626,1.69,2.71,FPC-626,1.69,2.38,FPC-626,1.69,3.49,81458,8.48,11.48,85291,5.13,8.04,FPC-374,2.15,2.85,FPC-374,2.15,7.54,87247,16.72,18.87,82998,8.34,13.07,82998,8.34,10.21,82998,8.34,9.58,81458,8.48,18.37
36061001401,85481,1.61,2.32,Plentiful-1200,0.63,1.4,FPC-626,1.97,3.32,85434,3.39,10.04,85481,1.61,2.32,Plentiful-1200,0.63,1.4,FPC-626,1.97,3.32,85434,3.39,10.04,FPC-626,1.97,3.16,Plentiful-1200,0.63,2.0,FPC-625,1.33,2.23,85434,3.39,9.77,FPC-626,1.97,3.32,Plentiful-1200,0.63,2.0,FPC-626,1.97,3.32,85434,3.39,10.04,84743,1.55,2.2,Plentiful-1200,0.63,1.39,FPC-626,1.97,3.22,81458,7.92,10.93,85291,4.06,6.78,Plentiful-1200,0.63,1.78,FPC-628,2.26,6.67,85351,15.33,17.53,82998,7.79,12.26,82998,7.79,9.66,82998,7.79,9.31,81458,7.92,17.31
36061001402,85481,1.37,2.32,Plentiful-1200,1.02,1.59,85434,2.39,3.13,85434,2.39,9.83,85481,1.37,2.32,Plentiful-1200,1.02,1.59,85434,2.39,3.13,85434,2.39,9.83,85434,2.39,2.96,Plentiful-1200,1.02,2.2,FPC-625,0.82,2.14,85434,2.39,9.47,85434,2.39,3.13,Plentiful-1200,1.02,2.2,85434,2.39,3.13,85434,2.39,9.75,84461,2.28,2.65,Plentiful-1200,1.02,1.92,84461,2.28,3.09,81458,7.47,10.23,85291,3.01,5.81,Plentiful-1200,1.02,1.85,FPC-628,1.21,6.27,85351,14.28,16.56,82998,7.33,11.61,82998,7.33,9.08,82998,7.33,9.3,81458,7.47,16.46
36061001800,85481,1.15,1.86,85481,1.15,1.71,FPC-626,2.17,2.82,85434,4.03,9.27,85481,1.15,1.86,85481,1.15,1.71,FPC-626,2.17,2.82,85434,4.03,9.27,87318,1.76,2.06,87318,1.76,1.91,FPC-626,2.17,2.3,85434,4.03,9.27,FPC-626,2.17,2.39,Plentiful-1200,1.8,2.08,FPC-626,2.17,2.82,85434,4.03,9.27,84461,0.74,1.72,84461,0.74,1.57,84461,0.74,1.72,81458,5.93,8.7,85291,2.99,5.8,FPC-374,1.55,1.67,FPC-374,1.55,5.68,87247,13.82,16.51,82998,5.8,10.52,82998,5.8,7.55,82998,5.8,7.68,81458,5.93,15.75
36061002201,85434,2.86,3.36,85434,2.86,3.22,85434,2.86,3.93,85434,2.86,10.72,85434,2.86,3.06,85434,2.86,3.06,85450,1.77,2.14,85434,2.86,10.72,85434,2.86,3.51,85434,2.86,3.38,85450,1.77,2.14,85434,2.86,10.72,85434,2.86,4.19,85434,2.86,3.48,85434,2.86,4.93,85434,2.86,10.72,85450,1.77,2.52,85450,1.77,2.38,84461,5.26,5.73,87290,7.49,10.71,85291,2.6,5.4,FPC-628,3.11,3.77,FPC-628,3.11,8.0,87247,14.58,16.64,82998,9.91,12.66,82998,9.91,10.67,82998,9.91,11.87,81458,10.05,15.98
36061002601,FPC-627,1.72,3.5,FPC-627,1.72,2.69,FPC-627,1.72,4.07,85434,4.36,10.37,DSNY-BRS-1075,1.71,2.88,DSNY-BRS-1075,1.71,2.09,85450,1.43,2.41,85434,4.36,10.37,87318,4.1,4.3,80813,2.0,3.49,85450,1.43,2.08,85434,4.36,10.37,85434,4.36,4.97,80813,2.0,3.59,85434,4.36,5.72,85434,4.36,10.37,85450,1.43,2.43,85450,1.43,1.62,84461,5.69,6.16,87290,6.72,10.06,81685,2.56,4.52,81685,2.56,3.53,FPC-628,3.54,7.75,87247,12.99,15.72,82998,10.34,12.41,82998,10.34,10.55,82998,10.34,11.63,81458,10.48,15.06
36061002602,FPC-627,0.86,3.79,FPC-627,0.86,2.4,FPC-627,0.86,4.08,85434,5.22,10.08,DSNY-BRS-1075,1.42,3.16,80813,1.14,1.8,85450,2.29,3.27,85434,5.22,10.08,87318,4.97,5.16,80813,1.14,3.77,85450,2.29,2.94,85434,5.22,10.08,85434,5.22,5.71,80813,1.14,3.88,85434,5.22,5.85,85434,5.22,10.08,85450,2.29,3.29,80813,1.14,1.91,DSNY-BRS-2114,6.17,6.25,87290,6.42,9.96,81685,1.7,4.42,81685,1.7,3.81,FPC-628,4.4,8.04,87247,12.13,15.43,82998,11.2,12.7,80720,10.16,10.74,82998,11.2,11.91,81458,11.34,14.77
36061002800,FPC-627,2.01,4.68,80813,1.72,2.92,FPC-627,2.01,4.02,85434,6.37,9.7,DSNY-BRS-1075,2.0,3.88,80813,1.72,2.57,85450,3.44,3.97,85434,6.37,9.7,FPC-559,5.65,6.04,80813,1.72,3.92,85450,3.44,3.97,85434,6.37,9.7,FPC-559,5.65,6.15,80813,1.72,3.92,DSNY-BRS-2114,5.02,5.23,85434,6.37,9.7,85450,3.44,4.18,80813,1.72,2.87,DSNY-BRS-2114,5.02,5.23,87290,6.44,9.72,81685,1.16,4.45,81685,1.16,4.4,FPC-628,5.55,8.42,87247,10.97,15.05,82998,12.35,13.08,80720,9.17,10.31,81735,12.05,12.3,81458,12.49,14.39
36061003100,85345,3.36,4.08,85471,4.05,4.34,85471,4.05,4.34,85517,4.84,9.5,85345,3.36,4.08,85471,4.05,4.34,85471,4.05,4.34,85517,4.84,9.5,85345,3.36,4.08,85471,4.05,4.34,85471,4.05,4.34,85517,4.84,9.5,85345,3.36,4.08,85471,4.05,4.34,85471,4.05,4.34,85517,4.84,9.5,85345,3.36,3.89,85471,4.05,4.15,85471,4.05,4.15,81458,4.27,9.06,85291,8.24,9.72,85345,3.36,4.46,FPC-374,3.9,8.63,87247,15.07,19.17,82998,4.14,9.14,82998,4.14,6.39,82998,4.14,5.69,81458,4.27,16.67
36061003200,FPC-627,3.12,3.29,80813,1.69,2.65,FPC-627,3.12,4.46,85434,6.34,10.55,85310,0.57,1.71,85310,0.57,1.22,85450,3.41,3.92,85434,6.34,10.55,87318,2.91,3.67,80813,1.69,2.58,85450,3.41,3.9,85434,6.34,10.55,DSNY-BRS-1058,3.15,4.47,80813,1.69,3.13,80491,4.94,5.31,85434,6.34,10.55,DSNY-BRS-1058,3.15,3.32,80813,1.69,2.75,84461,4.5,4.72,87290,4.73,8.59,85291,1.37,3.29,81685,2.25,3.42,FPC-628,3.46,6.92,87247,11.76,15.74,82998,9.14,11.86,80720,8.85,9.09,82998,9.14,10.76,81458,9.28,15.15
36061003300,85471,3.07,4.56,82998,3.0,3.83,82998,3.0,3.83,85517,5.41,9.99,85471,3.07,4.56,82998,3.0,3.83,82998,3.0,3.83,85517,5.41,9.99,85471,3.07,4.56,82998,3.0,3.83,82998,3.0,3.83,85517,5.41,9.99,85471,3.07,4.56,82998,3.0,3.83,82998,3.0,3.83,85517,5.41,9.99,85471,3.07,3.8,82998,3.0,3.07,82998,3.0,3.07,81458,3.14,8.38,80520,8.44,9.77,85345,5.19,6.25,FPC-374,6.11,9.43,87247,13.93,19.66,82998,3.0,8.01,82998,3.0,5.26,82998,3.0,5.67,81458,3.14,16.56
36061003400,FPC-627,3.71,4.18,80813,1.71,3.12,FPC-627,3.71,4.08,85434,8.06,10.21,DSNY-BRS-1075,1.99,2.75,80813,1.71,2.0,FPC-559,3.96,4.38,85434,8.06,10.21,FPC-559,3.96,4.48,80813,1.71,3.42,FPC-559,3.96,4.38,85434,8.06,10.21,FPC-559,3.96,5.02,80813,1.71,3.3,FPC-559,3.96,4.38,85434,8.06,10.21,FPC-559,3.96,4.65,80813,1.71,3.42,FPC-559,3.96,4.38,87290,4.76,8.71,81685,1.15,3.32,81685,1.15,4.2,FPC-628,5.18,7.61,87247,10.38,15.28,82998,10.86,12.44,80720,7.48,9.32,82998,10.86,11.45,81458,11.0,14.58
36061003601,80491,1.51,2.16,80491,1.51,2.16,80491,1.51,3.67,85434,5.68,9.58,80491,1.51,2.16,80491,1.51,2.16,80491,1.51,3.38,85434,5.68,9.58,87318,0.55,1.4,87318,0.55,1.4,80491,1.51,3.15,85434,5.68,9.58,80491,1.51,2.5,80491,1.51,2.38,80491,1.51,3.67,85434,5.68,9.58,80491,1.51,1.79,80491,1.51,1.79,80491,1.51,2.35,87290,4.74,7.73,85291,2.44,4.9,FPC-628,2.67,3.12,FPC-628,2.67,6.03,87247,12.21,16.09,82998,6.1,10.29,82998,6.1,7.21,82998,6.1,8.36,81458,6.24,14.89
36061003602,DSNY-BRS-1058,0.31,2.29,DSNY-BRS-1058,0.31,2.29,80491,2.39,4.1,85434,7.05,10.06,DSNY-BRS-1058,0.31,1.65,DSNY-BRS-1058,0.31,1.65,80491,2.39,4.15,85434,7.05,10.06,DSNY-BRS-1058,0.31,1.54,DSNY-BRS-1058,0.31,1.54,80491,2.39,4.15,85434,7.05,10.06,DSNY-BRS-1058,0.31,2.55,DSNY-BRS-1058,0.31,2.41,80491,2.39,4.19,85434,7.05,10.06,DSNY-BRS-1058,0.31,1.76,DSNY-BRS-1058,0.31,1.76,80491,2.39,2.96,87290,3.92,7.31,85291,2.82,4.6,FPC-628,4.04,4.48,FPC-628,4.04,6.66,87247,11.39,16.0,82998,6.49,10.28,82998,6.49,7.2,82998,6.49,8.87,81458,6.62,14.48
36061003700,85471,5.21,6.34,82998,2.63,4.88,82998,2.63,4.48,85517,8.19,10.55,85471,5.21,6.34,82998,2.63,4.88,82998,2.63,4.88,85517,8.19,10.55,85471,5.21,6.34,82998,2.63,4.88,82998,2.63,4.88,85517,8.19,10.55,85471,5.21,6.34,82998,2.63,4.88,82998,2.63,4.88,85517,8.19,10.55,81458,2.63,4.88,82998,2.63,3.49,82998,2.63,3.49,81458,2.63,7.11,80520,7.03,8.26,80577,8.53,8.96,FPC-374,9.16,10.08,87247,11.54,18.77,82998,2.63,6.5,82998,2.63,4.02,82998,2.63,5.9,81458,2.63,15.35
36061003900,85471,2.7,4.74,85471,2.7,4.33,85471,2.7,4.33,85517,5.68,11.19,85471,2.7,4.74,85471,2.7,4.33,85471,2.7,4.33,85517,5.68,11.19,85471,2.7,4.74,85471,2.7,4.33,85471,2.7,4.33,85517,5.68,11.19,85471,2.7,4.74,85471,2.7,4.33,85471,2.7,4.33,85517,5.68,11.19,85471,2.7,4.43,85471,2.7,4.02,85471,2.7,4.02,81458,4.74,10.0,80520,10.09,11.43,85345,5.83,7.6,FPC-374,7.79,11.1,87247,15.54,21.2,82998,4.61,9.07,82998,4.61,6.75,82998,4.61,7.19,81458,4.74,18.2
36061004001,FPC-559,3.16,4.11,80813,2.51,3.18,FPC-559,3.16,3.64,85434,8.86,9.94,DSNY-BRS-1075,2.79,3.01,80813,2.51,2.8,FPC-559,3.16,3.64,85434,8.86,9.94,FPC-559,3.16,4.42,80813,2.51,3.18,FPC-559,3.16,3.64,85434,8.86,9.94,FPC-559,3.16,4.45,80813,2.51,3.04,FPC-559,3.16,3.64,85434,8.86,9.94,FPC-559,3.16,4.45,80813,2.51,3.18,FPC-559,3.16,3.64,87290,4.57,8.38,81685,1.95,3.58,81685,1.95,4.85,FPC-628,5.98,7.88,87247,9.58,15.05,82998,10.86,12.2,80720,6.68,8.78,82998,10.86,11.18,81458,10.99,14.11
36061004002,FPC-559,2.74,3.74,FPC-559,2.74,3.11,FPC-559,2.74,3.9,87247,9.17,9.95,FPC-559,2.74,3.2,FPC-559,2.74,3.11,FPC-559,2.74,4.07,87247,9.17,9.95,FPC-559,2.74,3.59,FPC-559,2.74,3.11,FPC-559,2.74,4.07,87247,9.17,9.95,FPC-559,2.74,3.74,FPC-559,2.74,3.05,FPC-559,2.74,4.07,87247,9.17,9.95,FPC-559,2.74,3.74,FPC-559,2.74,3.11,FPC-559,2.74,3.53,87290,3.1,7.26,81685,2.8,4.01,81685,2.8,5.29,FPC-628,6.83,7.82,87247,9.17,15.33,82998,9.39,11.35,80720,6.26,8.02,82998,9.39,10.06,81458,9.52,13.84
36061004100,80491,2.28,2.88,80491,2.28,2.76,80491,2.28,3.45,85434,6.25,9.47,80491,2.28,2.88,80491,2.28,2.76,80491,2.28,3.45,85434,6.25,9.47,80491,2.28,3.11,80491,2.28,2.93,80491,2.28,3.36,85434,6.25,9.47,80491,2.28,3.43,80491,2.28,2.93,80491,2.28,3.45,85434,6.25,9.47,84461,2.02,2.58,84461,2.02,2.46,84461,2.02,2.58,81458,4.78,8.28,85291,5.2,7.3,FPC-374,2.43,3.13,FPC-374,2.43,6.73,87247,13.9,17.4,82998,4.64,9.88,82998,4.64,6.8,82998,4.64,6.98,81458,4.78,15.53
36061004300,DSNY-BRS-1058,2.97,3.88,DSNY-BRS-1058,2.97,3.54,80491,3.45,4.11,85434,8.34,9.9,DSNY-BRS-1058,2.97,3.68,DSNY-BRS-1058,2.97,3.54,80491,3.45,4.3,85434,8.34,9.9,DSNY-BRS-1058,2.97,3.24,DSNY-BRS-1058,2.97,3.24,80491,3.45,4.3,85434,8.34,9.9,DSNY-BRS-1058,2.97,3.88,DSNY-BRS-1058,2.97,3.54,80491,3.45,4.3,85434,8.34,9.9,DSNY-BRS-1058,2.97,3.41,DSNY-BRS-1058,2.97,3.41,80491,3.45,3.64,87290,3.65,6.55,85291,4.22,5.89,FPC-628,5.44,5.76,FPC-628,5.44,7.62,87247,11.66,16.61,82998,4.2,8.85,82998,4.2,5.75,82998,4.2,7.44,81458,4.34,13.89
36061004500,80491,3.23,4.01,82998,3.03,3.47,82998,3.03,3.64,85517,7.4,9.4,80491,3.23,4.01,82998,3.03,3.47,82998,3.03,3.64,85517,7.4,9.4,80491,3.23,4.2,82998,3.03,3.52,82998,3.03,3.64,85517,7.4,9.4,80491,3.23,4.25,82998,3.03,3.52,82998,3.03,3.64,85517,7.4,9.4,84461,3.16,3.18,82998,3.03,3.12,82998,3.03,3.12,81458,3.16,7.28,85291,6.2,7.77,FPC-374,3.65,4.35,FPC-374,3.65,7.37,87247,13.35,17.44,82998,3.03,8.36,82998,3.03,5.28,82998,3.03,5.8,81458,3.16,14.63
36061005200,FPC-559,1.49,2.79,FPC-559,1.49,2.79,FPC-559,1.49,2.79,87247,6.27,7.8,FPC-559,1.49,2.79,FPC-559,1.49,2.79,FPC-559,1.49,2.79,87247,6.27,7.8,FPC-559,1.49,2.79,FPC-559,1.49,2.79,FPC-559,1.49,2.79,87247,6.27,7.8,FPC-559,1.49,2.79,FPC-559,1.49,2.27,FPC-559,1.49,2.79,87247,6.27,7.8,FPC-559,1.49,2.79,FPC-559,1.49,2.79,FPC-559,1.49,2.62,87290,3.26,5.47,80749,2.14,3.65,80749,2.14,4.65,87247,6.27,7.92,87247,6.27,14.65,82998,8.97,10.09,80720,3.77,5.49,81735,7.17,8.37,81458,8.97,11.86
36061005400,80720,2.36,3.33,80720,2.36,3.33,80720,2.36,3.33,87247,4.85,6.38,80720,2.36,3.33,80720,2.36,3.33,80720,2.36,2.82,87247,4.85,6.38,80720,2.36,3.33,80720,2.36,3.33,80720,2.36,3.33,87247,4.85,6.38,80720,2.36,3.33,80720,2.36,3.29,80720,2.36,3.09,87247,4.85,6.38,80720,2.36,3.33,80720,2.36,3.33,80720,2.36,3.33,87247,4.85,5.15,80749,2.77,3.59,80749,2.77,4.18,87247,4.85,7.17,87247,4.85,15.19,82998,8.66,9.41,80720,2.36,4.92,81735,5.75,7.69,81458,8.66,12.5
36061005501,DSNY-BRS-1058,3.17,4.3,DSNY-BRS-1058,3.17,4.15,FPC-529,2.18,3.82,85434,9.41,10.3,DSNY-BRS-1058,3.17,4.27,DSNY-BRS-1058,3.17,4.15,80491,4.52,4.83,85434,9.41,10.3,DSNY-BRS-1058,3.17,4.02,DSNY-BRS-1058,3.17,4.02,80491,4.52,4.83,85434,9.41,10.3,DSNY-BRS-1058,3.17,4.3,DSNY-BRS-1058,3.17,4.15,80491,4.52,4.83,85434,9.41,10.3,DSNY-BRS-1058,3.17,4.19,DSNY-BRS-1058,3.17,4.15,87290,3.63,4.3,87290,3.63,6.4,80520,4.1,5.67,FPC-628,6.51,6.83,FPC-628,6.51,8.0,87247,10.67,16.63,82998,4.76,8.45,82998,4.76,5.34,82998,4.76,7.08,81458,4.89,14.07
36061005502,DSNY-BRS-1058,1.93,3.15,DSNY-BRS-1058,1.93,3.15,FPC-529,3.3,3.61,85434,8.54,10.18,DSNY-BRS-1058,1.93,3.15,DSNY-BRS-1058,1.93,3.15,80491,3.65,4.56,85434,8.54,10.18,DSNY-BRS-1058,1.93,3.03,DSNY-BRS-1058,1.93,3.03,80491,3.65,4.56,85434,8.54,10.18,DSNY-BRS-1058,1.93,3.15,DSNY-BRS-1058,1.93,3.15,80491,3.65,4.56,85434,8.54,10.18,DSNY-BRS-1058,1.93,3.15,DSNY-BRS-1058,1.93,3.15,87290,2.28,3.27,87290,2.28,6.29,85291,4.43,5.14,FPC-628,5.64,5.95,FPC-628,5.64,7.29,87247,10.29,15.77,82998,6.17,9.7,82998,6.17,6.62,82998,6.17,8.29,81458,6.3,13.64
36061005800,87247,0.12,2.19,87247,0.12,2.19,87247,0.12,2.19,87247,0.12,3.29,87247,0.12,2.19,87247,0.12,2.19,87247,0.12,2.19,87247,0.12,3.29,87247,0.12,2.19,87247,0.12,2.19,87247,0.12,2.19,87247,0.12,3.29,87247,0.12,2.19,87247,0.12,2.19,87247,0.12,2.19,87247,0.12,3.29,87247,0.12,1.99,87247,0.12,1.99,87247,0.12,2.19,87247,0.12,3.75,87247,0.12,2.95,87247,0.12,2.09,87247,0.12,4.08,87247,0.12,12.54,87369,8.63,9.77,81735,3.48,4.49,81735,3.48,7.24,81458,11.07,12.19
36061006300,80720,3.12,4.06,80720,3.12,4.06,FPC-529,2.93,3.09,87247,7.43,8.96,80720,3.12,4.06,80720,3.12,4.06,81917,2.79,3.04,87247,7.43,8.96,80720,3.12,4.06,80720,3.12,4.06,80720,3.12,4.26,87247,7.43,8.96,80720,3.12,4.06,80720,3.12,3.76,80720,3.12,3.98,87247,7.43,8.96,80720,3.12,4.06,80720,3.12,4.06,87290,2.54,2.96,87290,2.54,5.48,80520,0.0,3.77,80749,5.08,6.09,87247,7.43,8.44,87247,7.43,15.9,82998,6.45,8.63,80720,3.12,5.34,82998,6.45,7.08,81458,6.45,13.25
36061006500,DSNY-BRS-1058,4.62,4.82,82998,3.98,4.47,FPC-529,1.72,3.5,87247,9.1,9.71,DSNY-BRS-1058,4.62,4.82,82998,3.98,4.47,82998,3.98,4.41,87247,9.1,9.71,DSNY-BRS-1058,4.62,4.82,82998,3.98,4.47,82998,3.98,4.61,87247,9.1,9.71,DSNY-BRS-1058,4.62,4.82,82998,3.98,4.47,82998,3.98,4.61,87247,9.1,9.71,81458,3.99,4.47,82998,3.98,4.2,87290,3.28,3.75,87290,3.28,5.46,80520,3.64,5.56,80749,6.75,7.56,FPC-628,8.33,8.69,87247,9.1,16.66,82998,3.98,7.37,82998,3.98,4.25,82998,3.98,5.99,81458,3.99,13.65
36061006700,80720,5.29,5.68,82998,2.82,4.65,82998,2.82,3.97,85517,8.88,9.56,80720,5.29,5.68,82998,2.82,4.65,82998,2.82,4.36,85517,8.88,9.56,80720,5.29,5.68,82998,2.82,4.65,82998,2.82,4.67,85517,8.88,9.56,80720,5.29,5.68,82998,2.82,4.65,82998,2.82,4.67,85517,8.88,9.56,81458,2.82,4.65,82998,2.82,3.65,82998,2.82,3.65,81458,2.82,5.93,80520,5.1,6.77,80749,7.25,8.08,FPC-628,9.17,9.37,87247,9.6,17.54,82998,2.82,6.49,82998,2.82,3.65,82998,2.82,5.38,81458,2.82,14.12
36061006800,84055,0.31,2.42,84055,0.31,1.79,84055,0.31,1.79,87247,4.63,7.0,84055,0.31,2.42,84055,0.31,1.79,84055,0.31,1.79,87247,4.63,7.0,84055,0.31,2.42,84055,0.31,1.79,84055,0.31,1.79,87247,4.63,7.0,84055,0.31,2.42,84055,0.31,1.79,84055,0.31,1.79,87247,4.63,7.0,84055,0.31,2.95,84055,0.31,1.79,84055,0.31,1.79,87247,4.63,5.6,87247,4.63,5.11,82798,3.87,4.55,87247,4.63,7.38,87247,4.63,13.95,81199,10.72,11.55,82798,3.87,5.82,81735,6.8,9.83,81199,10.72,11.67
36061006900,85471,4.19,5.9,82998,3.64,4.72,82998,3.64,4.45,85517,7.17,10.15,85471,4.19,5.9,82998,3.64,4.72,82998,3.64,4.72,85517,7.17,10.15,85471,4.19,5.9,82998,3.64,4.72,82998,3.64,4.72,85517,7.17,10.15,85471,4.19,5.9,82998,3.64,4.72,82998,3.64,4.72,85517,7.17,10.15,81458,3.64,4.72,82998,3.64,3.82,82998,3.64,3.82,81458,3.64,7.36,80520,6.84,8.47,80577,7.51,8.45,FPC-374,10.16,10.69,87247,11.35,18.98,82998,3.64,6.83,82998,3.64,4.54,82998,3.64,6.51,81458,3.64,15.55
36061007001,85544,2.18,3.97,85544,2.18,2.89,85544,2.18,3.52,85521,4.99,6.68,85544,2.18,3.97,85544,2.18,2.89,85544,2.18,3.52,85521,4.99,6.68,85544,2.18,3.97,85544,2.18,2.89,85544,2.18,3.52,85521,4.99,6.68,85544,2.18,3.97,85544,2.18,2.89,85544,2.18,3.52,85521,4.99,6.68,84055,4.73,5.14,82798,2.31,3.56,DSNY-BRS-2114,4.19,4.37,85521,4.99,6.78,Plentiful-1388,5.68,7.01,82798,2.31,4.43,81735,5.3,6.89,87247,6.66,14.2,81199,8.69,10.2,82798,2.31,5.44,81735,5.3,8.16,81199,8.69,11.79
36061007002,85544,2.28,4.46,85544,2.28,3.39,85544,2.28,3.62,85521,6.27,7.57,85544,2.28,4.46,85544,2.28,3.39,85544,2.28,3.62,85521,6.27,7.57,85544,2.28,4.46,85544,2.28,3.39,85544,2.28,3.62,85521,6.27,7.57,85544,2.28,4.46,85544,2.28,3.39,85544,2.28,3.62,85521,6.27,7.57,84055,4.84,5.63,82798,3.59,4.06,DSNY-BRS-2114,4.29,4.47,85521,6.27,7.62,Plentiful-1388,5.79,7.36,82798,3.59,5.32,81735,6.58,7.77,87247,6.77,15.05,81199,9.97,11.48,82798,3.59,6.72,81735,6.58,9.43,81199,9.97,12.68
36061007100,80720,2.96,4.77,80720,2.96,4.21,80720,2.96,3.81,87247,7.27,8.63,80720,2.96,4.77,80720,2.96,4.21,81917,2.62,3.35,87247,7.27,8.63,80720,2.96,4.77,80720,2.96,4.21,80720,2.96,4.21,87247,7.27,8.63,80720,2.96,4.77,80720,2.96,4.21,80720,2.96,3.81,87247,7.27,8.63,80720,2.96,4.21,80720,2.96,4.21,80720,2.96,3.68,87290,3.6,5.36,80520,2.76,4.98,80749,4.92,5.85,87247,7.27,8.67,87247,7.27,16.45,82998,5.2,7.26,80720,2.96,4.45,82998,5.2,6.19,81458,5.2,13.35
36061007200,85544,1.85,2.88,82798,1.48,2.0,85544,1.85,2.88,85521,4.11,5.41,85544,1.85,2.88,82798,1.48,2.0,85544,1.85,2.88,85521,4.11,5.41,85544,1.85,2.88,82798,1.48,2.0,85544,1.85,2.88,85521,4.11,5.41,85544,1.85,2.88,82798,1.48,2.0,85544,1.85,2.88,85521,4.11,5.41,84055,2.67,3.47,82798,1.48,2.59,84055,2.67,3.73,85521,4.11,5.58,Plentiful-1388,3.62,5.24,82798,1.48,3.17,81735,4.42,5.79,87247,4.6,13.1,81199,8.36,9.5,82798,1.48,4.75,81735,4.42,7.45,81199,8.36,10.87
36061007300,80720,4.01,5.47,80720,4.01,4.62,80720,4.01,4.12,87247,8.45,9.09,80720,4.01,5.47,80720,4.01,4.62,81917,3.81,4.0,87247,8.45,9.09,80720,4.01,5.47,80720,4.01,4.62,80720,4.01,4.62,87247,8.45,9.09,80720,4.01,5.47,80720,4.01,4.62,80720,4.01,4.38,87247,8.45,9.09,80720,4.01,4.62,80720,4.01,4.13,80720,4.01,4.13,81458,4.19,5.81,80520,3.94,6.17,80749,6.1,6.96,87247,8.45,9.29,87247,8.45,17.07,82998,4.19,6.91,80720,4.01,4.13,82998,4.19,5.91,81458,4.19,13.81
