GEOID,Mo_period_1_nearest,Mo_period_1_tt,Mo_period_1_tt_3,Mo_period_2_nearest,Mo_period_2_tt,Mo_period_2_tt_3,Mo_period_3_nearest,Mo_period_3_tt,Mo_period_3_tt_3,Mo_period_4_nearest,Mo_period_4_tt,Mo_period_4_tt_3,Tu_period_1_nearest,Tu_period_1_tt,Tu_period_1_tt_3,Tu_period_2_nearest,Tu_period_2_tt,Tu_period_2_tt_3,Tu_period_3_nearest,Tu_period_3_tt,Tu_period_3_tt_3,Tu_period_4_nearest,Tu_period_4_tt,Tu_period_4_tt_3,We_period_1_nearest,We_period_1_tt,We_period_1_tt_3,We_period_2_nearest,We_period_2_tt,We_period_2_tt_3,We_period_3_nearest,We_period_3_tt,We_period_3_tt_3,We_period_4_nearest,We_period_4_tt,We_period_4_tt_3,Th_period_1_nearest,Th_period_1_tt,Th_period_1_tt_3,Th_period_2_nearest,Th_period_2_tt,Th_period_2_tt_3,Th_period_3_nearest,Th_period_3_tt,Th_period_3_tt_3,Th_period_4_nearest,Th_period_4_tt,Th_period_4_tt_3,Fr_period_1_nearest,Fr_period_1_tt,Fr_period_1_tt_3,Fr_period_2_nearest,Fr_period_2_tt,Fr_period_2_tt_3,Fr_period_3_nearest,Fr_period_3_tt,Fr_period_3_tt_3,Fr_period_4_nearest,Fr_period_4_tt,Fr_period_4_tt_3,Sa_period_1_nearest,Sa_period_1_tt,Sa_period_1_tt_3,Sa_period_2_nearest,Sa_period_2_tt,Sa_period_2_tt_3,Sa_period_3_nearest,Sa_period_3_tt,Sa_period_3_tt_3,Sa_period_4_nearest,Sa_period_4_tt,Sa_period_4_tt_3,Su_period_1_nearest,Su_period_1_tt,Su_period_1_tt_3,Su_period_2_nearest,Su_period_2_tt,Su_period_2_tt_3,Su_period_3_nearest,Su_period_3_tt,Su_period_3_tt_3,Su_period_4_nearest,Su_period_4_tt,Su_period_4_tt_3
36085027702,83197,70.35,92.22,FPC-381,65.48,75.69,83197,70.35,102.94,83916,105.83,105.83,83197,70.35,98.13,FPC-381,65.48,75.69,83197,70.35,92.02,FPC-24,102.83,106.03,83197,70.35,92.04,FPC-711,53.49,58.41,FPC-711,53.49,76.56,83916,105.83,105.83,83197,70.35,92.22,FPC-381,65.48,67.72,83197,70.35,98.21,85380,99.92,102.88,83197,70.35,89.84,85366,56.26,64.03,83197,70.35,95.38,83916,105.83,105.83,83328,101.81,114.18,FPC-27,99.43,102.35,83328,101.81,103.82,83916,105.83,105.83,83916,105.83,105.83,FPC-621,95.99,98.73,83916,105.83,115.53,83916,105.83,119.09
36085027704,83197,50.3,72.97,FPC-381,46.54,56.38,83197,50.3,84.18,83916,86.98,86.98,83197,50.3,80.3,FPC-381,46.54,56.38,83197,50.3,74.96,83916,86.98,88.17,83197,50.3,74.96,FPC-381,46.54,48.11,FPC-711,48.7,61.99,83916,86.98,86.98,83197,50.3,72.97,FPC-381,46.54,56.38,83197,50.3,78.93,83916,86.98,91.09,83197,50.3,75.3,FPC-381,46.54,48.64,83197,50.3,78.18,83916,86.98,86.98,83328,82.95,95.29,83328,82.95,85.14,83328,82.95,84.97,83916,86.98,86.98,83916,86.98,86.98,FPC-27,85.49,87.89,83916,86.98,96.25,83916,86.98,99.64
36085027705,83197,58.1,79.62,FPC-381,53.23,63.44,83197,58.1,91.41,83916,93.06,93.06,83197,58.1,87.53,FPC-381,53.23,63.44,83197,58.1,79.42,FPC-24,90.06,93.43,83197,58.1,79.44,FPC-711,40.71,45.8,FPC-711,40.71,63.96,83916,93.06,93.06,83197,58.1,79.62,FPC-381,53.23,63.44,83197,58.1,85.79,85380,87.22,90.14,83197,58.1,77.27,85366,43.45,51.6,83197,58.1,82.78,83916,93.06,93.06,83328,89.03,101.58,FPC-27,86.65,89.58,83328,89.03,91.04,83916,93.06,93.06,83916,93.06,93.06,FPC-621,83.21,85.96,83916,93.06,103.08,83916,93.06,106.58
36085027706,83197,64.55,77.29,FPC-381,51.08,64.17,83197,64.55,93.47,83916,86.33,86.33,83197,64.55,89.58,FPC-381,51.08,64.17,83197,64.55,77.09,FPC-24,83.34,91.09,83197,64.55,77.1,FPC-711,33.99,40.61,FPC-711,33.99,61.62,83916,86.33,86.33,83197,64.55,77.29,FPC-381,51.08,64.17,83197,64.55,84.28,85380,80.43,83.38,83197,64.55,74.91,85366,36.76,50.79,83197,64.55,80.44,83916,86.33,86.33,83328,82.31,97.37,FPC-27,79.93,82.86,83328,82.31,84.32,83916,86.33,86.33,83916,86.33,86.33,FPC-621,76.49,79.23,83916,86.33,100.74,83916,86.33,106.44
36085027900,83197,48.23,81.54,83197,48.23,64.95,83197,48.23,84.85,83916,100.88,100.88,83197,48.23,80.04,83197,48.23,59.12,83197,48.23,81.25,81559,97.4,98.79,83197,48.23,83.54,83197,48.23,57.22,83197,48.23,72.08,83916,100.88,100.88,83197,48.23,78.26,83197,48.23,58.7,83197,48.23,84.85,83916,100.88,107.25,83197,48.23,83.9,83197,48.23,57.22,83197,48.23,84.13,83916,100.88,100.88,83328,96.85,107.53,83328,96.85,99.04,83328,96.85,98.87,83916,100.88,100.88,83916,100.88,100.88,FPC-27,99.39,103.3,83916,100.88,108.37,83916,100.88,110.87
36085029102,81020,88.27,96.71,FPC-381,74.9,82.09,83916,93.62,120.84,83916,93.62,93.62,83916,93.62,117.2,FPC-381,74.9,82.09,FPC-24,90.63,90.66,FPC-24,90.63,107.23,Plentiful-553,90.67,91.66,FPC-711,57.36,64.28,FPC-711,57.36,82.45,83916,93.62,93.62,81020,88.27,96.71,85352,57.53,72.2,83916,93.62,103.7,85380,61.08,77.35,FPC-615,54.51,85.46,85366,60.58,74.23,83916,93.62,95.44,83916,93.62,93.62,83328,89.6,107.05,FPC-27,87.22,90.15,83328,89.6,91.61,83916,93.62,93.62,83916,93.62,93.62,FPC-621,58.8,70.68,83916,93.62,113.18,83916,93.62,121.45
36085029104,81020,50.5,57.28,FPC-381,32.14,42.66,83916,55.85,80.69,83916,55.85,55.85,83916,55.85,77.06,FPC-381,32.14,42.66,FPC-24,52.86,52.89,FPC-24,52.86,68.74,Plentiful-553,52.9,53.89,FPC-711,8.87,19.61,FPC-711,8.87,41.53,83916,55.85,55.85,81020,50.5,57.28,FPC-381,32.14,38.23,83916,55.85,64.27,85380,39.71,47.78,FPC-615,33.14,51.49,85366,17.82,33.14,83916,55.85,58.53,83916,55.85,55.85,83328,51.83,69.28,FPC-27,49.45,52.38,83328,51.83,53.84,83916,55.85,55.85,83916,55.85,55.85,FPC-621,37.44,43.85,83916,55.85,74.69,83916,55.85,82.6
36085029105,81020,88.76,97.44,FPC-381,76.09,82.82,83916,94.12,121.56,83916,94.12,94.12,83916,94.12,117.92,FPC-381,76.09,82.82,FPC-24,91.12,91.15,FPC-24,91.12,107.72,Plentiful-553,91.16,92.15,FPC-711,58.55,65.47,FPC-711,58.55,83.17,83916,94.12,94.12,81020,88.76,97.44,85352,58.02,72.92,83916,94.12,104.43,85380,61.57,77.84,FPC-615,55.0,86.18,85366,61.78,75.19,83916,94.12,95.93,83916,94.12,94.12,83328,90.09,107.54,FPC-27,87.71,90.64,83328,90.09,92.1,83916,94.12,94.12,83916,94.12,94.12,FPC-621,59.29,71.17,83916,94.12,113.67,83916,94.12,121.94
36085030301,81020,36.43,47.84,FPC-381,25.12,30.94,83916,41.78,71.97,83916,41.78,41.78,83916,41.78,68.33,FPC-381,25.12,30.94,FPC-24,38.79,38.82,FPC-24,38.79,55.39,Plentiful-553,38.83,39.82,FPC-711,12.58,18.94,FPC-711,12.58,33.37,83916,41.78,41.78,81020,36.43,47.84,FPC-381,25.12,30.83,83916,41.78,54.84,85380,38.6,40.19,FPC-615,32.03,46.38,85366,19.12,26.54,83916,41.78,44.42,83916,41.78,41.78,83328,37.76,55.21,FPC-27,35.38,38.31,83328,37.76,39.77,83916,41.78,41.78,83916,41.78,41.78,FPC-621,33.47,35.14,83916,41.78,61.34,83916,41.78,69.61
36085030302,81020,37.28,54.38,81260,33.17,35.54,83916,42.63,82.37,83916,42.63,42.63,83916,42.63,75.79,81260,33.17,36.31,FPC-24,39.56,39.59,FPC-24,39.56,60.07,Plentiful-553,39.61,40.62,81260,33.17,35.33,FPC-711,36.66,41.82,83916,42.63,42.63,81020,37.28,54.38,85352,18.73,29.35,83916,42.63,61.37,85380,29.18,35.91,FPC-615,20.61,48.82,FPC-27,36.15,39.13,83916,42.63,44.99,83916,42.63,42.63,83328,38.61,56.06,FPC-27,36.15,39.13,83328,38.61,40.62,83916,42.63,42.63,83916,42.63,42.63,FPC-621,14.9,23.29,83916,42.63,64.63,83916,42.63,74.12
